agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,687,670,553,445,467,482,471,467,467,423,292,282,292,185,212,225,233,237,237,230,187,175,190,180,151,150,128,114,110,177,187,147,146
Trás-os-Montes,2,740,695,699,699,689,666,654,666,663,668,675,664,650,674,950,949,1012,1012,1116,1129,1264,1221,1189,1164,1075,831,651,737,738,749,641,720,713
Beira Litoral,3,573,535,580,582,611,578,596,600,600,601,653,647,653,365,479,531,664,653,643,633,792,804,761,732,790,840,981,823,933,967,921,939,931
Beira Interior,4,389,363,388,383,376,382,397,422,405,378,405,406,406,311,375,371,390,395,396,397,480,542,557,498,669,692,678,600,628,677,728,674,667
Ribatejo e Oeste,5,1068,1037,834,806,790,974,950,976,978,980,858,812,872,840,862,864,864,829,876,855,865,875,858,829,815,864,1105,1126,1231,1349,1233,1244,1228
Alentejo,6,845,891,898,933,576,492,483,645,484,464,598,569,558,349,555,490,564,508,540,440,613,700,769,699,783,762,727,591,567,618,581,620,602
Algarve,7,648,634,635,631,631,618,289,617,617,581,627,755,611,177,598,598,598,598,598,598,492,469,527,525,583,545,652,544,548,535,508,565,551
