Muni_ID,ID,Muni,ssnb
1601,1111601,Arcos de Valdevez,5.48458508772259
1602,1111602,Caminha,22.5020669764162
1603,1111603,Melgaço,6.37080279221754
1604,1111604,Monção,15.7887391373348
1605,1111605,Paredes de Coura,12.7178739546082
1606,1111606,Ponte da Barca,16.2461484855353
1607,1111607,Ponte de Lima,52.7052445011945
1608,1111608,Valença,29.4095228100572
1609,1111609,Viana do Castelo,44.9859697130713
1610,1111610,Vila Nova de Cerveira,25.1423954163581
301,1120301,Amares,61.3066492508434
302,1120302,Barcelos,34.6534151015532
303,1120303,Braga,105.399631619063
306,1120306,Esposende,104.355061315585
310,1120310,Terras de Bouro,9.70362945809707
313,1120313,Vila Verde,67.1059850899149
307,1130307,Fafe,81.1946865129893
308,1130308,Guimarães,96.6486059454652
309,1130309,Póvoa de Lanhoso,71.5602473105063
1314,1131314,Santo Tirso,73.4146231303295
1318,1131318,Trofa,32.3401721993594
311,1130311,Vieira do Minho,8.68361871393178
312,1130312,Vila Nova de Famalicão,41.262276457564
314,1130314,Vizela,102.054487989283
107,1140107,Espinho,29.0879177503669
1304,1141304,Gondomar,67.0581102963718
1306,1141306,Maia,48.7742748206694
1308,1141308,Matosinhos,30.0439211890662
1312,1141312,Porto,104.247545185729
1313,1141313,Póvoa de Varzim,142.567562415678
1315,1141315,Valongo,591.386195742101
1316,1141316,Vila do Conde,-70.3622994197733
1317,1141317,Vila Nova de Gaia,117.884417786334
1301,1151301,Amarante,41.6221751804096
1302,1151302,Baião,28.5205227787719
304,1150304,Cabeceiras de Basto,23.1509635904404
106,1150106,Castelo de Paiva,84.0039744465772
305,1150305,Celorico de Basto,73.6755505236993
1804,1151804,Cinfães,30.0144775099019
1303,1151303,Felgueiras,62.1502866230576
1305,1151305,Lousada,100.929605461198
1307,1151307,Marco de Canaveses,51.7303161791655
1705,1151705,Mondim de Basto,21.0514096441241
1309,1151309,Paços de Ferreira,81.9134679148931
1310,1151310,Paredes,82.2817689534085
1311,1151311,Penafiel,63.2882166731665
1813,1151813,Resende,23.8211891596342
1709,1151709,Ribeira de Pena,17.8981810394033
104,1160104,Arouca,16.0975707485019
113,1160113,Oliveira de Azeméis,-3.50243069215517
109,1160109,Santa Maria da Feira,96.1803553297056
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,30.1225601713377
1701,1171701,Alijó,10.7128146261119
1801,1171801,Armamar,15.6423036919976
403,1170403,Carrazeda de Ansiães,14.6835405312947
404,1170404,Freixo de Espada à Cinta,13.1414453117931
1805,1171805,Lamego,10.9783946959087
1704,1171704,Mesão Frio,-1.84107911253151
1807,1171807,Moimenta da Beira,0.780961428442941
1812,1171812,Penedono,50.3697362292994
1708,1171708,Peso da Régua,10.9696978319476
1710,1171710,Sabrosa,28.9737136830747
1711,1171711,Santa Marta de Penaguião,11.1573337546618
1815,1171815,São João da Pesqueira,17.3587584152921
1818,1171818,Sernancelhe,32.9479271282042
1819,1171819,Tabuaço,21.2784174376639
1820,1171820,Tarouca,20.4900863155365
409,1170409,Torre de Moncorvo,12.1072112010031
410,1170410,Vila Flor,21.5094519343136
914,1170914,Vila Nova de Foz Côa,11.293828341338
1714,1171714,Vila Real,8.36821749469291
401,1180401,Alfândega da Fé,20.7109619732251
1702,1181702,Boticas,14.0934474185491
402,1180402,Bragança,30.5254287912145
1703,1181703,Chaves,24.8908255661783
405,1180405,Macedo de Cavaleiros,27.1579553684608
406,1180406,Miranda do Douro,7.38228087120008
407,1180407,Mirandela,24.5558564688605
408,1180408,Mogadouro,9.70285071082459
1706,1181706,Montalegre,8.32261783378069
1707,1181707,Murça,8.63738982897155
1712,1181712,Valpaços,38.2354472423897
1713,1181713,Vila Pouca de Aguiar,7.73633960455825
411,1180411,Vimioso,17.6202023890758
412,1180412,Vinhais,38.7020337199486
101,1610101,Águeda,67.0524490208508
102,1610102,Albergaria-a-Velha,55.4775200986579
103,1610103,Anadia,34.204907283925
105,1610105,Aveiro,66.1462369328388
108,1610108,Estarreja,92.4038134430894
110,1610110,Ílhavo,140.916573514752
111,1610111,Mealhada,40.89379097236
112,1610112,Murtosa,-5.49590083362212
114,1610114,Oliveira do Bairro,61.2315778160361
115,1610115,Ovar,-9.46864422119948
117,1610117,Sever do Vouga,320.934759645246
118,1610118,Vagos,34.6548673992895
602,1620602,Cantanhede,16.4551754650152
603,1620603,Coimbra,91.1205616846214
604,1620604,Condeixa-a-Nova,56.935628687787
605,1620605,Figueira da Foz,69.3384957018964
608,1620608,Mira,60.0475612664641
610,1620610,Montemor-o-Velho,31.1918983383661
613,1620613,Penacova,59.9905375496428
615,1620615,Soure,180.441550470373
1004,1631004,Batalha,103.52662258695
1009,1631009,Leiria,247.390267176482
1010,1631010,Marinha Grande,68.8487809032037
1015,1631015,Pombal,92.0475340895045
1016,1631016,Porto de Mós,107.430184541047
1002,1641002,Alvaiázere,38.01015653582
1003,1641003,Ansião,37.8618737109659
601,1640601,Arganil,54.5268600440028
1007,1641007,Castanheira de Pêra,37.9101723067324
1008,1641008,Figueiró dos Vinhos,50.9545520576557
606,1640606,Góis,73.3621270528842
607,1640607,Lousã,102.95316540583
609,1640609,Miranda do Corvo,57.5082768005269
611,1640611,Oliveira do Hospital,204.182117122126
612,1640612,Pampilhosa da Serra,38.056885874585
1013,1641013,Pedrógão Grande,47.0839930024153
614,1640614,Penela,37.2169354262272
616,1640616,Tábua,37.3519697067614
617,1640617,Vila Nova de Poiares,55.7389073399258
901,1650901,Aguiar da Beira,58.6718517592376
1802,1651802,Carregal do Sal,40.2370937352654
1803,1651803,Castro Daire,28.8403489180728
1806,1651806,Mangualde,41.1206691658075
1808,1651808,Mortágua,225.085954162669
1809,1651809,Nelas,30.5452648185892
1810,1651810,Oliveira de Frades,283.782236102581
1811,1651811,Penalva do Castelo,34.4830049550849
1814,1651814,Santa Comba Dão,148.160833592074
1816,1651816,São Pedro do Sul,72.5521843109761
1817,1651817,Sátão,56.889072694095
1821,1651821,Tondela,99.7835306372
1822,1651822,Vila Nova de Paiva,105.248143587272
1823,1651823,Viseu,41.2058872213914
1824,1651824,Vouzela,151.398959941462
1413,1661413,Mação,23.4890528905617
506,1660506,Oleiros,57.9601244009108
508,1660508,Proença-a-Nova,26.8665801475709
509,1660509,Sertã,36.7169737844506
510,1660510,Vila de Rei,33.9544512346842
905,1670905,Fornos de Algodres,35.0947455664092
906,1670906,Gouveia,20.1842747471616
912,1670912,Seia,25.3849822472711
902,1680902,Almeida,3.54128771147273
903,1680903,Celorico da Beira,11.2220589274012
904,1680904,Figueira de Castelo Rodrigo,14.7051092761483
907,1680907,Guarda,7.18953275791982
908,1680908,Manteigas,10.7020460969654
909,1680909,Mêda,20.1843486269846
910,1680910,Pinhel,7.92706355268647
