Muni_ID,ID,Muni,ssnb
1601,1111601,Arcos de Valdevez,15.8773265416747
1602,1111602,Caminha,5.37298615349267
1603,1111603,Melgaço,8.03040393889713
1604,1111604,Monção,28.2017753543469
1605,1111605,Paredes de Coura,33.8308617683374
1606,1111606,Ponte da Barca,18.123144735705
1607,1111607,Ponte de Lima,27.2711338284866
1608,1111608,Valença,61.8708673626842
1609,1111609,Viana do Castelo,3.16362950059093
1610,1111610,Vila Nova de Cerveira,12.4870558687648
301,1120301,Amares,64.5788172986706
302,1120302,Barcelos,-161.822508981853
303,1120303,Braga,23.4318211275245
306,1120306,Esposende,20.7740366520153
310,1120310,Terras de Bouro,16.2079269102297
313,1120313,Vila Verde,59.9359897136961
307,1130307,Fafe,101.194086928418
308,1130308,Guimarães,49.3542313827633
309,1130309,Póvoa de Lanhoso,62.0115311698092
1314,1131314,Santo Tirso,-16.1190015292165
1318,1131318,Trofa,-156.356932536107
311,1130311,Vieira do Minho,28.4512085655339
312,1130312,Vila Nova de Famalicão,-105.843698615274
314,1130314,Vizela,65.305446276844
107,1140107,Espinho,81.0719351906597
1304,1141304,Gondomar,55.5408057046072
1306,1141306,Maia,-102.578985074713
1308,1141308,Matosinhos,-150.924740322877
1312,1141312,Porto,
1313,1141313,Póvoa de Varzim,67.2555319738896
1315,1141315,Valongo,-11.6464358623636
1316,1141316,Vila do Conde,-244.458111937725
1317,1141317,Vila Nova de Gaia,67.3518826974548
1301,1151301,Amarante,89.1696673156154
1302,1151302,Baião,71.5578216423473
304,1150304,Cabeceiras de Basto,46.3528311800746
106,1150106,Castelo de Paiva,80.1923775141509
305,1150305,Celorico de Basto,86.5894136514782
1804,1151804,Cinfães,47.0600851399431
1303,1151303,Felgueiras,59.6340945519399
1305,1151305,Lousada,39.1441610462883
1307,1151307,Marco de Canaveses,74.4799032667587
1705,1151705,Mondim de Basto,42.0093387862679
1309,1151309,Paços de Ferreira,20.7010877747459
1310,1151310,Paredes,47.5255976583068
1311,1151311,Penafiel,53.9642226586173
1813,1151813,Resende,18.7449486319181
1709,1151709,Ribeira de Pena,61.016698243187
104,1160104,Arouca,-18.5007378142487
113,1160113,Oliveira de Azeméis,-133.156735410688
109,1160109,Santa Maria da Feira,-30.7288400081781
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,-4.84367316843877
1701,1171701,Alijó,14.3907655125821
1801,1171801,Armamar,20.6528679356422
403,1170403,Carrazeda de Ansiães,17.1259255372664
404,1170404,Freixo de Espada à Cinta,15.1590130451685
1805,1171805,Lamego,12.8796547978674
1704,1171704,Mesão Frio,-0.330868768501473
1807,1171807,Moimenta da Beira,-11.7710129282761
1812,1171812,Penedono,42.905937145881
1708,1171708,Peso da Régua,16.842739494898
1710,1171710,Sabrosa,17.5411116900718
1711,1171711,Santa Marta de Penaguião,19.4383076702086
1815,1171815,São João da Pesqueira,19.4449428903253
1818,1171818,Sernancelhe,23.4721592144919
1819,1171819,Tabuaço,23.4915482834869
1820,1171820,Tarouca,24.4083178610928
409,1170409,Torre de Moncorvo,11.7688228087834
410,1170410,Vila Flor,27.3988508800612
914,1170914,Vila Nova de Foz Côa,11.6548117329901
1714,1171714,Vila Real,11.5494385569513
401,1180401,Alfândega da Fé,20.446794758741
1702,1181702,Boticas,18.7182166003289
402,1180402,Bragança,31.3085325146624
1703,1181703,Chaves,19.942993626607
405,1180405,Macedo de Cavaleiros,33.6994302829373
406,1180406,Miranda do Douro,16.8027926698982
407,1180407,Mirandela,29.0707237215566
408,1180408,Mogadouro,18.0222767413371
1706,1181706,Montalegre,10.0786641047453
1707,1181707,Murça,5.71535416252721
1712,1181712,Valpaços,37.6452454565689
1713,1181713,Vila Pouca de Aguiar,7.31343352543668
411,1180411,Vimioso,24.0548117864565
412,1180412,Vinhais,36.4702580823106
101,1610101,Águeda,75.8136916344572
102,1610102,Albergaria-a-Velha,5.66287166262111
103,1610103,Anadia,33.8385316500016
105,1610105,Aveiro,43.2029401692762
108,1610108,Estarreja,72.8018978985076
110,1610110,Ílhavo,126.74914449696
111,1610111,Mealhada,93.2000231815939
112,1610112,Murtosa,-70.101736289242
114,1610114,Oliveira do Bairro,68.5849628286654
115,1610115,Ovar,-44.1511377448053
117,1610117,Sever do Vouga,129.190030653254
118,1610118,Vagos,3.05892004738448
602,1620602,Cantanhede,-11.3326783890798
603,1620603,Coimbra,106.601559311585
604,1620604,Condeixa-a-Nova,84.4438232662109
605,1620605,Figueira da Foz,97.8448081820732
608,1620608,Mira,0.754708275719986
610,1620610,Montemor-o-Velho,-0.108280435017018
613,1620613,Penacova,86.4658509337927
615,1620615,Soure,172.753219104903
1004,1631004,Batalha,125.773418962353
1009,1631009,Leiria,168.786039488122
1010,1631010,Marinha Grande,175.500914041084
1015,1631015,Pombal,98.8783023559293
1016,1631016,Porto de Mós,1.68643463983633
1002,1641002,Alvaiázere,52.9898672562497
1003,1641003,Ansião,55.873850642505
601,1640601,Arganil,187.941740349231
1007,1641007,Castanheira de Pêra,175.556241976394
1008,1641008,Figueiró dos Vinhos,54.4413394199037
606,1640606,Góis,47.8957756702435
607,1640607,Lousã,67.9354548665378
609,1640609,Miranda do Corvo,160.869806083861
611,1640611,Oliveira do Hospital,61.2589998666092
612,1640612,Pampilhosa da Serra,52.0188149959511
1013,1641013,Pedrógão Grande,79.1321474137694
614,1640614,Penela,55.6913821377813
616,1640616,Tábua,75.3857490061904
617,1640617,Vila Nova de Poiares,74.3823877390711
901,1650901,Aguiar da Beira,36.236629292995
1802,1651802,Carregal do Sal,60.8574386464086
1803,1651803,Castro Daire,23.0220692370057
1806,1651806,Mangualde,59.6593548993256
1808,1651808,Mortágua,200.724397388627
1809,1651809,Nelas,42.8231244792079
1810,1651810,Oliveira de Frades,260.286591059007
1811,1651811,Penalva do Castelo,53.710849039448
1814,1651814,Santa Comba Dão,221.694992496694
1816,1651816,São Pedro do Sul,45.5392347352414
1817,1651817,Sátão,43.9905568453625
1821,1651821,Tondela,93.8674484659878
1822,1651822,Vila Nova de Paiva,34.7761503255833
1823,1651823,Viseu,48.3712121289808
1824,1651824,Vouzela,118.975733188181
1413,1661413,Mação,36.3795022272497
506,1660506,Oleiros,25.5096198984018
508,1660508,Proença-a-Nova,37.592660470117
509,1660509,Sertã,39.0785133821784
510,1660510,Vila de Rei,34.86400412239
905,1670905,Fornos de Algodres,36.3430102073004
906,1670906,Gouveia,14.3002005611214
912,1670912,Seia,35.9308225846336
902,1680902,Almeida,4.90116867561431
903,1680903,Celorico da Beira,22.3183784420314
904,1680904,Figueira de Castelo Rodrigo,19.8272058686443
907,1680907,Guarda,6.830929892946
908,1680908,Manteigas,8.30402462329669
909,1680909,Mêda,25.7697507355681
910,1680910,Pinhel,11.9167185687566
911,1680911,Sabugal,5.10140897054516
913,1680913,Trancoso,17.6362350506407
502,1690502,Castelo Branco,20.6708494487773
505,1690505,Idanha-a-Nova,20.2031944118596
507,1690507,Penamacor,30.8351071495078
511,1690511,Vila Velha de Ródão,36.9221516587311
501,16A0501,Belmonte,28.2905667170823
503,16A0503,Covilhã,26.1730120548953
504,16A0504,Fundão,40.7945079190263
1001,16B1001,Alcobaça,99.3964436063551
1101,16B1101,Alenquer,102.615967554847
1102,16B1102,Arruda dos Vinhos,58.9371793776801
1005,16B1005,Bombarral,26.5873873946256
1104,16B1104,Cadaval,30.8989110879263
1006,16B1006,Caldas da Rainha,95.193933561649
1108,16B1108,Lourinhã,101.076227768988
1011,16B1011,Nazaré,74.822448504617
1012,16B1012,Óbidos,43.818509252127
1014,16B1014,Peniche,127.43659764796
1112,16B1112,Sobral de Monte Agraço,62.4180608935207
1113,16B1113,Torres Vedras,49.1348530404027
1401,16C1401,Abrantes,58.6869273262459
1402,16C1402,Alcanena,33.642482813122
1408,16C1408,Constância,67.3412231337896
1410,16C1410,Entroncamento,112.724076321636
1411,16C1411,Ferreira do Zêzere,93.3313056242083
1421,16C1421,Ourém,72.1430006172874
1417,16C1417,Sardoal,57.4280102432791
1418,16C1418,Tomar,53.9721352766512
1419,16C1419,Torres Novas,66.4737225261874
1420,16C1420,Vila Nova da Barquinha,53.524598566885
1115,1711115,Amadora,-7.70961723763594
1105,1711105,Cascais,87.0265943586411
1106,1711106,Lisboa,
1107,1711107,Loures,64.3443913581039
1109,1711109,Mafra,80.0924289933334
1116,1711116,Odivelas,-85.187385499618
1110,1711110,Oeiras,94.415985528091
1111,1711111,Sintra,70.6435361445005
1114,1711114,Vila Franca de Xira,84.0251411299622
1502,1721502,Alcochete,39.3745129137234
1503,1721503,Almada,103.903596787362
1504,1721504,Barreiro,41.254346581289
1506,1721506,Moita,-31.30614093388
1507,1721507,Montijo,38.0162689856355
1508,1721508,Palmela,40.9669468002804
1510,1721510,Seixal,49.2261406514289
1511,1721511,Sesimbra,47.092309925846
1512,1721512,Setúbal,50.0475373876362
1501,1811501,Alcácer do Sal,24.620131787477
1505,1811505,Grândola,17.9859757454977
211,1810211,Odemira,20.5540266876117
1509,1811509,Santiago do Cacém,29.6912441820459
1513,1811513,Sines,15.4474490403712
1201,1821201,Alter do Chão,25.1103100941186
1202,1821202,Arronches,18.9075346825508
1203,1821203,Avis,28.5925013618579
1204,1821204,Campo Maior,40.5469577145662
1205,1821205,Castelo de Vide,26.7198685008982
1206,1821206,Crato,23.8197594919797
1207,1821207,Elvas,32.8661744169778
1208,1821208,Fronteira,31.3809299347064
1209,1821209,Gavião,81.6798902119937
1210,1821210,Marvão,29.4093763055224
1211,1821211,Monforte,15.3196743737916
707,1820707,Mora,24.1687621297295
1212,1821212,Nisa,33.9187078228729
1213,1821213,Ponte de Sor,27.9417446847623
1214,1821214,Portalegre,24.4983538735708
701,1830701,Alandroal,18.9820881188641
702,1830702,Arraiolos,26.7049280394651
703,1830703,Borba,20.2153459295673
704,1830704,Estremoz,22.1452602400132
705,1830705,Évora,28.3819975189353
706,1830706,Montemor-o-Novo,21.3701590398075
708,1830708,Mourão,11.0633326055761
709,1830709,Portel,22.804237043573
710,1830710,Redondo,21.8260422516713
711,1830711,Reguengos de Monsaraz,29.5183855621208
1215,1831215,Sousel,36.0950040709084
712,1830712,Vendas Novas,20.137395727442
713,1830713,Viana do Alentejo,17.0888222279956
714,1830714,Vila Viçosa,36.6736168858627
201,1840201,Aljustrel,47.7716961462276
202,1840202,Almodôvar,23.0889225432541
203,1840203,Alvito,26.2525456110636
204,1840204,Barrancos,12.9860153718558
205,1840205,Beja,48.7141600006378
206,1840206,Castro Verde,18.2439111292982
207,1840207,Cuba,26.7106314886669
208,1840208,Ferreira do Alentejo,46.3630592981434
209,1840209,Mértola,14.8217844804395
210,1840210,Moura,31.3817017318887
212,1840212,Ourique,21.185418080158
213,1840213,Serpa,38.9624806994061
214,1840214,Vidigueira,34.6384031204245
1403,1851403,Almeirim,66.532353877827
1404,1851404,Alpiarça,72.4526393587005
1103,1851103,Azambuja,102.304707455145
1405,1851405,Benavente,42.0406504235804
1406,1851406,Cartaxo,69.3518730651165
1407,1851407,Chamusca,33.1922526683987
1409,1851409,Coruche,15.6773675990276
1412,1851412,Golegã,118.757791046712
1414,1851414,Rio Maior,115.131094297244
1415,1851415,Salvaterra de Magos,70.5784264831657
1416,1851416,Santarém,71.4298073745092
801,1500801,Albufeira,89.815912862702
802,1500802,Alcoutim,49.7427152829327
803,1500803,Aljezur,46.342108928813
804,1500804,Castro Marim,56.9291001058997
805,1500805,Faro,108.704948208848
806,1500806,Lagoa,42.2836835525369
807,1500807,Lagos,69.7148238567331
808,1500808,Loulé,83.0875809544572
809,1500809,Monchique,43.7448511719946
810,1500810,Olhão,100.343690504083
811,1500811,Portimão,83.2360206439726
812,1500812,São Brás de Alportel,63.9797682090688
813,1500813,Silves,84.0794963739031
814,1500814,Tavira,71.0309077107071
815,1500815,Vila do Bispo,27.3355437322739
816,1500816,Vila Real de Santo António,53.823841610693
