Muni_ID,ID,Muni,ssnb
1601,1111601,Arcos de Valdevez,16.0609766207242
1602,1111602,Caminha,4.7642184088646
1603,1111603,Melgaço,7.75555325615635
1604,1111604,Monção,28.2993955048048
1605,1111605,Paredes de Coura,31.6267330929778
1606,1111606,Ponte da Barca,18.2340984659127
1607,1111607,Ponte de Lima,27.6554788957893
1608,1111608,Valença,50.558800118393
1609,1111609,Viana do Castelo,2.64897049798334
1610,1111610,Vila Nova de Cerveira,-17.7533505066651
301,1120301,Amares,64.6432460683473
302,1120302,Barcelos,-161.620778369606
303,1120303,Braga,24.2533067592274
306,1120306,Esposende,-70.0282080309718
310,1120310,Terras de Bouro,15.6594774353261
313,1120313,Vila Verde,60.1258554653333
307,1130307,Fafe,102.040435179048
308,1130308,Guimarães,50.0413322469649
309,1130309,Póvoa de Lanhoso,63.0778332692213
1314,1131314,Santo Tirso,-18.7598791986751
1318,1131318,Trofa,-155.405148056227
311,1130311,Vieira do Minho,24.0854824977458
312,1130312,Vila Nova de Famalicão,-106.391915178337
314,1130314,Vizela,65.1597822931641
107,1140107,Espinho,74.1142821411125
1304,1141304,Gondomar,55.5839878269066
1306,1141306,Maia,-102.407265511929
1308,1141308,Matosinhos,-150.358322473016
1312,1141312,Porto,
1313,1141313,Póvoa de Varzim,-152.332903724515
1315,1141315,Valongo,-11.5528787557909
1316,1141316,Vila do Conde,-244.974528244424
1317,1141317,Vila Nova de Gaia,67.7977597149537
1301,1151301,Amarante,90.0352238212879
1302,1151302,Baião,71.5348258846959
304,1150304,Cabeceiras de Basto,46.7537124889267
106,1150106,Castelo de Paiva,78.5733279034925
305,1150305,Celorico de Basto,86.9819394483668
1804,1151804,Cinfães,47.3172725806199
1303,1151303,Felgueiras,60.207625702734
1305,1151305,Lousada,39.0548752961957
1307,1151307,Marco de Canaveses,75.3485828053798
1705,1151705,Mondim de Basto,42.5153610425945
1309,1151309,Paços de Ferreira,20.2321468819383
1310,1151310,Paredes,44.8556690735972
1311,1151311,Penafiel,54.8593374170867
1813,1151813,Resende,18.9054040342251
1709,1151709,Ribeira de Pena,61.6724978198542
104,1160104,Arouca,-18.3864780627654
113,1160113,Oliveira de Azeméis,-133.133688834294
109,1160109,Santa Maria da Feira,-31.3511913557118
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,-13.7496801734388
1701,1171701,Alijó,14.417250110176
1801,1171801,Armamar,20.8568155094252
403,1170403,Carrazeda de Ansiães,17.402526766018
404,1170404,Freixo de Espada à Cinta,15.2205496724031
1805,1171805,Lamego,12.8041683117128
1704,1171704,Mesão Frio,-0.497316521003865
1807,1171807,Moimenta da Beira,-11.9867530489465
1812,1171812,Penedono,43.2407454109714
1708,1171708,Peso da Régua,16.9920108699678
1710,1171710,Sabrosa,12.3261118986279
1711,1171711,Santa Marta de Penaguião,17.3716054053143
1815,1171815,São João da Pesqueira,17.750363783962
1818,1171818,Sernancelhe,21.9275527582255
1819,1171819,Tabuaço,21.3927136219163
1820,1171820,Tarouca,22.9151919968385
409,1170409,Torre de Moncorvo,11.7068822488169
410,1170410,Vila Flor,26.7257829606547
914,1170914,Vila Nova de Foz Côa,11.4740985136571
1714,1171714,Vila Real,11.4284267880508
401,1180401,Alfândega da Fé,19.4230926976609
1702,1181702,Boticas,17.9194300166482
402,1180402,Bragança,31.7350312774176
1703,1181703,Chaves,20.0798097242316
405,1180405,Macedo de Cavaleiros,34.1304932898808
406,1180406,Miranda do Douro,17.0810462071303
407,1180407,Mirandela,29.3179603700888
408,1180408,Mogadouro,18.3897562170905
1706,1181706,Montalegre,10.1351779992482
1707,1181707,Murça,5.01284799175834
1712,1181712,Valpaços,36.5742577522852
1713,1181713,Vila Pouca de Aguiar,7.42485498815558
411,1180411,Vimioso,24.3170648652227
412,1180412,Vinhais,36.2691159966542
101,1610101,Águeda,55.4436450269391
102,1610102,Albergaria-a-Velha,4.24661122239375
103,1610103,Anadia,32.1553311979166
105,1610105,Aveiro,23.2036781805843
108,1610108,Estarreja,-112.16183634853
110,1610110,Ílhavo,99.5200737248355
111,1610111,Mealhada,82.8982643449798
112,1610112,Murtosa,-102.735818110438
114,1610114,Oliveira do Bairro,21.036976086636
115,1610115,Ovar,-119.869601752384
117,1610117,Sever do Vouga,108.244970810026
118,1610118,Vagos,-13.9063660038965
602,1620602,Cantanhede,-27.9894989933464
603,1620603,Coimbra,80.8454364088369
604,1620604,Condeixa-a-Nova,51.8761141731464
605,1620605,Figueira da Foz,-6.74489744540659
608,1620608,Mira,0.937855079601357
610,1620610,Montemor-o-Velho,0.562549761904368
613,1620613,Penacova,87.1733622482992
