Muni_ID,ID,Muni,ssnb
1508,1721508,Palmela,13.5703094492155
1510,1721510,Seixal,51.4805806294891
1511,1721511,Sesimbra,68.334589407244
1512,1721512,Setúbal,29.7267826777258
1501,1811501,Alcácer do Sal,17.9958416456174
1505,1811505,Grândola,8.90710973783012
211,1810211,Odemira,11.8537223922842
1509,1811509,Santiago do Cacém,18.5571058276671
1513,1811513,Sines,31.9143909899449
1201,1821201,Alter do Chão,12.9297994426581
1202,1821202,Arronches,12.3548771748304
1203,1821203,Avis,24.479251704529
1204,1821204,Campo Maior,28.2139017611516
1205,1821205,Castelo de Vide,32.8359262679568
1206,1821206,Crato,6.40248473705409
1207,1821207,Elvas,20.8476052941966
1208,1821208,Fronteira,22.0063270014091
1209,1821209,Gavião,11.5792395825408
1210,1821210,Marvão,26.5131221446955
1211,1821211,Monforte,10.1617593566418
707,1820707,Mora,15.9357128821039
1212,1821212,Nisa,9.68067958684773
1213,1821213,Ponte de Sor,10.8115268617886
1214,1821214,Portalegre,7.53250109524318
701,1830701,Alandroal,10.0445082794111
702,1830702,Arraiolos,13.9356810987991
703,1830703,Borba,23.976234097749
704,1830704,Estremoz,20.8617250871734
705,1830705,Évora,16.877639100928
706,1830706,Montemor-o-Novo,9.50093334483726
708,1830708,Mourão,4.40738312670787
709,1830709,Portel,10.4346640840524
710,1830710,Redondo,11.813973247324
711,1830711,Reguengos de Monsaraz,27.9365401728394
1215,1831215,Sousel,26.4246204274021
712,1830712,Vendas Novas,14.2504568040985
713,1830713,Viana do Alentejo,14.8776352678767
714,1830714,Vila Viçosa,9.02954182924029
201,1840201,Aljustrel,36.4156460114431
202,1840202,Almodôvar,6.79248556434195
203,1840203,Alvito,11.3722468298997
204,1840204,Barrancos,4.73174334749028
205,1840205,Beja,34.4396339820585
206,1840206,Castro Verde,17.0174599144378
207,1840207,Cuba,34.0989514418613
208,1840208,Ferreira do Alentejo,41.1512107409914
209,1840209,Mértola,8.39009905528651
210,1840210,Moura,20.3143765457017
212,1840212,Ourique,12.1064295293473
213,1840213,Serpa,35.526389670167
214,1840214,Vidigueira,30.1240357822351
1403,1851403,Almeirim,61.3137797697956
1404,1851404,Alpiarça,74.9668824930186
1103,1851103,Azambuja,32.6093745351968
1405,1851405,Benavente,24.007475256152
1406,1851406,Cartaxo,81.5480200504593
1407,1851407,Chamusca,23.1939512284672
1409,1851409,Coruche,112.423048199251
1412,1851412,Golegã,122.518452826319
1414,1851414,Rio Maior,53.3754798287452
1415,1851415,Salvaterra de Magos,104.02941667644
1416,1851416,Santarém,42.0519703692733
801,1500801,Albufeira,72.4467699777857
802,1500802,Alcoutim,19.293745956368
803,1500803,Aljezur,15.3015377098639
804,1500804,Castro Marim,54.240129161401
805,1500805,Faro,82.8332465604736
806,1500806,Lagoa,22.4648912732897
807,1500807,Lagos,32.0450193268034
808,1500808,Loulé,59.9930967952212
809,1500809,Monchique,21.1518503827624
810,1500810,Olhão,90.5288830246309
811,1500811,Portimão,37.4594807289387
812,1500812,São Brás de Alportel,26.1723300147154
813,1500813,Silves,65.2611536355282
814,1500814,Tavira,55.3035473338168
815,1500815,Vila do Bispo,6.92878970788316
816,1500816,Vila Real de Santo António,30.6130875114401
