Muni_ID,ID,Muni,dairy,other_cattle,poultry,horses,sheep,goat,pigs,graz_tot
1304,1141304,Gondomar,0,0.334146743610882,0.0006760098928277,0.00464962901896125,0.0717971970321517,0.00110469909315746,0.00055234954657873,0.412926628194559
1306,1141306,Maia,0,0.884688772542176,0.00715532286212915,0.00757417102966841,0.0214717859220477,0.000599185573007563,0.000296684118673648,0.921785922047702
1308,1141308,Matosinhos,0,0.874123801220575,0.000505666957279861,0.00981691368788143,0.0213251961639058,0.000854402789886661,0.00032258064516129,0.90694856146469
1312,1141312,Porto,0,0.49219512195122,0.00146341463414634,0,0.044390243902439,0.00634146341463415,0.00024390243902439,0.544634146341463
1313,1141313,Póvoa de Varzim,0,0.969705351773903,0.000643415514131088,0.00782922429344558,0.00391461214672279,0.00696031268791341,0.00469933854479856,0.993752254960914
1315,1141315,Valongo,0,0.700304414003044,0.00076103500761035,0.00748858447488585,0.0468949771689498,0.000943683409436834,0.000167427701674277,0.756560121765601
1316,1141316,Vila do Conde,0,1.12220872989826,0.000909090909090909,0.00782737118477191,0.00750082047915983,0.000474236954381359,0.000208401706596652,1.13912865113226
1317,1141317,Vila Nova de Gaia,0,0.312619300106045,0.00125132555673383,0.0255779427359491,0.0595440084835631,0.00120890774125133,0.0011558854718982,0.40135737009544
1301,1151301,Amarante,0,0.108296753543667,0.000550983081847279,0.00593507087334248,0.0277594878829447,0.00272976680384088,0.000492684042066758,0.145764746227709
1302,1151302,Baião,0,0.135018556701031,0.000437113402061856,0.00439175257731959,0.0679113402061856,0.00391134020618557,0.000657731958762887,0.212327835051546
304,1150304,Cabeceiras de Basto,0,0.584837441943551,0.00353340478742408,0.0105644873168989,0.0419989281886388,0.00206859592711683,0.000655591282600929,0.643658449446231
106,1150106,Castelo de Paiva,0,0.327206537890045,0.0012481426448737,0.00823179791976226,0.14388558692422,0.00552748885586924,0.00138187221396731,0.487481426448737
305,1150305,Celorico de Basto,0,0.58132466728567,0.00473537604456825,0.00822655524605385,0.054958217270195,0.0040792324357784,0.00112658619622408,0.65445063447849
1804,1151804,Cinfães,0,0.536457912457913,0.000354657687991021,0.00553086419753086,0.100509539842873,0.00698316498316498,0.000570145903479237,0.650406285072952
1303,1151303,Felgueiras,0,0.422814001372684,0.00122168840082361,0.012258064516129,0.009601921757035,0.00088538091969801,0.00878517501715855,0.455566231983528
1305,1151305,Lousada,0,0.385451505016722,0.00231605351170569,0.0150083612040134,0.023239966555184,0.000518394648829431,0.000936454849498328,0.427470735785953
1307,1151307,Marco de Canaveses,0,0.194587869362364,0.000628304821150856,0.0129766718506998,0.0859191290824261,0.00242612752721617,0.000684292379471229,0.297222395023328
1705,1151705,Mondim de Basto,0,0.267877994011976,0.000288173652694611,0.00536676646706587,0.00551833832335329,0.010686751497006,0.00031998502994012,0.290058008982036
1309,1151309,Paços de Ferreira,0,0.616190476190476,0.00402332361516035,0.00905733722060253,0.096734693877551,0.00346938775510204,0.000767735665694849,0.730242954324587
1310,1151310,Paredes,0,0.426335839598997,0.00081203007518797,0.0112882205513784,0.0583709273182957,0.00181453634085213,0.00140852130325815,0.50003007518797
1311,1151311,Penafiel,0,0.254687785561986,0.000627474870545233,0.00589704538531831,0.0397989643618642,0.00102345415778252,0.0013280536095035,0.303362777947
1813,1151813,Resende,0,0.157058996184326,0.000346345758732022,0.00289404167889639,0.0338303492808923,0.000516583504549457,0.000501907836806575,0.195148224244203
1709,1151709,Ribeira de Pena,0,0.378674846625767,0.00021813224267212,0.00388820722563054,0.00660122699386503,0.00715882753919564,0.000177232447171097,0.396718473074301
104,1160104,Arouca,0,0.624671303567422,0.00265200807718196,0.00584249495176128,0.0451312542068656,0.00605339914740857,0.00100067309849675,0.685351133049136
113,1160113,Oliveira de Azeméis,0,0.910430442919526,0.0131877729257642,0.00658764815970056,0.0231815346225827,0.0170867124142233,0.00778540237055521,0.978259513412352
109,1160109,Santa Maria da Feira,0,0.58841935483871,0.00117741935483871,0.0181612903225806,0.068,0.00229032258064516,0.0103790322580645,0.688427419354839
116,1160116,São João da Madeira,,,,,,,,
119,1160119,Vale de Cambra,0,0.431837606837607,0.0165491452991453,0.00262820512820513,0.0418215811965812,0.0142735042735043,0.00132478632478632,0.508434829059829
1701,1171701,Alijó,0,0.0273319425127492,4.17246175243394e-05,0.00977051460361613,0.0112749188687993,0.00432429299953639,9.96754751970329e-05,0.0528430690774223
1801,1171801,Armamar,0,0.000828558836491847,3.08505949757602e-05,0.00279418245923314,0.00709343323049802,0.00113926840017629,0.000171881886293521,0.0120581754076686
403,1170403,Carrazeda de Ansiães,0,0.0147049300956586,8.83002207505519e-05,0.0141927888153054,0.0389315673289183,0.00316409124356144,0.000261957321559971,0.0713436350257542
404,1170404,Freixo de Espada à Cinta,0,0.00662772910582673,5.56250869141983e-06,0.00523710193297177,0.0430830204422194,0.00283131692393269,5.42344597413433e-05,0.0578389653733834
1805,1171805,Lamego,0,0.0275736793327155,0.000140871177015755,0.00737349397590362,0.0263410565338276,0.00143651529193698,0.000265060240963855,0.0631306765523633
1704,1171704,Mesão Frio,0,0,3.7243947858473e-05,0,0.00122905027932961,0,8.37988826815642e-05,0.00135009310986965
1807,1171807,Moimenta da Beira,0,0.128209131771942,0.00749467707594038,0.00753726046841732,0.0405654128223326,0.00530636385143128,0.00214809557605867,0.191260941566123
1812,1171812,Penedono,0,0.0312756725484524,0.00308938385883714,0.00717963552212901,0.0472548452415389,0.00466300260341337,0.000280590107029216,0.0937431298814001
1708,1171708,Peso da Régua,0,0.000486061472480343,0.000152489873719323,0.001634500833929,0.00806051941863236,0.000862520848224923,5.71837026447463e-05,0.0112532761496307
1710,1171710,Sabrosa,0,0.0323313004131418,0.000444619319299626,0.00567774936061381,0.0107377532952981,0.000722014558331694,0.000180995475113122,0.0500944324217982
1711,1171711,Santa Marta de Penaguião,0,0.00089893914014517,9.49190396426577e-05,0.000837520938023451,0.00784757118927973,8.65438302624232e-05,1.6750418760469e-05,0.0097822445561139
1815,1171815,São João da Pesqueira,0,0.00232582983594048,1.06829454406715e-05,0.00271346814193056,0.00939030904235025,0.00248073254483022,3.1285768790538e-05,0.0169523082792827
1818,1171818,Sernancelhe,0,0.0425369312586173,0.0068859562733898,0.00922198148512901,0.0340220602718141,0.00888713807366555,0.000315146740200906,0.101869214102817
1819,1171819,Tabuaço,0,0.00659657701711492,9.29095354523227e-05,0.00804889975550122,0.0181711491442543,0.000163814180929095,9.04645476772616e-05,0.0331638141809291
1820,1171820,Tarouca,0,0.133744025491237,0.0015400955921402,0.0133616569304302,0.0206054168879448,0.00974508762612852,0.000653212958045672,0.179649495485927
409,1170409,Torre de Moncorvo,0,0.00251816657350475,1.81665735047513e-05,0.00660424818334265,0.0561752375628843,0.00343418110676356,5.1006148686417e-05,0.0688010061486864
410,1170410,Vila Flor,0,0.0111794539764757,7.12204596956944e-05,0.00812776518830258,0.0368986727096148,0.00439408654364951,7.55368511924032e-05,0.0607467357289306
914,1170914,Vila Nova de Foz Côa,0,0.00121632267212856,3.15109500551442e-06,0.00239798329919647,0.0260705845281235,0.00172207342051363,4.72664250827162e-06,0.031414841657476
1714,1171714,Vila Real,0,0.20677950075643,0.000138048411497731,0.0138294251134644,0.0340081316187595,0.00303422844175492,0.000193835098335855,0.257983169440242
401,1180401,Alfândega da Fé,0,0.0250760989711759,1.53048210186209e-05,0.00543151092594167,0.0380724428194881,0.00409999149732166,5.61176770682765e-05,0.0727514667120143
1702,1181702,Boticas,0,0.256198454538889,0.000137213836932188,0.00760020220986495,0.0149086444717267,0.00138080450639128,0.000222430851447967,0.280447750415252
402,1180402,Bragança,0,0.100311398517943,0.000105464738697233,0.00447947600677195,0.070220088257334,0.00190197330076878,0.000254780605589631,0.177273181427104
1703,1181703,Chaves,0,0.11188295687885,0.000367556468172485,0.0203100616016427,0.0607525667351129,0.00114630390143737,0.00109137577002053,0.195550821355236
405,1180405,Macedo de Cavaleiros,0,0.0888042929872036,0.000179791771774526,0.00812090079346879,0.0599211117736091,0.004875934504426,0.000208228225473559,0.162110260055956
406,1180406,Miranda do Douro,0,0.210252601659561,9.44390959519552e-05,0.00518039701095677,0.0554426259569981,0.000454774675652134,0.000186127538623757,0.271610965937744
407,1180407,Mirandela,0,0.0100547636305066,9.50310058790368e-05,0.00777482483691713,0.0460650720786019,0.00388096963839897,0.000388177498590642,0.0682588386888943
408,1180408,Mogadouro,0,0.0783169192304174,3.35396530170442e-05,0.00500167698265085,0.0452489556971674,0.00341159252370644,8.96423453364637e-05,0.132102326432296
1706,1181706,Montalegre,0,0.22311807649003,5.3027276359278e-05,0.00683979224930084,0.00964569788980496,0.00122380416227799,0.000150365016525624,0.241030763084299
1707,1181707,Murça,0,0.0217045454545455,0.000109427609427609,0.0175547138047138,0.0170959595959596,0.0115614478114478,0.000237794612794613,0.0682638888888889
1712,1181712,Valpaços,0,0.0379173117202441,0.000142974228212367,0.0152262999726801,0.034366177943721,0.00284491394226391,0.0002741098260632,0.0907717876331846
1713,1181713,Vila Pouca de Aguiar,0,0.301740336280118,0.000213208528341134,0.0162298491939678,0.0368573409603051,0.00439417576703068,0.000193274397642572,0.359628185127405
411,1180411,Vimioso,0,0.0977996829116978,0.000108912938581375,0.00875990900944372,0.0478699937960984,0.00423243951195974,0.000110980905769628,0.158881919073551
412,1180412,Vinhais,0,0.154250799451805,8.90817724988579e-05,0.00805047967108269,0.0678460484239379,0.000560758337140247,0.000693238921882138,0.231490406578346
101,1610101,Águeda,0.297782448765108,0.328050446663163,0.0493431424067262,0.00869153967419863,0.0946032580136626,0.00719915922228061,0.00420914345769837,0.789879138202838
102,1610102,Albergaria-a-Velha,0.334522111269615,0.6339514978602,0.0733999048977651,0.0138944365192582,0.0172230147408464,0.00427484545886828,0.00390394674274846,1.0811697574893
103,1610103,Anadia,0.0491352292513059,0.055037724898433,0.017928032501451,0.00377829367382472,0.0227916424840395,0.0031485780615206,0.00273650609402205,0.154556006964597
105,1610105,Aveiro,0.185561056105611,0.35710396039604,0.00153465346534653,0.0179372937293729,0.0184942244224422,0.00436881188118812,0.00182343234323432,0.586823432343234
108,1610108,Estarreja,0.72622754491018,0.831698707847463,0.00304443744090766,0.0189158525055153,0.0134951150330917,0.00438071225969114,0.00180901355184368,1.59957138354869
110,1610110,Ílhavo,0.17338199513382,0.271240875912409,0.000389294403892944,0.00686131386861314,0.00458637469586375,0.00345498783454988,0.000961070559610706,0.460875912408759
111,1610111,Mealhada,0.151206088992974,0.147025761124122,0.000608899297423888,0.00587822014051522,0.0184836065573771,0.00805035128805621,0.00467213114754098,0.335925058548009
112,1610112,Murtosa,0.949756437021573,0.913876130828114,0.0022964509394572,0.0282950591510091,0.00883785664578984,0.00132915796798887,0.00167710508002784,1.90606819763396
114,1610114,Oliveira do Bairro,0.1945137717819,0.20566610455312,0.00291174817313097,0.00653175941540191,0.0128667790893761,0.00179876335019674,0.0032265317594154,0.427515458122541
115,1610115,Ovar,1.07067543335326,0.898732815301853,0.0384219964136282,0.0187208607292289,0.00815301852958757,0.0017931858936043,0.00131500298864316,2.0378123132098
117,1610117,Sever do Vouga,0.182098765432099,0.396172839506173,0.222808641975309,0.00327160493827161,0.0476388888888889,0.023533950617284,0.00577160493827161,0.881296296296296
118,1610118,Vagos,0.38278773397053,0.407670250896057,0.000820390282755874,0.0092552767821585,0.0109916367980884,0.00296296296296296,0.00267622461170848,0.817164476304261
602,1620602,Cantanhede,0.305728138528139,0.280263203463203,0.00133679653679654,0.00920519480519481,0.0112155844155844,0.00499393939393939,0.00385974025974026,0.616602597402597
603,1620603,Coimbra,0.0349152542372881,0.0632164869029276,0.0050115562403698,0.0122380585516179,0.0316583204930663,0.00894838212634823,0.00131741140215716,0.157305469953775
604,1620604,Condeixa-a-Nova,0.023655462184874,0.0383193277310924,0.000577731092436975,0.00619747899159664,0.0642016806722689,0.039359243697479,0.000656512605042017,0.17296743697479
605,1620605,Figueira da Foz,0.230666182610274,0.26149573425304,0.000424759484479942,0.00888001452169178,0.024334724995462,0.00193320021782538,0.00385006353240153,0.531584679615175
608,1620608,Mira,0.547208216619981,0.397759103641457,0.00104575163398693,0.00459383753501401,0.00246498599439776,0.00236227824463119,0.0238001867413632,0.979234360410831
610,1620610,Montemor-o-Velho,0.301074937847757,0.373233100509057,0.000395406653249674,0.0110003551556766,0.039483840416716,0.00271694092577246,0.0023310050905647,0.730235586598793
613,1620613,Penacova,0,0.0466330390920555,0.00105926860025221,0.000655737704918033,0.216708701134931,0.043530895334174,0.00269861286254729,0.311286254728878
615,1620615,Soure,0.0182727643936301,0.0948958758677011,0.0814822376480196,0.00528378930175582,0.0477562270314414,0.0138117599020008,0.000698244181298489,0.262200898325847
1004,1631004,Batalha,0.015587044534413,0.140202429149798,0.0352429149797571,0.00374493927125506,0.0574696356275304,0.0123481781376518,0.0492914979757085,0.313886639676113
1009,1631009,Leiria,0.136960985626283,0.370739219712526,0.028652977412731,0.00516632443531828,0.0609691991786448,0.00810677618069815,0.145546201232033,0.756141683778234
1010,1631010,Marinha Grande,0,0.251688311688312,0.00155844155844156,0.0274025974025974,0.100844155844156,0.00136363636363636,0.00194805194805195,0.384805194805195
1015,1631015,Pombal,0.0706377799415774,0.298232716650438,0.00889483933787731,0.0070253164556962,0.124427945472249,0.0133739045764362,0.018792599805258,0.541385102239533
1016,1631016,Porto de Mós,0.183791044776119,0.534101492537313,0.000316417910447761,0.00782686567164179,0.0757940298507463,0.028155223880597,0.101785074626866,0.931770149253732
1002,1641002,Alvaiázere,0.00120027913468248,0.0759944173063503,0.0231542219120726,0.0159665038381019,0.106713189113747,0.0399581297976274,0.0011235170969993,0.264110258199581
1003,1641003,Ansião,0.000242677824267782,0.0658912133891213,0.00738912133891213,0.00213389121338912,0.135125523012552,0.0280251046025105,0.0046234309623431,0.243430962343096
601,1640601,Arganil,0.00123209169054441,0.0271060171919771,0.000501432664756447,0.00554441260744986,0.121840974212034,0.0410888252148997,0.000959885386819484,0.198273638968481
1007,1641007,Castanheira de Pêra,0,0.0695555555555556,0.000888888888888889,0,0.157888888888889,0.0901111111111111,0.002,0.320444444444444
1008,1641008,Figueiró dos Vinhos,0,0.0171727748691099,0.00109947643979058,0,0.105183246073298,0.0177225130890052,0.00235602094240838,0.143534031413613
606,1640606,Góis,0,0.0989411764705882,0.000470588235294118,0.0103529411764706,0.0695294117647059,0.169352941176471,0.0737647058823529,0.422411764705882
607,1640607,Lousã,0,0.12419512195122,0.00131707317073171,0.0214634146341463,0.072390243902439,0.0505365853658537,0.00246341463414634,0.272365853658537
609,1640609,Miranda do Corvo,0.0049493487698987,0.0507380607814761,0.000752532561505065,0.00408104196816208,0.0595079594790159,0.0303617945007236,0.00162083936324168,0.152011577424023
611,1640611,Oliveira do Hospital,0.000195089135553313,0.0130440632357888,0.00324924318869828,0.00834846955936764,0.186333669693912,0.0162865792129162,0.000383451059535822,0.227840565085772
612,1640612,Pampilhosa da Serra,0,0.00475113122171946,0.000904977375565611,0,0.0450904977375566,0.047579185520362,0.000656108597285068,0.0989819004524887
1013,1641013,Pedrógão Grande,0,0.0120081967213115,0.000942622950819672,0.00758196721311475,0.0800204918032787,0.024672131147541,0.00122950819672131,0.126454918032787
614,1640614,Penela,0.0146242263483643,0.0125022104332449,0.000406719717064545,0.00435013262599469,0.136436781609195,0.0334040671971706,0.000751547303271441,0.202475685234306
616,1640616,Tábua,0.000271662763466042,0.0504824355971897,0.000786885245901639,0.00560187353629977,0.160543325526932,0.0222435597189696,0.00151288056206089,0.24144262295082
617,1640617,Vila Nova de Poiares,0.0174712643678161,0.0748659003831418,0.0010727969348659,0.0053639846743295,0.0481992337164751,0.042183908045977,0.00218390804597701,0.191340996168582
901,1650901,Aguiar da Beira,0.0686228742914305,0.186742247415805,0.0599866622207403,0.0052217405801934,0.0963021007002334,0.00310103367789263,0.00511503834611537,0.425091697232411
1802,1651802,Carregal do Sal,0.00161816891412349,0.0171894960965224,0.043860894251242,0.00723917672107878,0.123037615330021,0.0164655784244145,0.00423704755145493,0.213647977288857
1803,1651803,Castro Daire,0.0123865110246433,0.230881971465629,0.0339948119325551,0.00976005188067445,0.0835959792477302,0.0335473411154345,0.00200713359273671,0.406173800259403
1806,1651806,Mangualde,0,0.0105775885014639,0.00731434655310088,0.00618578653180729,0.138948629225446,0.0072504657971786,0.000894330582911898,0.171171147191908
1808,1651808,Mortágua,0.0326783625730994,0.0653099415204679,0.0348070175438597,0.00493567251461988,0.36433918128655,0.00888888888888889,0.00508771929824562,0.516046783625731
1809,1651809,Nelas,0,0.00392921632358252,0.0259154929577465,0.00559046587215601,0.0840231130371975,0.00576742506319971,0.000473094980137234,0.12569880823402
1810,1651810,Oliveira de Frades,0.153149764942915,0.467078576225655,0.28354600402955,0.00118200134318334,0.0610208193418402,0.0257891202149093,0.00364674278038952,0.995413028878442
1811,1651811,Penalva do Castelo,0.00464341085271318,0.0308914728682171,0.00444961240310078,0.00143410852713178,0.0717286821705426,0.00446511627906977,0.000465116279069767,0.118077519379845
1814,1651814,Santa Comba Dão,0.000470779220779221,0.185243506493507,0.0434577922077922,0.000568181818181818,0.143214285714286,0.0111607142857143,0.0178003246753247,0.401915584415584
1816,1651816,São Pedro do Sul,0.033729529846804,0.439582673005811,0.0835763338615953,0.00585842577918648,0.0673983095615425,0.0231088219756999,0.00196249339672478,0.655216587427364
1817,1651817,Sátão,0.0638029699384281,0.145954364360739,0.059978268743209,0.00790293371966679,0.0509706628033321,0.00868525896414343,0.00151756609923941,0.338812024628758
1821,1651821,Tondela,0.0185015509424958,0.143870198043426,0.0514769744691005,0.00272965879265092,0.147859699355762,0.00918635170603675,0.00204963015986638,0.375674063469339
1822,1651822,Vila Nova de Paiva,0.1,0.176404494382022,0.0729213483146067,0.0231835205992509,0.0734019975031211,0.0299063670411985,0.000917602996254682,0.476735330836455
1823,1651823,Viseu,0.0135987643727476,0.0392174360734512,0.0184829243178308,0.0073691436416681,0.102387163205766,0.00554316114638751,0.000880384417367428,0.187478977175219
1824,1651824,Vouzela,0.0720416253716551,0.399444995044599,0.101783944499504,0.00156590683845391,0.100054509415263,0.0104757185332012,0.00288899900891972,0.688255698711596
1413,1661413,Mação,0.000358467243510507,0.117156983930779,0.000568603213844252,0.0104449938195303,0.0509517923362176,0.0423238566131026,0.00219406674907293,0.223998763906057
506,1660506,Oleiros,0,0.00306789606035205,0.000637049455155071,0.00103939647946354,0.0181307627829003,0.0947359597652976,0.00134115674769489,0.118952221290863
508,1660508,Proença-a-Nova,0.000141463414634146,0.0187463414634146,0.000434146341463415,0.00837073170731707,0.0305048780487805,0.0681804878048781,0.000678048780487805,0.127056097560976
509,1660509,Sertã,0.0113438895655704,0.0454080389768575,0.000698335363377994,0.00414129110840439,0.0564190012180268,0.0808891595615104,0.0139382866423061,0.212838002436054
510,1660510,Vila de Rei,0,0.0207058823529412,0.00347058823529412,0.00517647058823529,0.0338529411764706,0.0633823529411765,0.008,0.134588235294118
905,1670905,Fornos de Algodres,0.00563360395340628,0.00809036357218496,0.00211083656900812,0.00223791034239322,0.117260854218143,0.00950582421461348,0.000402400282386163,0.145241793152136
906,1670906,Gouveia,0.000773164861612515,0.0150782190132371,0.00262936221419976,0.00455475330926595,0.0992764741275572,0.0136973525872443,0.000203068592057762,0.136212394705175
912,1670912,Seia,0.000629370629370629,0.00843577475156423,0.00131394920868605,0.00570114096429886,0.15034965034965,0.015748987854251,0.000196908354803092,0.182375782112624
902,1680902,Almeida,0.0224811916182782,0.299825296642262,3.02953799545569e-06,0.00578540772532189,0.0450971976773542,0.000524614996213078,0.00111587982832618,0.374832618025751
903,1680903,Celorico da Beira,0.00705091258405379,0.0434197886647454,1.44092219020173e-05,0.00502881844380404,0.124589337175793,0.00612512007684918,0.000190922190201729,0.186419308357349
904,1680904,Figueira de Castelo Rodrigo,0.00673678917152076,0.106201232032854,4.19058793948791e-06,0.0040196119515568,0.0570091773875875,0.000513347022587269,4.27439969827767e-05,0.174527092151029
907,1680907,Guarda,0.0236357024106401,0.194983374896093,1.24688279301746e-05,0.00769950124688279,0.0525306525353284,0.0107024106400665,0.000259767248545303,0.289823877805486
908,1680908,Manteigas,0.0158333333333333,0.00520833333333333,0,0.00736111111111111,0.204583333333333,0.0504166666666667,0.000729166666666667,0.284131944444444
909,1680909,Mêda,0.000801902085810008,0.0518599373176267,0.00187614827623473,0.00871068842537556,0.0434648222198206,0.00210526315789474,6.5924565005944e-05,0.108884686047768
910,1680910,Pinhel,0.0154499258945585,0.201550921024772,0.00119521490578022,0.00892441244971417,0.0395447808596231,0.00351524454795681,0.000101630319712047,0.270282130002117
911,1680911,Sabugal,0.00453313328332083,0.406932733183296,1.10027506876719e-05,0.00856414103525882,0.0389197299324831,0.00322280570142536,0.000157539384846212,0.462341085271318
913,1680913,Trancoso,0.0314642696629214,0.0704808988764045,0.000891685393258427,0.0113276404494382,0.0740485393258427,0.00481707865168539,0.000106067415730337,0.193136179775281
502,1690502,Castelo Branco,0.000851003340519794,0.0808818024591912,3.17467838612618e-05,0.00245587433959582,0.088148736051553,0.00806984292449478,0.000280745812504442,0.18071975171172
505,1690505,Idanha-a-Nova,0.0112800039922152,0.239680872299017,8.73297070712112e-06,0.00192125355556665,0.0544249962572983,0.00175557662558012,3.56804231748091e-05,0.309107116123559
507,1690507,Penamacor,0.0213667576735336,0.166787457599073,2.97840655249442e-05,0.00307272275999007,0.0563770993629519,0.0102316538429718,0.000114999586332423,0.257980474890378
511,1690511,Vila Velha de Ródão,0.00555535872453499,0.0306040744021258,4.25155004428698e-05,0.0016829052258636,0.103202834366696,0.012533215234721,0.000299379982285208,0.15392028343667
501,16A0501,Belmonte,0.0193690596562184,0.0410879676440849,5.25783619817998e-05,0.00281092012133468,0.115931243680485,0.00486956521739131,0.000204246713852376,0.184325581395349
503,16A0503,Covilhã,0.0533005930318755,0.0952816901408451,6.48628613787991e-05,0.00326167531504818,0.0642781690140845,0.0159701630837658,0.000290956263899185,0.232448109710897
504,16A0504,Fundão,0.0159259690373647,0.0555061498467388,4.65603538586893e-05,0.00213091219493268,0.0945528266014822,0.0105474721607884,0.000853606487409304,0.179563496682575
1001,16B1001,Alcobaça,0.0488631090487239,0.188298075610755,0.000212911150539102,0.00463491196942814,0.0515777262180975,0.00322369318957281,0.0657376825440153,0.362548109731132
1101,16B1101,Alenquer,0.000312757201646091,0.0904398719707362,0.0107910379515318,0.0108971193415638,0.018188385916781,0.00451851851851852,0.000838591678097851,0.135986282578875
1102,16B1102,Arruda dos Vinhos,0.0269247159090909,0.108394886363636,0.00955965909090909,0.00875,0.0360830965909091,0.00326704545454545,0.00673295454545455,0.199712357954545
1005,16B1005,Bombarral,0.0228692779613025,0.070410571024068,0.0033317602642756,0.00141104294478528,0.0072251061821614,8.49457291175083e-05,0.000141576215195847,0.105474280320906
1104,16B1104,Cadaval,0.0203285256410256,0.0789663461538462,0.00237580128205128,0.00260817307692308,0.0152403846153846,0.0118229166666667,0.0146674679487179,0.146009615384615
1006,16B1006,Caldas da Rainha,0.000370290635091496,0.127814854682454,0.0203315392895587,0.00367707212055974,0.0387965554359526,0.00841119483315393,0.0224499461786868,0.221851453175458
1108,16B1108,Lourinhã,0.0704663947508424,0.170799787196311,0.0119099131051605,0.00152863982975705,0.0356605781166874,0.0194750842347934,0.053715197730094,0.363555594963646
1011,16B1011,Nazaré,0.222954303931987,0.436046758767269,0.000106269925611052,0.00635494155154091,0.051721572794899,0.00268862911795962,0.0230818278427205,0.742954303931987
1012,16B1012,Óbidos,0.0069312,0.0172736,0.0001472,0.0091776,0.0154944,0.0099552,0.0002304,0.0592096
1014,16B1014,Peniche,0.00187268993839836,0.0713839835728953,0.000164271047227926,0.000435318275154004,0.0498398357289528,0.0274414784394251,0.00385215605749487,0.154989733059548
