Muni_ID,ID,Muni,fertiliser
117,1610117,Sever do Vouga,0.006003922
118,1610118,Vagos,0.426767349
602,1620602,Cantanhede,0.154796419
603,1620603,Coimbra,1.080939465
604,1620604,Condeixa-a-Nova,0.774920057
605,1620605,Figueira da Foz,0.112377072
608,1620608,Mira,0.111853196
610,1620610,Montemor-o-Velho,0.249184003
613,1620613,Penacova,0.226650015
615,1620615,Soure,0.864382443
1004,1631004,Batalha,0.444645294
1009,1631009,Leiria,0.049284937
1010,1631010,Marinha Grande,0.062005665
1015,1631015,Pombal,0.060091903
1016,1631016,Porto de Mós,0.255376727
1002,1641002,Alvaiázere,1.042466003
1003,1641003,Ansião,0.001830826
601,1640601,Arganil,0.066196335
1007,1641007,Castanheira de Pêra,10.45662791
1008,1641008,Figueiró dos Vinhos,0.254261092
606,1640606,Góis,11.08870134
607,1640607,Lousã,0.937292913
609,1640609,Miranda do Corvo,0.377009663
611,1640611,Oliveira do Hospital,0.567223081
612,1640612,Pampilhosa da Serra,8.618130047
1013,1641013,Pedrógão Grande,3.798393793
614,1640614,Penela,2.051768432
616,1640616,Tábua,5.977223435
617,1640617,Vila Nova de Poiares,10.69566312
901,1650901,Aguiar da Beira,0.163602153
1802,1651802,Carregal do Sal,0.448333227
1803,1651803,Castro Daire,0.308285599
1806,1651806,Mangualde,0.07607039
1808,1651808,Mortágua,2.679908994
1809,1651809,Nelas,4.474495442
1810,1651810,Oliveira de Frades,8.81261E-05
1811,1651811,Penalva do Castelo,0.178329807
1814,1651814,Santa Comba Dão,5.426473874
1816,1651816,São Pedro do Sul,2.09083116
1817,1651817,Sátão,0.917452723
1821,1651821,Tondela,1.644245384
1822,1651822,Vila Nova de Paiva,2.289456339
1823,1651823,Viseu,1.066325841
1824,1651824,Vouzela,0.50887211
1413,1661413,Mação,0.088600062
506,1660506,Oleiros,5.265082873
508,1660508,Proença-a-Nova,0.236435557
509,1660509,Sertã,2.340872666
510,1660510,Vila de Rei,12.66834342
905,1670905,Fornos de Algodres,0.001668869
906,1670906,Gouveia,0.205189303
912,1670912,Seia,1.225811775
902,1680902,Almeida,0.198294568
903,1680903,Celorico da Beira,0.33969073
904,1680904,Figueira de Castelo Rodrigo,0.052618126
907,1680907,Guarda,0.004599355
908,1680908,Manteigas,1.366831375
909,1680909,Mêda,0.000881147
910,1680910,Pinhel,0.000547776
911,1680911,Sabugal,0.234346827
913,1680913,Trancoso,0.945968346
502,1690502,Castelo Branco,0.006756694
505,1690505,Idanha-a-Nova,0.003016517
507,1690507,Penamacor,0.127003115
511,1690511,Vila Velha de Ródão,0.080686241
501,16A0501,Belmonte,0.548596188
503,16A0503,Covilhã,0.67326563
504,16A0504,Fundão,0.272505146
1001,16B1001,Alcobaça,0.332386704
1101,16B1101,Alenquer,0.074167477
1102,16B1102,Arruda dos Vinhos,0.267385507
1005,16B1005,Bombarral,0.221720191
1104,16B1104,Cadaval,0.089168238
1006,16B1006,Caldas da Rainha,0.069582206
1108,16B1108,Lourinhã,0.237643846
1011,16B1011,Nazaré,1.192339374
1012,16B1012,Óbidos,0.447369411
1014,16B1014,Peniche,0.728978092
1112,16B1112,Sobral de Monte Agraço,0.350210945
1113,16B1113,Torres Vedras,0.905955857
1401,16C1401,Abrantes,0.106232439
1402,16C1402,Alcanena,0.404120567
1408,16C1408,Constância,4.898851488
1410,16C1410,Entroncamento,26.43836908
1411,16C1411,Ferreira do Zêzere,0.043611445
1421,16C1421,Ourém,0.308241611
1417,16C1417,Sardoal,3.725325025
1418,16C1418,Tomar,1.60349039
1419,16C1419,Torres Novas,0.062739508
1420,16C1420,Vila Nova da Barquinha,6.715146149
1115,1711115,Amadora,0
1105,1711105,Cascais,0.912346962
1106,1711106,Lisboa,0
1107,1711107,Loures,0.206722803
1109,1711109,Mafra,0.25250595
1116,1711116,Odivelas,1.29105474
1110,1711110,Oeiras,1.256141995
1111,1711111,Sintra,2.367352594
1114,1711114,Vila Franca de Xira,0.353834228
1502,1721502,Alcochete,0.266250192
1503,1721503,Almada,2.882772722
1504,1721504,Barreiro,7.16680614
1506,1721506,Moita,0.126228629
1507,1721507,Montijo,0.129365928
1508,1721508,Palmela,0.102684101
1510,1721510,Seixal,5.184857183
1511,1721511,Sesimbra,1.508604563
1512,1721512,Setúbal,1.250648192
1501,1811501,Alcácer do Sal,0.049856009
1505,1811505,Grândola,0.078043493
211,1810211,Odemira,0.059301226
1509,1811509,Santiago do Cacém,0.104488241
1513,1811513,Sines,1.247037551
1201,1821201,Alter do Chão,0.024507681
1202,1821202,Arronches,0.06732617
1203,1821203,Avis,0.064097503
1204,1821204,Campo Maior,0.063203569
1205,1821205,Castelo de Vide,0.020886926
1206,1821206,Crato,0.268840222
1207,1821207,Elvas,0.032869016
1208,1821208,Fronteira,0.131961084
1209,1821209,Gavião,0.118012632
1210,1821210,Marvão,0.173233281
1211,1821211,Monforte,0.035303625
707,1820707,Mora,0.084535506
1212,1821212,Nisa,0.280056068
1213,1821213,Ponte de Sor,0.110451504
1214,1821214,Portalegre,0.002744589
701,1830701,Alandroal,0.036673361
702,1830702,Arraiolos,0.082149852
703,1830703,Borba,0.085191548
704,1830704,Estremoz,0.032422399
705,1830705,Évora,0.023533562
706,1830706,Montemor-o-Novo,0.02556828
708,1830708,Mourão,0.055795806
709,1830709,Portel,0.017312166
710,1830710,Redondo,0.139029291
711,1830711,Reguengos de Monsaraz,0.120486114
1215,1831215,Sousel,0.174801841
712,1830712,Vendas Novas,0.310860243
713,1830713,Viana do Alentejo,0.123973814
714,1830714,Vila Viçosa,0.08175358
201,1840201,Aljustrel,0.073258872
202,1840202,Almodôvar,0.013170127
203,1840203,Alvito,0.023183704
204,1840204,Barrancos,0.084745877
205,1840205,Beja,0.053400198
206,1840206,Castro Verde,0.026081666
207,1840207,Cuba,0.139415401
208,1840208,Ferreira do Alentejo,0.057473647
209,1840209,Mértola,0.001409731
210,1840210,Moura,0.009254775
212,1840212,Ourique,0.046981455
213,1840213,Serpa,0.10102543
214,1840214,Vidigueira,0.192453207
1403,1851403,Almeirim,0.256890153
1404,1851404,Alpiarça,0.106840859
1103,1851103,Azambuja,0.277109052
1405,1851405,Benavente,0.075767788
1406,1851406,Cartaxo,0.30610993
1407,1851407,Chamusca,0.07680809
1409,1851409,Coruche,0.056308409
1412,1851412,Golegã,0.108007617
1414,1851414,Rio Maior,0.407197792
1415,1851415,Salvaterra de Magos,1.088729043
1416,1851416,Santarém,0.1206413
801,1500801,Albufeira,0.088725328
802,1500802,Alcoutim,0.034900522
803,1500803,Aljezur,0.14581521
804,1500804,Castro Marim,0.017007342
805,1500805,Faro,0.234017405
806,1500806,Lagoa,0.240612508
807,1500807,Lagos,0.101766231
808,1500808,Loulé,0.010301865
809,1500809,Monchique,0.605223372
810,1500810,Olhão,0.323766879
811,1500811,Portimão,1.007455915
812,1500812,São Brás de Alportel,0.568681577
813,1500813,Silves,0.368055167
814,1500814,Tavira,0.223820414
815,1500815,Vila do Bispo,1.184359141
816,1500816,Vila Real de Santo António,2.225790808
