Muni_ID,ID,Muni,dairy,other_cattle,poultry,horses,sheep,goat,pigs,graz_tot
1601,1111601,Arcos de Valdevez,0,0.508449775112444,0.000112743628185907,0.0264179910044978,0.0294074962518741,0.00318740629685157,0.000188905547226387,0.567764317841079
1602,1111602,Caminha,0,0.139634743875278,0.00548775055679287,0.0272783964365256,0.0492783964365256,0.00185746102449889,0.000530066815144766,0.224066815144766
1603,1111603,Melgaço,0,0.334580686149937,0.000168360864040661,0.0237325285895807,0.0625428843710292,0.00279224904701398,0.000554320203303685,0.424371029224905
1604,1111604,Monção,0,0.497637660485021,0.00068188302425107,0.0138830242510699,0.11911269614836,0.00178601997146933,0.000743223965763195,0.633844507845934
1605,1111605,Paredes de Coura,0,0.320741249142073,0.000132692747654999,0.0113566689544727,0.104275909402883,0.00299473804621368,0.000585678334477236,0.440086936627774
1606,1111606,Ponte da Barca,0,0.239349035608309,6.30563798219585e-05,0.00925445103857567,0.00860070474777448,0.0044111646884273,0.000107566765578635,0.261785979228487
1607,1111607,Ponte de Lima,0,0.335745434215431,0.000456578456951174,0.00995527394707417,0.0320983973164368,0.00364051434960865,0.000746366008199776,0.382642564293701
1608,1111608,Valença,0,0.374195402298851,0.00161877394636015,0.0170306513409962,0.134746168582375,0.00299808429118774,0.00161877394636015,0.53220785440613
1609,1111609,Viana do Castelo,0,0.33726582278481,0.00348241912798875,0.0125260196905767,0.0209817158931083,0.0029704641350211,0.000790436005625879,0.378016877637131
1610,1111610,Vila Nova de Cerveira,0,0.457798546209761,0.000373831775700935,0.0204776739356179,0.114683281412253,0.00390446521287643,0.000913811007268951,0.598151609553479
301,1120301,Amares,0,0.754473684210526,0.00744360902255639,0.0195206766917293,0.0264285714285714,0.00220394736842105,0.00664943609022556,0.81671992481203
302,1120302,Barcelos,0,0.779879035553739,0.0010053126277074,0.00598447078054761,0.00810788720882714,0.000703718839395178,0.000680016346546792,0.796360441356763
