"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",0.758792,2.803034
1602,"1111602","Caminha",0,0.293424
1603,"1111603","Melgaço",0,1.221156
1604,"1111604","Monção",0,0.490678
1605,"1111605","Paredes de Coura",0,0.565642
1606,"1111606","Ponte da Barca",0,1.272044
1607,"1111607","Ponte de Lima",0,2.883604
1608,"1111608","Valença",0,0.422146
1609,"1111609","Viana do Castelo",0,0.785604
1610,"1111610","Vila Nova de Cerveira",0,0.502716
301,"1120301","Amares",0,0.45046
302,"1120302","Barcelos",0,0.90092
303,"1120303","Braga",0,0.233368
306,"1120306","Esposende",0,0.154166
310,"1120310","Terras de Bouro",0.670288,0.72131
313,"1120313","Vila Verde",2.742844,0.9369
307,"1130307","Fafe",0,0.449092
308,"1130308","Guimarães",0,0.152798
309,"1130309","Póvoa de Lanhoso",0,0.426384
1314,"1131314","Santo Tirso",0,0.257444
1318,"1131318","Trofa",0,0.101776
311,"1130311","Vieira do Minho",0,0.465234
312,"1130312","Vila Nova de Famalicão",0.410108,0.246774
314,"1130314","Vizela",0,0.01067
107,"1140107","Espinho",0,0.001368
1304,"1141304","Gondomar",0,0.09124
1306,"1141306","Maia",0,0.074964
1308,"1141308","Matosinhos",0,0.065796
1312,"1141312","Porto",0,0.014908
1313,"1141313","Póvoa de Varzim",1.451788,0.154166
1315,"1141315","Valongo",0,0.040352
1316,"1141316","Vila do Conde",0,0.203686
1317,"1141317","Vila Nova de Gaia",0,0.077834
1301,"1151301","Amarante",0,1.649042
1302,"1151302","Baião",0,1.312396
304,"1150304","Cabeceiras de Basto",0,0.79901
106,"1150106","Castelo de Paiva",0.012038,0.502716
305,"1150305","Celorico de Basto",0.025444,0.88738
1804,"1151804","Cinfães",0,2.15039
1303,"1151303","Felgueiras",0,0.17961
1305,"1151305","Lousada",0,0.08837
1307,"1151307","Marco de Canaveses",0.13009,0.410108
1705,"1151705","Mondim de Basto",0,3.950728
1309,"1151309","Paços de Ferreira",0,0.245406
1310,"1151310","Paredes",0,0.246774
1311,"1151311","Penafiel",0,0.232
1813,"1151813","Resende",0,0.118052
1709,"1151709","Ribeira de Pena",0,3.630358
104,"1160104","Arouca",0,1.866134
113,"1160113","Oliveira de Azeméis",1.040178,0.860568
109,"1160109","Santa Maria da Feira",0.014908,0.17961
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,1.851226
1701,"1171701","Alijó",2.485534,0.09124
1801,"1171801","Armamar",0.345814,0.013406
403,"1170403","Carrazeda de Ansiães",1.30186,0.180978
404,"1170404","Freixo de Espada à Cinta",1.363284,0.04952
1805,"1171805","Lamego",0.323106,0.207924
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",1.016102,0.53883
1812,"1171812","Penedono",1.002696,0.115316
1708,"1171708","Peso da Régua",0.245406,0.001368
1710,"1171710","Sabrosa",0.104646,0.143496
1711,"1171711","Santa Marta de Penaguião",0,0.024076
1815,"1171815","São João da Pesqueira",2.00963,0.233368
1818,"1171818","Sernancelhe",2.853922,0.27085
1819,"1171819","Tabuaço",0.014908,0.026812
1820,"1171820","Tarouca",1.06699,0.205054
409,"1170409","Torre de Moncorvo",3.193304,0.205054
410,"1170410","Vila Flor",2.610018,0.207924
914,"1170914","Vila Nova de Foz Côa",1.43975,0.076332
1714,"1171714","Vila Real",1.029508,1.194344
401,"1180401","Alfândega da Fé",2.948032,0.386032
1702,"1181702","Boticas",0.426384,0.89025
402,"1180402","Bragança",1.854096,2.883604
1703,"1181703","Chaves",0.460996,1.083266
405,"1180405","Macedo de Cavaleiros",5.019086,2.331368
406,"1180406","Miranda do Douro",0.17961,0.504218
407,"1180407","Mirandela",5.00568,1.66108
408,"1180408","Mogadouro",3.423802,4.312684
1706,"1181706","Montalegre",1.82715,2.832716
1707,"1181707","Murça",2.959936,0.83786
1712,"1181712","Valpaços",2.740108,1.583246
1713,"1181713","Vila Pouca de Aguiar",0.823086,2.687718
411,"1180411","Vimioso",3.100696,1.146192
412,"1180412","Vinhais",0.025444,0.655514
101,"1610101","Águeda",0.077834,0.872606
102,"1610102","Albergaria-a-Velha",0.438422,0.180978
103,"1610103","Anadia",0.13009,0.618032
105,"1610105","Aveiro",0.116684,0.616664
108,"1610108","Estarreja",0.437054,0.526792
110,"1610110","Ílhavo",0.012038,0.18248
111,"1610111","Mealhada",0.207924,0.743884
112,"1610112","Murtosa",0.001368,0.128722
114,"1610114","Oliveira do Bairro",0.040352,0.17961
115,"1610115","Ovar",0.065796,0.14076
117,"1610117","Sever do Vouga",0.013406,1.041546
118,"1610118","Vagos",0.207924,0.30683
602,"1620602","Cantanhede",0.785604,1.209118
603,"1620603","Coimbra",0.824454,2.391424
