"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",38.795028,12.682678
1602,"1111602","Caminha",6.698898,5.522994
1603,"1111603","Melgaço",21.71478,8.172646
1604,"1111604","Monção",51.712066,15.219868
1605,"1111605","Paredes de Coura",33.404334,7.066926
1606,"1111606","Ponte da Barca",6.484376,1.320242
1607,"1111607","Ponte de Lima",32.462924,10.52432
1608,"1111608","Valença",15.770542,5.164134
1609,"1111609","Viana do Castelo",12.74356,3.988364
1610,"1111610","Vila Nova de Cerveira",7.50664,3.253542
301,"1120301","Amares",7.241772,1.514926
302,"1120302","Barcelos",10.74021,4.018738
303,"1120303","Braga",9.552402,1.62602
306,"1120306","Esposende",1.738616,0.766698
310,"1120310","Terras de Bouro",2.701366,0.573382
313,"1120313","Vila Verde",30.499116,5.810436
307,"1130307","Fafe",17.008696,3.671916
308,"1130308","Guimarães",5.410532,0.725654
309,"1130309","Póvoa de Lanhoso",8.795006,1.708108
1314,"1131314","Santo Tirso",7.311956,2.81246
1318,"1131318","Trofa",1.882954,0.685978
311,"1130311","Vieira do Minho",16.631366,3.630872
312,"1130312","Vila Nova de Famalicão",3.84526,1.318874
314,"1130314","Vizela",0.440948,0.091256
107,"1140107","Espinho",0.121764,0.01067
1304,"1141304","Gondomar",6.423494,1.79033
1306,"1141306","Maia",2.5781,0.9005
1308,"1141308","Matosinhos",1.513424,0.797072
1312,"1141312","Porto",0.132434,0.041044
1313,"1141313","Póvoa de Varzim",1.093682,0.133802
1315,"1141315","Valongo",2.547726,0.357492
1316,"1141316","Vila do Conde",3.34343,0.971918
1317,"1141317","Vila Nova de Gaia",4.21479,1.083146
1301,"1151301","Amarante",17.233888,5.676634
1302,"1151302","Baião",19.749738,11.322894
304,"1150304","Cabeceiras de Basto",19.310024,2.873342
106,"1150106","Castelo de Paiva",12.119966,6.14809
305,"1150305","Celorico de Basto",13.961876,2.791254
1804,"1151804","Cinfães",28.61753,13.624222
1303,"1151303","Felgueiras",2.097476,0.541506
1305,"1151305","Lousada",4.336554,0.909668
1307,"1151307","Marco de Canaveses",18.736642,7.32386
1705,"1151705","Mondim de Basto",2.16766,0.614426
1309,"1151309","Paços de Ferreira",5.798398,3.591196
1310,"1151310","Paredes",8.97902,2.01402
1311,"1151311","Penafiel",10.954732,1.370454
1813,"1151813","Resende",7.590096,3.282548
1709,"1151709","Ribeira de Pena",3.661246,0.909668
104,"1160104","Arouca",13.399164,5.574708
113,"1160113","Oliveira de Azeméis",2.301328,1.206278
109,"1160109","Santa Maria da Feira",5.655428,2.301328
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",5.287266,2.097476
1701,"1171701","Alijó",8.508932,0.67394
1801,"1171801","Armamar",2.772784,0.264734
403,"1170403","Carrazeda de Ansiães",23.677086,1.279198
404,"1170404","Freixo de Espada à Cinta",27.400716,1.829872
1805,"1171805","Lamego",11.33343,2.067102
1704,"1171704","Mesão Frio",0.101926,0.021206
1807,"1171807","Moimenta da Beira",14.022758,2.15699
1812,"1171812","Penedono",13.613552,1.799498
1708,"1171708","Peso da Régua",2.95543,0.235728
1710,"1171710","Sabrosa",4.663672,0.489926
1711,"1171711","Santa Marta de Penaguião",2.29216,0.357492
1815,"1171815","São João da Pesqueira",10.525688,1.083146
1818,"1171818","Sernancelhe",14.553728,1.747784
1819,"1171819","Tabuaço",6.310898,0.696514
1820,"1171820","Tarouca",3.037652,0.623728
409,"1170409","Torre de Moncorvo",70.112556,5.737516
410,"1170410","Vila Flor",28.515604,3.743334
914,"1170914","Vila Nova de Foz Côa",29.823808,1.400962
1714,"1171714","Vila Real",30.489948,3.437556
401,"1180401","Alfândega da Fé",39.593468,2.648284
1702,"1181702","Boticas",18.062836,1.411498
402,"1180402","Bragança",201.276426,37.413904
1703,"1181703","Chaves",93.226796,18.421696
405,"1180405","Macedo de Cavaleiros",110.767964,12.488128
406,"1180406","Miranda do Douro",92.665452,21.427472
407,"1180407","Mirandela",97.114602,10.810394
408,"1180408","Mogadouro",118.510198,21.49889
1706,"1181706","Montalegre",43.080002,7.027384
1707,"1181707","Murça",7.231236,0.430412
1712,"1181712","Valpaços",62.50399,8.694448
1713,"1181713","Vila Pouca de Aguiar",34.088944,6.034126
411,"1180411","Vimioso",57.306612,8.212322
412,"1180412","Vinhais",91.518688,20.569384
101,"1610101","Águeda",12.407408,4.572282
102,"1610102","Albergaria-a-Velha",3.078696,0.337654
103,"1610103","Anadia",5.707142,1.69894
105,"1610105","Aveiro",2.833666,1.39166
