agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,7188,7904,7785,7119,6975,7700,7710,8093,8229,9905,7765,8628,8580,9161,10112,10370,10502,9739,9968,10000,8209,8209,7800,8041,10000,9412,9254,10996,9624,9026,6624,9277,8749
Trás-os-Montes,2,7458,7220,6527,6910,6945,6005,4330,5030,4928,4906,4402,7939,8052,6891,7777,7686,6465,9227,11084,11212,7838,7575,7830,6906,6671,4000,5000,6181,7176,7784,5717,6451,6104
Beira Litoral,3,9530,9530,9345,9403,9276,9233,9088,9024,9552,8007,6768,7007,8533,7083,9261,9517,11122,10210,12235,11972,7924,9686,9314,9804,9412,9464,6003,6159,5748,4935,4030,5496,5193
Beira Interior,4,7234,7281,7313,7309,7119,7119,7233,8590,8590,8173,7143,8894,10133,7739,10248,10942,10889,10889,11419,11416,8347,10000,9614,9508,10306,7113,9000,11216,12021,9927,6068,9829,9264
Ribatejo e Oeste,5,7760,8442,8875,8875,9511,9427,9923,10215,9505,12029,6150,6822,8478,7162,9867,10172,10709,10105,11754,11987,8949,10000,10526,10561,11128,10377,9310,10390,10454,9774,8995,9944,9390
Alentejo,6,16821,19129,14690,8942,8904,8917,8650,8644,8650,8757,8329,8311,8327,4382,8096,8238,9221,9187,9471,9853,10144,6821,6818,7915,6853,6946,7497,7452,7362,7223,6247,7276,6879
Algarve,7,22042,21044,20280,16999,17763,16549,14268,15916,13150,12046,10047,12615,13179,12308,12962,14610,14544,10620,12732,9323,15024,11000,8454,10849,9373,8339,9303,8653,9455,8475,9576,9235,8721
