agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,10481,13086,13726,11955,12457,13195,13768,12008,12702,14032,12043,11777,11443,12011,13522,13859,13957,13913,14000,14000,9293,8000,7939,7954,7591,5707,3232,3067,3074,3062,3338,3348,3359
Trás-os-Montes,2,3893,6795,4921,4779,4779,4669,4619,5291,5293,5293,8072,8000,8201,7010,8011,9559,7539,11273,11278,12000,5833,5833,5760,6067,5710,5710,5996,5639,5643,5429,4560,4733,4667
Beira Litoral,3,11119,11143,10589,10630,10030,10044,9960,10929,11260,11046,11083,10833,10033,8358,11083,11667,12750,12542,12667,12966,7893,9700,9500,10000,9003,5714,3630,3434,3414,3454,3795,3767,3762
Beira Interior,4,9204,9181,9181,9378,9273,8683,8780,9932,9932,9724,9388,8921,8252,7250,9088,9647,9647,10451,9490,9461,4475,5224,5627,6897,5276,5702,3645,3478,3457,3471,3340,3364,3349
Ribatejo e Oeste,5,11261,12525,13934,13934,13934,13917,11896,13233,13233,14340,7287,7266,7188,7588,7794,9415,8479,9543,11779,12317,6055,7000,6200,8265,8187,9149,5304,5039,5038,5040,5007,5009,5010
Alentejo,6,7000,7000,6793,6613,5689,5689,5651,5651,5650,6041,5689,5830,5134,3224,5938,5744,5414,5414,6053,6298,8000,5600,4900,6000,6062,5607,3091,3000,3001,2907,3067,3108,3109
Algarve,7,21899,20410,20394,20641,20423,20509,20460,20152,20040,19881,19593,19028,18753,17752,18000,18000,13614,13614,13614,10000,8392,9000,7837,9797,10000,10000,5926,5639,5644,5649,5641,5628,5627
