agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,6250,6056,6440,5807,4005,3504,3504,3504,3192,5255,5443,4880
Trás-os-Montes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,6220,6394,5994,3980,3980,3980,3980,3980,3750,3750,3667
Beira Litoral,3,8011,8011,7906,7967,7876,7913,7866,7789,7957,7772,2939,5879,6928,5925,5660,7621,7275,6547,7621,0,4709,5830,6190,6621,5647,3995,3995,3995,3995,3787,3677,4028,3645
Beira Interior,4,7071,5350,7190,3724,7220,7220,7310,4597,8212,7911,6070,7257,6823,5353,6845,6852,7824,6325,8253,8000,0,0,6000,6493,6004,4005,4005,3337,4005,3672,3636,3537,3472
Ribatejo e Oeste,5,7294,7999,8532,8532,8532,8532,7643,7694,7552,10198,2572,2908,3840,3543,5071,5337,5338,5100,8978,9057,7550,8188,7952,8158,7250,4000,3278,3228,3440,3469,3325,3558,3144
Alentejo,6,0,0,0,5115,4789,4789,4454,4454,0,0,4554,4554,3875,2393,4517,4197,4389,3981,4448,4448,7828,5432,5360,5778,5340,3905,3930,3389,4007,3824,3628,3652,3563
Algarve,7,13396,13059,12930,12943,12777,12728,12117,11997,12000,12000,12000,12617,11627,10840,10819,10809,11000,10000,10000,10000,10004,10000,10000,10029,8621,6400,5667,5249,5654,5637,5243,5627,4919
