154350,519090,55/N1,Barroselas,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151150.42,510393.43,54/1,MERECES,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.7,,,17.1,22,,,,,19.5,,
154418.86,504453.14,69/2,VILA SECA,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,59.5,,,52.7,57,,,,,78,,
181542,516192,56/N1,RIO HOMEM,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,2,,,2.7,2.1,,,2.1,2,,,2,2,,2.1,2,,,3.2,,,4.4,2,,,2,2,,2,3.4,,2,2,
224514,204220,424/124,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,71.25,,,,,50.7,67,,,,,62,71,,,,,,44,16,,,,,45,69,,,,,,,76,8.3,,,,,50,,,,46,61,,,65,66,,,32.34,88.6,,,52,,,,,,,,,,,,,,,,,,,,,,
146750,503630,68/1,FÃO,Poço,,,,,,,,,,,,,,,,,,0.69,,,,2,2,,,,,,,,4.6,,,,,,,9,,,,2,3,,,,,2,13.4,,,,,2,2,,,,,,2,,,,2,,2,2,,,,,,,35,27.2,,,,,1,12.9,,,2,2,,,13.3,2,,,2.1,28.1,,,2,2,,2,,,,2,2,2,2,4.1,,,2,0.85,,2,2.3,,2.2,2,
147750,503380,68/2,ADABARCA,Poço,,,,,,,,,,,,,,,,,,94.6,,91.5,210,148,74.5,,,,,,,,118.6,,,,,,,72,,,,109,153,,,,,60,46,,,,,81,78,,,,,,69,,,,55.5,,43,50.92,,,,,,,45,144,,,,,28,118,,,115,46.3,,,43.5,47.2,34.7,,76.2,66.5,31,51.2,14.7,29.8,53.7,53.2,55.8,41.8,,41.1,25.7,28,32,29,36.6,38.7,33.6,38,25,35.9,29,26,23.5,37.4,37.7
147850,503263,68/2A,ADABARCA,Poço,,,,,,,,,,,,,,,,,,,,,,73,8.5,,,,,,,,32.9,,,,,,,18,,,,20,14,,,,,16,22.5,,,,,24,55,,,,,,14,,,,29.6,,24,34,,,,,,,38,36,,,,,36,29,,,40,8.4,,,19.4,13.8,,,10.9,,,,,,,31.9,,,,58.6,58.6,44.4,,,,,,,,,,,,,
146720,503160,68/3,APÚLIA,Poço,,,,,,,,,,,,,,,,,,40,,20.7,,45,26.3,,,,,,,,43.7,,,,,,,2,,,,2,2.5,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146790,502780,68/4,AGRA DE APÚLIA,Poço,,,,,,,,,,,,,,,,,,115,,110,,82,75.3,,,,,,,,92.2,,,,,,,130,,,,76,117,,,,,40,42.4,,,,,73,92,,,,,,118,,,,78.3,,46,83.4,,,,,,,75,102,,,,,120,120,,,98.4,95.3,,,81.3,116,,,92.4,99.8,,,53.1,94.7,,64.4,,,,74.1,74.1,71.4,36,56.5,,,41.5,34,,55.3,39.6,,37,41.1,
146430,502480,68/6,APÚLIA,Poço,,,,,,,,,,,,,,,,,,3.26,,0.58,,2,8.3,,,,,,,,2,,,,,,,9,,,,2,3,,,,,2.3,13.3,,,,,18,5.9,,,,,,2,,,,,,9.2,9.64,,,,,,,13,5.7,,,,,14,2,,,6.2,2.6,,,5.5,2.9,,,5.7,2.2,,,3.3,2,,2,,,,4,4,3.3,2,13.2,,,9.8,14,,2.6,,,5.1,2.9,
147220,500450,68/8,APÚLIA,Poço,,,,,,,,,,,,,,,,,,34.5,,42.6,,25,24.8,,,,,,,,95.9,,,,,,,82,,,,106,180,,,,,62,20.4,,,,,27,28,,,,,,8.2,,,,7.3,,16,16.2,,,,,,,,,,,,,,,,,,,,,,,,,50.6,,,,6,,,,,,,,,,,,,,,,,,,,,,
147970,500450,68/9,AGRA PEQUENA,Poço,,,,,,,,,,,,,,,,,,29.8,,96.1,,33,106.1,,,,,,,,45.2,,,,,,,97,,,,34,112,,,,,30,44.1,,,,,58,98,,,,,,25.5,,,,86,,37,94.3,,,,,,,35,31,,,,,54,100,,,50.3,79.8,,,30.8,103,,,55.3,164,,,38.1,76.9,,60.5,,,,51.8,51.8,90.1,41,71.1,,,39.5,97,,50.6,133,,21.5,56.5,
148830,502720,68/5,FONTE BOA,Poço,,,,,,,,,,,,,,,,,,90.5,,90,,99,96.6,,,,,,,,86.8,,,,,,,95,,,,114,133,,,,,106,46.9,,,,,104,76,,,,,,15,,,,98.7,,46,99.3,,,,,,,85,101,,,,,150,109,,,125,130,,,82.7,118,,,129,118,,,122,110,,132,,,,118,118,123,107,119,,,123,98,,127,118,,109,135,
186635,525103,43/N1,São Sebastião,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198655,531578,27/N2,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191962,493106,85/N1,BOLSA DE BAIXO,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171343,476970,111/N1,Facho/Agrela,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,55.9,65.1,,,48.7,,,,,,,,4.2,2,,,,,,,,,,,,,,,,,,,,,
175784.3,486747.83,98/1,Rebordões,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,40.3,,,29.5,,,,,,,,
161932,484091,97/N1,Cidai,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146690,493870,82/22,PARALHEIRA,Poço,,,,,,,,,,,,,,,,,,77.4,,130,,58,106.1,,,,,,,,122.9,,,,,,,256,,,,274,303,,,,,116,49.2,,,,,127,202,,,,,,60,,,,140.5,,50,111.2,,,,,,,160,151,,,,,150,143,,,44.5,115,,,63.2,77.9,,,65.3,141,,,44,94.1,,56.3,,,,11.9,11.9,70.1,9.3,32.2,,,54.4,90,,141,80.1,,189,14.7,
146350,497139,82/N1,BARRANHA,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,236.1,,,224,4.8,,,106,138,,,68.1,,,151,32.5,,,149,,,110,35.9,,,62.3,88,,145,169,,154,95.2,145
146290,497150,82/16,BARRANHA,Poço,,,,,,,,,,,,,,,,,,157,,229,,115,115.9,,,,,,,,264.6,,,,,,,136,,,,118,238,,,,,83,52.5,,,,,214,198,,,,,,129,,,,15.3,,52,131.9,,,,,,,29,122,,,,,120,141,,,150,242,,,203,,,,243,147,,,121,95.4,,154,,,,148,148,173,85,83.7,,,19,130,,191,,,,,
146440,496870,82/18,MOIO BRANCO,Poço,,,,,,,,,,,,,,,,,,171,,107,,254,99.3,,,,,,,,155.4,,,,,,,80,,,,273,140,,,,,136,51.1,,,,,194,152,,,,,,140,,,,69.7,,54,221.2,,,,,,,410,426,,,,,320,288,,,107,236,,,229,192,,,199,27.4,,,81.1,140,,98.9,,,,103,103,224,81,96.2,,,18.7,110,,109,200,,112,121,
147909,494518,82/24,PEDROSO AMORIM,Poço,,,,,,,,,,,,,,,,,,194,,180,,154,142,,,,,,,,165.2,,,,,,,185,,,,139,282,,,,,80,48.4,,,,,160,131,,,,,,116,,,,39.9,,46,133.8,,,,,,,150,106,,,,,110,85.7,,,116,101,,,85.2,80.4,,,104,88.5,,,50.6,104,,75.5,,,,107,107,98,80,79.7,,,88.6,60,,106,83.4,,122,93.4,
149800,489120,96/25,QUINTELA,Poço,,,,,,,,,,,,,,,,,,43.3,,42.4,51,71,45.8,,,,,,,,42,,,,,,,40,,,,37,2,,,,,38,42.4,,,,,42,46,,,,,,37,,,,377,,31,37.9,,,,,,,31,23,,,,,36,49,44.4,,45.6,49.2,,,66.8,54.2,57.6,,47.1,46.8,52,,40.2,36,,46.7,43.6,53.6,,81.3,45.7,53.6,38,33,41.5,32.4,38.4,34,,33.1,35.9,,25.4,32.1,33.5
147970,499460,82/10,RAMALHA,Poço,,,,,,,,,,,,,,,,,,5.06,,10.3,,7.5,2,,,,,,,,39.2,,,,,,,35,,,,2,9,,,,,25,10.7,,,,,22,18,,,,,,33,,,,20,,10,4.2,,,,,,,95,14.4,,,,,25,15.5,,,9.9,2,,,37.7,35.3,,,61.8,25.8,,,31.5,15.5,,9.9,,,,35.8,35.8,63,10.3,21.9,,,42.6,20,,28.3,58.9,,6.5,2,
148480,499230,82/11,MACEIRAS DA ESTELA,Poço,,,,,,,,,,,,,,,,,,100,,152,,113,67.3,,,,,,,,173.6,,,,,,,238,,,,74,107,,,,,48,47.1,,,,,140,199,,,,,,116,,,,119,,46,121.6,,,,,,,190,179,,,,,230,209,,,236,201,,,153,245,,,263,222,,,198,199,,200,,,,199,199,256,162,116,,,162,150,,126,148,,112,116,
146960,499150,82/12,RIO ALTO,Poço,,,,,,,,,,,,,,,,,,116,,327,,130,218.8,,,,,,,,291.2,,,,,,,176,,,,120,380,,,,,61,52.5,,,,,160,256,,,,,,153,,,,128.5,,52,380,,,,,,,380,300,,,,,370,484,,,190,254,,,181,382,,,331,141,,,212,,,99.2,,,,424,,,109,117,,,72,,,53.9,117,,250,114,
147600,499020,82/13,MANINHO,Poço,,,,,,,,,,,,,,,,,,19.5,,23.2,,8.8,27.8,,,,,,,,41.3,,,,,,,18,,,,11,6,,,,,31,,,,,,57,,,,,,,,,,,,,50,,,,,,,,,,,,,,110,,,,,,,,116,,,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,
147790,498520,82/14,CAMPO DO PINHEIRO MANSO,Poço,,,,,,,,,,,,,,,,,,121,,125,128,127,132.7,,,,,,,,135.8,,,,,,,128,,,,119,171,,,,,127,48,,,,,119,111,,,,,,122,,,,55.6,,46,146.9,,,,,,,160,152,,,,,152,136,,,123,156,,,102,114,,,134,,,,,,,,,,,41,41,,,,,,76.2,,,,,,,,
147360,498410,82/15,ESTELA PONTE DE VAREIO,Poço,,,,,,,,,,,,,,,,,,76.5,,79.5,,48,113.7,,,,,,,,77.7,,,,,,,159,,,,62,153,,,,,33,48.2,,,,,120,79,,,,,,70,,,,184.3,,48,148.1,,,,,,,290,240,,,,,160,99.5,,,63.5,38.6,,,71.1,39.9,,,63.2,277,,,65.1,64.6,,56.4,,,,125,125,181,58,72.6,,,31,130,,57.2,197,,49.6,223,
147000,497040,82/17,PARAU AGUÇADEIRA,Poço,,,,,,,,,,,,,,,,,,12.9,,29.6,,14,30.6,,,,,,,,43.9,,,,,,,51,,,,47,108,,,,,38,16.1,,,,,24,90,,,,,,39,,,,179.5,,3.6,2,,,,,,,120,38,,,,,7.6,48,,,15.5,59.8,,,131,106,,,113,215,,,84.2,74.1,,8.4,,,,40.4,40.4,121,20,5.1,,,35,,,110,11.4,,77.1,15,
147016.23,499091.23,82/25,????,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,35.9,,,,,
148300,495420,82/19,CAMPO DO CORGO,Poço,,,,,,,,,,,,,,,,,,89.4,,92.8,81.5,116,67.3,,,,,,,,83.8,,,,,,,47,,,,105,74,,,,,80,44.3,,,,,85,54,,,,,,77,,,,262,,45,63.5,,,,,,,46,53.3,,,,,65,44,,,104,112,,,96.3,105,,,123,99,,,123,110,,134,,,,103,103,113,,,,,106,,,116,65.5,,,,
147810,495190,82/20,NABAIS,Poço,,,,,,,,,,,,,,,,,,115,,140,,128,94.1,,,,,,,,168.2,,,,,,,188,,,,178,249,,,,,138,47.9,,,,,190,223,,,,,,87,,,,153,,46,137.7,,,,,,,7.5,133.7,,,,,140,201,,,142,42.2,,,159,161,,,95.8,230,,,72.5,138,,46.3,,,,62.9,62.9,101,69,18.9,,,86.5,40,,123,63.6,,97.2,78.9,
146700,495140,82/21,LUGAR DE CANEIROS,Poço,,,,,,,,,,,,,,,,,,108,,139,,180,124.3,,,,,,,,131.1,,,,,,,160,,,,156,368,,,,,145,49.2,,,,,167,118,,,,,,135,,,,170.5,,47,136.2,,,,,,,99,133,,,,,130,88,,,129,112,,,109,118,,,139,91.7,,,128,107,,27.4,,,,120,120,128,100,9.9,,,121,25,,169,31.2,,52.6,82.9,
205971,473981,113/N3,??? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209049,478708,113/N2,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,2,2.1,,,2.1,2,,,2.2,2.8,,3.8,,,,,,,2.9,3.2,,,2.8,,,,,,,,
204002,461071,125/N1,Venda Nova,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206639,450082,136/N1,Cifães,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228064,505032,73/N1,Salvador,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166338,440046,143/N1,Moure,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170900,436475,154/3,TRAVESSAS,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,11,13,,,,11.2,10,5.4,,,,,,,,,,,,,,,,,,,15.1,15.2,16.6,18.5,,,14,12,11.6,12,12.9,14.1,,,10.2,8.4,,,16,,,,22,8.9,,,,,,9.9,,,14,9.8,,,16,,,13,,,,,
255916,475728,116/N1,???? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223978,460131,126/N1,Serra das Meadas,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237782,442072,148/N1,SERRA DA NAVE,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,2,,,2,2,,,2,2,,,2,2,,2,,,,2,,,2,2,,,2,1.5,,2,2,,2,2,
263556,448536,149/N1,Granja,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257333,432859,159/N1,Tabuosa,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253094,444039,149/N2,Fonte Darca,Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247469,460633,127/N1,CAMPO DE FUTEBOL,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228818,451870,137/N1,FERREIRIM,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286908,473920,118/N1,PEDRA DANTA,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298934,471602,119/N1,??? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295602,462188,130/N1,? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288044,483954,105/N1,Lodões,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279820,488342,104/N2,Meireles,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,2,,,2,2,,,2,0.89,,2,2,,2,2,
278989,486970,104/N1,Vilas Boas,Furo Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232097,487011,102/N1,? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223188,479509,114/N1,Campeã,Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240371,479174,115/N1,? (poucos dados),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
