"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",37.4186666666667,0,0,0,0,0
1602,"1111602","Caminha",44.48,0,0,0,0,0
1603,"1111603","Melgaço",11.584,0,0,0,0,0
1604,"1111604","Monção",59.3706666666667,0,0,0,0,0
1605,"1111605","Paredes de Coura",8.64,0,0,0,0,0
1606,"1111606","Ponte da Barca",15.8506666666667,0,0,0,0,0
1607,"1111607","Ponte de Lima",99.2853333333333,0,0,0,0,0
1608,"1111608","Valença",40.0853333333333,0,0,0,0,0
1609,"1111609","Viana do Castelo",849.770666666667,0,0,0,0,0
1610,"1111610","Vila Nova de Cerveira",10.1333333333333,0,0,0,0,0
301,"1120301","Amares",27.072,0,0,0,0,0
302,"1120302","Barcelos",256.298666666667,0,0,0,0,0
303,"1120303","Braga",48.2346666666667,0,0,0,0,0
306,"1120306","Esposende",37.888,0,0,0,0,0
310,"1120310","Terras de Bouro",11.3706666666667,0,0,0,0,0
313,"1120313","Vila Verde",87.5946666666667,0,0,0,0,0
307,"1130307","Fafe",20.2666666666667,0,0,0,0,0
308,"1130308","Guimarães",503.829333333333,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",65.728,0,0,0,0,0
1314,"1131314","Santo Tirso",41.4933333333333,0,0,0,0,0
1318,"1131318","Trofa",1024.40533333333,0,0,0,0,0
311,"1130311","Vieira do Minho",18.9013333333333,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",111.402666666667,0,0,0,0,0
314,"1130314","Vizela",6.10133333333333,0,0,0,0,0
107,"1140107","Espinho",0.896,0,0,0,0,0
1304,"1141304","Gondomar",8.72533333333333,0,0,0,0,0
1306,"1141306","Maia",131.114666666667,0,0,0,0,0
1308,"1141308","Matosinhos",6.18666666666667,0,0,0,0,0
1312,"1141312","Porto",0.682666666666667,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",22.912,0,0,0,0,0
1315,"1141315","Valongo",5.376,0,0,0,0,0
1316,"1141316","Vila do Conde",59.1786666666667,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",12.5653333333333,0,0,0,0,0
1301,"1151301","Amarante",51.4986666666667,0,0,0,0,0
1302,"1151302","Baião",22.6133333333333,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",210.944,0,0,0,0,0
106,"1150106","Castelo de Paiva",17.92,0,0,0,0,0
305,"1150305","Celorico de Basto",163.093333333333,0,0,0,0,0
1804,"1151804","Cinfães",16.7893333333333,0,0,0,0,0
1303,"1151303","Felgueiras",38.0373333333333,0,0,0,0,0
1305,"1151305","Lousada",59.1146666666667,0,0,0,0,0
1307,"1151307","Marco de Canaveses",21.5466666666667,0,0,0,0,0
1705,"1151705","Mondim de Basto",16.4053333333333,0,0,0,0,0
1309,"1151309","Paços de Ferreira",44.0746666666667,0,0,0,0,0
1310,"1151310","Paredes",17.1946666666667,0,0,0,0,0
1311,"1151311","Penafiel",22.016,0,0,0,0,0
1813,"1151813","Resende",12.5653333333333,0,0,0,0,0
1709,"1151709","Ribeira de Pena",16.9813333333333,0,0,0,0,0
104,"1160104","Arouca",126.037333333333,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",225.450666666667,0,0,0,0,0
109,"1160109","Santa Maria da Feira",15.68,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",330.368,0,0,0,0,0
1701,"1171701","Alijó",3.81866666666667,0,0,0,0,0
1801,"1171801","Armamar",1.51466666666667,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",6.4,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0.362666666666667,0,0,0,0,0
1805,"1171805","Lamego",8.02133333333333,0,0,0,0,0
1704,"1171704","Mesão Frio",0.469333333333333,0,0,0,0,0
1807,"1171807","Moimenta da Beira",337.941333333333,0,0,0,0,0
1812,"1171812","Penedono",113.877333333333,0,0,0,0,0
1708,"1171708","Peso da Régua",6.89066666666667,0,0,0,0,0
1710,"1171710","Sabrosa",24.064,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",3.648,0,0,0,0,0
1815,"1171815","São João da Pesqueira",1.472,0,0,0,0,0
1818,"1171818","Sernancelhe",372.821333333333,0,0,0,0,0
1819,"1171819","Tabuaço",3.968,0,0,0,0,0
1820,"1171820","Tarouca",30.9973333333333,0,0,0,0,0
