Muni_ID,ID,Muni,storage99,storage99_nha
602,1620602,Cantanhede,38454,4.543246738
603,1620603,Coimbra,22752,3.504660898
604,1620604,Condeixa-a-Nova,5805,1.979109856
605,1620605,Figueira da Foz,29428,4.337142946
608,1620608,Mira,17395,9.827556299
610,1620610,Montemor-o-Velho,24071,2.642802049
613,1620613,Penacova,8333,6.318008249
615,1620615,Soure,10359,1.594107906
1004,1631004,Batalha,47048,22.04663433
1009,1631009,Leiria,213038,25.53492513
1010,1631010,Marinha Grande,9753,33.98166754
1015,1631015,Pombal,116571,15.30204312
1016,1631016,Porto de Mós,23576,3.923425527
1002,1641002,Alvaiázere,14783,7.30381098
1003,1641003,Ansião,30472,9.405010174
601,1640601,Arganil,7442,4.804580671
1007,1641007,Castanheira de Pêra,382,4.436959681
1008,1641008,Figueiró dos Vinhos,3234,4.769246634
606,1640606,Góis,4213,7.537356495
607,1640607,Lousã,4426,7.656622661
609,1640609,Miranda do Corvo,4741,4.764905442
611,1640611,Oliveira do Hospital,23126,5.522031165
612,1640612,Pampilhosa da Serra,1292,3.426746673
1013,1641013,Pedrógão Grande,2392,3.895973869
614,1640614,Penela,3841,2.175033004
616,1640616,Tábua,12270,5.470410828
617,1640617,Vila Nova de Poiares,1952,4.050557404
901,1650901,Aguiar da Beira,19444,4.988103822
1802,1651802,Carregal do Sal,27599,15.68119884
1803,1651803,Castro Daire,39180,8.8164739
1806,1651806,Mangualde,23397,4.670920733
1808,1651808,Mortágua,65337,50.96476083
1809,1651809,Nelas,12540,4.410760572
1810,1651810,Oliveira de Frades,167746,90.04099644
1811,1651811,Penalva do Castelo,7690,2.20205089
1814,1651814,Santa Comba Dão,70233,45.13690872
1816,1651816,São Pedro do Sul,64636,19.26553595
1817,1651817,Sátão,52171,15.16171665
1821,1651821,Tondela,180316,30.82852074
1822,1651822,Vila Nova de Paiva,37218,15.20975879
1823,1651823,Viseu,97180,11.93411772
1824,1651824,Vouzela,99093,38.85997281
1413,1661413,Mação,7830,2.542069787
506,1660506,Oleiros,5633,2.222852631
508,1660508,Proença-a-Nova,8995,2.096335894
509,1660509,Sertã,14991,4.05829825
510,1660510,Vila de Rei,4629,7.002925673
905,1670905,Fornos de Algodres,5017,1.315878756
906,1670906,Gouveia,10997,1.397204803
912,1670912,Seia,20453,2.672215706
902,1680902,Almeida,18163,0.743504371
903,1680903,Celorico da Beira,6351,0.552572377
904,1680904,Figueira de Castelo Rodrigo,9804,0.334162236
907,1680907,Guarda,34317,1.348604257
908,1680908,Manteigas,1347,1.193194406
909,1680909,Mêda,8629,0.749173854
910,1680910,Pinhel,16105,0.668377945
911,1680911,Sabugal,39376,1.426112413
913,1680913,Trancoso,15854,1.19209739
502,1690502,Castelo Branco,27505,0.487372156
505,1690505,Idanha-a-Nova,27282,0.300540692
507,1690507,Penamacor,9806,0.684378557
511,1690511,Vila Velha de Ródão,8571,1.138218868
501,16A0501,Belmonte,6187,0.924282944
503,16A0503,Covilhã,21759,1.551672569
504,16A0504,Fundão,27738,1.018727289
1001,16B1001,Alcobaça,80471,8.022199442
1101,16B1101,Alenquer,207042,13.98367436
1102,16B1102,Arruda dos Vinhos,3655,0.983202463
1005,16B1005,Bombarral,46245,8.206690716
1104,16B1104,Cadaval,42498,6.536190542
1006,16B1006,Caldas da Rainha,136626,18.25085048
1108,16B1108,Lourinhã,128686,17.63065949
1011,16B1011,Nazaré,11319,10.29932423
1012,16B1012,Óbidos,45523,9.996286466
1014,16B1014,Peniche,37742,12.0466624
1112,16B1112,Sobral de Monte Agraço,9941,2.937554975
1113,16B1113,Torres Vedras,103697,6.18752991
1401,16C1401,Abrantes,6311,0.404214409
1402,16C1402,Alcanena,9491,2.448739736
1408,16C1408,Constância,481,0.458502946
1410,16C1410,Entroncamento,178,1.009083147
1411,16C1411,Ferreira do Zêzere,105902,27.10564768
1421,16C1421,Ourém,160610,24.66746184
1417,16C1417,Sardoal,2467,1.823285092
1418,16C1418,Tomar,86869,10.99056728
1419,16C1419,Torres Novas,28892,2.803460182
1420,16C1420,Vila Nova da Barquinha,5904,8.532393732
1115,1711115,Amadora,302,1.031894469
1105,1711105,Cascais,12410,23.23917298
1106,1711106,Lisboa,0,0
1107,1711107,Loures,25824,4.361407908
1109,1711109,Mafra,92902,9.269805121
1116,1711116,Odivelas,1389,4.570659119
1110,1711110,Oeiras,491,0.458050865
1111,1711111,Sintra,25341,3.248064491
1114,1711114,Vila Franca de Xira,13961,1.424545239
1502,1721502,Alcochete,4486,1.220726077
1503,1721503,Almada,2339,4.347015047
1504,1721504,Barreiro,641,2.660669061
1506,1721506,Moita,23622,12.22020785
1507,1721507,Montijo,19792,1.19201131
1508,1721508,Palmela,61730,2.649003764
1510,1721510,Seixal,1392,1.39358458
1511,1721511,Sesimbra,3669,1.409144124
1512,1721512,Setúbal,7380,1.188647043
1501,1811501,Alcácer do Sal,28542,0.315600927
1505,1811505,Grândola,13117,0.291671123
211,1810211,Odemira,28309,0.363985943
1509,1811509,Santiago do Cacém,106988,1.539502528
1513,1811513,Sines,3488,0.412149736
1201,1821201,Alter do Chão,11294,0.380107154
1202,1821202,Arronches,9855,0.37598831
1203,1821203,Avis,9174,0.216237407
1204,1821204,Campo Maior,4766,0.226001357
1205,1821205,Castelo de Vide,4857,0.23449234
1206,1821206,Crato,13646,0.526610327
1207,1821207,Elvas,31738,0.552093894
1208,1821208,Fronteira,6677,0.375154527
1209,1821209,Gavião,4630,0.585321063
1210,1821210,Marvão,3726,0.356057222
1211,1821211,Monforte,16579,0.439304301
707,1820707,Mora,9849,0.223234761
1212,1821212,Nisa,9313,0.363730796
1213,1821213,Ponte de Sor,15850,0.276001697
1214,1821214,Portalegre,17468,0.592194133
701,1830701,Alandroal,12771,0.30387495
702,1830702,Arraiolos,20934,0.381868253
703,1830703,Borba,5223,0.630970765
704,1830704,Estremoz,13438,0.325605112
705,1830705,Évora,36692,0.337357417
706,1830706,Montemor-o-Novo,49771,0.550687445
708,1830708,Mourão,8450,0.307450339
709,1830709,Portel,6747,0.173726538
710,1830710,Redondo,10744,0.39319787
711,1830711,Reguengos de Monsaraz,8275,0.216818515
1215,1831215,Sousel,6183,0.257037663
712,1830712,Vendas Novas,10219,0.582231262
713,1830713,Viana do Alentejo,16338,0.477983523
714,1830714,Vila Viçosa,5496,0.418896043
201,1840201,Aljustrel,8399,0.214573113
202,1840202,Almodôvar,7774,0.205325542
203,1840203,Alvito,3413,0.218574066
204,1840204,Barrancos,3006,0.21636433
205,1840205,Beja,22436,0.247188976
206,1840206,Castro Verde,8770,0.183814825
207,1840207,Cuba,26181,1.949738561
208,1840208,Ferreira do Alentejo,16157,0.332529905
209,1840209,Mértola,11668,0.144283918
210,1840210,Moura,15572,0.22529806
212,1840212,Ourique,10988,0.254564062
213,1840213,Serpa,17815,0.212112497
214,1840214,Vidigueira,4857,0.17102488
1403,1851403,Almeirim,8555,0.927437203
1404,1851404,Alpiarça,2828,0.29250291
1103,1851103,Azambuja,30403,2.686743971
1405,1851405,Benavente,30080,0.820346752
1406,1851406,Cartaxo,40985,5.075552364
1407,1851407,Chamusca,10484,0.473744546
1409,1851409,Coruche,38631,0.572613377
1412,1851412,Golegã,1755,0.314281655
1414,1851414,Rio Maior,150566,19.25888428
1415,1851415,Salvaterra de Magos,10780,0.948011453
1416,1851416,Santarém,131982,4.273200709
801,1500801,Albufeira,2600,0.49037084
802,1500802,Alcoutim,2849,0.26335042
803,1500803,Aljezur,4033,0.756156086
804,1500804,Castro Marim,3273,0.414647679
805,1500805,Faro,2111,0.423301483
806,1500806,Lagoa,1121,0.609811646
807,1500807,Lagos,5102,1.281691144
808,1500808,Loulé,11658,0.692337599
809,1500809,Monchique,5113,1.713935331
810,1500810,Olhão,1993,0.452210932
811,1500811,Portimão,2208,0.729593968
812,1500812,São Brás de Alportel,1118,0.598949286
813,1500813,Silves,8262,0.527016904
814,1500814,Tavira,5524,0.450571549
815,1500815,Vila do Bispo,2153,0.842826672
816,1500816,Vila Real de Santo António,870,0.402316622
