main_hydro,GW_ID
tagus_sado,11
tagus_sado,12
tagus_sado,13
tagus_sado,29
tagus_sado,33
tagus_sado,34
tagus_sado,38
tagus_sado,39
tagus_sado,41
tagus_sado,43
tagus_sado,44
tagus_sado,45
tagus_sado,46
tagus_sado,66
tagus_sado,85
