CAA_ID,agua_leg,surface_id,GW_ID,area
30,Zonas humidas interiores,331,21,95.195
30,Zonas humidas interiores,331,27,11.978
30,Aguas interiores,4375,21,14.862
30,Aguas interiores,4375,27,4.607
134,Zonas humidas litorais,739,21,30.546
135,Aguas de transicao,98,21,31.4
135,Zonas humidas litorais,739,21,77.075
136,Zonas humidas litorais,739,21,0.723
138,Zonas humidas litorais,739,21,37.963
145,Zonas humidas interiores,331,21,26.979
145,Zonas humidas interiores,331,27,0.506
152,Aguas interiores,4552,3,20.571
153,Aguas interiores,4552,3,35.742
154,Aguas interiores,4552,3,70.054
155,Aguas interiores,4552,3,24.013
157,Aguas interiores,4552,3,10.125
178,Zonas humidas litorais,768,21,0.278
178,Zonas humidas litorais,768,27,72.276
179,Zonas humidas litorais,768,27,79.781
184,Aguas de transicao,98,22,33.003
184,Aguas de transicao,98,27,264.371
184,Zonas humidas litorais,754,21,2.227
184,Zonas humidas litorais,754,27,25.973
184,Zonas humidas litorais,760,21,37.516
184,Zonas humidas litorais,760,27,255.252
241,Aguas de transicao,98,21,17.404
241,Aguas de transicao,98,27,17.404
242,Aguas de transicao,98,21,3.434
242,Aguas de transicao,98,27,3.434
243,Aguas de transicao,76,21,49.234
243,Aguas de transicao,76,27,30.822
243,Zonas humidas litorais,731,21,19.161
243,Zonas humidas litorais,731,27,8.615
244,Aguas de transicao,98,21,143.074
244,Aguas de transicao,98,27,143.074
244,Zonas humidas litorais,724,21,71.218
244,Zonas humidas litorais,724,27,71.218
245,Aguas de transicao,76,21,82.846
245,Zonas humidas litorais,718,21,51.343
246,Aguas de transicao,76,21,79.072
246,Aguas de transicao,76,27,79.072
246,Aguas de transicao,98,21,6.606
246,Aguas de transicao,98,27,6.606
246,Zonas humidas litorais,731,21,63.411
246,Zonas humidas litorais,731,27,63.411
262,Aguas de transicao,98,21,10.104
262,Aguas de transicao,98,27,10.104
263,Aguas de transicao,98,21,41.941
263,Aguas de transicao,98,27,41.941
263,Zonas humidas litorais,746,21,12.163
263,Zonas humidas litorais,746,27,12.163
314,Zonas humidas litorais,770,27,9.321
331,Zonas humidas litorais,768,27,24.659
332,Aguas de transicao,98,21,37.957
332,Aguas de transicao,98,27,37.957
332,Zonas humidas litorais,768,21,42.635
332,Zonas humidas litorais,768,27,42.635
333,Zonas humidas litorais,768,27,39.589
371,Aguas de transicao,98,21,58.642
371,Aguas de transicao,98,27,58.642
371,Zonas humidas litorais,724,21,35.901
371,Zonas humidas litorais,724,27,35.901
372,Aguas de transicao,76,21,21.744
372,Zonas humidas litorais,713,21,31.562
372,Zonas humidas litorais,718,21,10.422
373,Aguas de transicao,98,21,114.738
373,Aguas de transicao,98,27,114.738
374,Aguas de transicao,76,21,21.758
374,Zonas humidas litorais,713,21,24.846
375,Zonas humidas litorais,713,21,23.722
385,Aguas de transicao,76,21,43.54
385,Zonas humidas litorais,713,21,144.989
385,Zonas humidas litorais,718,21,90.29
385,Zonas humidas litorais,718,27,19.724
447,Aguas interiores,997,42,1.005
463,Aguas interiores,1718,40,32.544
470,Aguas interiores,1724,42,3.056
471,Aguas interiores,1724,42,17.699
481,Aguas interiores,1073,42,3.225
482,Aguas interiores,1073,42,45.184
483,Aguas interiores,1073,42,29.754
485,Aguas interiores,1073,42,21.399
486,Aguas interiores,1724,42,59.711
487,Aguas interiores,1724,42,54.253
488,Aguas interiores,1724,42,26.984
489,Aguas interiores,1724,42,19.406
490,Aguas interiores,1073,42,23.625
492,Aguas interiores,1724,42,28.916
493,Aguas de transicao,8,42,1.047
493,Aguas interiores,1724,42,19.65
495,Aguas de transicao,8,42,25.956
495,Aguas interiores,999,42,16.849
498,Aguas interiores,999,42,0.207
499,Aguas de transicao,8,42,13.533
499,Aguas interiores,999,42,15.215
504,Aguas interiores,999,42,11.986
509,Aguas interiores,1724,42,39.108
511,Aguas interiores,1724,42,29.476
518,Aguas interiores,998,42,1127.272
518,Aguas interiores,999,42,554.962
518,Aguas interiores,1023,42,926.843
518,Aguas interiores,1302,42,257.776
518,Aguas interiores,1724,42,2458.91
519,Aguas interiores,1724,40,29.933
521,Aguas interiores,1718,40,11.07
522,Aguas interiores,1718,40,7.544
524,Aguas interiores,1596,40,63.715
525,Aguas interiores,1641,40,4.7
526,Aguas interiores,1596,40,29.187
544,Aguas de transicao,11,93,12.241
546,Aguas de transicao,11,93,17.41
548,Aguas de transicao,11,93,11.605
552,Aguas de transicao,11,93,25.395
558,Aguas interiores,1029,93,14.484
559,Aguas de transicao,11,93,30.755
559,Aguas interiores,1029,93,26.485
564,Aguas interiores,1029,93,3.436
577,Aguas interiores,1006,93,36.513
579,Aguas interiores,1006,93,33.962
584,Aguas interiores,1006,93,0.89
590,Aguas interiores,1006,93,30.002
606,Aguas de transicao,11,41,3.087
606,Aguas de transicao,11,93,6.429
614,Aguas de transicao,11,93,14.985
614,Aguas interiores,1029,93,2.988
621,Aguas interiores,1006,93,75.851
636,Aguas interiores,1494,12,2.039
639,Aguas interiores,1006,93,11.534
640,Aguas interiores,1006,93,61.932
641,Aguas interiores,1006,93,29.534
642,Aguas interiores,1006,93,4.476
646,Aguas interiores,1006,93,77.851
661,Aguas interiores,1006,93,25.97
666,Aguas interiores,1006,93,10.342
666,Aguas interiores,1119,41,2140.02
666,Aguas interiores,1494,12,162.521
666,Aguas interiores,1494,13,456.419
666,Aguas interiores,1494,41,360.455
668,Aguas interiores,1724,42,34.969
682,Aguas interiores,4679,54,49.826
690,Aguas interiores,4656,54,11.252
692,Aguas de transicao,103,54,29.015
704,Aguas interiores,4656,54,25.959
704,Aguas interiores,4679,54,1.796
716,Aguas interiores,4656,54,10.726
716,Aguas interiores,4679,54,49.737
758,Aguas interiores,4593,3,4.426
758,Aguas interiores,4626,3,1.576
847,Aguas interiores,4679,54,41.963
854,Aguas interiores,4679,54,2.759
856,Aguas interiores,4679,54,0.432
858,Aguas interiores,4679,54,25.826
861,Aguas interiores,4679,54,62.689
862,Aguas interiores,4679,54,61.43
866,Aguas interiores,4679,54,56.291
867,Aguas interiores,4679,54,6.344
869,Aguas interiores,4679,54,10.803
871,Aguas interiores,4679,54,34.153
872,Aguas interiores,4679,54,45.648
877,Aguas interiores,4663,53,32.427
878,Aguas interiores,4663,53,25.116
880,Aguas interiores,4679,54,2.738
977,Aguas interiores,4608,3,4.583
982,Aguas interiores,4587,3,30.817
989,Aguas interiores,4650,3,34.101
1028,Aguas interiores,4630,3,25.366
1029,Aguas interiores,4630,3,25.009
1030,Aguas interiores,4630,3,98.815
1037,Aguas interiores,4630,3,53.877
1043,Aguas interiores,4650,3,23.862
1044,Aguas interiores,4650,3,16.689
1045,Aguas interiores,4650,3,47.614
1046,Aguas interiores,4650,3,8.614
1048,Aguas interiores,4650,3,14.064
1053,Aguas interiores,4585,3,25.439
1054,Aguas interiores,4650,3,26.846
1080,Aguas interiores,4650,3,92.972
1089,Aguas interiores,4650,3,89.756
1102,Aguas interiores,4701,3,5.875
1121,Aguas interiores,4702,3,3.773
1163,Aguas interiores,4078,85,28.817
1164,Aguas interiores,4078,85,23.671
1166,Aguas interiores,4078,85,43.409
1181,Aguas interiores,4078,85,1.206
1196,Aguas interiores,4009,85,51.402
1198,Aguas interiores,4078,85,50.358
1204,Aguas interiores,4078,85,87.802
1243,Aguas interiores,4198,85,54.733
1261,Aguas interiores,4198,85,27.059
1282,Aguas interiores,4112,85,8.023
1290,Aguas interiores,4112,85,58.448
1305,Aguas interiores,4009,85,23.929
1308,Aguas interiores,4112,85,2.813
1311,Aguas interiores,4112,85,228.986
1312,Aguas interiores,4112,85,47.748
1314,Aguas interiores,4198,85,42.534
1317,Aguas interiores,4198,85,39.934
1322,Aguas interiores,4198,85,16.773
1328,Aguas interiores,4198,85,3.685
1330,Aguas interiores,4198,85,1.748
1335,Aguas interiores,4198,85,2.592
1368,Aguas interiores,4253,85,21.86
1436,Aguas interiores,4198,85,0.354
1456,Aguas interiores,3999,85,46.833
1468,Aguas interiores,3994,85,5.502
1472,Aguas interiores,3994,85,15.054
1474,Aguas interiores,3999,85,68.269
1476,Aguas interiores,3994,85,25.551
1477,Aguas interiores,3999,85,25.488
1487,Aguas interiores,3994,85,25.024
1488,Aguas interiores,3999,85,15.483
1497,Aguas interiores,3994,85,25.361
1499,Aguas interiores,3994,85,31.798
1501,Aguas interiores,4049,85,14.145
1501,Aguas interiores,4198,85,1.667
1507,Aguas interiores,3994,85,9.89
1531,Aguas interiores,3994,85,8.486
1534,Aguas interiores,3994,85,25.016
1549,Aguas interiores,3932,85,18.189
1551,Aguas interiores,3932,85,61.558
1552,Aguas interiores,3932,85,54.274
1554,Aguas interiores,3932,85,33.164
1555,Aguas interiores,3932,85,25.144
1558,Aguas interiores,3932,85,36.042
1560,Aguas interiores,3932,85,0.579
1561,Aguas interiores,3932,85,45.479
1562,Aguas interiores,4078,85,5.023
1577,Aguas interiores,4260,7,9.424
1580,Aguas interiores,4260,7,26.345
1581,Aguas interiores,4260,7,42.736
1583,Aguas interiores,4260,7,50.176
1584,Aguas interiores,4260,7,38.741
1589,Aguas interiores,4260,7,48.09
1594,Aguas interiores,4260,7,13.877
1595,Aguas interiores,4260,7,0.126
1596,Aguas interiores,4260,7,0.05
1598,Aguas interiores,4260,7,4.474
1660,Aguas interiores,4264,7,89.321
1662,Aguas interiores,4264,38,15.493
1663,Aguas interiores,4264,7,35.985
1665,Aguas interiores,4264,23,25.245
1666,Aguas interiores,4264,23,12.47
1666,Aguas interiores,4264,38,11.47
1666,Aguas interiores,4264,91,5.79
