CAA_ID,agua_leg,surface_id,GW_ID
"529",Aguas interiores,"1680","40"
"529",Aguas interiores,"1683","40"
"529",Aguas interiores,"1685","40"
"529",Aguas interiores,"1695","40"
"529",Aguas interiores,"1697","40"
"529",Aguas interiores,"1698","40"
"529",Aguas interiores,"1701","40"
"529",Aguas interiores,"1705","40"
"529",Aguas interiores,"1716","40"
"529",Aguas interiores,"1728","40"
"529",Aguas interiores,"1731","40"
"529",Aguas interiores,"1732","40"
"529",Aguas interiores,"1739","40"
"529",Aguas interiores,"1752","40"
"529",Aguas interiores,"1755","40"
"529",Aguas interiores,"1762","40"
"529",Aguas interiores,"1763","40"
"529",Aguas interiores,"1765","40"
"529",Aguas interiores,"1766","40"
"529",Aguas interiores,"1775","40"
"529",Aguas interiores,"1780","40"
"529",Aguas interiores,"1782","40"
"529",Aguas interiores,"1786","40"
"529",Aguas interiores,"1790","40"
"529",Aguas interiores,"1796","40"
"529",Aguas interiores,"1797","40"
"529",Aguas interiores,"1819","40"
"529",Aguas interiores,"1822","40"
"529",Aguas interiores,"1857","40"
"529",Aguas interiores,"1866","40"
"604",Aguas interiores,"929","14"
"604",Aguas interiores,"930","14"
"604",Aguas interiores,"929","14"
"629",Aguas de transicao,"9","93"
"629",Aguas de transicao,"10","93"
"629",Zonas humidas litorais,"475","93"
"629",Zonas humidas litorais,"476","93"
"629",Zonas humidas litorais,"477","93"
"629",Zonas humidas litorais,"478","93"
"629",Zonas humidas litorais,"479","93"
"629",Zonas humidas litorais,"480","93"
"629",Zonas humidas litorais,"481","93"
"629",Zonas humidas litorais,"482","93"
"629",Zonas humidas litorais,"483","93"
"629",Zonas humidas litorais,"484","93"
"629",Zonas humidas litorais,"485","93"
"629",Zonas humidas litorais,"486","93"
"629",Zonas humidas litorais,"487","93"
"629",Zonas humidas litorais,"488","93"
"629",Zonas humidas litorais,"489","93"
"629",Zonas humidas litorais,"490","93"
"629",Zonas humidas litorais,"491","93"
"629",Zonas humidas litorais,"492","93"
"629",Zonas humidas litorais,"493","93"
"629",Zonas humidas litorais,"494","93"
"629",Zonas humidas litorais,"495","93"
"629",Zonas humidas litorais,"496","93"
"629",Zonas humidas litorais,"497","93"
"629",Aguas interiores,"941","14"
"629",Aguas interiores,"941","93"
"629",Aguas interiores,"943","14"
"629",Aguas interiores,"943","93"
"629",Aguas interiores,"947","93"
"629",Aguas interiores,"954","14"
"629",Aguas interiores,"954","93"
"629",Aguas interiores,"960","93"
"629",Aguas interiores,"963","93"
"629",Aguas interiores,"968","93"
"629",Aguas interiores,"973","93"
"629",Aguas interiores,"977","93"
"629",Aguas interiores,"978","93"
"629",Aguas interiores,"989","93"
"629",Aguas interiores,"995","93"
"629",Aguas interiores,"1007","93"
"629",Aguas interiores,"1016","93"
"629",Aguas interiores,"1056","93"
"633",Aguas interiores,"1085","41"
"633",Aguas interiores,"1130","41"
"633",Aguas interiores,"1131","41"
"633",Aguas interiores,"1132","41"
"633",Aguas interiores,"1133","41"
"633",Aguas interiores,"1137","41"
"633",Aguas interiores,"1139","41"
"633",Aguas interiores,"1147","41"
"633",Aguas interiores,"1150","13"
"633",Aguas interiores,"1150","41"
"633",Aguas interiores,"1154","13"
"633",Aguas interiores,"1154","41"
"633",Aguas interiores,"1179","41"
"633",Aguas interiores,"1180","12"
"633",Aguas interiores,"1180","13"
"633",Aguas interiores,"1181","13"
"633",Aguas interiores,"1181","41"
"633",Aguas interiores,"1185","13"
"633",Aguas interiores,"1199","41"
"633",Aguas interiores,"1210","13"
"633",Aguas interiores,"1217","13"
"633",Aguas interiores,"1234","13"
"633",Aguas interiores,"1234","41"
"633",Aguas interiores,"1244","13"
"633",Aguas interiores,"1249","13"
"633",Aguas interiores,"1260","13"
"633",Aguas interiores,"1262","13"
"633",Aguas interiores,"1265","13"
"633",Aguas interiores,"1266","13"
"633",Aguas interiores,"1270","13"
"633",Aguas interiores,"1278","13"
"633",Aguas interiores,"1284","13"
"633",Aguas interiores,"1290","13"
"633",Aguas de transicao,"9","93"
"633",Aguas de transicao,"10","93"
"633",Aguas de transicao,"12","93"
"633",Aguas de transicao,"13","93"
"633",Zonas humidas litorais,"490","93"
"633",Zonas humidas litorais,"491","93"
"633",Zonas humidas litorais,"492","93"
"633",Zonas humidas litorais,"493","93"
"633",Zonas humidas litorais,"495","93"
"633",Zonas humidas litorais,"496","93"
"633",Zonas humidas litorais,"497","93"
"633",Zonas humidas litorais,"498","93"
"633",Zonas humidas litorais,"499","93"
"633",Zonas humidas litorais,"500","93"
"633",Aguas interiores,"1100","93"
"633",Aguas interiores,"1116","93"
"633",Aguas interiores,"1121","93"
"633",Aguas interiores,"1129","93"
"633",Aguas interiores,"1153","93"
"633",Aguas interiores,"1186","41"
"633",Zonas humidas litorais,"476","93"
"633",Zonas humidas litorais,"477","93"
"633",Zonas humidas litorais,"478","93"
"633",Zonas humidas litorais,"479","93"
"633",Zonas humidas litorais,"483","93"
"633",Aguas interiores,"1065","93"
"633",Aguas interiores,"1142","93"
"664",Aguas interiores,"951","93"
"664",Aguas interiores,"964","93"
"666",Aguas interiores,"993","93"
"666",Aguas interiores,"994","93"
"666",Aguas interiores,"1263","12"
"666",Aguas interiores,"1184","41"
"676",Aguas interiores,"1143","42"
"676",Aguas interiores,"1195","42"
"676",Aguas interiores,"1205","42"
"676",Aguas interiores,"1206","42"
"676",Aguas interiores,"1208","42"
"676",Aguas interiores,"1213","42"
"676",Aguas interiores,"1219","42"
"676",Aguas interiores,"1222","42"
"676",Aguas interiores,"1235","42"
"676",Aguas interiores,"1238","42"
"676",Aguas interiores,"1252","42"
"676",Aguas interiores,"1256","42"
"676",Aguas interiores,"1258","42"
"676",Aguas interiores,"1261","42"
"676",Aguas interiores,"1310","42"
"676",Aguas interiores,"1314","42"
"676",Aguas interiores,"1317","42"
"676",Aguas interiores,"1324","42"
"676",Aguas interiores,"1334","42"
"676",Aguas interiores,"1336","42"
"676",Aguas interiores,"1338","42"
"676",Aguas interiores,"1340","40"
"676",Aguas interiores,"1340","42"
"676",Aguas interiores,"1356","40"
"676",Aguas interiores,"1356","42"
"676",Aguas interiores,"1361","42"
"676",Aguas interiores,"1369","42"
"676",Aguas interiores,"1370","40"
"676",Aguas interiores,"1379","40"
"676",Aguas interiores,"1382","42"
"676",Aguas interiores,"1384","40"
"676",Aguas interiores,"1388","42"
"676",Aguas interiores,"1390","42"
"676",Aguas interiores,"1394","59"
"676",Aguas interiores,"1397","59"
"676",Aguas interiores,"1398","42"
"676",Aguas interiores,"1400","40"
"676",Aguas interiores,"1401","42"
"676",Aguas interiores,"1409","40"
"676",Aguas interiores,"1409","42"
"676",Aguas interiores,"1414","40"
"676",Aguas interiores,"1417","40"
"676",Aguas interiores,"1424","40"
"676",Aguas interiores,"1433","40"
"676",Aguas interiores,"1439","40"
"676",Aguas interiores,"1439","55"
"676",Aguas interiores,"1440","40"
"676",Aguas interiores,"1440","55"
"676",Aguas interiores,"1447","40"
"676",Aguas interiores,"1447","55"
"676",Aguas interiores,"1450","40"
"676",Aguas interiores,"1454","40"
"676",Aguas interiores,"1455","40"
"676",Aguas interiores,"1455","55"
"676",Aguas interiores,"1463","40"
"676",Aguas interiores,"1471","40"
"676",Aguas interiores,"1477","40"
"676",Aguas interiores,"1478","40"
"676",Aguas interiores,"1479","40"
"676",Aguas interiores,"1493","59"
"676",Aguas interiores,"1497","40"
"676",Aguas interiores,"1502","40"
"676",Aguas interiores,"1511","40"
"676",Aguas interiores,"1521","55"
"676",Aguas interiores,"1523","40"
"676",Aguas interiores,"1532","40"
"676",Aguas interiores,"1540","40"
"676",Aguas interiores,"1541","40"
"676",Aguas interiores,"1552","40"
"676",Aguas interiores,"1565","40"
"676",Aguas interiores,"1588","40"
"676",Aguas interiores,"1595","40"
"676",Aguas interiores,"1603","40"
"676",Aguas interiores,"1658","40"
"676",Aguas interiores,"1672","40"
"681",Aguas interiores,"1566","40"
"681",Aguas interiores,"1568","40"
"681",Aguas interiores,"1573","40"
"681",Aguas interiores,"1575","40"
"681",Aguas interiores,"1577","40"
"681",Aguas interiores,"1586","40"
"681",Aguas interiores,"1593","40"
"681",Aguas interiores,"1597","40"
"681",Aguas interiores,"1614","40"
"681",Aguas interiores,"1619","40"
"681",Aguas interiores,"1622","40"
"681",Aguas interiores,"1631","40"
"681",Aguas interiores,"1646","40"
"681",Aguas interiores,"1651","40"
"681",Aguas interiores,"1652","40"
"681",Aguas interiores,"1668","40"
"681",Aguas interiores,"1677","40"
"681",Aguas interiores,"1678","40"
"681",Aguas interiores,"1682","40"
"681",Aguas interiores,"1684","40"
"681",Aguas interiores,"1687","40"
"681",Aguas interiores,"1694","40"
"681",Aguas interiores,"1702","40"
"681",Aguas interiores,"1703","40"
"681",Aguas interiores,"1708","40"
"681",Aguas interiores,"1709","40"
"681",Aguas interiores,"1712","40"
"681",Aguas interiores,"1715","40"
"681",Aguas interiores,"1717","40"
"681",Aguas interiores,"1719","40"
"681",Aguas interiores,"1723","40"
"681",Aguas interiores,"1725","40"
"681",Aguas interiores,"1727","40"
"681",Aguas interiores,"1729","40"
"681",Aguas interiores,"1761","40"
"684",Aguas interiores,"4677","54"
"684",Aguas interiores,"4677","54"
"684",Aguas interiores,"4664","54"
"684",Aguas interiores,"4666","54"
"684",Aguas interiores,"4677","54"
"684",Aguas interiores,"4677","54"
"684",Aguas interiores,"4666","54"
"684",Aguas interiores,"4677","54"
"699",Aguas interiores,"4643","54"
"703",Aguas interiores,"4643","54"
"743",Aguas interiores,"4635","3"
"761",Aguas de transicao,"104","5"
"761",Aguas de transicao,"104","52"
"696",Aguas de transicao,"104","5"
"696",Aguas de transicao,"104","52"
"762",Aguas de transicao,"104","5"
"762",Aguas de transicao,"104","52"
"763",Aguas de transicao,"104","5"
"763",Aguas de transicao,"104","52"
"763",Aguas de transicao,"104","5"
"763",Aguas de transicao,"104","52"
"767",Zonas humidas litorais,"774","52"
"768",Zonas humidas litorais,"773","52"
"768",Zonas humidas litorais,"774","52"
"768",Zonas humidas litorais,"775","52"
"768",Zonas humidas litorais,"776","52"
"768",Zonas humidas litorais,"772","52"
"785",Aguas interiores,"4623","53"
"813",Aguas interiores,"4610","53"
"813",Aguas interiores,"4611","53"
"815",Aguas interiores,"4611","53"
"815",Aguas interiores,"4612","53"
"816",Aguas interiores,"4610","53"
"817",Aguas interiores,"4610","53"
"818",Aguas interiores,"4645","53"
"820",Aguas interiores,"4631","53"
"826",Aguas interiores,"4624","53"
"826",Aguas interiores,"4620","53"
"826",Aguas interiores,"4624","53"
"826",Aguas interiores,"4620","53"
"826",Aguas interiores,"4624","53"
"826",Aguas interiores,"4620","53"
"826",Aguas interiores,"4624","53"
"826",Aguas interiores,"4620","53"
"828",Aguas interiores,"4610","53"
"828",Aguas interiores,"4611","53"
"829",Aguas interiores,"4610","53"
"830",Aguas interiores,"4618","53"
"843",Aguas interiores,"4645","53"
"865",Aguas interiores,"4677","54"
"865",Aguas interiores,"4677","54"
"902",Aguas interiores,"4620","53"
"902",Aguas interiores,"4620","53"
"906",Aguas interiores,"4620","53"
"906",Aguas interiores,"4624","53"
"906",Aguas interiores,"4620","53"
"906",Aguas interiores,"4624","53"
"826",Aguas interiores,"4624","53"
"908",Aguas interiores,"4601","53"
"908",Aguas interiores,"4601","53"
"909",Aguas interiores,"4607","53"
"909",Aguas interiores,"4620","53"
"910",Aguas interiores,"4601","53"
"921",Aguas interiores,"4654","54"
"921",Aguas interiores,"4655","54"
"921",Aguas interiores,"4657","54"
"921",Aguas interiores,"4664","54"
"921",Aguas interiores,"4666","54"
"921",Aguas interiores,"4677","54"
"921",Aguas interiores,"4677","54"
"921",Aguas interiores,"4677","54"
"921",Aguas interiores,"4677","54"
"921",Aguas interiores,"4666","54"
"921",Aguas interiores,"4677","54"
"922",Aguas interiores,"4653","54"
"922",Aguas interiores,"4654","54"
"922",Aguas interiores,"4655","54"
"925",Aguas interiores,"4612","53"
"925",Aguas interiores,"4612","53"
"827",Aguas interiores,"4610","53"
"827",Aguas interiores,"4611","53"
"827",Aguas interiores,"4620","53"
"827",Aguas interiores,"4624","53"
"930",Aguas interiores,"4618","53"
"940",Aguas interiores,"4582","3"
"940",Aguas interiores,"4589","3"
"940",Aguas interiores,"4591","3"
"940",Aguas interiores,"4596","3"
"940",Aguas interiores,"4598","3"
"940",Aguas interiores,"4600","3"
"940",Aguas interiores,"4614","3"
"940",Aguas interiores,"4622","3"
"975",Aguas interiores,"4712","3"
"976",Aguas interiores,"4659","3"
"976",Aguas interiores,"4704","3"
"976",Aguas interiores,"4712","3"
"986",Zonas humidas interiores,"342","3"
"986",Aguas interiores,"4568","3"
"986",Aguas interiores,"4570","3"
"986",Aguas interiores,"4571","3"
"986",Aguas interiores,"4573","3"
"986",Aguas interiores,"4574","3"
"986",Aguas interiores,"4583","3"
"1019",Aguas interiores,"4625","3"
"1019",Aguas interiores,"4644","3"
"1019",Aguas interiores,"4673","3"
"1019",Aguas interiores,"4678","3"
"1022",Aguas interiores,"4621","3"
"1022",Aguas interiores,"4628","3"
"1022",Aguas interiores,"4636","3"
"1022",Aguas interiores,"4640","3"
"1022",Aguas interiores,"4649","3"
"1022",Aguas interiores,"4660","3"
"1039",Aguas interiores,"4617","3"
"1039",Aguas interiores,"4637","3"
"1039",Aguas interiores,"4662","3"
"1039",Aguas interiores,"4665","3"
"1039",Aguas interiores,"4668","3"
"1039",Aguas interiores,"4669","3"
"1039",Aguas interiores,"4671","3"
"1039",Aguas interiores,"4617","3"
"987",Aguas interiores,"4575","3"
"1064",Aguas interiores,"4594","3"
"1064",Aguas interiores,"4597","3"
"1064",Aguas interiores,"4599","3"
"1064",Aguas interiores,"4609","3"
"1064",Aguas interiores,"4619","3"
"940",Aguas interiores,"4625","3"
"1087",Aguas interiores,"4566","3"
"1088",Aguas interiores,"4569","3"
"1088",Aguas interiores,"4572","3"
"1088",Aguas interiores,"4576","3"
"1088",Aguas interiores,"4577","3"
"1088",Aguas interiores,"4582","3"
"1090",Aguas interiores,"4549","3"
"1095",Aguas interiores,"4577","3"
"1095",Aguas interiores,"4578","3"
"1095",Aguas interiores,"4586","3"
"1095",Aguas interiores,"4595","3"
"1095",Aguas interiores,"4616","3"
"940",Aguas interiores,"4616","3"
"1141",Aguas interiores,"4718","3"
"1141",Aguas interiores,"4721","3"
"1143",Aguas interiores,"4678","3"
"1143",Aguas interiores,"4683","3"
"1143",Aguas interiores,"4678","3"
"1143",Aguas interiores,"4683","3"
"1143",Aguas interiores,"4685","3"
"1145",Aguas interiores,"4245","85"
"1145",Aguas interiores,"4271","85"
"1145",Aguas interiores,"4285","85"
"1145",Aguas interiores,"4290","85"
"1145",Aguas interiores,"4304","85"
"1145",Aguas interiores,"4305","85"
"1145",Aguas interiores,"4306","85"
"1145",Aguas interiores,"4309","85"
"1180",Aguas interiores,"3976","85"
"1185",Aguas interiores,"3973","85"
"1213",Aguas interiores,"3960","85"
"1213",Aguas interiores,"3961","85"
"1214",Aguas interiores,"3977","85"
"1214",Aguas interiores,"3980","85"
"1214",Aguas interiores,"3981","85"
"1214",Aguas interiores,"3984","85"
"1214",Aguas interiores,"3989","85"
"1214",Aguas interiores,"3991","85"
"1214",Aguas interiores,"4004","85"
"1214",Aguas interiores,"4013","85"
"1214",Aguas interiores,"4025","85"
"1214",Aguas interiores,"4037","85"
"1214",Aguas interiores,"4056","85"
"1214",Aguas interiores,"4062","85"
"1214",Aguas interiores,"4066","85"
"1214",Aguas interiores,"4067","85"
"1214",Aguas interiores,"4068","85"
"1214",Aguas interiores,"4077","85"
"1214",Aguas interiores,"4079","85"
"1214",Aguas interiores,"4080","85"
"1214",Aguas interiores,"4081","85"
"1214",Aguas interiores,"4084","85"
"1214",Aguas interiores,"4086","85"
"1214",Aguas interiores,"4088","85"
"1214",Aguas interiores,"4091","85"
"1214",Aguas interiores,"4092","85"
"1214",Aguas interiores,"4098","85"
"1214",Aguas interiores,"4103","85"
"1214",Aguas interiores,"4104","85"
"1214",Aguas interiores,"4105","85"
"1214",Aguas interiores,"4106","85"
"1214",Aguas interiores,"4108","85"
"1214",Aguas interiores,"4118","85"
"1214",Aguas interiores,"4130","85"
"1214",Aguas interiores,"4133","85"
"1214",Aguas interiores,"4140","85"
"1214",Aguas interiores,"4146","85"
"1214",Aguas interiores,"4080","85"
"1214",Aguas interiores,"4086","85"
"1214",Aguas interiores,"4062","85"
"1214",Aguas interiores,"3954","85"
"1214",Aguas interiores,"3959","85"
"1214",Aguas interiores,"3965","85"
"1214",Aguas interiores,"3966","85"
"1214",Aguas interiores,"3968","85"
"1214",Aguas interiores,"3969","85"
"1214",Aguas interiores,"3970","85"
"1214",Aguas interiores,"3974","85"
"1214",Aguas interiores,"3975","85"
"1214",Aguas interiores,"3983","85"
"1214",Aguas interiores,"3990","85"
"1214",Aguas interiores,"3957","85"
"1215",Aguas interiores,"3985","85"
"1237",Aguas interiores,"4225","85"
"1237",Aguas interiores,"4232","85"
"1237",Aguas interiores,"4234","85"
"1237",Aguas interiores,"4235","85"
"1237",Aguas interiores,"4236","85"
"1237",Aguas interiores,"4246","85"
"1237",Aguas interiores,"4247","85"
"1237",Aguas interiores,"4254","85"
"1237",Aguas interiores,"4268","85"
"1237",Aguas interiores,"4285","85"
"1237",Aguas interiores,"4290","85"
"1264",Aguas interiores,"4120","85"
"1264",Aguas interiores,"4131","85"
"1264",Aguas interiores,"4134","85"
"1264",Aguas interiores,"4136","85"
"1264",Aguas interiores,"4138","85"
"1264",Aguas interiores,"4139","85"
"1264",Aguas interiores,"4143","85"
"1264",Aguas interiores,"4145","85"
"1264",Aguas interiores,"4147","85"
"1264",Aguas interiores,"4148","85"
"1264",Aguas interiores,"4152","85"
"1264",Aguas interiores,"4153","85"
"1264",Aguas interiores,"4154","85"
"1264",Aguas interiores,"4156","85"
"1264",Aguas interiores,"4157","85"
"1264",Aguas interiores,"4158","85"
"1264",Aguas interiores,"4161","85"
"1264",Aguas interiores,"4164","85"
"1264",Aguas interiores,"4168","85"
"1264",Aguas interiores,"4171","85"
"1264",Aguas interiores,"4174","85"
"1264",Aguas interiores,"4179","85"
"1264",Aguas interiores,"4182","85"
"1264",Aguas interiores,"4189","85"
"1264",Aguas interiores,"4192","85"
"1264",Aguas interiores,"4205","85"
"1264",Aguas interiores,"4207","85"
"1264",Aguas interiores,"4226","85"
"1264",Aguas interiores,"4243","85"
"1264",Aguas interiores,"4232","85"
"1264",Aguas interiores,"4234","85"
"1264",Aguas interiores,"4232","85"
"1264",Aguas interiores,"4234","85"
"1264",Aguas interiores,"4232","85"
"1264",Aguas interiores,"4234","85"
"1264",Aguas interiores,"4232","85"
"1264",Aguas interiores,"4234","85"
"1264",Aguas interiores,"4117","85"
"1264",Aguas interiores,"4121","85"
"1264",Aguas interiores,"4098","85"
"1306",Aguas interiores,"4151","85"
"1313",Aguas interiores,"4117","85"
"1313",Aguas interiores,"4122","85"
"1313",Aguas interiores,"4123","85"
"1313",Aguas interiores,"4128","85"
"1313",Aguas interiores,"4129","85"
"1313",Aguas interiores,"4142","85"
"1313",Aguas interiores,"4144","85"
"1313",Aguas interiores,"4150","85"
"1313",Aguas interiores,"3940","85"
"1313",Aguas interiores,"3945","85"
"1313",Aguas interiores,"3946","85"
"1313",Aguas interiores,"3950","85"
"1313",Aguas interiores,"3957","85"
"1313",Aguas interiores,"3978","85"
"1313",Aguas interiores,"3979","85"
"1313",Aguas interiores,"3986","85"
"1313",Aguas interiores,"3987","85"
"1313",Aguas interiores,"3988","85"
"1313",Aguas interiores,"3990","85"
"1313",Aguas interiores,"3992","85"
"1313",Aguas interiores,"3993","85"
"1313",Aguas interiores,"3995","85"
"1313",Aguas interiores,"3996","85"
"1313",Aguas interiores,"3997","85"
"1313",Aguas interiores,"3998","85"
"1313",Aguas interiores,"4001","85"
"1313",Aguas interiores,"4005","85"
"1313",Aguas interiores,"4007","85"
"1313",Aguas interiores,"4008","85"
"1313",Aguas interiores,"4010","85"
"1313",Aguas interiores,"4012","85"
"1313",Aguas interiores,"4014","85"
"1313",Aguas interiores,"4017","85"
"1313",Aguas interiores,"4018","85"
"1313",Aguas interiores,"4019","85"
"1313",Aguas interiores,"4020","85"
"1313",Aguas interiores,"4021","85"
"1313",Aguas interiores,"4026","85"
"1313",Aguas interiores,"4027","85"
"1313",Aguas interiores,"4028","85"
"1313",Aguas interiores,"4029","85"
"1313",Aguas interiores,"4031","85"
"1313",Aguas interiores,"4032","85"
"1313",Aguas interiores,"4038","85"
"1313",Aguas interiores,"4039","85"
"1313",Aguas interiores,"4041","85"
"1313",Aguas interiores,"4042","85"
"1313",Aguas interiores,"4043","85"
"1313",Aguas interiores,"4044","85"
"1313",Aguas interiores,"4045","85"
"1313",Aguas interiores,"4046","85"
"1313",Aguas interiores,"4051","85"
"1313",Aguas interiores,"4052","85"
"1313",Aguas interiores,"4055","85"
"1313",Aguas interiores,"4058","85"
"1313",Aguas interiores,"4059","85"
"1313",Aguas interiores,"4061","85"
"1313",Aguas interiores,"4062","85"
"1313",Aguas interiores,"4063","85"
"1313",Aguas interiores,"4065","85"
"1313",Aguas interiores,"4069","85"
"1313",Aguas interiores,"4071","85"
"1313",Aguas interiores,"4072","85"
"1313",Aguas interiores,"4073","85"
"1313",Aguas interiores,"4076","85"
"1313",Aguas interiores,"4082","85"
"1313",Aguas interiores,"4083","85"
"1313",Aguas interiores,"4085","85"
"1313",Aguas interiores,"4086","85"
"1313",Aguas interiores,"4087","85"
"1313",Aguas interiores,"4089","85"
"1313",Aguas interiores,"4090","85"
"1313",Aguas interiores,"4092","85"
"1313",Aguas interiores,"4093","85"
"1313",Aguas interiores,"4095","85"
"1313",Aguas interiores,"4096","85"
"1313",Aguas interiores,"4097","85"
"1313",Aguas interiores,"4099","85"
"1313",Aguas interiores,"4105","85"
"1313",Aguas interiores,"4107","85"
"1313",Aguas interiores,"4109","85"
"1313",Aguas interiores,"4110","85"
"1313",Aguas interiores,"4117","85"
"1313",Aguas interiores,"4119","85"
"1313",Aguas interiores,"4121","85"
"1313",Aguas interiores,"4135","85"
"1313",Aguas interiores,"4137","85"
"1355",Aguas interiores,"4022","85"
"1355",Aguas interiores,"4024","85"
"1390",Aguas interiores,"4178","85"
"1390",Aguas interiores,"4186","85"
"1390",Aguas interiores,"4211","85"
"1390",Aguas interiores,"4149","85"
"1390",Aguas interiores,"4155","85"
"1390",Aguas interiores,"4160","85"
"1390",Aguas interiores,"4163","85"
"1390",Aguas interiores,"4167","85"
"1390",Aguas interiores,"4172","85"
"1390",Aguas interiores,"4173","85"
"1390",Aguas interiores,"4177","85"
"1390",Aguas interiores,"4181","85"
"1390",Aguas interiores,"4184","85"
"1390",Aguas interiores,"4214","85"
"1394",Aguas interiores,"3976","85"
"1396",Aguas interiores,"3972","85"
"1401",Aguas interiores,"3973","85"
"1430",Aguas interiores,"3963","85"
"1435",Aguas interiores,"3926","85"
"1435",Aguas interiores,"3938","85"
"1435",Aguas interiores,"3953","85"
"1435",Aguas interiores,"3956","85"
"1435",Aguas interiores,"3912","85"
"1448",Aguas interiores,"4022","85"
"1448",Aguas interiores,"4024","85"
"1483",Aguas interiores,"3972","85"
"1512",Aguas interiores,"3963","85"
"1430",Aguas interiores,"3963","85"
"1569",Aguas interiores,"3912","85"
"1570",Aguas interiores,"3912","85"
"1585",Aguas interiores,"4237","7"
"1585",Aguas interiores,"4237","7"
"1585",Aguas interiores,"4237","7"
"1585",Aguas interiores,"4237","7"
"1620",Aguas interiores,"4237","7"
"1620",Aguas interiores,"4240","7"
"1620",Aguas interiores,"4241","7"
"1620",Aguas interiores,"4244","7"
"1620",Aguas interiores,"4244","7"
"1639",Zonas humidas interiores,"304","17"
"1639",Zonas humidas interiores,"304","27"
"1639",Zonas humidas interiores,"305","17"
"1639",Zonas humidas interiores,"305","27"
"1639",Aguas interiores,"4259","17"
"1639",Aguas interiores,"4259","27"
"1639",Aguas interiores,"4263","17"
"1639",Aguas interiores,"4263","27"
"1649",Zonas humidas interiores,"305","17"
"1649",Zonas humidas interiores,"305","27"
"1649",Zonas humidas interiores,"308","27"
"1649",Aguas interiores,"4263","17"
"1649",Aguas interiores,"4263","27"
"1671",Aguas interiores,"4208","7"
"1671",Aguas interiores,"4209","7"
"1686",Zonas humidas interiores,"300","23"
"1686",Zonas humidas interiores,"302","23"
"1686",Zonas humidas interiores,"302","24"
"1686",Aguas interiores,"4221","23"
"1686",Aguas interiores,"4223","23"
"1686",Aguas interiores,"4227","23"
"1686",Aguas interiores,"4227","24"
"1686",Aguas interiores,"4230","23"
"1686",Aguas interiores,"4230","25"
"1686",Aguas interiores,"4231","23"
"1686",Aguas interiores,"4231","24"
"1686",Aguas interiores,"4233","23"
"1686",Aguas interiores,"4233","25"
"1689",Aguas interiores,"4194","7"
"1689",Aguas interiores,"4194","91"
"1689",Aguas interiores,"4199","7"
"1689",Aguas interiores,"4199","91"
"1689",Aguas interiores,"4209","7"
"1688",Aguas interiores,"4223","23"
"1688",Aguas interiores,"4227","18"
"1688",Aguas interiores,"4227","23"
"1688",Aguas interiores,"4227","38"
"1707",Zonas humidas interiores,"304","17"
"1707",Zonas humidas interiores,"304","27"
"1707",Aguas interiores,"4259","17"
"1707",Aguas interiores,"4259","27"
"1733",Zonas humidas interiores,"301","17"
"1733",Aguas interiores,"4238","17"
"1733",Aguas interiores,"4238","27"
"1733",Aguas interiores,"4239","17"
"1733",Zonas humidas interiores,"301","17"
"1733",Zonas humidas interiores,"301","17"
"1733",Zonas humidas interiores,"301","17"
"1733",Zonas humidas interiores,"301","17"
"1733",Zonas humidas interiores,"295","23"
"1733",Zonas humidas interiores,"295","91"
"1733",Zonas humidas interiores,"299","17"
"1733",Zonas humidas interiores,"301","17"
"1733",Zonas humidas litorais,"707","23"
"1733",Aguas interiores,"4188","23"
"1733",Aguas interiores,"4188","91"
"1733",Aguas interiores,"4197","23"
"1733",Aguas interiores,"4202","91"
"1733",Aguas interiores,"4215","17"
"1733",Aguas interiores,"4215","23"
"1733",Aguas interiores,"4215","91"
"1733",Aguas interiores,"4219","17"
"1733",Aguas interiores,"4224","17"
"1738",Zonas humidas interiores,"293","23"
"1738",Zonas humidas interiores,"293","26"
"1738",Zonas humidas litorais,"703","23"
"1738",Zonas humidas litorais,"703","26"
"1758",Aguas interiores,"4203","7"
"1773",Aguas interiores,"4203","7"
"1791",Aguas de transicao,"69","21"
"1791",Aguas de transicao,"69","27"
"1791",Aguas de transicao,"70","21"
"1791",Aguas de transicao,"70","27"
"1791",Zonas humidas litorais,"708","21"
"1791",Zonas humidas litorais,"708","27"
"1791",Aguas de transicao,"69","21"
"1791",Aguas de transicao,"69","27"
"1791",Aguas de transicao,"70","21"
"1791",Aguas de transicao,"70","27"
"1791",Zonas humidas interiores,"311","21"
"1791",Zonas humidas interiores,"311","27"
"1791",Zonas humidas interiores,"312","21"
"1791",Zonas humidas interiores,"312","27"
"1791",Zonas humidas litorais,"708","21"
"1791",Zonas humidas litorais,"708","27"
"1791",Aguas interiores,"4324","21"
"1791",Aguas interiores,"4324","27"
"1791",Aguas interiores,"4335","21"
"1791",Aguas interiores,"4335","27"
"1793",Aguas interiores,"4300","21"
"1793",Aguas interiores,"4300","27"
"1798",Aguas interiores,"4208","7"
"1798",Aguas interiores,"4208","7"
"1798",Aguas interiores,"4209","7"
"1811",Aguas interiores,"4213","7"
"1814",Aguas interiores,"4209","7"
"1822",Zonas humidas interiores,"297","17"
"1822",Zonas humidas interiores,"297","91"
"1822",Zonas humidas interiores,"298","23"
"1822",Zonas humidas interiores,"298","25"
"1822",Zonas humidas interiores,"298","91"
"1822",Zonas humidas interiores,"299","17"
"1822",Zonas humidas interiores,"301","17"
