CAA_ID,agua_leg,surface_id,GW_ID,area
1,Aguas interiores,4151,85,41.207
3,Aguas interiores,4129,85,63.799
3,Aguas interiores,4142,85,105.851
3,Aguas interiores,4150,85,71.918
5,Aguas interiores,4063,85,106.926
5,Aguas interiores,4065,85,87.443
5,Aguas interiores,4071,85,102.219
5,Aguas interiores,4072,85,79.959
5,Aguas interiores,4073,85,86.921
5,Aguas interiores,4085,85,157.134
5,Aguas interiores,4095,85,104.134
5,Aguas interiores,4096,85,105.98
5,Aguas interiores,4105,85,36.926
5,Aguas interiores,4107,85,7.711
5,Aguas interiores,4109,85,95.313
5,Aguas interiores,4110,85,146.347
5,Aguas interiores,4119,85,32.393
5,Aguas interiores,4135,85,78.694
16,Aguas interiores,4137,85,0.325
17,Aguas interiores,4122,85,116.84
17,Aguas interiores,4123,85,148.949
17,Aguas interiores,4128,85,105.596
17,Aguas interiores,4144,85,4.863
24,Aguas interiores,4117,85,27.26
24,Aguas interiores,4121,85,23.449
25,Aguas interiores,3940,85,131.09
25,Aguas interiores,3945,85,65.162
25,Aguas interiores,3946,85,58.182
25,Aguas interiores,3950,85,107.329
25,Aguas interiores,3957,85,23.624
25,Aguas interiores,3978,85,97.006
25,Aguas interiores,3979,85,25.893
25,Aguas interiores,3986,85,120.947
25,Aguas interiores,3987,85,114.119
25,Aguas interiores,3988,85,102.341
25,Aguas interiores,3990,85,99.603
25,Aguas interiores,3992,85,103.816
25,Aguas interiores,3993,85,110.755
25,Aguas interiores,3995,85,99.347
25,Aguas interiores,3996,85,102.272
25,Aguas interiores,3997,85,109.081
25,Aguas interiores,3998,85,110.993
25,Aguas interiores,4001,85,101.109
25,Aguas interiores,4005,85,35.883
25,Aguas interiores,4007,85,120.675
25,Aguas interiores,4008,85,25.425
25,Aguas interiores,4010,85,107.682
25,Aguas interiores,4012,85,108.279
25,Aguas interiores,4014,85,118.99
25,Aguas interiores,4017,85,62.113
25,Aguas interiores,4018,85,110.373
25,Aguas interiores,4019,85,101.234
25,Aguas interiores,4020,85,100.144
25,Aguas interiores,4021,85,119.441
25,Aguas interiores,4026,85,103.744
25,Aguas interiores,4027,85,116.823
25,Aguas interiores,4028,85,52.667
25,Aguas interiores,4029,85,12.672
25,Aguas interiores,4031,85,159.497
25,Aguas interiores,4032,85,143.544
25,Aguas interiores,4038,85,109.124
25,Aguas interiores,4039,85,122.999
25,Aguas interiores,4041,85,82.011
25,Aguas interiores,4042,85,157.032
25,Aguas interiores,4043,85,167.955
25,Aguas interiores,4044,85,114.717
25,Aguas interiores,4045,85,33.462
25,Aguas interiores,4046,85,179.787
25,Aguas interiores,4051,85,96.647
25,Aguas interiores,4052,85,90.897
25,Aguas interiores,4055,85,126.691
25,Aguas interiores,4058,85,99.621
25,Aguas interiores,4059,85,172.692
25,Aguas interiores,4061,85,107.472
25,Aguas interiores,4062,85,17.768
25,Aguas interiores,4069,85,137.209
25,Aguas interiores,4076,85,64.22
25,Aguas interiores,4082,85,111.306
25,Aguas interiores,4083,85,96.729
25,Aguas interiores,4086,85,25.982
25,Aguas interiores,4087,85,93.299
25,Aguas interiores,4089,85,1.53
25,Aguas interiores,4090,85,91.685
25,Aguas interiores,4093,85,83.065
25,Aguas interiores,4097,85,48.564
25,Aguas interiores,4099,85,22.109
26,Aguas interiores,4094,85,0.013
26,Aguas interiores,4099,85,32.686
26,Aguas interiores,4114,85,84.075
30,Aguas interiores,4117,85,1.476
32,Aguas interiores,4117,85,0.019
45,Aguas interiores,4100,85,31.215
46,Aguas interiores,4101,85,50.716
47,Aguas interiores,4093,85,4.228
48,Aguas interiores,4086,85,2.279
48,Aguas interiores,4092,85,16.629
63,Aguas interiores,3957,85,0.618
74,Aguas interiores,4426,6,9.95
74,Aguas interiores,4429,6,29.87
76,Zonas humidas interiores,328,27,0.739
76,Zonas humidas interiores,330,27,15.983
76,Zonas humidas interiores,332,21,17.916
76,Zonas humidas interiores,332,27,72.258
76,Zonas humidas interiores,333,21,8.708
76,Zonas humidas interiores,333,22,0.077
76,Zonas humidas interiores,333,27,18.876
76,Zonas humidas interiores,335,22,21.233
76,Zonas humidas interiores,336,22,29.572
76,Aguas interiores,4361,22,40.817
76,Aguas interiores,4366,22,53.634
76,Aguas interiores,4366,27,55.324
76,Aguas interiores,4368,22,1.396
76,Aguas interiores,4368,27,60.78
76,Aguas interiores,4370,27,96.992
76,Aguas interiores,4374,21,17.813
76,Aguas interiores,4374,22,26.479
76,Aguas interiores,4374,27,159.013
76,Aguas interiores,4378,22,1.526
76,Aguas interiores,4378,27,37.258
76,Aguas interiores,4397,22,36.258
76,Aguas interiores,4405,22,239.444
76,Aguas interiores,4405,27,105.858
76,Aguas interiores,4426,6,88.595
76,Aguas interiores,4426,22,260.341
78,Zonas humidas interiores,336,22,0.85
78,Aguas interiores,4426,22,0.595
79,Aguas interiores,4426,22,0.578
86,Zonas humidas interiores,335,22,5.649
86,Zonas humidas interiores,336,22,1.73
86,Aguas interiores,4397,22,6.656
86,Aguas interiores,4405,22,3.269
93,Aguas interiores,4388,6,49.306
99,Aguas interiores,4374,22,8.122
99,Aguas interiores,4374,27,0.656
103,Zonas humidas interiores,326,21,4.435
103,Zonas humidas interiores,326,27,3.631
103,Zonas humidas interiores,329,21,9.866
103,Zonas humidas interiores,329,27,6.34
104,Zonas humidas interiores,321,21,12.482
104,Zonas humidas interiores,321,27,1.069
104,Zonas humidas interiores,323,21,42.528
104,Zonas humidas interiores,323,27,10.595
104,Zonas humidas interiores,328,21,59.991
104,Zonas humidas interiores,328,27,13.039
104,Zonas humidas interiores,332,21,1.448
104,Zonas humidas interiores,332,27,1.448
104,Aguas interiores,4358,21,12.006
104,Aguas interiores,4358,27,1.991
106,Zonas humidas interiores,318,27,8.414
106,Zonas humidas interiores,319,27,4.458
107,Zonas humidas interiores,318,27,1.185
107,Zonas humidas interiores,319,27,2.981
110,Zonas humidas interiores,318,27,19.552
110,Zonas humidas interiores,319,27,18.952
121,Aguas interiores,4462,6,0.11
126,Aguas interiores,4451,6,6.22
129,Aguas interiores,4446,6,3.687
130,Aguas interiores,4391,22,34.611
130,Aguas interiores,4391,27,52.43
130,Aguas interiores,4405,22,110.454
130,Aguas interiores,4405,27,221.67
130,Aguas interiores,4414,27,17.356
130,Aguas interiores,4417,27,40.525
130,Aguas interiores,4421,27,62.876
130,Aguas interiores,4422,27,44.142
130,Aguas interiores,4424,22,99.61
130,Aguas interiores,4424,27,474.428
130,Aguas interiores,4430,21,15.521
130,Aguas interiores,4430,27,187.389
131,Zonas humidas litorais,743,21,1.146
131,Zonas humidas litorais,743,27,1.146
131,Zonas humidas litorais,744,21,1.146
131,Zonas humidas litorais,744,27,1.146
132,Aguas interiores,4433,6,2.755
133,Aguas interiores,4435,6,59.907
133,Aguas interiores,4440,6,16.811
134,Aguas interiores,4429,6,1.223
134,Aguas interiores,4433,6,9.572
138,Aguas interiores,4391,22,5.303
148,Aguas interiores,4316,24,34.248
148,Aguas interiores,4316,27,34.248
148,Aguas interiores,4319,24,67.395
148,Aguas interiores,4319,27,67.329
155,Aguas interiores,4316,24,0
155,Aguas interiores,4316,27,0
156,Aguas interiores,4314,6,14.081
172,Aguas interiores,4532,3,28.625
178,Aguas interiores,4528,3,12.524
195,Aguas interiores,4513,3,26.795
195,Aguas interiores,4521,3,23.508
211,Zonas humidas litorais,740,21,55.344
211,Zonas humidas litorais,740,27,55.344
211,Zonas humidas litorais,741,21,45.655
211,Zonas humidas litorais,741,27,45.655
211,Zonas humidas litorais,743,21,76.434
211,Zonas humidas litorais,743,27,76.434
211,Zonas humidas litorais,744,21,79.612
211,Zonas humidas litorais,744,27,79.612
212,Aguas interiores,4430,21,8.407
212,Aguas interiores,4430,27,8.407
214,Zonas humidas interiores,332,21,17.493
214,Zonas humidas interiores,332,27,20.37
214,Zonas humidas interiores,333,21,71.016
214,Zonas humidas interiores,333,22,18.305
214,Zonas humidas interiores,333,27,43.519
214,Zonas humidas interiores,334,21,4.932
214,Zonas humidas interiores,334,22,59.734
214,Zonas humidas interiores,334,27,13.504
214,Aguas interiores,4374,21,14.93
214,Aguas interiores,4374,27,24.622
214,Aguas interiores,4378,21,24.561
214,Aguas interiores,4378,22,39.368
214,Aguas interiores,4378,27,25.577
214,Aguas interiores,4391,22,0.933
214,Aguas interiores,4391,27,0.173
214,Aguas interiores,4402,21,48.116
214,Aguas interiores,4402,27,81.179
214,Aguas interiores,4404,21,25.386
214,Aguas interiores,4404,27,5.996
214,Aguas interiores,4405,22,77.92
214,Aguas interiores,4405,27,30.601
214,Aguas interiores,4414,21,4.734
214,Aguas interiores,4414,27,78.751
214,Aguas interiores,4417,21,12.757
214,Aguas interiores,4417,27,128.078
214,Aguas interiores,4421,21,2.973
214,Aguas interiores,4421,27,63.673
214,Aguas interiores,4422,21,7.484
214,Aguas interiores,4422,27,58.821
214,Aguas interiores,4424,22,28.596
214,Aguas interiores,4424,27,232.968
214,Aguas interiores,4430,21,12.573
214,Aguas interiores,4430,27,49.209
219,Aguas de transicao,85,21,11.931
220,Aguas de transicao,81,21,1.285
221,Aguas interiores,4404,21,17.774
228,Zonas humidas interiores,334,21,41.239
234,Aguas interiores,4379,21,0.034
235,Zonas humidas interiores,329,21,29.424
235,Zonas humidas interiores,329,27,0.506
236,Zonas humidas interiores,320,21,0.337
249,Aguas interiores,4539,3,35.619
256,Aguas interiores,4530,3,2.935
265,Aguas interiores,4533,4,1.48
265,Aguas interiores,4534,4,11.092
266,Aguas marinhas e costeiras,4792,4,3.632
266,Aguas marinhas e costeiras,4792,27,1.432
282,Zonas humidas interiores,337,27,37.859
282,Zonas humidas litorais,750,27,48.312
282,Zonas humidas litorais,751,27,19.057
310,Aguas interiores,4524,3,57.454
320,Aguas interiores,4512,6,1.99
322,Aguas interiores,4512,6,3.091
324,Aguas interiores,4501,6,4.059
331,Zonas humidas litorais,725,21,0.002
331,Zonas humidas litorais,725,27,0.002
332,Aguas de transicao,77,21,0.037
332,Aguas de transicao,77,27,0.037
332,Zonas humidas litorais,721,21,0.006
332,Zonas humidas litorais,721,27,0.006
332,Zonas humidas litorais,722,21,0.526
332,Zonas humidas litorais,722,27,0.526
332,Zonas humidas litorais,723,21,6.071
332,Zonas humidas litorais,723,27,6.071
332,Zonas humidas litorais,728,21,83.282
332,Zonas humidas litorais,728,27,83.282
333,Zonas humidas litorais,716,21,23.844
333,Zonas humidas litorais,716,27,23.844
333,Zonas humidas litorais,719,21,23.021
333,Zonas humidas litorais,719,27,23.021
333,Zonas humidas litorais,725,21,50.56
333,Zonas humidas litorais,725,27,50.56
334,Aguas interiores,4376,21,36.847
334,Aguas interiores,4379,21,39.046
335,Zonas humidas litorais,720,21,61.417
335,Zonas humidas litorais,720,27,28.92
335,Zonas humidas litorais,721,21,41.499
335,Zonas humidas litorais,721,27,25.993
335,Zonas humidas litorais,722,21,29.126
335,Zonas humidas litorais,722,27,26.169
335,Zonas humidas litorais,723,21,2.583
335,Zonas humidas litorais,723,27,1.634
336,Zonas humidas litorais,716,21,28.132
336,Zonas humidas litorais,716,27,28.132
336,Zonas humidas litorais,719,21,36.563
336,Zonas humidas litorais,719,27,36.563
337,Aguas de transicao,71,21,10.248
337,Aguas de transicao,71,27,9.124
337,Zonas humidas litorais,720,21,0.263
337,Zonas humidas litorais,720,27,0.263
337,Zonas humidas litorais,722,21,1.421
337,Zonas humidas litorais,722,27,1.421
337,Aguas interiores,4381,21,67.068
337,Aguas interiores,4381,27,67.068
337,Aguas interiores,4386,21,21.4
337,Aguas interiores,4386,27,21.4
338,Aguas de transicao,72,21,42.6
338,Zonas humidas litorais,715,21,37.213
338,Zonas humidas litorais,717,21,56.09
338,Zonas humidas litorais,720,21,1.704
339,Aguas interiores,4376,21,0.045
339,Aguas interiores,4379,21,1.953
347,Zonas humidas interiores,309,24,22.535
348,Zonas humidas interiores,309,24,15.213
357,Zonas humidas interiores,306,25,50.697
369,Zonas humidas litorais,762,21,17.787
369,Zonas humidas litorais,762,27,17.787
369,Zonas humidas litorais,764,21,8.381
369,Zonas humidas litorais,764,27,8.381
370,Aguas de transicao,91,21,63.751
370,Aguas de transicao,91,27,63.751
370,Aguas de transicao,92,21,59.989
370,Aguas de transicao,92,27,59.989
370,Aguas de transicao,93,21,137.608
370,Aguas de transicao,93,27,137.608
370,Zonas humidas interiores,337,21,0.424
370,Zonas humidas interiores,337,27,3.477
370,Zonas humidas litorais,752,21,46.532
370,Zonas humidas litorais,752,27,46.532
370,Zonas humidas litorais,756,21,8.676
370,Zonas humidas litorais,756,27,8.676
370,Zonas humidas litorais,758,21,58.71
370,Zonas humidas litorais,758,27,58.71
370,Zonas humidas litorais,762,21,156.721
370,Zonas humidas litorais,762,27,156.721
370,Zonas humidas litorais,764,21,33.631
370,Zonas humidas litorais,764,27,33.631
373,Zonas humidas litorais,749,21,1.412
373,Zonas humidas litorais,749,27,1.412
405,Aguas interiores,4479,6,23.205
405,Aguas interiores,4484,6,98.377
411,Aguas interiores,4472,6,5.507
411,Aguas interiores,4474,6,8.198
415,Aguas interiores,4472,6,24.318
415,Aguas interiores,4474,6,10.647
424,Zonas humidas interiores,314,21,5.726
424,Zonas humidas interiores,314,24,77.137
424,Zonas humidas interiores,314,27,73.202
424,Zonas humidas interiores,317,21,7.106
424,Zonas humidas interiores,317,24,15.604
424,Zonas humidas interiores,317,27,31.494
424,Zonas humidas interiores,318,27,12.069
424,Zonas humidas interiores,319,27,30.929
424,Zonas humidas interiores,321,21,31.711
424,Zonas humidas interiores,321,22,0
424,Zonas humidas interiores,321,27,39.824
424,Zonas humidas interiores,323,21,1.101
424,Zonas humidas interiores,323,27,1.317
424,Aguas interiores,4358,21,26.989
424,Aguas interiores,4358,22,0
424,Aguas interiores,4358,27,61.998
426,Zonas humidas interiores,320,21,0.422
434,Aguas interiores,4344,27,1.927
434,Aguas interiores,4345,27,7.635
437,Aguas interiores,4342,21,5.469
446,Aguas marinhas e costeiras,4788,27,12.629
446,Aguas marinhas e costeiras,4789,27,0.264
446,Aguas marinhas e costeiras,4790,27,0.946
456,Zonas humidas litorais,766,21,57.601
456,Zonas humidas litorais,766,27,57.601
456,Zonas humidas litorais,767,21,26.287
456,Zonas humidas litorais,767,27,26.287
456,Zonas humidas litorais,769,21,36.876
456,Zonas humidas litorais,769,27,36.876
460,Aguas de transicao,95,21,1.149
460,Aguas de transicao,95,27,1.38
460,Aguas de transicao,96,27,40.097
460,Aguas de transicao,97,27,64.502
460,Zonas humidas litorais,766,21,22.507
460,Zonas humidas litorais,766,27,22.507
460,Zonas humidas litorais,767,21,19.66
460,Zonas humidas litorais,767,27,19.66
460,Zonas humidas litorais,769,21,2.068
460,Zonas humidas litorais,769,27,2.068
463,Aguas de transicao,94,27,0.195
469,Aguas de transicao,94,27,13.418
474,Aguas interiores,4501,6,60.106
485,Aguas interiores,4456,6,31.034
485,Aguas interiores,4460,6,2.065
490,Aguas interiores,4452,6,13.031
491,Aguas interiores,4456,6,14.433
493,Aguas interiores,4456,6,10.915
495,Aguas interiores,4452,6,22.303
495,Aguas interiores,4456,6,4.272
497,Aguas interiores,4452,6,41.586
499,Aguas interiores,4434,6,15.745
499,Aguas interiores,4439,6,31.86
499,Aguas interiores,4452,6,21.097
508,Aguas de transicao,69,21,16.324
508,Aguas de transicao,69,27,16.324
508,Aguas de transicao,70,21,6.857
508,Aguas de transicao,70,27,6.857
508,Zonas humidas litorais,708,21,68.074
508,Zonas humidas litorais,708,27,68.074
508,Zonas humidas litorais,709,21,42.26
508,Zonas humidas litorais,709,27,42.26
508,Zonas humidas litorais,710,21,62.818
508,Zonas humidas litorais,710,27,62.818
508,Zonas humidas litorais,712,21,54.482
508,Zonas humidas litorais,712,27,54.482
508,Zonas humidas litorais,714,21,31.798
508,Zonas humidas litorais,714,27,31.798
508,Zonas humidas litorais,716,21,18.561
508,Zonas humidas litorais,716,27,18.561
509,Aguas de transicao,71,21,48.166
509,Aguas de transicao,71,27,5.004
509,Zonas humidas litorais,715,21,1.75
509,Zonas humidas litorais,717,21,0.285
511,Zonas humidas litorais,712,21,0.328
511,Zonas humidas litorais,712,27,0.328
511,Zonas humidas litorais,714,21,58.782
511,Zonas humidas litorais,714,27,58.782
511,Zonas humidas litorais,716,21,0.38
511,Zonas humidas litorais,716,27,0.38
513,Zonas humidas litorais,708,21,2.335
513,Zonas humidas litorais,708,27,2.335
513,Zonas humidas litorais,709,21,32.203
513,Zonas humidas litorais,709,27,32.203
513,Zonas humidas litorais,710,21,77.161
513,Zonas humidas litorais,710,27,77.161
513,Zonas humidas litorais,712,21,48.822
513,Zonas humidas litorais,712,27,48.822
515,Zonas humidas interiores,315,21,76.73
515,Zonas humidas interiores,316,21,112.581
515,Zonas humidas litorais,711,21,5.173
515,Aguas interiores,4349,21,95.018
519,Aguas interiores,4333,21,64.077
519,Aguas interiores,4333,27,64.077
521,Aguas de transicao,69,21,4.112
521,Aguas de transicao,69,27,4.112
521,Aguas de transicao,70,21,6.232
521,Aguas de transicao,70,27,6.232
521,Zonas humidas litorais,708,21,16.084
521,Zonas humidas litorais,708,27,16.084
543,Aguas interiores,4491,6,52.501
549,Aguas interiores,4491,6,16.077
562,Aguas interiores,4466,6,18.603
569,Aguas interiores,4466,6,0.345
573,Aguas interiores,4460,6,0.263
574,Aguas interiores,1175,41,99.316
574,Aguas interiores,1175,42,9.239
574,Aguas interiores,1182,41,70.9
574,Aguas interiores,1184,41,8.039
574,Aguas interiores,1188,41,126.582
574,Aguas interiores,1197,41,37.568
574,Aguas interiores,1200,41,148.572
574,Aguas interiores,1203,41,57.489
574,Aguas interiores,1204,41,90.817
574,Aguas interiores,1207,12,29.152
574,Aguas interiores,1211,12,55.215
574,Aguas interiores,1212,41,144.169
574,Aguas interiores,1215,41,43.424
574,Aguas interiores,1218,41,104.318
574,Aguas interiores,1220,41,95.396
574,Aguas interiores,1223,41,101.277
574,Aguas interiores,1226,41,24.274
574,Aguas interiores,1230,41,69.707
574,Aguas interiores,1233,41,111.478
574,Aguas interiores,1237,41,29.488
574,Aguas interiores,1246,41,198.808
574,Aguas interiores,1254,41,111.22
574,Aguas interiores,1255,12,103.708
574,Aguas interiores,1263,12,88.49
574,Aguas interiores,1272,12,78.265
574,Aguas interiores,1274,41,74.751
574,Aguas interiores,1276,41,105.286
574,Aguas interiores,1285,13,28.378
574,Aguas interiores,1291,12,53.482
574,Aguas interiores,1291,41,45.679
574,Aguas interiores,1292,41,169.293
574,Aguas interiores,1294,12,171.271
574,Aguas interiores,1296,12,47.135
574,Aguas interiores,1296,41,71.063
574,Aguas interiores,1298,41,100.776
574,Aguas interiores,1300,41,106.746
574,Aguas interiores,1301,41,70.208
574,Aguas interiores,1304,12,126.759
574,Aguas interiores,1309,41,252.01
574,Aguas interiores,1312,12,110.864
574,Aguas interiores,1312,13,11.051
574,Aguas interiores,1316,41,42.917
574,Aguas interiores,1328,41,62.181
574,Aguas interiores,1330,41,108.32
574,Aguas interiores,1332,12,67.47
574,Aguas interiores,1332,13,63.112
574,Aguas interiores,1335,41,6.122
574,Aguas interiores,1339,12,63.998
574,Aguas interiores,1348,12,105.601
574,Aguas interiores,1359,12,14.237
574,Aguas interiores,1359,41,122.464
574,Aguas interiores,1380,13,43.078
574,Aguas interiores,1392,13,18.395
574,Aguas interiores,1403,12,331.103
574,Aguas interiores,1404,13,94.453
574,Aguas interiores,1415,13,79.157
574,Aguas interiores,1416,12,4.659
574,Aguas interiores,1416,41,105.618
574,Aguas interiores,1422,12,375.086
574,Aguas interiores,1422,41,387.756
574,Aguas interiores,1423,41,87.834
574,Aguas interiores,1429,12,455.923
574,Aguas interiores,1429,13,44.279
574,Aguas interiores,1438,13,103.632
574,Aguas interiores,1445,13,103.705
574,Aguas interiores,1466,12,117.266
574,Aguas interiores,1466,13,76.703
574,Aguas interiores,1467,13,44.259
574,Aguas interiores,1475,41,73.859
575,Aguas interiores,1475,41,0.017
578,Aguas interiores,1257,41,22.514
581,Aguas interiores,944,42,111.816
581,Aguas interiores,949,93,98.681
581,Aguas interiores,958,42,120.698
581,Aguas interiores,962,42,93.915
581,Aguas interiores,967,42,74.251
581,Aguas interiores,969,93,346.602
581,Aguas interiores,970,42,51.948
581,Aguas interiores,970,93,0.097
581,Aguas interiores,971,42,114.466
581,Aguas interiores,972,42,99.318
581,Aguas interiores,975,42,1.441
581,Aguas interiores,975,93,81.155
581,Aguas interiores,976,42,71.378
581,Aguas interiores,979,42,104.735
581,Aguas interiores,980,42,1.32
581,Aguas interiores,983,42,54.43
581,Aguas interiores,984,42,87.224
581,Aguas interiores,985,93,76.923
581,Aguas interiores,986,42,7.278
581,Aguas interiores,987,42,38.597
581,Aguas interiores,988,42,39.658
581,Aguas interiores,991,42,41.524
581,Aguas interiores,996,93,27.311
581,Aguas interiores,1005,42,120.796
581,Aguas interiores,1008,42,112.938
581,Aguas interiores,1013,42,63.996
581,Aguas interiores,1021,42,103.303
581,Aguas interiores,1028,42,19.472
583,Aguas interiores,1001,42,49.958
584,Aguas interiores,1001,42,8.109
588,Aguas interiores,994,93,0.176
589,Aguas interiores,994,93,0.034
605,Aguas interiores,939,16,9.464
611,Aguas interiores,939,16,27.339
620,Aguas interiores,927,42,3.582
621,Aguas interiores,927,42,1.903
630,Aguas interiores,921,42,55.01
634,Aguas interiores,921,42,0.127
635,Aguas interiores,921,42,10.737
636,Aguas interiores,914,42,3.522
636,Aguas interiores,921,42,44.392
637,Aguas interiores,914,42,0.704
638,Aguas interiores,1663,39,1.273
638,Aguas interiores,1664,39,192.075
638,Aguas interiores,1692,39,30.497
638,Aguas interiores,1707,39,2.543
638,Aguas interiores,1713,39,120.999
638,Aguas interiores,1720,39,120.172
638,Aguas interiores,1726,39,115.791
638,Aguas interiores,1736,39,136.454
638,Aguas interiores,1750,39,78.367
638,Aguas interiores,1753,39,103.087
638,Aguas interiores,1756,39,89.012
638,Aguas interiores,1758,39,60.73
638,Aguas interiores,1774,39,136.102
638,Aguas interiores,1777,39,70.514
638,Aguas interiores,1778,39,78.05
638,Aguas interiores,1781,39,94.023
638,Aguas interiores,1784,39,213.396
638,Aguas interiores,1792,39,106.091
638,Aguas interiores,1793,39,38.049
638,Aguas interiores,1795,39,106.119
638,Aguas interiores,1798,39,109.401
638,Aguas interiores,1799,39,108.871
638,Aguas interiores,1801,39,72.083
638,Aguas interiores,1803,39,112.657
638,Aguas interiores,1806,39,80.129
638,Aguas interiores,1807,39,106.284
638,Aguas interiores,1808,39,86.427
638,Aguas interiores,1810,39,96.616
638,Aguas interiores,1811,39,105.394
638,Aguas interiores,1812,39,109.978
638,Aguas interiores,1818,39,67.687
638,Aguas interiores,1820,39,46.874
638,Aguas interiores,1821,39,713.347
638,Aguas interiores,1832,39,88.446
638,Aguas interiores,1835,39,694.576
638,Aguas interiores,1847,39,83.172
638,Aguas interiores,1849,39,110.461
638,Aguas interiores,1855,39,119.79
638,Aguas interiores,1864,39,6.443
638,Aguas interiores,1869,39,71.495
638,Aguas interiores,1872,39,120.073
638,Aguas interiores,1879,39,99.55
638,Aguas interiores,1884,39,14.969
638,Aguas interiores,1890,39,6.587
644,Aguas interiores,1674,40,135.222
644,Aguas interiores,1676,40,159.108
644,Aguas interiores,1688,40,0.147
644,Aguas interiores,1706,40,104.863
645,Aguas interiores,1600,40,94.63
645,Aguas interiores,1628,40,60.82
645,Aguas interiores,1640,40,75.265
645,Aguas interiores,1647,40,103.815
645,Aguas interiores,1665,40,102.46
645,Aguas interiores,1676,40,26.916
645,Aguas interiores,1681,40,153.317
645,Aguas interiores,1690,40,77.468
645,Aguas interiores,1700,40,6.266
645,Aguas interiores,1704,40,9.368
646,Aguas interiores,1704,40,10.469
647,Aguas interiores,1691,40,68.962
647,Aguas interiores,1699,40,25.722
647,Aguas interiores,1700,40,105.28
647,Aguas interiores,1714,40,3.071
648,Aguas interiores,1686,40,11.498
648,Aguas interiores,1688,40,15.239
648,Aguas interiores,1699,40,2.205
649,Aguas interiores,1704,40,3.296
650,Aguas interiores,1665,40,7.306
650,Aguas interiores,1686,40,23.656
650,Aguas interiores,1691,40,1.519
650,Aguas interiores,1699,40,5.305
651,Aguas interiores,1665,40,4.905
651,Aguas interiores,1676,40,1.782
651,Aguas interiores,1686,40,15.92
652,Aguas interiores,1644,40,61.53
653,Aguas interiores,1674,40,2.361
653,Aguas interiores,1676,40,5.391
661,Aguas interiores,1196,42,119.66
661,Aguas interiores,1216,42,79.474
661,Aguas interiores,1221,42,19.349
661,Aguas interiores,1224,42,145.177
661,Aguas interiores,1225,42,105.16
661,Aguas interiores,1227,41,101.424
661,Aguas interiores,1228,42,96.085
661,Aguas interiores,1229,41,0.088
661,Aguas interiores,1229,42,122.177
661,Aguas interiores,1230,41,42.512
661,Aguas interiores,1231,42,110.78
661,Aguas interiores,1239,41,60.653
661,Aguas interiores,1241,41,78.791
661,Aguas interiores,1243,42,127.97
661,Aguas interiores,1245,42,110.391
661,Aguas interiores,1250,42,25.331
661,Aguas interiores,1253,42,101.27
661,Aguas interiores,1257,41,21.857
661,Aguas interiores,1259,42,105.796
661,Aguas interiores,1264,42,173.887
661,Aguas interiores,1268,42,158.819
661,Aguas interiores,1269,42,111.374
661,Aguas interiores,1271,42,98.994
661,Aguas interiores,1273,42,92.889
661,Aguas interiores,1275,42,176.558
661,Aguas interiores,1277,42,106.919
661,Aguas interiores,1280,42,97.524
661,Aguas interiores,1283,42,100.766
661,Aguas interiores,1286,42,108.037
661,Aguas interiores,1287,42,121.397
661,Aguas interiores,1288,42,108.83
661,Aguas interiores,1295,41,144.134
661,Aguas interiores,1297,41,109.559
661,Aguas interiores,1303,42,16.842
