CAA_ID,agua_leg,surface_id,GW_ID,area
645,Aguas interiores,1596,40,86.738
645,Aguas interiores,1718,40,271.423
652,Aguas interiores,1641,40,34.26
652,Aguas interiores,1718,40,125.65
654,Aguas interiores,1718,40,32.544
655,Aguas interiores,1641,40,0.073
656,Aguas interiores,1641,40,5.069
659,Aguas interiores,1596,40,64.403
661,Aguas interiores,1279,42,966.336
661,Aguas interiores,1302,42,922.07
661,Aguas interiores,1345,42,235.261
661,Aguas interiores,1442,41,2194.749
661,Aguas interiores,1576,40,314.528
661,Aguas interiores,1724,40,274.14
661,Aguas interiores,1724,42,579.584
661,Aguas interiores,1724,59,315.516
665,Aguas interiores,1724,40,0.39
669,Aguas interiores,1442,41,1.337
670,Aguas interiores,1442,41,36.38
671,Aguas interiores,1724,42,1.2
671,Aguas interiores,1724,59,32.988
672,Aguas interiores,1442,41,1.728
674,Aguas interiores,1724,42,3.056
675,Aguas interiores,1345,42,63.033
679,Aguas interiores,1724,42,17.699
680,Aguas interiores,1724,42,0.106
682,Aguas interiores,1302,42,0.006
683,Aguas interiores,1302,42,0.012
684,Aguas interiores,1302,42,0.342
685,Aguas interiores,1091,42,2046.537
685,Aguas interiores,1279,42,133.059
685,Aguas interiores,1302,42,144.582
686,Aguas interiores,1302,42,2.679
687,Aguas interiores,1119,41,66.888
716,Aguas interiores,1894,39,151.493
734,Aguas interiores,1519,41,230.667
734,Aguas interiores,1519,59,40.824
734,Aguas interiores,1544,41,436.052
734,Aguas interiores,1693,39,70.252
734,Aguas interiores,1768,12,217.143
734,Aguas interiores,1768,39,1514.917
735,Aguas interiores,1768,39,29.494
738,Aguas interiores,1768,39,44.83
739,Aguas interiores,1768,12,27.203
745,Aguas interiores,1302,42,248.557
745,Aguas interiores,1724,42,424.656
746,Aguas interiores,1302,42,0.134
748,Aguas interiores,1724,42,83.635
749,Aguas de transicao,8,42,32.662
749,Aguas interiores,1066,42,298.901
749,Aguas interiores,1073,42,668.843
749,Aguas interiores,1724,42,143.205
755,Aguas interiores,1073,42,45.184
756,Aguas interiores,1724,42,23.865
757,Aguas interiores,1724,42,29.476
758,Aguas interiores,1724,42,44.414
759,Aguas interiores,1073,42,7.988
761,Aguas interiores,998,42,1018.443
761,Aguas interiores,999,42,444.718
761,Aguas interiores,1023,42,926.849
761,Aguas interiores,1724,42,1610.827
766,Aguas interiores,1724,42,80.007
767,Aguas interiores,1724,42,59.711
772,Aguas interiores,1073,42,180.008
773,Aguas interiores,1724,42,26.984
775,Aguas interiores,1724,42,19.406
776,Aguas interiores,1073,42,23.625
777,Aguas interiores,1724,42,26.875
778,Aguas interiores,1724,42,43.731
780,Aguas interiores,1724,42,65.652
781,Aguas de transicao,8,42,1.047
781,Aguas interiores,1724,42,59.213
785,Aguas de transicao,8,42,25.968
785,Aguas interiores,999,42,16.849
787,Aguas de transicao,8,42,2.044
787,Aguas interiores,999,42,264.609
788,Aguas de transicao,8,42,49.538
788,Aguas interiores,999,42,189.105
795,Aguas interiores,999,42,11.986
796,Aguas interiores,999,42,7.936
797,Aguas interiores,999,42,0.169
799,Aguas interiores,999,42,3.109
800,Aguas interiores,999,42,97.582
801,Aguas interiores,999,42,0.001
802,Aguas interiores,999,42,0.003
803,Aguas interiores,999,42,32.609
804,Aguas interiores,999,42,24.283
806,Aguas interiores,999,42,0.915
807,Aguas interiores,999,42,0.204
808,Aguas interiores,999,42,30.866
809,Aguas interiores,1641,40,87.657
809,Aguas interiores,1718,40,1404.996
809,Aguas interiores,1724,40,564.786
809,Aguas interiores,1724,55,38.483
809,Aguas interiores,2794,40,4345.769
815,Aguas interiores,1718,40,96.664
815,Aguas interiores,1724,40,3.371
816,Aguas interiores,1724,40,29.933
818,Aguas interiores,1718,40,11.07
819,Aguas interiores,1718,40,2.254
820,Aguas interiores,1718,40,7.544
821,Aguas interiores,1718,40,1.151
822,Aguas interiores,1718,40,1.36
825,Aguas interiores,1596,40,40.262
826,Aguas interiores,1596,40,2.347
827,Aguas interiores,1596,40,0.519
828,Aguas interiores,1596,40,8.434
829,Aguas interiores,1596,40,0.04
830,Aguas interiores,1596,40,63.715
831,Aguas interiores,1641,40,4.7
833,Aguas interiores,1596,40,29.187
837,Aguas interiores,1494,13,97.495
868,Aguas de transicao,11,93,36.502
872,Aguas de transicao,11,41,0.55
874,Aguas de transicao,11,93,2.931
877,Aguas de transicao,11,93,206.402
883,Aguas de transicao,11,93,33.796
884,Aguas de transicao,11,93,12.241
894,Aguas de transicao,11,93,17.41
898,Aguas de transicao,11,93,11.605
905,Aguas de transicao,11,93,25.395
912,Aguas interiores,1029,93,14.484
913,Aguas de transicao,11,93,30.755
913,Aguas interiores,1029,93,26.485
915,Aguas interiores,1029,93,655.09
919,Aguas de transicao,11,93,14.985
919,Aguas interiores,1029,93,2.988
923,Aguas interiores,1029,93,3.436
930,Aguas interiores,1029,93,7.047
944,Aguas interiores,1006,93,61.231
950,Aguas interiores,1006,93,44.334
951,Aguas interiores,1006,93,36.513
957,Aguas interiores,1006,93,37.266
967,Aguas interiores,1006,93,0.89
977,Aguas interiores,1006,93,30.002
1017,Aguas interiores,1119,41,1936.349
1017,Aguas interiores,1494,12,162.521
1017,Aguas interiores,1494,13,445.892
1017,Aguas interiores,1494,41,360.455
1032,Aguas interiores,1119,41,0.024
1036,Aguas interiores,1119,41,40.864
1051,Aguas interiores,1006,93,11.534
1052,Aguas interiores,1006,93,61.932
1054,Aguas interiores,1006,93,29.534
1055,Aguas interiores,1006,93,25.97
1056,Aguas interiores,1006,93,4.476
1066,Aguas interiores,1006,93,77.851
1072,Aguas interiores,1006,93,109.382
1073,Aguas interiores,1006,93,9.089
1103,Aguas interiores,1377,40,41.105
1103,Aguas interiores,1377,42,152.216
1103,Aguas interiores,1485,40,943.837
1103,Aguas interiores,1724,40,1163.917
1103,Aguas interiores,1724,42,238.984
1103,Aguas interiores,1724,59,723.348
1104,Aguas interiores,1724,40,24.363
1109,Aguas interiores,1724,42,65.919
1111,Aguas interiores,1724,42,34.969
1134,Aguas interiores,1724,40,1077.03
1145,Aguas interiores,1724,40,20.376
1149,Aguas interiores,4679,54,91.352
1151,Aguas interiores,4679,54,70.235
1155,Aguas interiores,4679,54,13.218
1160,Aguas interiores,4679,54,167.492
1162,Aguas interiores,4679,54,68.328
1163,Aguas interiores,4679,54,42.491
1164,Aguas interiores,4679,54,49.826
1175,Aguas de transicao,103,54,140.825
1177,Aguas de transicao,103,54,2.209
1177,Aguas interiores,4656,54,111.268
1180,Aguas de transicao,103,54,40.9
1183,Aguas de transicao,103,54,61.256
1185,Aguas interiores,4656,54,11.252
1186,Aguas interiores,4656,54,2.999
1188,Aguas de transicao,103,54,170.397
1193,Aguas de transicao,103,52,53.217
1194,Aguas de transicao,103,54,18.633
1196,Aguas de transicao,103,52,2.874
1209,Aguas interiores,4679,54,140.752
1210,Aguas interiores,4679,54,124.212
1211,Aguas interiores,4679,54,16.254
1212,Aguas interiores,4656,54,25.959
1212,Aguas interiores,4679,54,1.796
1214,Aguas interiores,4656,54,67.968
1215,Aguas interiores,4656,54,81.197
1250,Aguas interiores,4647,3,92.526
1256,Aguas interiores,4647,3,1.434
1274,Aguas interiores,4626,3,1.956
1284,Aguas interiores,4626,3,27.999
1287,Aguas interiores,4626,3,50.214
1288,Aguas interiores,4626,3,37.501
1291,Aguas interiores,4626,3,6.445
1298,Aguas interiores,4626,3,33.322
1299,Aguas interiores,4626,3,1.576
1301,Aguas interiores,4593,3,6.228
1303,Aguas marinhas e costeiras,4795,5,0.006
1303,Aguas marinhas e costeiras,4795,52,46.734
1306,Aguas marinhas e costeiras,4795,52,96.77
1308,Aguas de transicao,103,52,102.792
1308,Aguas marinhas e costeiras,4795,52,7.687
1312,Aguas de transicao,103,52,75.508
1313,Aguas de transicao,103,52,139.322
1410,Aguas interiores,4679,54,55.03
1411,Aguas interiores,4679,54,0.044
1412,Aguas interiores,4679,54,0.227
1413,Aguas interiores,4679,54,23.959
1414,Aguas interiores,4679,54,0.032
1415,Aguas interiores,4679,54,0.223
1416,Aguas interiores,4679,54,116.815
1417,Aguas interiores,4679,54,0.001
1443,Aguas interiores,4679,54,41.963
1449,Aguas interiores,4679,54,2.759
1453,Aguas interiores,4679,54,226.572
1458,Aguas interiores,4679,54,25.826
1462,Aguas interiores,4679,54,62.689
1463,Aguas interiores,4679,54,61.43
1464,Aguas interiores,4679,54,56.291
1465,Aguas interiores,4679,54,0.558
1466,Aguas interiores,4679,54,0
1467,Aguas interiores,4679,54,1.304
1468,Aguas interiores,4679,54,6.344
1469,Aguas interiores,4679,54,144.026
1470,Aguas interiores,4679,54,10.803
1473,Aguas interiores,4679,54,1.568
1474,Aguas interiores,4679,54,118.922
1476,Aguas interiores,4679,54,34.153
1477,Aguas interiores,4679,54,0.364
1478,Aguas interiores,4679,54,0.007
1479,Aguas interiores,4679,54,76.681
1480,Aguas interiores,4679,54,45.648
1486,Aguas interiores,4663,53,24.706
1488,Aguas interiores,4663,53,43.4
1491,Aguas interiores,4663,53,32.427
1493,Aguas interiores,4663,53,25.116
1498,Aguas interiores,4663,53,42.434
1499,Aguas interiores,4663,53,5.358
1527,Aguas de transicao,102,53,243.722
1571,Aguas interiores,4656,54,64.956
1571,Aguas interiores,4679,54,128.403
1577,Aguas interiores,4656,54,189.526
1581,Aguas interiores,4656,54,0.122
1608,Aguas interiores,4585,3,93.701
1608,Aguas interiores,4701,3,393.741
1631,Aguas interiores,4585,3,39.596
1632,Aguas interiores,4585,3,22.8
1633,Aguas interiores,4585,3,0.287
1652,Aguas interiores,4701,3,4.041
1682,Aguas interiores,4701,3,5.508
1688,Aguas interiores,4701,3,2.163
1699,Aguas interiores,4701,3,89.592
1704,Aguas interiores,4652,3,56.731
1714,Aguas interiores,4652,3,1.612
1716,Aguas interiores,4701,3,1.858
1717,Aguas interiores,4701,3,27.964
1719,Aguas interiores,4608,3,64.695
1720,Aguas interiores,4608,3,4.583
1721,Aguas interiores,4608,3,71.008
1723,Aguas interiores,4608,3,1.764
1724,Aguas interiores,4608,3,3.695
1727,Aguas interiores,4587,3,43.095
1727,Aguas interiores,4608,3,52.951
1730,Aguas interiores,4587,3,1.174
1730,Aguas interiores,4608,3,1.153
1736,Aguas interiores,4587,3,0.225
1737,Aguas interiores,4587,3,0.284
1739,Aguas interiores,4587,3,55.346
1745,Aguas interiores,4587,3,2.209
1749,Aguas interiores,4587,3,1.894
1750,Aguas interiores,4587,3,0.827
1752,Aguas interiores,4587,3,0.804
1753,Aguas interiores,4587,3,0.001
1754,Aguas interiores,4587,3,0.109
1755,Aguas interiores,4587,3,54.551
1759,Aguas interiores,4587,3,96.723
1765,Aguas interiores,4587,3,16.255
1769,Aguas interiores,4587,3,30.817
1771,Aguas interiores,4585,3,8.158
1778,Aguas interiores,4585,3,35.58
1779,Aguas interiores,4585,3,25.779
1780,Aguas interiores,4585,3,28.083
1785,Aguas interiores,4650,3,76.553
1788,Aguas interiores,4650,3,34.101
1790,Aguas interiores,4650,3,192.242
1795,Aguas interiores,4650,3,144.476
1805,Aguas interiores,4650,3,343.544
1807,Aguas interiores,4650,3,54.305
1810,Aguas interiores,4650,3,6.064
1811,Aguas interiores,4650,3,332.079
1812,Aguas interiores,4650,3,40.796
1813,Aguas interiores,4650,3,0
1847,Aguas interiores,4652,3,197.886
1848,Aguas interiores,4652,3,52.835
1849,Aguas interiores,4652,3,131.137
1849,Aguas interiores,4701,3,312.046
1853,Aguas interiores,4652,3,37.164
1857,Aguas interiores,4652,3,77.404
1868,Aguas interiores,4701,3,0.203
1871,Aguas interiores,4701,3,0.007
1872,Aguas interiores,4701,3,97.093
1875,Aguas interiores,4701,3,1.171
1876,Aguas interiores,4701,3,0.531
1877,Aguas interiores,4701,3,25.503
1878,Aguas interiores,4701,3,0.171
1889,Aguas interiores,4701,3,6.82
1890,Aguas interiores,4650,3,141.005
1899,Aguas interiores,4650,3,2.653
1902,Aguas interiores,4650,3,48.086
1907,Aguas interiores,4650,3,38.845
1908,Aguas interiores,4650,3,8.194
1911,Aguas interiores,4650,3,2.918
1915,Aguas interiores,4650,3,61.404
1920,Aguas interiores,4702,3,0.036
1923,Aguas interiores,4630,3,172.994
1959,Aguas interiores,4630,3,335.9
1967,Aguas interiores,4630,3,25.009
1971,Aguas interiores,4630,3,98.815
1978,Aguas interiores,4630,3,26.673
1979,Aguas interiores,4630,3,21.583
1980,Aguas interiores,4630,3,11.581
1984,Aguas interiores,4608,3,38.176
1984,Aguas interiores,4630,3,139.404
1988,Aguas interiores,4608,3,49.543
1989,Aguas interiores,4630,3,0.035
1990,Aguas interiores,4608,3,0.053
1991,Aguas interiores,4608,3,0.068
1992,Aguas interiores,4608,3,0.016
1993,Aguas interiores,4608,3,0.033
1994,Aguas interiores,4701,3,15.307
1995,Aguas interiores,4701,3,83.025
1996,Aguas interiores,4585,3,104.95
1996,Aguas interiores,4650,3,126.173
1996,Aguas interiores,4701,3,1266.632
1999,Aguas interiores,4701,3,61.89
2001,Aguas interiores,4701,3,7.812
2002,Aguas interiores,4701,3,0.018
2003,Aguas interiores,4701,3,0.008
2008,Aguas interiores,4650,3,23.862
2009,Aguas interiores,4650,3,34.774
2011,Aguas interiores,4650,3,0.486
2013,Aguas interiores,4650,3,24.44
2015,Aguas interiores,4650,3,16.689
2019,Aguas interiores,4650,3,8.614
2020,Aguas interiores,4650,3,2.11
2024,Aguas interiores,4650,3,14.064
2025,Aguas interiores,4650,3,54.5
2027,Aguas interiores,4650,3,40.305
2028,Aguas interiores,4650,3,22.943
2029,Aguas interiores,4650,3,1.105
2032,Aguas interiores,4650,3,14.816
2037,Aguas interiores,4585,3,28.22
2038,Aguas interiores,4585,3,0.441
2039,Aguas interiores,4585,3,25.439
2040,Aguas interiores,4650,3,26.846
2054,Aguas interiores,4585,3,122.141
2059,Aguas interiores,4585,3,392.143
2069,Aguas interiores,4585,3,24.905
2071,Aguas interiores,4585,3,138.221
2074,Aguas interiores,4585,3,34.488
2077,Aguas interiores,4585,3,110.292
2077,Aguas interiores,4650,3,407.619
2082,Aguas interiores,4585,3,151.56
2084,Aguas interiores,4585,3,181.305
2099,Aguas interiores,4650,3,67.545
2100,Aguas interiores,4650,3,4.441
2103,Aguas interiores,4650,3,92.972
2106,Aguas interiores,4650,3,32.647
2112,Aguas interiores,4630,3,20.498
2113,Aguas interiores,4630,3,103.421
2116,Aguas interiores,4608,3,58.57
2116,Aguas interiores,4630,3,85.988
2117,Aguas interiores,4630,3,0.007
2118,Aguas interiores,4608,3,27.6
2121,Aguas interiores,4608,3,40.071
2155,Aguas interiores,4701,3,4.004
2167,Aguas interiores,4701,3,56.765
2176,Aguas interiores,4701,3,9.56
2177,Aguas interiores,4701,3,19.652
2180,Aguas interiores,4701,3,5.875
2192,Aguas interiores,4701,3,17.292
2194,Aguas interiores,4701,3,34.047
2195,Aguas interiores,4701,3,18.929
2252,Aguas interiores,4702,3,3.773
2259,Aguas interiores,4702,3,49.018
2270,Aguas interiores,4702,3,4.79
2316,Aguas interiores,4009,85,2.222
2316,Aguas interiores,4116,85,822.965
2323,Aguas interiores,4116,85,17.143
2324,Aguas interiores,4116,85,0.017
2327,Aguas interiores,4116,85,36.936
2342,Aguas interiores,4078,85,96.112
2344,Aguas interiores,4078,85,0.7
2346,Aguas interiores,4078,85,86.506
2349,Aguas interiores,4078,85,28.817
2352,Aguas interiores,4078,85,34.463
2355,Aguas interiores,4078,85,8.293
2357,Aguas interiores,4078,85,23.671
2362,Aguas interiores,4078,85,43.409
2366,Aguas interiores,4009,85,62.152
2368,Aguas interiores,4078,85,87.802
2374,Aguas interiores,4009,85,774.077
2378,Aguas interiores,4078,85,742.672
2381,Aguas interiores,4078,85,1.206
2401,Aguas interiores,4009,85,11.123
2406,Aguas interiores,4009,85,240.255
2412,Aguas interiores,4009,85,51.402
2416,Aguas interiores,4198,85,185.49
2416,Aguas interiores,4229,85,621.911
2445,Aguas interiores,4198,85,135.14
2448,Aguas interiores,4116,85,231.442
2448,Aguas interiores,4229,85,320.005
2463,Aguas interiores,4198,85,123.365
2468,Aguas interiores,4198,85,0.559
2470,Aguas interiores,4198,85,10.979
2471,Aguas interiores,4198,85,27.059
2475,Aguas interiores,4198,85,54.733
2479,Aguas interiores,4198,85,25.519
2487,Aguas interiores,4198,85,20.853
2488,Aguas interiores,4198,85,91.221
2490,Aguas interiores,4198,85,34.485
2500,Aguas interiores,4116,85,1.135
2502,Aguas interiores,4198,85,42.534
2504,Aguas interiores,4198,85,39.934
2509,Aguas interiores,4198,85,16.773
2515,Aguas interiores,4198,85,3.685
2548,Aguas interiores,4279,3,1.467
2548,Aguas interiores,4279,85,6.3
2557,Aguas interiores,4253,85,3.217
2559,Aguas interiores,4253,85,21.86
2564,Aguas interiores,4253,85,9.621
2638,Aguas interiores,4078,85,8.073
2639,Aguas interiores,3994,85,54.519
2642,Aguas interiores,4078,85,14.216
2644,Aguas interiores,4078,85,1052.719
2647,Aguas interiores,4078,85,0.648
2657,Aguas interiores,4078,85,10.951
2658,Aguas interiores,4078,85,46.377
2660,Aguas interiores,4078,85,23.799
2661,Aguas interiores,4078,85,194.298
2662,Aguas interiores,4078,85,0.123
2663,Aguas interiores,4078,85,34.096
2664,Aguas interiores,4078,85,0.481
2665,Aguas interiores,4078,85,21.35
2666,Aguas interiores,4078,85,504.202
2667,Aguas interiores,4198,85,0.354
2669,Aguas interiores,4049,85,14.145
2669,Aguas interiores,4198,85,1.667
2694,Aguas interiores,3994,85,5.502
2704,Aguas interiores,3999,85,68.269
2706,Aguas interiores,3994,85,25.551
2712,Aguas interiores,3999,85,67.34
2713,Aguas interiores,3994,85,4.777
2714,Aguas interiores,3994,85,9.89
2720,Aguas interiores,3999,85,15.483
2723,Aguas interiores,3999,85,3.942
2729,Aguas interiores,3994,85,4.575
2732,Aguas interiores,3994,85,36.581
2733,Aguas interiores,3994,85,12.295
2734,Aguas interiores,3994,85,2.65
2735,Aguas interiores,3994,85,7.125
2739,Aguas interiores,3994,85,31.798
2760,Aguas interiores,4078,85,1.395
2761,Aguas interiores,4078,85,0.001
2762,Aguas interiores,4078,85,0.247
2763,Aguas interiores,4078,85,9.09
2764,Aguas interiores,4078,85,12.876
2765,Aguas interiores,4078,85,0.065
2766,Aguas interiores,4078,85,22.766
2768,Aguas interiores,4078,85,58.054
2773,Aguas interiores,4078,85,1.48
2776,Aguas interiores,4078,85,151.727
2777,Aguas interiores,4078,85,0.113
2778,Aguas interiores,4078,85,511.054
2787,Aguas interiores,3932,85,186.895
2791,Aguas interiores,3932,85,141.133
2791,Aguas interiores,4009,85,42.08
2793,Aguas interiores,3932,85,18.189
2795,Aguas interiores,3932,85,61.558
2797,Aguas interiores,4078,85,0.011
2798,Aguas interiores,3932,85,54.274
2800,Aguas interiores,3932,85,33.164
2801,Aguas interiores,3932,85,25.144
