"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
404,"1170404","Freixo de Espada à Cinta",70.38,3.92,66.45
1805,"1171805","Lamego",17.18,3.47,13.71
1704,"1171704","Mesão Frio",58.72,6.06,52.66
1807,"1171807","Moimenta da Beira",7.03,1.17,5.86
1812,"1171812","Penedono",26.14,1.21,24.93
1708,"1171708","Peso da Régua",45.34,4.96,40.38
1710,"1171710","Sabrosa",17.43,1.87,15.56
1711,"1171711","Santa Marta de Penaguião",28.16,4.92,23.24
1815,"1171815","São João da Pesqueira",56.09,5,51.09
1818,"1171818","Sernancelhe",13.86,1.68,12.19
1819,"1171819","Tabuaço",51.87,4.78,47.09
1820,"1171820","Tarouca",11.26,2.54,8.71
409,"1170409","Torre de Moncorvo",75.79,5.79,70
410,"1170410","Vila Flor",63.26,3.72,59.54
914,"1170914","Vila Nova de Foz Côa",79.24,5.08,74.16
1714,"1171714","Vila Real",21.84,1.12,20.72
401,"1180401","Alfândega da Fé",100.7,3.29,97.4
1702,"1181702","Boticas",5.23,0.13,5.1
402,"1180402","Bragança",35.62,0.11,35.51
1703,"1181703","Chaves",8.12,0.18,7.94
405,"1180405","Macedo de Cavaleiros",13.18,1.01,12.17
406,"1180406","Miranda do Douro",26.62,5.48,21.15
407,"1180407","Mirandela",54.97,3.68,51.29
408,"1180408","Mogadouro",81.38,5.83,75.56
1706,"1181706","Montalegre",2.84,0,2.84
1707,"1181707","Murça",43.52,3.16,40.36
1712,"1181712","Valpaços",30.12,2.53,27.6
1713,"1181713","Vila Pouca de Aguiar",5.68,0.11,5.56
411,"1180411","Vimioso",24.38,1.39,23
412,"1180412","Vinhais",2.87,0.02,2.84
101,"1610101","Águeda",129.9,99.11,30.78
102,"1610102","Albergaria-a-Velha",NA,NA,NA
103,"1610103","Anadia",78.39,9.6,68.79
105,"1610105","Aveiro",117.54,14.2,103.34
108,"1610108","Estarreja",256.89,107.04,149.85
110,"1610110","Ílhavo",106.5,9.41,97.09
111,"1610111","Mealhada",83.38,14.62,68.76
112,"1610112","Murtosa",NA,NA,NA
114,"1610114","Oliveira do Bairro",149.66,111.01,38.65
115,"1610115","Ovar",31.7,0,31.7
117,"1610117","Sever do Vouga",110.41,2.46,107.95
118,"1610118","Vagos",105.73,19.47,86.26
602,"1620602","Cantanhede",137.67,11.72,125.94
603,"1620603","Coimbra",140.33,98.77,41.55
604,"1620604","Condeixa-a-Nova",142.75,78.35,64.39
605,"1620605","Figueira da Foz",151.37,115.59,35.78
608,"1620608","Mira",113.89,11.87,102.01
610,"1620610","Montemor-o-Velho",81.44,115.16,-33.72
613,"1620613","Penacova",97.71,10.63,87.07
615,"1620615","Soure",277.11,115.18,161.93
1004,"1631004","Batalha",84.33,6.86,77.47
1009,"1631009","Leiria",59,36.08,22.92
1010,"1631010","Marinha Grande",50.38,9.97,40.42
1015,"1631015","Pombal",132.48,95.31,37.17
1016,"1631016","Porto de Mós",31.67,6.61,25.07
1002,"1641002","Alvaiázere",37.6,8.44,29.16
1003,"1641003","Ansião",117.15,5.07,112.08
601,"1640601","Arganil",126.61,5.56,121.05
1007,"1641007","Castanheira de Pêra",NA,NA,NA
1008,"1641008","Figueiró dos Vinhos",115,37.82,77.18
606,"1640606","Góis",147.6,0,147.6
607,"1640607","Lousã",75.6,29.08,46.52
609,"1640609","Miranda do Corvo",129.14,7.2,121.94
611,"1640611","Oliveira do Hospital",81.81,6.4,75.41
612,"1640612","Pampilhosa da Serra",59.05,5.67,53.38
1013,"1641013","Pedrógão Grande",85.21,5.67,79.54
614,"1640614","Penela",172.43,0,172.43
616,"1640616","Tábua",55.23,6.92,48.31
617,"1640617","Vila Nova de Poiares",31.91,6.3,25.6
901,"1650901","Aguiar da Beira",26.88,0.84,26.04
1802,"1651802","Carregal do Sal",42.46,5.13,37.32
1803,"1651803","Castro Daire",8.13,0.55,7.58
1806,"1651806","Mangualde",39.45,4.99,34.45
1808,"1651808","Mortágua",32.21,1.72,30.49
1809,"1651809","Nelas",49,10.32,38.68
1810,"1651810","Oliveira de Frades",62,13.42,48.58
1811,"1651811","Penalva do Castelo",25.06,4.98,20.08
1814,"1651814","Santa Comba Dão",19.72,1.04,18.68
1816,"1651816","São Pedro do Sul",47.54,2.51,45.03
1817,"1651817","Sátão",15.59,1.23,14.35
1821,"1651821","Tondela",55.88,4.65,51.23
1822,"1651822","Vila Nova de Paiva",23.83,0.32,23.51
1823,"1651823","Viseu",29,4.6,24.4
1824,"1651824","Vouzela",17.24,0.48,16.76
1413,"1661413","Mação",39.64,4.3,35.34
506,"1660506","Oleiros",55.47,4.95,50.52
508,"1660508","Proença-a-Nova",60.19,6,54.2
509,"1660509","Sertã",37.04,2.39,34.65
510,"1660510","Vila de Rei",34.17,3.22,30.95
905,"1670905","Fornos de Algodres",28.54,3.71,24.84
906,"1670906","Gouveia",43.13,2.6,40.53
912,"1670912","Seia",23.23,4.21,19.02
902,"1680902","Almeida",48.32,3.51,44.81
903,"1680903","Celorico da Beira",12.56,0.82,11.74
904,"1680904","Figueira de Castelo Rodrigo",59.76,4.44,55.31
907,"1680907","Guarda",16.79,0.51,16.28
908,"1680908","Manteigas",17.91,0.8,17.12
909,"1680909","Mêda",19.61,2.11,17.49
910,"1680910","Pinhel",25.32,8.22,17.1
911,"1680911","Sabugal",7.43,0.64,6.79
913,"1680913","Trancoso",26.56,5.88,20.68
502,"1690502","Castelo Branco",76.64,7.28,69.35
505,"1690505","Idanha-a-Nova",70.37,4.26,66.12
507,"1690507","Penamacor",32.66,2.34,30.33
511,"1690511","Vila Velha de Ródão",73.01,8.49,64.52
501,"16A0501","Belmonte",46.94,5.26,41.68
503,"16A0503","Covilhã",25.94,3.8,22.14
504,"16A0504","Fundão",33.6,4.47,29.13
1001,"16B1001","Alcobaça",78.35,11.6,66.75
1101,"16B1101","Alenquer",97.26,12.66,84.6
1102,"16B1102","Arruda dos Vinhos",NA,NA,NA
1005,"16B1005","Bombarral",31.31,9.81,21.5
1104,"16B1104","Cadaval",30.38,9.59,20.79
1006,"16B1006","Caldas da Rainha",251.96,8.69,243.27
1108,"16B1108","Lourinhã",277.64,7.55,270.09
1011,"16B1011","Nazaré",120.26,11.26,109
1012,"16B1012","Óbidos",170.09,9.8,160.29
1014,"16B1014","Peniche",423.72,7.14,416.58
1112,"16B1112","Sobral de Monte Agraço",35.92,10.52,25.4
1113,"16B1113","Torres Vedras",72.38,10.54,61.84
1401,"16C1401","Abrantes",89.97,7.55,82.41
1402,"16C1402","Alcanena",112.16,6.82,105.33
1408,"16C1408","Constância",121.86,16.72,105.13
1410,"16C1410","Entroncamento",350.46,15.65,334.81
1411,"16C1411","Ferreira do Zêzere",103.46,17.66,85.8
1421,"16C1421","Ourém",42.01,10.65,31.36
1417,"16C1417","Sardoal",104.36,8.25,96.12
1418,"16C1418","Tomar",72.54,11.82,60.72
1419,"16C1419","Torres Novas",83.19,14.17,69.02
1420,"16C1420","Vila Nova da Barquinha",109.15,7.7,101.46
1115,"1711115","Amadora",NA,NA,NA
1105,"1711105","Cascais",142.75,0,142.75
1106,"1711106","Lisboa",NA,NA,NA
1107,"1711107","Loures",184.93,46.77,138.15
1109,"1711109","Mafra",138.77,8.96,129.81
1116,"1711116","Odivelas",NA,NA,NA
1110,"1711110","Oeiras",NA,NA,NA
1111,"1711111","Sintra",184.87,10.17,174.7
1114,"1711114","Vila Franca de Xira",299.67,136.44,163.23
1502,"1721502","Alcochete",117.67,135.87,-18.2
1503,"1721503","Almada",135.67,10.71,124.96
1504,"1721504","Barreiro",68.57,9.03,59.54
1506,"1721506","Moita",134.33,14.61,119.72
1507,"1721507","Montijo",103.72,123.32,-19.6
1508,"1721508","Palmela",109.82,94.59,15.23
1510,"1721510","Seixal",105.99,6.75,99.23
1511,"1721511","Sesimbra",204.8,9.27,195.53
1512,"1721512","Setúbal",157.64,52.99,104.65
1501,"1811501","Alcácer do Sal",330.42,137.43,192.99
1505,"1811505","Grândola",114.69,133.51,-18.82
211,"1810211","Odemira",53.87,51.01,2.86
1509,"1811509","Santiago do Cacém",157.77,131.29,26.48
1513,"1811513","Sines",179.51,11.22,168.29
1201,"1821201","Alter do Chão",328.41,7.13,321.28
1202,"1821202","Arronches",69.15,4.24,64.92
1203,"1821203","Avis",144.22,6.7,137.52
1204,"1821204","Campo Maior",179.92,6.01,173.91
1205,"1821205","Castelo de Vide",NA,NA,NA
1206,"1821206","Crato",NA,NA,NA
1207,"1821207","Elvas",105.28,81.05,24.23
1208,"1821208","Fronteira",153.76,5.29,148.47
1209,"1821209","Gavião",83.89,7.45,76.44
1210,"1821210","Marvão",473.55,7.13,466.42
1211,"1821211","Monforte",153.51,13.74,139.77
707,"1820707","Mora",111.25,13.51,97.74
1212,"1821212","Nisa",126.71,6.57,120.14
1213,"1821213","Ponte de Sor",104.46,67.1,37.36
1214,"1821214","Portalegre",75.17,18.44,56.73
701,"1830701","Alandroal",96.78,128.87,-32.09
702,"1830702","Arraiolos",159.54,83.33,76.21
703,"1830703","Borba",61.25,5.71,55.54
704,"1830704","Estremoz",111.88,19.8,92.08
705,"1830705","Évora",96.91,42.59,54.32
706,"1830706","Montemor-o-Novo",94.9,131.18,-36.29
708,"1830708","Mourão",64.96,3.18,61.78
709,"1830709","Portel",81.5,5.62,75.89
710,"1830710","Redondo",90.58,11.41,79.17
711,"1830711","Reguengos de Monsaraz",200.5,10.63,189.87
1215,"1831215","Sousel",18.2,0,18.2
712,"1830712","Vendas Novas",72.43,86.65,-14.22
713,"1830713","Viana do Alentejo",199.73,127.9,71.83
714,"1830714","Vila Viçosa",78.93,9.81,69.13
201,"1840201","Aljustrel",143.51,13.74,129.77
202,"1840202","Almodôvar",67.5,7.4,60.09
203,"1840203","Alvito",175.03,13.18,161.85
204,"1840204","Barrancos",62.49,3.18,59.31
205,"1840205","Beja",130.47,87.81,42.65
206,"1840206","Castro Verde",226.2,80.14,146.05
207,"1840207","Cuba",92.43,5.73,86.7
208,"1840208","Ferreira do Alentejo",122.38,85.95,36.44
209,"1840209","Mértola",67.98,8.44,59.54
210,"1840210","Moura",102.19,5.21,96.97
212,"1840212","Ourique",127.42,106.08,21.34
213,"1840213","Serpa",193.05,3.18,189.87
214,"1840214","Vidigueira",135.88,7.31,128.56
1403,"1851403","Almeirim",188.44,101.31,87.13
1404,"1851404","Alpiarça",61.7,3.58,58.12
1103,"1851103","Azambuja",98.11,131.76,-33.65
1405,"1851405","Benavente",108.48,136.31,-27.83
1406,"1851406","Cartaxo",110.2,118.9,-8.7
1407,"1851407","Chamusca",274.99,113.66,161.33
1409,"1851409","Coruche",854.64,130.39,724.25
1412,"1851412","Golegã",117.22,14.96,102.26
1414,"1851414","Rio Maior",81.06,7.79,73.27
1415,"1851415","Salvaterra de Magos",294.59,133.15,161.45
1416,"1851416","Santarém",72.91,26.01,46.9
801,"1500801","Albufeira",202.64,8.96,193.67
802,"1500802","Alcoutim",92.71,6.78,85.93
803,"1500803","Aljezur",30.91,2.39,28.52
804,"1500804","Castro Marim",399.69,11.78,387.91
805,"1500805","Faro",336.33,17.47,318.86
806,"1500806","Lagoa",108.67,99.61,9.07
807,"1500807","Lagos",167.81,12.98,154.83
808,"1500808","Loulé",255.26,16.44,238.81
809,"1500809","Monchique",167.13,17.78,149.34
810,"1500810","Olhão",258.53,14.7,243.84
811,"1500811","Portimão",162.49,13.98,148.51
812,"1500812","São Brás de Alportel",112.6,86,26.6
813,"1500813","Silves",147.16,75.25,71.91
814,"1500814","Tavira",274.84,14.05,260.78
815,"1500815","Vila do Bispo",115.55,46.15,69.39
816,"1500816","Vila Real de Santo António",174.32,13.16,161.15
