"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",0.379396,1.401517
1602,"1111602","Caminha",0,0.146712
1603,"1111603","Melgaço",0,0.610578
1604,"1111604","Monção",0,0.245339
1605,"1111605","Paredes de Coura",0,0.282821
1606,"1111606","Ponte da Barca",0,0.636022
1607,"1111607","Ponte de Lima",0,1.441802
1608,"1111608","Valença",0,0.211073
1609,"1111609","Viana do Castelo",0,0.392802
1610,"1111610","Vila Nova de Cerveira",0,0.251358
301,"1120301","Amares",0,0.22523
302,"1120302","Barcelos",0,0.45046
303,"1120303","Braga",0,0.116684
306,"1120306","Esposende",0,0.077083
310,"1120310","Terras de Bouro",0.335144,0.360655
313,"1120313","Vila Verde",1.371422,0.46845
307,"1130307","Fafe",0,0.224546
308,"1130308","Guimarães",0,0.076399
309,"1130309","Póvoa de Lanhoso",0,0.213192
1314,"1131314","Santo Tirso",0,0.128722
1318,"1131318","Trofa",0,0.050888
311,"1130311","Vieira do Minho",0,0.232617
312,"1130312","Vila Nova de Famalicão",0.205054,0.123387
314,"1130314","Vizela",0,0.005335
107,"1140107","Espinho",0,0.000684
1304,"1141304","Gondomar",0,0.04562
1306,"1141306","Maia",0,0.037482
1308,"1141308","Matosinhos",0,0.032898
1312,"1141312","Porto",0,0.007454
1313,"1141313","Póvoa de Varzim",0.725894,0.077083
1315,"1141315","Valongo",0,0.020176
1316,"1141316","Vila do Conde",0,0.101843
1317,"1141317","Vila Nova de Gaia",0,0.038917
1301,"1151301","Amarante",0,0.824521
1302,"1151302","Baião",0,0.656198
304,"1150304","Cabeceiras de Basto",0,0.399505
106,"1150106","Castelo de Paiva",0.006019,0.251358
305,"1150305","Celorico de Basto",0.012722,0.44369
1804,"1151804","Cinfães",0,1.075195
1303,"1151303","Felgueiras",0,0.089805
1305,"1151305","Lousada",0,0.044185
1307,"1151307","Marco de Canaveses",0.065045,0.205054
1705,"1151705","Mondim de Basto",0,1.975364
1309,"1151309","Paços de Ferreira",0,0.122703
1310,"1151310","Paredes",0,0.123387
1311,"1151311","Penafiel",0,0.116
1813,"1151813","Resende",0,0.059026
1709,"1151709","Ribeira de Pena",0,1.815179
104,"1160104","Arouca",0,0.933067
113,"1160113","Oliveira de Azeméis",0.520089,0.430284
109,"1160109","Santa Maria da Feira",0.007454,0.089805
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,0.925613
1701,"1171701","Alijó",1.242767,0.04562
1801,"1171801","Armamar",0.172907,0.006703
403,"1170403","Carrazeda de Ansiães",0.65093,0.090489
404,"1170404","Freixo de Espada à Cinta",0.681642,0.02476
1805,"1171805","Lamego",0.161553,0.103962
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",0.508051,0.269415
1812,"1171812","Penedono",0.501348,0.057658
1708,"1171708","Peso da Régua",0.122703,0.000684
1710,"1171710","Sabrosa",0.052323,0.071748
1711,"1171711","Santa Marta de Penaguião",0,0.012038
1815,"1171815","São João da Pesqueira",1.004815,0.116684
1818,"1171818","Sernancelhe",1.426961,0.135425
1819,"1171819","Tabuaço",0.007454,0.013406
1820,"1171820","Tarouca",0.533495,0.102527
409,"1170409","Torre de Moncorvo",1.596652,0.102527
410,"1170410","Vila Flor",1.305009,0.103962
914,"1170914","Vila Nova de Foz Côa",0.719875,0.038166
1714,"1171714","Vila Real",0.514754,0.597172
401,"1180401","Alfândega da Fé",1.474016,0.193016
1702,"1181702","Boticas",0.213192,0.445125
402,"1180402","Bragança",0.927048,1.441802
1703,"1181703","Chaves",0.230498,0.541633
405,"1180405","Macedo de Cavaleiros",2.509543,1.165684
406,"1180406","Miranda do Douro",0.089805,0.252109
407,"1180407","Mirandela",2.50284,0.83054
408,"1180408","Mogadouro",1.711901,2.156342
1706,"1181706","Montalegre",0.913575,1.416358
1707,"1181707","Murça",1.479968,0.41893
1712,"1181712","Valpaços",1.370054,0.791623
1713,"1181713","Vila Pouca de Aguiar",0.411543,1.343859
411,"1180411","Vimioso",1.550348,0.573096
412,"1180412","Vinhais",0.012722,0.327757
101,"1610101","Águeda",0.038917,0.436303
102,"1610102","Albergaria-a-Velha",0.219211,0.090489
103,"1610103","Anadia",0.065045,0.309016
105,"1610105","Aveiro",0.058342,0.308332
108,"1610108","Estarreja",0.218527,0.263396
110,"1610110","Ílhavo",0.006019,0.09124
111,"1610111","Mealhada",0.103962,0.371942
112,"1610112","Murtosa",0.000684,0.064361
114,"1610114","Oliveira do Bairro",0.020176,0.089805
115,"1610115","Ovar",0.032898,0.07038
117,"1610117","Sever do Vouga",0.006703,0.520773
118,"1610118","Vagos",0.103962,0.153415
602,"1620602","Cantanhede",0.392802,0.604559
603,"1620603","Coimbra",0.412227,1.195712
604,"1620604","Condeixa-a-Nova",1.70383,0.888815
605,"1620605","Figueira da Foz",0.217776,0.153415
608,"1620608","Mira",0.038166,0.050888
610,"1620610","Montemor-o-Velho",0.341914,0.45046
613,"1620613","Penacova",0.329192,0.862687
615,"1620615","Soure",1.821882,0.515505
1004,"1631004","Batalha",0.28884,0.134674
1009,"1631009","Leiria",0.938335,0.430284
1010,"1631010","Marinha Grande",0,0.006703
1015,"1631015","Pombal",1.132102,0.770763
1016,"1631016","Porto de Mós",2.484099,0.77815
1002,"1641002","Alvaiázere",1.652191,0.329192
1003,"1641003","Ansião",1.903549,0.412978
601,"1640601","Arganil",0.867271,1.11938
1007,"1641007","Castanheira de Pêra",0.161553,0.116684
1008,"1641008","Figueiró dos Vinhos",0.032898,0.199786
606,"1640606","Góis",0.539514,0.457163
607,"1640607","Lousã",0.374061,0.341163
609,"1640609","Miranda do Corvo",0.463866,0.262712
611,"1640611","Oliveira do Hospital",1.189693,0.487942
612,"1640612","Pampilhosa da Serra",0.392802,0.33446
1013,"1641013","Pedrógão Grande",0.328441,0.089121
614,"1640614","Penela",1.09462,0.211757
616,"1640616","Tábua",1.139489,0.502032
617,"1640617","Vila Nova de Poiares",0.219211,0.160869
901,"1650901","Aguiar da Beira",0.069629,0.252109
1802,"1651802","Carregal do Sal",0.605994,0.193767
1803,"1651803","Castro Daire",2.328565,1.25337
1806,"1651806","Mangualde",0.726578,0.217776
1808,"1651808","Mortágua",0.050888,0.212508
1809,"1651809","Nelas",0.457847,0.09124
1810,"1651810","Oliveira de Frades",0.160185,1.170268
1811,"1651811","Penalva do Castelo",0.354636,0.044185
1814,"1651814","Santa Comba Dão",0.327073,0.148831
1816,"1651816","São Pedro do Sul",0.700383,2.328565
1817,"1651817","Sátão",0.443006,0.386783
1821,"1651821","Tondela",0.374061,0.95776
1822,"1651822","Vila Nova de Paiva",1.054335,0.604559
1823,"1651823","Viseu",0.579799,0.53493
1824,"1651824","Vouzela",0.032147,0.700383
1413,"1661413","Mação",1.94315,0.424949
506,"1660506","Oleiros",3.384268,0.526792
508,"1660508","Proença-a-Nova",8.330922,1.339275
509,"1660509","Sertã",5.634999,1.260073
510,"1660510","Vila de Rei",0.683077,0.059026
905,"1670905","Fornos de Algodres",0.739984,0.192332
906,"1670906","Gouveia",2.32323,0.824521
912,"1670912","Seia",2.535738,0.424265
902,"1680902","Almeida",0.284256,0.071748
903,"1680903","Celorico da Beira",1.479284,0.284256
904,"1680904","Figueira de Castelo Rodrigo",0.372626,0.051639
907,"1680907","Guarda",5.777127,1.350562
908,"1680908","Manteigas",0.449709,0.052323
909,"1680909","Mêda",0.546284,0.128722
910,"1680910","Pinhel",2.014898,0.282137
911,"1680911","Sabugal",1.453156,0.77815
