"Muni_ID","ID","Muni","Pregnant_sows","Non_pregnant_sows","Boars","Pigs_20-50","Pigs_+50","Other_swine"
1601,"1111601","Arcos de Valdevez",0.0117648,0.0062436,0.0038897079886728,0.036581777512518,0.115857730805468,0.0381561831269808
1602,"1111602","Caminha",0.0037152,0.0018576,0.0015280995669786,0.0163460347619226,0.0528815062269564,0.0144011807675862
1603,"1111603","Melgaço",0.0093912,0.0050052,0.0023616084216942,0.0218101483650582,0.0894169776919902,0.0077794159773456
1604,"1111604","Monção",0.006708,0.0034572,0.0038897079886728,0.0377857347471072,0.15688488887647,0.0175036859490276
1605,"1111605","Paredes de Coura",0.0060372,0.0034572,0.0031025051814414,0.025699856353731,0.0933529917281472,0.0198652943707218
1606,"1111606","Ponte da Barca",0.0046956,0.0024768,0.0015280995669786,0.0151883835748176,0.0584845379725446,0.0120858783933762
1607,"1111607","Ponte de Lima",0.077142,0.0409704,0.0132435295804812,0.121460762551057,0.232826806750558,0.101225019800461
1608,"1111608","Valença",0.0466464,0.0247164,0.010881921158787,0.098909717426251,0.193420360341503,0.0603367798719126
1609,"1111609","Viana do Castelo",0.010062,0.0053148,0.008566618784577,0.0739507578322674,0.275011616008664,0.0693201530838475
1610,"1111610","Vila Nova de Cerveira",0.0029928,0.001548,0.0007872028072314,0.008566618784577,0.027552098253099,0.0046769107959042
301,"1120301","Amares",0.1395264,0.0744588,0.056030317455882,0.501448188206402,2.23144212221611,0.026857507540836
302,"1120302","Barcelos",0.010062,0.0053148,0.0093538215918084,0.081730173809613,0.272742619681938,0.107430030163344
303,"1120303","Braga",0.0140868,0.007482,0.006251316410367,0.0579751714502184,0.160820902912627,0.0732098610725202
306,"1120306","Esposende",0.0043344,0.0021672,0.0031025051814414,0.0249126535464996,0.0522795276096618,0.052557363894567
310,"1120310","Terras de Bouro",0.0107328,0.0056244,0.0038897079886728,0.0338960267584344,0.03936014036157,0.0369985319398758
313,"1120313","Vila Verde",0.1093404,0.0581532,0.0140307323877126,0.123822370972751,0.159153885203195,0.101225019800461
307,"1130307","Fafe",0.0214656,0.0112488,0.0069922131701142,0.0607535342992704,0.201292388413817,0.0447779479172214
308,"1130308","Guimarães",0.0251808,0.0134676,0.0077794159773456,0.0669585446621532,0.133870783276822,0.095760906197326
309,"1130309","Póvoa de Lanhoso",0.0375648,0.0200208,0.010881921158787,0.10043781699323,0.192309015201883,0.12965693295576
1314,"1131314","Santo Tirso",0.0241488,0.0128484,0.0101410243990398,0.091454443781295,0.268250933075971,0.0934456038231156
1318,"1131318","Trofa",0.0003096,0.0003096,0.0015280995669786,0.0163460347619226,0.0714502312681206,0.0167164831417962
311,"1130311","Vieira do Minho",0.0110424,0.005934,0.0054178075556514,0.0463060474842,0.0927973191583368,0.0529278122744406
312,"1130312","Vila Nova de Famalicão",0.2461836,0.1313736,0.109004435777807,0.983401530421957,1.51221659269152,1.03285638913509
314,"1130314","Vizela",0.0003096,0.0003096,0.0007872028072314,0.0043064624160306,0.0146327110050072,0.0043064624160306
107,"1140107","Espinho",0,0,0,0.001157651187105,0.0062050103628828,0.0004167544273578
1304,"1141304","Gondomar",0.0013416,0.0006192,0.0007872028072314,0.0093538215918084,0.050010531282936,0.0046769107959042
1306,"1141306","Maia",0.0003096,0.0003096,0.0007872028072314,0.008566618784577,0.0348684537556026,0.006251316410367
1308,"1141308","Matosinhos",0.005676,0.0031476,0.0007872028072314,0.0089370671644506,0.0151883835748176,0.0077794159773456
1312,"1141312","Porto",0,0,0,0,0.0011113451396208,0
1313,"1141313","Póvoa de Varzim",0.1086696,0.0578436,0.0334792723310766,0.303258304974026,0.834018221237925,0.293950789429702
1315,"1141315","Valongo",0,0,0,0.0015280995669786,0.007872028072314,0.001157651187105
1316,"1141316","Vila do Conde",0.0013416,0.0006192,0.0023616084216942,0.0198652943707218,0.086592308795454,0.0163460347619226
1317,"1141317","Vila Nova de Gaia",0.0171312,0.0090816,0.0023616084216942,0.0198652943707218,0.0596421891596496,0.0132435295804812
1301,"1151301","Amarante",0.014448,0.0078432,0.0077794159773456,0.0700610498435946,0.276122961148285,0.0615407371065018
1302,"1151302","Baião",0.0029928,0.001548,0.0054178075556514,0.0467228019115578,0.235049497029799,0.0261166107810888
304,"1150304","Cabeceiras de Basto",0.0348816,0.0187824,0.0077794159773456,0.0689033986564896,0.182214296850327,0.0778404658209402
106,"1150106","Castelo de Paiva",0.003354,0.0018576,0.0031025051814414,0.0288023615351724,0.123729758877782,0.0261166107810888
305,"1150305","Celorico de Basto",0.0181116,0.0097008,0.0077794159773456,0.067375299089511,0.203005712170733,0.0681161958492582
1804,"1151804","Cinfães",0.0037152,0.0018576,0.0046769107959042,0.0412586883084222,0.141742811349136,0.061123982679144
1303,"1151303","Felgueiras",0.1650168,0.0878748,0.062281633866249,0.559840114083978,1.0533236621231,0.733904546577086
1305,"1151305","Lousada",0.0083592,0.004386,0.0038897079886728,0.0377857347471072,0.147345843094724,0.0264407531134782
1307,"1151307","Marco de Canaveses",0.003354,0.0018576,0.0038897079886728,0.0338960267584344,0.146790170524914,0.0307472155295088
1705,"1151705","Mondim de Basto",0.0037152,0.0018576,0.0031025051814414,0.0307472155295088,0.0714502312681206,0.0607535342992704
1309,"1151309","Paços de Ferreira",0.0037152,0.0018576,0.0015280995669786,0.0124563267732498,0.0483435135735048,0.0128267751531234
1310,"1151310","Paredes",0.0110424,0.005934,0.0054178075556514,0.0486676559058942,0.182769969420137,0.0326920695238452
1311,"1151311","Penafiel",0.010062,0.0053148,0.0077794159773456,0.069690601463721,0.288486675826566,0.0579751714502184
1813,"1151813","Resende",0.0006708,0.0003096,0.0031025051814414,0.0252831019263732,0.114190713096037,0.0261166107810888
1709,"1151709","Ribeira de Pena",0.0043344,0.0024768,0.0031025051814414,0.0272279559207096,0.0601515556819758,0.0346369235181816
104,"1160104","Arouca",0.0147576,0.0078432,0.008566618784577,0.077099569061193,0.268250933075971,0.0763123662539616
113,"1160113","Oliveira de Azeméis",0.1630044,0.086946,0.0350536779455394,0.31576093779476,0.380172649845282,0.382302728029555
109,"1160109","Santa Maria da Feira",0.0576888,0.0306504,0.025699856353731,0.228149895954653,0.673151012277815,0.302887856594152
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",0.0026832,0.0012384,0.0046769107959042,0.0397305887414436,0.136649146125874,0.062281633866249
1701,"1171701","Alijó",0.0110424,0.005934,0.0015280995669786,0.0155588319546912,0.0444074995373478,0.0151883835748176
1801,"1171801","Armamar",0.0020124,0.0012384,0.0015280995669786,0.0132435295804812,0.0495011647606098,0.0112986755861448
403,"1170403","Carrazeda de Ansiães",0.0254904,0.0134676,0.0038897079886728,0.0362113291326444,0.0849252910860228,0.0315344183367402
404,"1170404","Freixo de Espada à Cinta",0.0003096,0.0003096,0.0007872028072314,0.007408967597472,0.0242180628342366,0.0058345619830092
1805,"1171805","Lamego",0.0020124,0.0009288,0.0023616084216942,0.0213933939377004,0.101780692370272,0.0147716291474598
1704,"1171704","Mesão Frio",0,0,0,0.001157651187105,0.0062050103628828,0.001157651187105
1807,"1171807","Moimenta da Beira",0.0573792,0.0306504,0.0225510451248054,0.205552544782364,0.444260219563415,0.183371948037432
1812,"1171812","Penedono",0.0003096,0.0003096,0.0015280995669786,0.0163460347619226,0.0517701610873356,0.025699856353731
1708,"1171708","Peso da Régua",0,0,0,0.0031025051814414,0.019680070180785,0.0004167544273578
1710,"1171710","Sabrosa",0.0043344,0.0021672,0.0015280995669786,0.0147716291474598,0.061818573391407,0.0093538215918084
1711,"1171711","Santa Marta de Penaguião",0,0,0,0.0007872028072314,0.0022689963267258,0.0023616084216942
1815,"1171815","São João da Pesqueira",0.0020124,0.0009288,0.0007872028072314,0.007408967597472,0.0219490665075108,0.0089370671644506
1818,"1171818","Sernancelhe",0.0020124,0.0009288,0.0031025051814414,0.0264407531134782,0.0809892770498658,0.0467228019115578
1819,"1171819","Tabuaço",0.0003096,0.0003096,0.0007872028072314,0.0058345619830092,0.0213470878902162,0.0081961704047034
1820,"1171820","Tarouca",0.0003096,0.0003096,0.0023616084216942,0.0190780915634904,0.0860366362256436,0.0144011807675862
409,"1170409","Torre de Moncorvo",0.0043344,0.0024768,0.0015280995669786,0.0140307323877126,0.0376931226521388,0.0151883835748176
410,"1170410","Vila Flor",0.0053664,0.002838,0.0015280995669786,0.0151883835748176,0.0281540768703936,0.0198652943707218
914,"1170914","Vila Nova de Foz Côa",0.0003096,0,0,0.0007872028072314,0.0033803414663466,0.001157651187105
1714,"1171714","Vila Real",0.0110424,0.005934,0.0038897079886728,0.0381561831269808,0.111921716769311,0.0404714855011908
401,"1180401","Alfândega da Fé",0.0087204,0.0046956,0.0015280995669786,0.0163460347619226,0.0219490665075108,0.0190780915634904
