"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",19.397514,6.341339
1602,"1111602","Caminha",3.349449,2.761497
1603,"1111603","Melgaço",10.85739,4.086323
1604,"1111604","Monção",25.856033,7.609934
1605,"1111605","Paredes de Coura",16.702167,3.533463
1606,"1111606","Ponte da Barca",3.242188,0.660121
1607,"1111607","Ponte de Lima",16.231462,5.26216
1608,"1111608","Valença",7.885271,2.582067
1609,"1111609","Viana do Castelo",6.37178,1.994182
1610,"1111610","Vila Nova de Cerveira",3.75332,1.626771
301,"1120301","Amares",3.620886,0.757463
302,"1120302","Barcelos",5.370105,2.009369
303,"1120303","Braga",4.776201,0.81301
306,"1120306","Esposende",0.869308,0.383349
310,"1120310","Terras de Bouro",1.350683,0.286691
313,"1120313","Vila Verde",15.249558,2.905218
307,"1130307","Fafe",8.504348,1.835958
308,"1130308","Guimarães",2.705266,0.362827
309,"1130309","Póvoa de Lanhoso",4.397503,0.854054
1314,"1131314","Santo Tirso",3.655978,1.40623
1318,"1131318","Trofa",0.941477,0.342989
311,"1130311","Vieira do Minho",8.315683,1.815436
312,"1130312","Vila Nova de Famalicão",1.92263,0.659437
314,"1130314","Vizela",0.220474,0.045628
107,"1140107","Espinho",0.060882,0.005335
1304,"1141304","Gondomar",3.211747,0.895165
1306,"1141306","Maia",1.28905,0.45025
1308,"1141308","Matosinhos",0.756712,0.398536
1312,"1141312","Porto",0.066217,0.020522
1313,"1141313","Póvoa de Varzim",0.546841,0.066901
1315,"1141315","Valongo",1.273863,0.178746
1316,"1141316","Vila do Conde",1.671715,0.485959
1317,"1141317","Vila Nova de Gaia",2.107395,0.541573
1301,"1151301","Amarante",8.616944,2.838317
1302,"1151302","Baião",9.874869,5.661447
304,"1150304","Cabeceiras de Basto",9.655012,1.436671
106,"1150106","Castelo de Paiva",6.059983,3.074045
305,"1150305","Celorico de Basto",6.980938,1.395627
1804,"1151804","Cinfães",14.308765,6.812111
1303,"1151303","Felgueiras",1.048738,0.270753
1305,"1151305","Lousada",2.168277,0.454834
1307,"1151307","Marco de Canaveses",9.368321,3.66193
1705,"1151705","Mondim de Basto",1.08383,0.307213
1309,"1151309","Paços de Ferreira",2.899199,1.795598
1310,"1151310","Paredes",4.48951,1.00701
1311,"1151311","Penafiel",5.477366,0.685227
1813,"1151813","Resende",3.795048,1.641274
1709,"1151709","Ribeira de Pena",1.830623,0.454834
104,"1160104","Arouca",6.699582,2.787354
113,"1160113","Oliveira de Azeméis",1.150664,0.603139
109,"1160109","Santa Maria da Feira",2.827714,1.150664
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",2.643633,1.048738
1701,"1171701","Alijó",4.254466,0.33697
1801,"1171801","Armamar",1.386392,0.132367
403,"1170403","Carrazeda de Ansiães",11.838543,0.639599
404,"1170404","Freixo de Espada à Cinta",13.700358,0.914936
1805,"1171805","Lamego",5.666715,1.033551
1704,"1171704","Mesão Frio",0.050963,0.010603
1807,"1171807","Moimenta da Beira",7.011379,1.078495
1812,"1171812","Penedono",6.806776,0.899749
1708,"1171708","Peso da Régua",1.477715,0.117864
1710,"1171710","Sabrosa",2.331836,0.244963
1711,"1171711","Santa Marta de Penaguião",1.14608,0.178746
1815,"1171815","São João da Pesqueira",5.262844,0.541573
1818,"1171818","Sernancelhe",7.276864,0.873892
1819,"1171819","Tabuaço",3.155449,0.348257
1820,"1171820","Tarouca",1.518826,0.311864
409,"1170409","Torre de Moncorvo",35.056278,2.868758
410,"1170410","Vila Flor",14.257802,1.871667
914,"1170914","Vila Nova de Foz Côa",14.911904,0.700481
1714,"1171714","Vila Real",15.244974,1.718778
401,"1180401","Alfândega da Fé",19.796734,1.324142
1702,"1181702","Boticas",9.031418,0.705749
402,"1180402","Bragança",100.638213,18.706952
1703,"1181703","Chaves",46.613398,9.210848
405,"1180405","Macedo de Cavaleiros",55.383982,6.244064
406,"1180406","Miranda do Douro",46.332726,10.713736
407,"1180407","Mirandela",48.557301,5.405197
408,"1180408","Mogadouro",59.255099,10.749445
1706,"1181706","Montalegre",21.540001,3.513692
1707,"1181707","Murça",3.615618,0.215206
1712,"1181712","Valpaços",31.251995,4.347224
1713,"1181713","Vila Pouca de Aguiar",17.044472,3.017063
411,"1180411","Vimioso",28.653306,4.106161
412,"1180412","Vinhais",45.759344,10.284692
101,"1610101","Águeda",6.203704,2.286141
102,"1610102","Albergaria-a-Velha",1.539348,0.168827
103,"1610103","Anadia",2.853571,0.84947
105,"1610105","Aveiro",1.416833,0.69583
108,"1610108","Estarreja",1.718094,0.301945
110,"1610110","Ílhavo",0.132367,0.046379
111,"1610111","Mealhada",1.150664,0.337654
112,"1610112","Murtosa",0.454834,0.143721
114,"1610114","Oliveira do Bairro",0.88983,0.189349
115,"1610115","Ovar",0.521735,0.122448
117,"1610117","Sever do Vouga",1.073911,0.383349
118,"1610118","Vagos",1.022948,0.280672
602,"1620602","Cantanhede",2.265619,0.787904
603,"1620603","Coimbra",6.38245,1.370521
604,"1620604","Condeixa-a-Nova",4.382933,1.381124
605,"1620605","Figueira da Foz",5.53298,0.792488
608,"1620608","Mira",0.087423,0.035776
610,"1620610","Montemor-o-Velho",13.767259,1.963741
613,"1620613","Penacova",5.824939,2.280873
615,"1620615","Soure",9.543167,1.488385
1004,"1631004","Batalha",1.968325,0.711084
1009,"1631009","Leiria",10.186666,3.820154
1010,"1631010","Marinha Grande",0.587885,0.143721
1015,"1631015","Pombal",18.313,5.799082
1016,"1631016","Porto de Mós",9.486185,2.490744
1002,"1641002","Alvaiázere",6.254667,0.956731
1003,"1641003","Ansião",13.378575,1.855796
601,"1640601","Arganil",6.458519,1.565138
1007,"1641007","Castanheira de Pêra",0.511132,0.158908
1008,"1641008","Figueiró dos Vinhos",1.44269,0.45025
606,"1640606","Góis",0.444915,0.112529
607,"1640607","Lousã",1.150664,0.250231
609,"1640609","Miranda do Corvo",1.451925,0.490543
611,"1640611","Oliveira do Hospital",23.677153,2.454968
612,"1640612","Pampilhosa da Serra",0.828948,0.107945
1013,"1641013","Pedrógão Grande",1.55987,0.281356
614,"1640614","Penela",6.586986,0.690562
616,"1640616","Tábua",14.170379,1.99945
617,"1640617","Vila Nova de Poiares",0.414474,0.178746
901,"1650901","Aguiar da Beira",12.125234,1.498304
1802,"1651802","Carregal do Sal",7.507257,0.67004
1803,"1651803","Castro Daire",10.135703,2.025307
1806,"1651806","Mangualde",23.053492,1.570473
1808,"1651808","Mortágua",11.690238,3.00646
1809,"1651809","Nelas",10.320468,0.654102
1810,"1651810","Oliveira de Frades",3.411015,0.874576
1811,"1651811","Penalva do Castelo",8.351459,0.378014
1814,"1651814","Santa Comba Dão",7.523195,0.797823
1816,"1651816","São Pedro do Sul",9.29752,2.736391
1817,"1651817","Sátão",5.604465,1.033551
1821,"1651821","Tondela",24.20484,5.026432
1822,"1651822","Vila Nova de Paiva",4.715319,0.828948
1823,"1651823","Viseu",22.558298,5.583943
1824,"1651824","Vouzela",7.962091,1.564454
1413,"1661413","Mação",3.523544,0.363511
506,"1660506","Oleiros",0.869308,0.152889
508,"1660508","Proença-a-Nova",4.127434,1.769741
509,"1660509","Sertã",5.221116,1.334745
510,"1660510","Vila de Rei",0.485275,0.060882
905,"1670905","Fornos de Algodres",14.23728,1.432087
906,"1670906","Gouveia",27.885924,3.247456
912,"1670912","Seia",36.324806,2.213972
902,"1680902","Almeida",39.428608,2.700615
903,"1680903","Celorico da Beira",43.837398,5.103936
904,"1680904","Figueira de Castelo Rodrigo",62.135211,2.035226
907,"1680907","Guarda",42.282112,5.415116
908,"1680908","Manteigas",2.664906,0.112529
909,"1680909","Mêda",17.720464,1.248006
910,"1680910","Pinhel",32.892585,2.347774
