CAA_ID,Muni_ID,Lf_large,Lf_small,Lf_gw
1,101,0,8.4604591834,4.1670918366
2,101,0,0,12.03703704
3,101,0,0,15.85365854
4,101,0,3.228515625,7.904296875
5,101,0,0,23.61111111
6,101,0,0,12.5
7,101,0,0,16.13372093
8,101,0,0,22.68518519
9,101,0,0,12.01923077
10,101,0,0,17.1875
11,101,0,1.2829268296,14.7536585404
12,101,0,0,11.01973684
13,101,0,0,15.45138889
14,101,0,0,15.73275862
15,101,0,0,11.52597403
16,101,0,0,18.75
17,101,0,10.7098684199,3.9611842101
18,101,0,0,11.53846154
19,101,0,0,20.83333333
20,101,0,0,15.38461538
21,101,0,0,17.26190476
22,101,0,0.6388888889,5.7500000001
23,101,0,0,13.42592593
24,101,0,0,24.00793651
25,101,0,0,17.36111111
26,101,0,0,19.3359375
27,101,0,0,2.916666667
28,101,0,1.440789474,10.565789476
29,101,0,0,17.98076923
30,101,9.46375,3.53125,1.13
31,101,0,0,23.95833333
32,101,0,5.1956106873,10.5486641227
33,101,0,0,22.76785714
34,101,0,0,23.19078947
35,101,0,0,13.63636364
36,101,0,0,18.18910256
37,101,0,0,0
38,101,0,0,12.5
39,101,0,0,17.61363636
40,101,0,0,14.71774194
41,101,0,0,18.75
42,101,0,0,12.33552632
43,101,0,0,12.93103448
44,101,0,0,17.02981651
45,101,0,0,18.98148148
46,101,0,0,19.55645161
47,101,0,0,21.08050847
48,101,0,0,15.625
49,101,0,0,22.47596154
50,101,0,0,11.625
51,101,0,0,15.20833333
52,101,0,0,20.3125
53,101,0,0,15.77690972
54,101,0,0,15.5078125
55,101,0.27251047,0,13.35301303
56,101,0,0,16.74382716
57,101,0,0,18.08035714
58,101,12.8973970982,0.5998789348,1.499697337
59,102,0,0,10.20408163
60,102,0,0,10.88709677
61,102,0,0,18.75
62,102,0,0,19.42567568
63,102,0,11.0892857156,0.9642857144
64,102,0,0,20.21604938
65,102,0,0,10.71428571
66,102,0,0,16.85855263
67,102,0,0,13.39285714
68,102,0,0,14.41831683
69,102,0,6.78125,4.15625
70,102,0,0,21.2962963
71,102,0,0,15.04237288
72,102,0,0,12.57621951
73,102,0,0,11.70886076
74,102,0,0,20.12987013
75,102,0.1319157721,0.1319157721,12.9277456658
76,103,0,0,14.26282051
77,103,0,0,14.28571429
78,103,0,0,15
79,103,0,0,8.863636364
80,103,0,0,16.0326087
81,103,0,1.7410714282,11.6517857118
82,103,0,0,12.5
83,103,0,0,12.52927177
84,103,0,3.758127803,12.581558297
85,103,0,0,16.24468839
86,103,0,0,16.02089645
87,104,0,0,0
88,104,0,0,0
89,104,0,0,0
90,104,0,0,0
91,104,0,0,0
92,104,0,0,0
93,104,0,0,0
94,104,0,0,0
95,104,0,0,0
96,104,0,0,0
97,104,0,0,0
98,104,0,0,0
99,104,0,0,0
100,104,0,0,0
101,104,0,0,0
102,104,0,0,0
103,104,0,0,0
104,104,0,0,0
105,104,0,0,0
106,104,0,0,0
107,104,0,0,0
108,104,0,0,0
109,104,0,0,0
110,104,0,0,0
111,104,0,0,0
112,104,0,0,0
113,104,0,0,0
114,104,0,0,0
115,104,0,0,0
116,104,0,0,0
117,104,0,0,0
118,104,0,0,0
119,104,0,0,0
120,104,0,0,0
121,104,0,0,0
122,104,0,0,0
123,104,0,0,0
124,104,0,0,0
125,104,0,0,0
126,104,0,0,0
127,104,0,0,0
128,104,0,0,0
129,104,0,0,0
130,104,0,0,0
131,104,0,0,0
132,104,0,0,0
133,105,0,0.4048780488,9.7170731712
134,105,0,0,13.63636364
135,105,0,0,12.72058824
136,105,0,0,7.421875
137,105,0,0,13.24404762
138,105,6.25,2.125,4.125
139,105,0,0,8.653846154
140,105,0,0,9.930555556
141,105,0,0.87,10.005
142,105,0,0,10.99137931
143,105,0,0,18.41517857
144,105,0,0,17.02586207
145,105,0,0,10.25641026
146,105,0,0,12.82051282
147,105,0.8371478874,0,13.1153169026
148,105,1.519396551,0,8.609913789
149,105,0,0,18.13936782
150,105,0,0.1528184762,15.1290291438
151,105,0,0.8294392525,15.7593457975
152,106,0,0,12.5
153,106,5.375,0,7.125
154,106,2.9434523815,0,9.8541666685
155,106,0,0,13.17114094
156,106,0,0,13.79310345
157,106,0,0,13.51744186
158,106,0,0,13.40206186
159,106,0,0,14.10984848
160,106,0,0,12.71551724
161,106,0,0,18.75
162,106,0,0,12.74224806
163,106,0,0,18.75
164,106,0,0,18.75
165,106,0,0,18.75
166,106,0,0,18.75
167,106,0,0,18.07620818
168,106,0.3777364272,0.1259121424,12.0875656704
169,107,0,0,0
170,107,0,0,17.61363636
171,107,0,0,18.75
172,107,0,0,18.75
173,107,0,0,18.75
174,107,0,0,18.75
175,107,0,0,12.25
176,107,0,0,12.5
177,108,0,0,0
178,108,0,0,0
179,108,0,0,0
180,108,0,0,0
181,108,0,0,0
182,108,0,0,0
183,108,0,0,0
184,108,0,0,0
185,109,0,0,0
186,109,0,0,0
187,109,0,0,0
188,109,0,0,0
189,109,0,0,0
190,109,0,0,0
191,109,0,0,0
192,109,0,0,0
193,109,0,0,0
194,109,0,0,0
195,109,0,0,0
196,109,0,0,0
197,109,0,0,0
198,109,0,0,0
199,109,0,0,0
200,109,0,0,0
201,109,0,0,0
202,109,0,0,0
203,109,0,0,0
204,109,0,0,0
205,109,0,0,0
206,109,0,0,0
207,109,0,0,0
208,109,0,0,0
209,109,0,0,0
210,109,0,0,0
211,109,0,0,0
212,109,0,0,0
213,109,0,0,0
214,109,0,0,0
215,109,0,0,0
216,109,0,0,0
217,109,0,0,0
218,109,0,0,0
219,109,0,0,0
220,109,0,0,0
221,109,0,0,0
222,109,0,0,0
223,109,0,0,0
224,109,0,0,0
225,109,0,0,0
226,109,0,0,0
227,109,0,0,0
228,109,0,0,0
229,109,0,0,0
230,109,0,0,0
231,109,0,0,0
232,109,0,0,0
233,109,0,0,0
234,109,0,0,0
235,109,0,0,0
236,109,0,0,0
237,109,0,0,0
238,109,0,0,0
239,109,0,0,0
240,109,0,0,0
241,110,0,0,4.076086957
242,110,5.2499999992,4.4147727266,2.2670454542
243,110,0.6758241756,4.6181318666,5.9697802178
244,110,0,0,11.85897436
245,110,1.1369230768,2.4159615382,10.658653845
246,110,2.8461538464,0,9.0128205136
247,110,0.9332674946,0,12.3991252854
248,110,0,0,15.37863071
249,110,0,0,16.19897959
250,110,4.1271246441,0,7.0272662859
251,110,1.0102739728,0,11.6181506872
252,111,0,0,14.87068966
253,111,0,0,16.49305556
254,111,0,0,12.98076923
255,111,0,0,3.571428571
256,111,0,0,12.5
257,111,0,0,12.03703704
258,111,0,0,16.20762712
259,111,0,0,25
260,111,0,4.7579864974,10.5903570426
261,111,0,0.7662078152,18.3889875648
262,112,0,0,0
263,112,0,0,0
264,112,0,0,0
265,112,0,0,0
266,113,0,0,0
267,113,0,0,0
268,113,0,0,0
269,113,0,0,0
270,113,0,0,0
271,113,0,0,0
272,113,0,0,0
273,113,0,0,0
274,113,0,0,0
275,113,0,0,0
276,113,0,0,0
277,113,0,0,0
278,113,0,0,0
279,113,0,0,0
280,113,0,0,0
281,113,0,0,0
282,113,0,0,0
283,113,0,0,0
284,113,0,0,0
285,113,0,0,0
286,113,0,0,0
287,113,0,0,0
288,113,0,0,0
289,113,0,0,0
290,113,0,0,0
291,113,0,0,0
292,113,0,0,0
293,113,0,0,0
294,113,0,0,0
295,113,0,0,0
296,113,0,0,0
297,113,0,0,0
298,113,0,0,0
299,113,0,0,0
300,113,0,0,0
301,113,0,0,0
302,113,0,0,0
303,113,0,0,0
304,113,0,0,0
305,113,0,0,0
306,113,0,0,0
307,114,0,0,12.45155039
308,114,0,0,12.78409091
309,114,0,0,11.60714286
310,114,0,3.6374999994,16.5708333306
311,114,0,0,13.90295359
312,114,0,0,12.5
313,114,0,0.5804411288,13.9305870912
314,115,0,0,0
315,115,0,0,0
316,115,0,0,0
317,115,0,0,0
318,115,0,0,0
319,115,0,0,0
320,115,0,0,0
321,115,0,0,0
322,115,0,0,0
323,115,0,0,0
324,115,0,0,0
325,115,0,0,0
326,115,0,0,0
327,115,0,0,0
328,115,0,0,0
329,115,0,0,0
330,115,0,0,0
331,115,0,0,0
332,115,0,0,0
333,115,0,0,0
334,115,0,0,0
335,115,0,0,0
336,115,0,0,0
337,115,0,0,0
338,116,0,0,0
339,116,0,0,0
340,116,0,0,0
341,116,0,0,0
342,117,0,0,18.75
343,117,0,0,18.75
344,117,0,0,18.75
345,117,0,0,18.75
346,117,0,0,18.75
347,117,0,0,14.94755245
348,117,0,0,16.29901961
349,117,0,0,18.75
350,117,0,0,18.75
351,117,0,0,15.86084906
352,117,0,1.0972222224,12.6180555576
353,117,0,0,16.71195652
354,117,0,0.75,11.75
355,117,0,0,18.64098837
356,117,0,0,15.97222222
357,117,0,0,14.66346154
358,117,0,0.375,18.375
359,117,0,0,12.5
360,117,0,0,18.75
361,117,0,9.375,6.25
362,117,0,0,17.1921365
363,117,0,0,12.5
364,117,0,0,12.5
365,117,0,0,12.5
366,117,0,0,12.5
367,117,0,1.625,10.875
368,117,0,0,14.81643357
369,117,0,0.1791666667,17.7375000033
370,117,0,0,13.20564516
371,118,0,0,0
372,118,0,0,0
373,118,0,0,0
374,118,0,0,0
375,118,0,0,0
376,118,0,0,0
377,118,0,0,0
378,118,0,0,0
379,118,0,0,0
380,118,0,0,0
381,118,0,0,0
382,118,0,0,0
383,118,0,0,0
384,118,0,0,0
385,118,0,0,0
386,119,0,0,0
387,119,0,0,0
388,119,0,0,0
389,119,0,0,0
390,119,0,0,0
391,119,0,0,0
392,119,0,0,0
393,119,0,0,0
394,119,0,0,0
395,119,0,0,0
396,119,0,0,0
397,119,0,0,0
398,119,0,0,0
399,119,0,0,0
400,119,0,0,0
401,119,0,0,0
402,119,0,0,0
403,119,0,0,0
404,119,0,0,0
405,119,0,0,0
406,119,0,0,0
407,119,0,0,0
408,119,0,0,0
409,119,0,0,0
410,119,0,0,0
411,119,0,0,0
412,119,0,0,0
413,119,0,0,0
414,119,0,0,0
415,119,0,0,0
416,119,0,0,0
417,119,0,0,0
418,119,0,0,0
419,119,0,0,0
420,119,0,0,0
421,119,0,0,0
422,201,0,0,20.76081637
423,202,0,0,18.75
424,202,0,0,18.29268293
425,202,0,0,7.673076923
426,202,0,0,18.75
427,202,0,0,18.75
428,202,0,0,18.75
429,202,0,0,18.75
430,202,0,0,18.75
431,202,0,0,18.75
432,202,0,0,18.75
433,202,0,0,18.75
434,202,0,0,18.75
435,202,0,0,18.75
436,202,0,0,18.75
437,202,0,3.5625,15.1875
438,202,0,0,18.75
439,202,0,0,18.75
440,202,0,0,18.63837209
441,202,0,0,18.75
442,202,0,0,18.75
443,202,0,0,18.75
444,202,0,0,18.75
445,202,0,0,18.75
446,202,0,0,18.75
447,202,10.8020134206,0,7.8221476494
448,202,0,0,18.75
449,202,0,0,18.75
450,202,0,0.7014082272,16.8337974528
451,202,0,0,18.75
452,202,0,0,15.12209302
453,202,0,4.3125,14.4375
454,203,0,0,0
455,203,0,0,12.5
456,203,0.1744077485,0,17.2663671015
457,204,0,0,18.75
458,204,0,0,25
459,204,0,1.7678571426,17.8749999974
460,204,0,10.125,8.625
461,204,0,0,18.75
462,204,0,0,20.95588235
463,204,0,0,18.05555556
464,204,0,0,19.24157303
465,204,0,0,21.85485103
466,204,0.45703125,9.90234375,4.875
467,204,0,2.1887647488,16.0509414912
468,205,0,0,25
469,205,0,0,6.923913043
470,205,0,0,14.6484375
471,205,14.0625,0,4.6875
472,205,0,0,22.6792562
473,206,0,0,8.051724138
474,206,0,0,18.75
475,206,0,0,19.15970306
476,207,0,0,18.75
477,207,0.6410437062,0,20.7270798338
478,208,7.25,0,5.25
479,208,0,0,12.5
480,208,0,0.3780216974,18.5230631726
481,209,3.75,0,15
482,209,0,0,18.75
483,209,0,0,18.75
484,209,0,0,18.75
485,209,14.2139423105,0,5.2572115395
486,209,0,0,16.97916667
487,209,9.5818965528,0,8.8448275872
488,209,6.6706730755,0,11.3581730745
489,209,0,0,18.75
490,209,0,0,17.36111111
491,209,0,5.4375,13.3125
492,209,4.995,0,1.755
493,209,0,0,18.75
494,209,0,0,6.638888889
495,209,18.1875,0,0.5625
496,209,0.75,0,18
497,209,0,0,18.75
498,209,2.5065789476,0,15.3975563924
499,209,0,0,18.75
500,209,0,0,16.81034483
501,209,0,3,15.75
502,209,0.7441860464,0,17.8604651136
503,209,0,0,17.22972973
504,209,0,0,18.75
505,209,0,0,18.75
506,209,0,0,18.75
507,209,7.6875,0,11.0625
508,209,0,0,7.778571429
509,209,0,0,19.04761905
510,209,0,0,13.71
511,209,3.60692771,0,14.42771084
512,209,0,0,18.46374046
513,209,9.1295347003,0,9.5021687697
514,209,0,0,19.46828605
515,209,0,0,18.75
516,209,0,9.5948275864,7.5387931036
517,209,0,0,0
518,209,0,0,19.2405753
519,210,0,0,16.37931034
520,210,0,0,24.27884615
521,210,0.4864130434,0,23.8342391266
522,210,0,0,18.75
523,210,0,0,18.75
524,210,6.5625,0,12.1875
525,210,0,0,18.75
526,210,0,0,18.75
527,210,0,0,18.75
528,210,0,0,2.678571429
529,210,0,0,20.0816414766
530,211,0,0,17.11309524
531,211,0,0,22.97794118
532,211,0,0,12.5
533,211,0,0,18.53448276
534,211,0,0,20.08928571
535,211,0,0,18.04577465
536,211,0,0,18.75
537,211,0,0,18.75
538,211,0,0,18.75
539,211,0,0,21.50735294
540,211,0,0,13.02083333
541,211,0,0,18.75
542,211,0,0,15.74074074
543,211,0,0,19.5211039
544,211,0,0,8.98255814
545,211,0,0,18.75
546,211,1.2968749997,0,17.2299107103
547,211,0,0,18.75
548,211,8.25,0,10.5
549,211,0,0,18.92361111
550,211,0,0,18.75
551,211,0,0,18.75
552,211,0,0,15.75
553,211,0,0,18.75
554,211,0,3.1875,15.5625
555,211,0,0,19.55645161
556,211,0,0,8.568181818
557,211,0,0,18.75
558,211,0,0,17.41071429
559,211,0,0,17.88793103
560,211,0,0,18.75
561,211,0,0,18.75
562,211,0,0,18.75
563,211,0,0,18.75
564,211,13.6442307732,0,2.2211538468
565,211,0,0,18.75
566,211,0,0,18.75
567,211,0,0,18.75
568,211,0,0,18.75
569,211,0,0,13.17114094
570,211,0,0,18.75
571,211,0,0,19.375
572,211,0,0,18.75
573,211,0,0,25
574,211,0,0,18.75
575,211,0,0,12.68939394
576,211,0,0,18.75
577,211,0,0,18.75
578,211,0,0,18.26923077
579,211,1.125,0,17.625
580,211,0,0,18.75
581,211,0,0,18.75
582,211,0,0,18.75
583,211,0,0,18.75
584,211,15.8452380944,0,2.1607142856
585,211,0,0,18.75
586,211,0,0,8.25
587,211,0,0,18.75
588,211,0,0,8.168947368
589,211,0,0,18.75
590,211,14.4375,0,4.3125
591,211,0,1.3125,17.4375
592,211,0,0,8.384615385
593,211,0,2.0625,16.6875
594,211,0,0,25
595,211,0,0,18.75
596,211,0,0,18.75
597,211,0,0,21.50735294
598,211,0,0,18.75
599,211,0,0,19.18478261
600,211,0,0,18.75
601,211,0,0,13.31521739
602,211,0,0,18.75
603,211,0,0,18.75
604,211,0,14.4375,4.3125
605,211,0,0,9.2375
606,211,1.75,1.375,9.375
607,211,0,0,16.61096606
608,211,0,0,18.8248503
609,211,0,0,20.96447277
610,211,0,1.4986956516,10.9904347784
611,211,0,0,20.56737589
612,211,0,0,18.75
613,211,0,0,18.75
614,211,7.388961036,2.0935389602,2.7092857132
615,211,0,0,18.75
616,211,0,0,19.87381703
617,211,0,0,12.5
618,211,0,0,18.75
619,211,0.9375,0,17.8125
620,211,0.1778451989,0,17.6066746911
621,211,8.8125,0,9.9375
622,211,0,0,19.93909513
623,211,0,0,18.9268321
624,211,0,0,18.75
625,211,0,0,18.75
626,211,0,0,18.75
627,211,0,0,18.75
628,211,0,0,18.75
629,211,0,0.123234042,12.076936116
630,211,0,0,17.19022688
631,211,0,0.3474678232,17.0259233368
632,211,0,0.4861111112,23.8194444488
633,211,0,0.5545969491,17.9319680209
634,211,0,0,17.97643343
635,211,0,0,18.75
636,212,6.07375,0,8.05125
637,212,0,0,15.80882353
638,212,0,0,18.75
639,212,1.1995305161,0.3427230046,15.5938967093
640,212,1.7211340206,0,6.8845360824
641,212,11.0625,0,7.6875
642,212,7.875,0,10.875
643,212,0,0,18.75
644,212,0,0,8.954081633
645,212,0,0,18.75
646,212,7.875,0,10.875
647,212,0,0,18.75
648,212,0,0,18.75
649,212,0,0,18.75
650,212,0,0,18.85416667
651,212,0,0,18.75
652,212,0,0,18.75
653,212,0,0,18.75
654,212,0,0,19.03125
655,212,0,0,18.75
656,212,0,0,18.75
657,212,0,0,18.75
658,212,0,0,18.75
659,212,0,0,18.75
660,212,0,0,18.75
661,212,0.1875,0,18.5625
662,212,0,0,18.93939394
663,212,0,0,18.75
664,212,0,0,18.50479876
665,212,0,0,16.29545455
666,212,0,0,18.05021139
667,213,0,0,18.75
668,213,7.5,0,11.25
669,213,0,0,18.75
670,213,0,0,18.75
671,213,0,0,18.75
672,213,0,0.375,18.375
673,213,0,0,18.75
674,213,0,0,18.75
675,213,3.9375,0,14.8125
676,213,0,0,21.20784633
677,213,0,0,0
678,214,0,0,0
679,214,0,0,22.39010989
680,214,0,0,21.25
681,214,0,0,21.96508549
682,301,7,0,5.5
683,301,1.125,0,11.375
684,301,0.1247638327,0,12.3516194373
685,302,0,0,0
686,302,0,0,0
687,302,0,0,0
688,302,0,0,0
689,302,0,0,0
690,302,0,0,0
691,302,0,0,0
692,302,0,0,0
693,302,0,0,0
694,302,0,0,0
695,302,0,0,0
696,302,0,0,0
697,302,0,0,0
698,302,0,0,0
699,302,0,0,0
