CAA_ID,Muni_ID,Lf_large,Lf_small,Lf_gw
1,505,0,0.4806,15.5394
2,505,0,0,18.75
3,505,0,1.1584,13.3216
4,505,0,0,0
5,505,0.123,1.476,10.824
6,505,0,0,12.5
7,505,0,0,18.75
8,505,0,0,0
9,505,0,0,10.89
10,505,0,0,17.99
11,505,0,0,18.75
12,505,0,0,7.59
13,505,0,0,18.75
14,505,0,0,12.31
15,505,0,0,15.95
16,505,0,0,18.75
17,505,0,2.1229,14.2071
18,505,0,0,12.5
19,505,0,0,18.75
20,505,0,0,18.75
21,505,0,0,5.18
22,505,0,0,10.51
23,505,0,0,18.75
24,505,0,3.625,8.875
25,505,0,1.4688,14.8512
26,505,0,2.7675,15.6825
27,505,0,0,18.75
28,505,0,0,18.75
29,505,0.1875,0,18.5625
30,505,0,0.375,12.125
31,505,0,0,7.35
32,505,0,0,0
33,505,0,0,6.75
34,505,0,0,18.75
35,505,0,0,12.5
36,505,0,0,18.75
37,505,3.75,0,15
38,505,0,0,18.75
39,505,0,0,18.75
40,505,0,0,18.75
41,505,0,0,17.45
42,505,0,0,18.75
43,505,7.2048,0,2.2752
44,505,0,0,18.75
45,505,0,7.3125,11.4375
46,505,4.9097,5.079,6.9413
47,505,0,1.3125,17.4375
48,505,0,10.5109,1.2991
49,505,2.85,0,0.95
50,505,0,0,12.5
51,505,0,0,10.89
52,505,0,0,18.75
53,505,2.0625,0,16.6875
54,505,0,0,18.75
55,505,14.0625,0,4.6875
56,505,0,0,0
57,505,0,0,0
58,505,0,0,18.75
59,505,0,0,18.75
60,505,0,0,0
61,505,0,0,0
62,505,0,0,18.75
63,505,0,0,7.46
64,505,0,0,7.55
65,505,0,0,6.9
66,505,0,0,12.16
67,505,0,0,18.75
68,505,0,0,18.75
69,505,1.2621,0,16.7679
70,505,0,0,18.75
71,505,0,0,18.75
72,505,0,0,18.75
73,505,10.125,0,8.625
74,101,0,7.66,0
75,101,0,0,11.91
76,101,0.6425,8.481,3.7265
77,101,0,0,14.38
78,101,0,0,14.55
79,101,0,0,8.93
80,101,0,0,20.61
81,101,0,0,15.16
82,101,0,0,12.5
83,101,0,0,0
84,101,0,0,12.02
85,101,0,0,15.83
86,101,0,0.9084,14.2316
87,101,0,0,10.39
88,101,0,0,14.11
89,101,0,0,14.38
90,101,0,0,11.33
91,101,0,0,18.06
92,101,0,0,15.26
93,101,0,5.672,8.508
94,101,0,0,14.3
95,101,0,0,11.14
96,101,0,0,20.39
97,101,0,0,14.58
98,101,0,0,18.1
99,101,0,0.547,4.923
100,101,0,0,18.75
101,101,0,0,19.51
102,101,0,0,18.75
103,101,9.1723,1.7797,2.8749
104,101,11.7992,0,1.9208
105,101,0,0,23.06
106,101,0,2.3699,15.8601
107,101,6.25,0,6.25
108,101,0,0,12.5
109,101,0,0,17.17
110,101,0.296,1.48,13.024
111,101,0,0,14.22
112,101,0,0,20.45
113,101,0,0,18.1
114,101,0,0,18.75
115,101,0,0,16.74
116,101,0,0,18.75
117,101,0,0,16.05
118,101,0,0,18.75
119,102,0,0,0
120,102,0,0,9.09
121,102,0,0,8.87
122,102,0,0,18.75
123,102,0,0,11.81
124,102,0,0,13.97
125,102,0,0,16.86
126,102,0,0.9459,9.5641
127,102,0,0,18.97
128,102,0,0,11.08
129,102,0,0.7072,8.1328
130,102,0.5985,4.1895,7.182
131,102,0,0,0
132,102,0,0.7704,12.0696
133,102,0,7.7043,4.9257
134,102,0,1.5088,7.9212
135,102,0,0,17.24
136,102,0,0,18.36
137,102,0,0,13.05
138,102,0,0.492,11.808
139,103,0,0,13.69
140,103,0,0,17.86
141,103,0,0,18.82
142,103,0,0,13.36
143,103,0,0,17.63
144,103,0,0,13.73
145,103,0,0,12.3
146,103,0,0,12.79
147,103,0,0,18.15
148,103,0,4.9616,12.7584
149,103,0,0,16.88
150,103,0,0,12.5
151,103,0,0,18.75
152,103,0,0,12.67
153,103,0,0,11.89
154,103,0,0,15.69
155,103,0,0,15.82
156,103,0,5.4899,7.9001
157,103,0,0,12.5
158,103,0,0,12.24
159,103,0,0,17.93
160,103,0,0,19.92
161,103,0,0,18.75
162,103,0,0,16.35
163,103,0,0,13.94
164,103,0,0,12.5
165,103,0,0,18.31
166,103,0,0,16.07
167,103,0,0,18.75
168,103,0,0,0
169,103,0,0,12.5
170,104,0,0,18.75
171,104,0,0,18.75
172,104,0,11.4375,7.3125
173,104,0,0,18.75
174,104,0,0,18.75
175,104,0,0,18.75
176,104,0,0,18.75
177,104,0,0,14.06
178,104,0,0.292,14.308
179,104,0,0,18.75
180,104,0,0,18.75
181,104,0,0,0
182,104,0,0,0
183,104,0,0,18.75
184,104,0,0,18.75
185,104,0,0,17.14
186,104,0,0,18.75
187,104,0,0,14.58
188,104,0,0,12.78
189,104,0,0,14.23
190,104,0,0,14.99
191,104,0,0,12.41
192,104,0,0,17.26
193,104,0,0,14.27
194,104,0,0,12.5
195,104,0,0,18.75
196,104,0,0,12.5
197,104,0,0,18.75
198,104,0,0,12.5
199,104,0,0,14.27
200,104,0,0,12.5
201,104,0,0,12.5
202,104,0,0,18.3
203,104,0,0,12.5
204,104,0,0,13.8
205,104,0,0,12.5
206,104,0,0,12.94
207,104,0,0,16.1
208,104,0,0,12.99
209,104,0,0,6.55
210,104,0,0,6.75
211,105,0,0,18.75
212,105,0,0,7.81
213,105,2.9808,0,15.6492
214,105,1.263,8.841,2.526
215,105,9.7875,0,3.2625
216,105,0,0,11.33
217,105,0,0,6.85
218,105,0,0,12.18
219,105,8.4258,2.3103,2.8539
220,105,0,0,8.07
221,105,0,2.4544,6.9856
222,105,0,0,15.51
223,105,0,0,15.73
224,105,0,0,19.23
225,105,0,0,15.48
226,105,0,0,16.16
227,105,1.0416,0,5.4684
228,105,0,1.4463,14.6237
229,105,0,0,16.54
230,105,0,0,8.88
231,105,0,0,0
232,105,0,0,18.06
233,105,0,0,18.99
234,105,0,0,12.5
235,105,2.8644,3.069,4.3989
236,105,0,0,18.19
237,105,0,0,11.61
238,106,6,0,6.5
239,106,9.625,0,2.875
240,106,5.25,0,7.25
241,106,0.9604,0,12.7596
242,106,0,0,0
243,106,7.625,0,4.875
244,106,0,0,12.5
245,106,5.125,0,7.375
246,106,8.4018,0,4.3282
247,106,0,0,10.61
248,106,0,0,18.67
249,106,0,6.5,6
250,106,1.5588,0,11.4312
251,106,1.917,0,10.863
252,106,0,0,13.5
253,106,0,0,14.06
254,106,0,0,12.89
255,106,0,0,18.75
256,106,0,0.2574,12.6126
257,106,0,0,18.75
258,106,0,0,18.75
259,106,0,0,18.75
260,106,0,0,18.75
261,107,0,0,18.75
262,107,0,0,18.75
263,107,0,0,17.5
264,107,0,0,18.75
265,107,0,2.3522,10.0278
266,107,0.5,0.5,11.625
267,108,0,0,0
268,108,0,0,0
269,108,0,0,0
270,108,0,0,0
271,108,0,0,0
272,108,0,0,0
273,108,0,0,0
274,108,0,0,0
275,108,0,0,0
276,108,0,0,0
277,108,0,0,0
278,108,0,0,0
279,108,0,0,0
280,108,0,0,0
281,108,0,0,0
282,108,0,0,0
283,108,0,0,0
284,109,0,0,14.2
285,109,0,0,0
286,109,0,0,13.08
287,109,0,0,18.75
288,109,0,0,18.75
289,109,0,0,18.75
290,109,0,0,14.9
291,109,0,0,18.75
292,109,0,0,0
293,109,0,0,12.5
294,109,0,0,12.5
295,109,0,0,18.75
296,109,0,0,18.75
297,109,0,0,10.86
298,109,0,0,18.46
299,109,0,0,18.75
300,109,0,0,17.45
301,109,0,0,18.75
302,109,0,0,18.5
303,109,0,0,17.73
304,109,0,0,12.72
305,109,0,0,16.02
306,109,0,0,18.75
307,109,0,0,15.04
308,109,0,0,18.75
309,109,0,0,18.75
310,109,0,6.1875,12.5625
311,109,0,0,14.29
312,109,0,0,16.19
313,109,0,0,18.75
314,109,0,0,16.23
315,109,0,0,18.75
316,109,0,0,14.25
317,109,0,0,13.29
318,109,0,0,18.75
319,109,0,0,0
320,109,0,0,7.26
321,109,0,0,10.78
322,109,0,0,12.5
323,109,0,0,10.26
324,109,0,0.375,18.375
325,109,0,0,17.36
326,109,0,0,18.75
327,109,0,0,12.82
328,109,0,0,18.75
329,109,0,0,18.75
330,109,0,0,18.75
331,110,0.6804,0,9.0396
332,110,0,0,11.29
333,110,0,0,9.98
334,110,2.6004,1.5366,7.5648
335,110,9.9372,0,0.9828
336,110,0,0,10.89
337,110,3.875,0,8.625
338,110,3.9527,4.6342,5.0431
339,110,0,0,15.97
340,110,0,0,13.77
341,110,0,0,0
342,111,0,0,18.75
343,111,0,0,16.96
344,111,0,0,15.42
345,111,0,0,12.54
346,111,0,0,20.09
347,111,0,9.5067,5.5833
348,111,0,1.0178,13.5222
349,111,0,0,17.63
350,111,0,0,18.55
351,111,0,0,15.13
352,111,0,0,14.55
353,111,0,0,11.81
354,111,0,0,12.5
355,111,0,0,12.5
356,111,0,0,12.5
357,111,0,4.5771,19.5129
358,111,0,0,25
359,111,0,0,25
360,111,0,0,14.74
361,111,0,0,16.19
362,111,0,0,0
363,111,0,0,0
364,111,0,0,12.2
365,111,0,0,25
366,111,0,0,12.99
367,111,0,0,25
368,111,0,0,36.54
369,112,0,0,0
370,112,0,0,0
371,112,0,0,0
372,112,0,0,0
373,112,0,0,0
374,113,0,0,0
375,113,0,0,0
376,113,0,0,0
377,113,0,0,0
378,113,0,0,0
379,113,0,0,0
380,113,0,0,0
381,113,0,0,0
382,113,0,0,0
383,113,0,0,0
384,113,0,0,0
385,113,0,0,0
386,113,0,0,0
387,113,0,0,0
388,113,0,0,0
389,113,0,0,0
390,113,0,0,0
391,113,0,0,0
392,113,0,0,0
393,113,0,0,0
394,113,0,0,0
395,113,0,0,0
396,113,0,0,0
397,113,0,0,0
398,113,0,0,0
399,113,0,0,0
400,113,0,0,0
401,113,0,0,0
402,113,0,0,0
403,113,0,0,0
404,113,0,0,0
405,113,0,0,0
406,113,0,0,0
407,113,0,0,0
408,113,0,0,0
409,113,0,0,0
410,113,0,0,0
411,113,0,0,0
412,113,0,0,0
413,113,0,0,0
414,113,0,0,0
415,113,0,0,0
416,113,0,0,0
417,113,0,0,0
418,113,0,0,0
419,113,0,0,0
420,113,0,0,0
421,113,0,0,0
422,113,0,0,0
423,113,0,0,0
424,114,2.6172,7.7062,4.2166
425,114,0,0,11.36
426,114,0,0,12.5
427,114,0,0,20.83
428,114,0,0,12.27
429,114,0,0,0
430,114,0,0,18.25
431,114,0,0,7.81
432,114,0,0,15.83
433,114,0,0,19.26
434,114,0,2.4768,13.0032
435,114,0,0,16.41
436,114,0,0,13.04
437,114,0,1.0932,17.1268
438,114,0,0,14.01
439,114,0,0,0
440,114,0,0,12.5
441,114,0,0,17.33
442,114,0,0,12.74
443,114,0,0,18.75
444,114,0,0,21.88
445,114,0,0,0
446,115,0,0,0
447,115,0,0,0
448,115,0,0,0
449,115,0,0,0
450,115,0,0,0
451,115,0,0,0
452,115,0,0,0
453,115,0,0,0
454,115,0,0,0
455,115,0,0,0
456,115,0,0,0
457,115,0,0,0
458,115,0,0,0
459,115,0,0,0
460,115,0,0,0
461,115,0,0,0
462,115,0,0,0
463,115,0,0,0
464,115,0,0,0
465,115,0,0,0
466,115,0,0,0
467,115,0,0,0
468,115,0,0,0
469,115,0,0,0
470,115,0,0,0
471,115,0,0,0
472,115,0,0,0
473,115,0,0,0
474,116,0,0,0
475,116,0,0,0
476,116,0,0,0
477,116,0,0,0
478,117,0,0,0
479,117,0,0,18.75
480,117,0,0,0
481,117,0,0,18.75
482,117,0,0,18.75
483,117,0,0,18.75
484,117,0,0,14.57
485,117,0,1.25,11.25
486,117,0,0,12.5
487,117,0,0,18.75
488,117,0,0,16.16
489,117,0,0,18.75
490,117,0,0.1773,17.5527
491,117,0,0.7275,13.8225
492,117,0,0,18.75
493,117,0,8.375,4.125
494,117,0,0,15.99
495,117,0,9.7909,3.9991
496,117,0,0,16.1
497,117,0,7.8244,4.7956
498,117,0,0,13.88
499,117,0,7.3125,11.4375
500,117,0,0,0
501,117,0,0,16.84
502,117,0,0,12.5
503,117,0,0,0
504,117,0,0,13.45
505,117,0,0,12.5
506,117,0,0,12.5
507,117,0,0,12.5
508,118,11.16,0,0.84
509,118,2.008,0.753,9.789
510,118,0,0,16.33
511,118,0,0,10.34
512,118,0,0,10.49
513,118,0,0,10.31
514,118,0,0,12.09
515,118,1.45,2.61,10.44
516,118,12.2576,0,0.7824
517,118,0,0,13.27
518,118,6.2376,0,7.3224
519,118,0,0.8092,10.7508
520,118,0,0,11.75
521,118,0,0,12.5
522,118,0,0,12.82
523,118,0,0,13.1
524,118,0,0,14.02
525,118,0,0,0
526,118,0,0,0
527,118,0,0,12.5
528,118,0,0,0
529,118,0,0,12.5
530,118,0,0,11.8
531,118,0,0,14.96
532,118,0,0,12.5
533,118,0,0,0
534,118,0,0,12.5
535,119,0,0,12.5
536,119,0,0,12.5
537,119,0,0,12.5
538,119,0,0,12.5
539,119,0,0,0
540,119,0,0,11.44
541,119,0,0,17.19
542,119,0,0,15.36
543,119,0,1.256,11.304
544,119,0,0,11.61
545,119,0,0,12.78
546,119,0,0,12.5
547,119,0,0,6.75
548,119,0,0,12.5
549,119,0,0.6365,12.0935
550,119,0,0,12.5
551,119,0,0,4.98
552,119,0,0,12.5
553,119,0,0,13.64
554,119,0,0,12.71
555,119,0,0,18.75
556,119,0,0,12.5
557,119,0,0,12.5
558,119,0,0,12.5
559,119,0,0,0
560,119,0,0,14
561,119,0,0,12.5
562,119,0,0.5,12
563,119,0,0,18.75
564,119,0,0,6.65
565,119,0,0,16.32
566,119,0,0,12.5
567,119,0,0,12.5
568,119,0,0,0
569,119,0,0,12.5
570,119,0,0,0
571,119,0,0,18.48
572,119,0,0,0
573,119,0,0,12.5
574,201,0.6216,2.9008,17.1976
575,201,0,0,0
576,201,13.125,0,5.625
577,201,0,0,0
578,201,0,16.3371,6.6729
579,201,0,0,25
580,201,0,0,0
581,202,0.1738,0.869,16.511
582,202,0,0,0
583,202,0.5595,2.0515,16.039
584,202,0,0.6392,15.3408
585,202,0,0,0
586,202,0,0,6.45
587,202,0,0,0
588,202,0,0,0
589,202,0,0,0
590,202,0,0,18.27
591,202,0,0,0
592,202,0,0,0
593,202,0,0,0
594,202,0,0,18.75
595,202,0,0,18.75
596,202,0,0,0
597,202,0,0,0
598,202,0,0,18.75
599,202,0,0,0
600,202,0,0,18.75
601,202,0,0,0
602,202,0,0,18.75
603,202,0,0,18.75
604,202,0,0,18.75
605,202,0,0.5625,18.1875
606,202,0,0,18.75
607,202,0,0,18.75
608,202,0,0,18.75
609,202,0,0,0
610,202,0,0,18.75
611,202,0,0.5625,18.1875
612,202,0,0,18.75
613,202,14.25,0,4.5
614,202,11.625,0,7.125
615,202,0,0,18.75
616,202,0,0,0
617,202,0,0,0
618,202,0,0,0
619,202,0,0,0
620,202,15,0.9375,2.8125
621,202,9.375,9.375,0
622,202,0,0,0
623,202,0,0,18.75
624,202,0,0,18.75
625,202,13.125,0,5.625
626,202,0,0,18.75
627,202,0,0,18.75
628,202,0,0,8.08
629,202,0,0,18.75
630,202,7.3125,9.375,2.0625
631,202,0,0,18.75
632,202,0,0,18.75
633,202,0,0,15.28
634,202,0,0,0
635,202,0,15,3.75
636,202,0,15.375,3.375
637,202,0,0,18.75
638,203,1.548,3.096,12.556
639,203,0,0,0
640,203,0,0,0
641,203,0,0,0
642,203,12.5,0,0
643,204,0,0,18.75
644,204,0,4.9933,16.7167
645,204,0.7268,1.2719,16.1713
646,204,0,2.3338,14.3362
647,204,0,14.955,4.985
648,204,0,11.6544,6.5556
649,204,0,0.9846,15.4254
650,204,0,7.7836,9.9064
651,204,0,4.6875,14.0625
652,204,9.6472,3.7344,2.334
653,204,0,2.5656,18.8144
654,204,9.035,0,9.035
655,204,0,0,0
656,204,3.5912,0,1.7688
657,204,0,0,0
658,204,0,0,18.75
659,204,10.92,0,8.58
660,205,0,0,18.75
661,205,1.1315,3.3945,18.104
662,205,0,0,8.33
663,205,0,0,0
664,205,0,0,0
665,205,0,0,0
666,205,0,0,25
667,205,0,2.25,16.5
668,205,0,0,25
669,205,24.13,0,0
670,205,19.5,0,5.5
671,205,4.5866,0,19.5534
672,205,12.5,0,12.5
673,205,0,0,7.63
674,205,0.8586,0,13.4514
675,205,14.294,0.2042,5.7176
676,205,0,0,0
677,205,0,0,0
678,205,0,0,18.75
679,205,2.25,0,16.5
680,205,0,0,0
681,205,0,0,0
682,205,0,0,0
683,205,0,0,0
684,205,0,0,0
685,206,0.7664,1.7244,16.6692
686,206,18.75,0,0
687,206,1.6938,0,17.1262
688,206,0,0,18.5
689,206,0,0,0
690,206,0,2.1242,14.2158
691,206,0,0,0
692,206,0,0.4716,15.2484
693,206,0,0,18.75
694,206,0,0,6.75
695,206,0,3.6077,4.7823
696,206,0,0,0
697,206,0,0,0
698,206,0,0,0
699,206,0,0,18.75
700,206,0,0,0
701,206,0,0,0
702,206,0,0,18.75
703,206,0,0,0
704,206,0,0,18.75
705,206,0,0,0
706,206,0,0,18.75
707,206,0,0,0
708,206,0,0,0
709,206,0,0,0
710,206,0,0,18.75
711,206,0,0,15.63
712,206,0,0,0
713,206,0,0,0
714,206,0,0,0
715,206,0,0,0
716,207,0.2176,1.7408,19.8016
717,207,0,0,0
718,207,0,0,0
719,207,0,0,0
720,207,0,0,0
721,207,0,0,0
722,207,0,4.7082,17.7118
723,207,0,0,18.75
724,207,0,2.0724,15.1976
725,207,0,0,0
726,207,0,0,13.54
727,207,0,0,0
728,207,0,0,0
729,207,0,0,12.5
730,208,0,0,0
731,208,0,0,0
732,208,0,0,17.19
733,208,0,0,13.85
734,208,0.752,2.82,15.228
735,208,9.125,0,3.375
736,208,0,0,0
737,208,0,0,0
738,208,5.491,0,8.959
739,208,14.0211,0,3.2889
740,208,0,0,12.5
741,208,0,0,0
742,208,0,0,0
743,208,0,0,0
744,208,0,0,0
745,209,0.4436,1.9962,19.7402
746,209,0,0,0
747,209,0,0,18.62
748,209,4.169,0,14.781
749,209,0.7804,2.5363,15.9982
750,209,0,0,0
751,209,0,0,0
752,209,0,0,0
753,209,0,0,8.19
754,209,0,0,0
755,209,7.875,0,10.875
756,209,0.8152,1.8342,17.7306
757,209,2.4724,0,15.1876
758,209,14.4375,0,4.3125
759,209,4.3125,0,14.4375
760,209,0,0,13.75
761,209,2.2848,0.816,13.2192
762,209,0,0,18.75
763,209,0,0,0
764,209,0,0,0
765,209,0,0,18.75
766,209,6.75,0,12
767,209,10.08,0,2.52
768,209,0,2.3998,16.0602
769,209,0,0,18.92
770,209,0,0,23.4
771,209,0,0,0
772,209,8.1972,0,10.4328
773,209,11.3421,0,3.3879
774,209,0,0,18.75
775,209,8.4375,7.875,2.4375
776,209,13.125,0,5.625
777,209,10.384,0,2.596
778,209,1.2048,7.8312,5.8734
779,209,0,4.3125,14.4375
780,209,14.2116,0,4.0084
781,209,5.625,0,13.125
782,209,0,0,6.89
783,209,0,0,18.75
784,209,0,0.5514,17.8286
785,209,7.1448,0,6.5952
786,209,0,2.7885,15.8015
787,209,4.1162,0,14.5938
788,209,6.4925,0,12.0575
789,209,0,9.9375,8.8125
790,209,0,0,18.75
791,209,0,0,18.75
792,209,0,1.6506,16.6894
793,209,0,0,17.23
794,209,0,0,18.75
795,209,2.0625,0,16.6875
796,209,14.625,0,4.125
797,209,0,0,0
798,209,0,0,18.75
799,209,12.5625,0,6.1875
800,209,8.625,0,10.125
801,209,0,0,0
802,209,0,0,0
803,209,13.3125,0,5.4375
804,209,1.2943,0,17.1957
805,209,0,0,7.81
806,209,0,0,18.75
807,209,0,0,0
808,209,15,0,3.75
809,210,1.6288,1.4252,17.306
810,210,0,0,25
811,210,0,0,21.88
812,210,0,0,19.06
813,210,0,0,0
814,210,0,0,0
815,210,4.8024,0,15.2076
816,210,13.8882,0,3.6918
817,210,0,0,24.17
818,210,4.5,0,20.5
819,210,2.5,0,2.5
820,210,3.1875,0,15.5625
821,210,0.5016,0,16.2184
822,210,0,0,0
823,210,0,0,0
824,210,0,0,0
825,210,0.375,5.0625,13.3125
826,210,0,0,18.75
827,210,0,0,0
828,210,14.625,0,4.125
829,210,0,0,0
830,210,13.3125,0,5.4375
831,210,1.6875,0,17.0625
832,210,0,0.5625,18.1875
833,210,14.625,0,4.125
834,210,0,0,0
835,210,0,0,25
836,210,0,0,0
837,211,0.1914,3.0624,15.8862
838,211,0,0,0
839,211,0,0,0
840,211,0,0,12.5
841,211,0,0,0
842,211,0,0.734,13.946
843,211,0,0,17.9
844,211,0,0,22.51
845,211,0,0,0
846,211,0,0,0
847,211,0,0,12.5
848,211,0,0,0
849,211,0,0,18.75
850,211,0,1.7181,5.7519
851,211,0,0,0
852,211,0,0,12.5
853,211,0,0,18.75
854,211,0,0,20.15
855,211,0,0,0
856,211,0,0,18.75
857,211,0,0,18.33
858,211,0,0,20.05
859,211,0,4.6312,11.9088
860,211,0,0,16.81
861,211,0,0,19.47
862,211,0,0,12.5
863,211,0,0,18.75
864,211,0,0,18.56
865,211,0,0,18.75
866,211,0,0,18.75
867,211,0,0,12.2
868,211,4.257,6.063,2.58
869,211,0,0,18.75
870,211,0,0,19.92
871,211,0,0,12.75
872,211,0,3.875,8.625
873,211,0,0,15.32
874,211,0,2.093,14.007
875,211,0,0,21.14
876,211,0,0,19.84
877,211,0.1206,0.9648,10.9746
878,211,0,0,18.75
879,211,0,0,18.16
880,211,0,0,0
881,211,0,0,0
882,211,0,0,0
883,211,0.1955,0.391,18.9635
884,211,2.1462,4.4968,3.577
885,211,0,0,19.11
886,211,0,0,18.75
887,211,0,0,19.9
888,211,0,0,23.54
889,211,0,0,18.75
890,211,0,0,0
891,211,0,0,19.44
892,211,0,0,19.1
893,211,0,0,22.24
894,211,9,0,9.75
895,211,0,0,18.75
896,211,0,0,18.75
897,211,0,0,18.75
898,211,5.82,0,13.58
899,211,0,0,18.93
900,211,0,4.0672,9.0528
901,211,0,0,20.71
902,211,0,0,18.75
903,211,0,0,0
904,211,0,0,18.75
905,211,6.7861,0,1.8039
906,211,0,0,18.75
907,211,0,0,18.75
908,211,0,0,18.75
909,211,0,0,18.75
910,211,0,0,7.91
911,211,0,0,18.75
912,211,3.08,6.622,5.852
913,211,0,0,16.41
914,211,0,0,18.75
915,211,3.808,0.5712,14.6608
916,211,0,0,18.75
917,211,0,0,18.75
918,211,0,0.3814,18.6886
919,211,2.178,3.388,6.534
920,211,0,0,18.75
921,211,0,0,18.75
922,211,0,0,18.75
923,211,1.1669,0,15.5031
924,211,0,0,18.75
925,211,0,0,18.75
926,211,0,0,18.75
927,211,0,0,18.75
928,211,0,0,12.94
929,211,0,0,18.75
930,211,0.9228,0,14.4572
931,211,0,0,18.75
932,211,0,0,19.27
933,211,0,0,10.18
934,211,0,0,18.75
935,211,0,0,20.94
936,211,0,0,18.75
937,211,0,0,18.75
938,211,0,0,12.52
939,211,0,0,6.75
940,211,0,0,18.75
941,211,0,0,25
942,211,0,0,18.75
943,211,0,0,13.29
944,211,1.125,0,17.625
945,211,0,0,12.75
946,211,0,0,15.23
947,211,0,0,18.75
948,211,0,0,18.75
949,211,0,0.7944,12.4456
950,211,1.5392,0,17.7008
951,211,9.1875,0,9.5625
952,211,0,0,18.75
953,211,0,0,19.37
954,211,0,0,17.86
955,211,0,0,18.16
956,211,0,0,20.38
957,211,13.3125,0,5.4375
958,211,0,0,17.97
959,211,0,0,18.75
960,211,0,0,18.75
961,211,0,0,23.98
962,211,0,0,18.75
963,211,0,0,20.54
964,211,0,0,18.75
965,211,0,0,8.38
966,211,0,0,9.9
967,211,0,0,18.46
968,211,0,0,18.75
969,211,0,1.7172,17.3628
970,211,0,0,18.75
971,211,0,0,18.75
972,211,0,0,8.69
973,211,0,2.8875,10.8625
974,211,0,0,7.71
975,211,0,0.8632,9.9268
976,211,0,0,18.75
977,211,15.1875,0,3.5625
978,211,0,0,18.75
979,211,0,0,18.75
980,211,0,0,18.75
981,211,0,0,18.75
982,211,0,0,7.56
983,211,0,0.6888,16.5312
984,211,0,0,0
985,211,0,0,18.75
986,211,0,0,0
987,211,0,0,18.75
988,211,0,0,18.75
989,211,0,0,18.75
990,211,0,0,17
991,211,0,0,18.75
992,211,0,0,18.75
993,211,0,0,20.26
994,211,0,0,18.75
995,211,0,0,21.59
996,211,0,0,18.75
997,211,0,0,18.75
998,211,0,0,19.13
999,211,0,0,18.75
1000,211,0,0.8856,10.1844
1001,211,0,0,14.78
1002,211,0,0,18.75
1003,211,0,0,18.75
1004,211,0,9.5625,9.1875
1005,211,0,0,8.58
1006,211,0,0,22.33
1007,211,0,15,3.75
1008,211,0,0,22.08
1009,211,0,0,0
1010,211,0,0,23.96
1011,211,0,0,25
1012,211,0,0,18.75
1013,211,0,0,0
1014,211,0,0,0
1015,211,0,0,0
1016,211,0,0,0
1017,212,1.2411,0.7092,15.7797
1018,212,0,0,0
1019,212,0,0,18.75
1020,212,0,0,14.77
1021,212,0,0,0
1022,212,0,0,0
1023,212,0,0,0
1024,212,0,0,0
1025,212,0,0,0
1026,212,0,0,0
1027,212,0,0,0
1028,212,0,0,18.75
1029,212,0,0,0
1030,212,0,0,12.5
1031,212,0,0,18.75
1032,212,0,0,0
1033,212,0,0,0
1034,212,0,0,18.75
1035,212,0,0,19.61
1036,212,17.9166,0,5.0534
1037,212,0,0,19.2
1038,212,0,0,0
1039,212,0,0,18.75
1040,212,0,0,0
1041,212,0,0,0
1042,212,0,0,0
1043,212,0,0,24.96
1044,212,0,0,0
1045,212,0,0,0
1046,212,0,0,0
1047,212,0,0,18.75
1048,212,0,0,0
1049,212,0,0,0
1050,212,0,0,15.28
1051,212,0.6864,6.6924,9.7812
1052,212,4.264,0,3.936
1053,212,0,0.5568,18.0032
1054,212,11.25,0,7.5
1055,212,2.0625,0,16.6875
1056,212,1.6875,0,17.0625
1057,212,0,0,0
1058,212,0,0,0
1059,212,0,0,15.82
1060,212,0,0,0
1061,212,0,3.8619,14.5281
1062,212,0,0,18.75
1063,212,0,0,8.54
1064,212,0,0,18.75
1065,212,0,0,18.75
1066,212,14.4375,0,4.3125
1067,212,0,0,18.75
1068,212,0,0,18.75
1069,212,0,0,18.75
1070,212,0,1.6875,17.0625
1071,212,0,0,18.75
1072,212,10.8471,0,8.1829
1073,212,6.1875,0,12.5625
1074,212,0,0,18.87
1075,212,0,0,18.75
1076,212,0,0,18.75
1077,212,0,0,18.75
1078,212,0,0,18.75
1079,212,0,0,0
1080,212,0,0,0
1081,212,0,0,19
1082,212,0,0,0
1083,212,0,0,18.75
1084,212,0,0,16
1085,212,0,0,18.75
1086,212,0,0,0
1087,212,0,0,18.75
1088,212,0,0,18.75
1089,212,0,0,0
1090,212,0,0,0
1091,212,0,0,0
1092,212,0,0,0
1093,212,0,0,0
1094,212,0,0,0
1095,212,0,0,0
1096,212,0,0,0
1097,212,0,0,18.75
1098,212,0,0,0
1099,212,0,0,18.75
1100,212,0,0,18.75
1101,212,0,0,18.75
1102,212,0,0,18.75
1103,213,0.6351,1.4819,19.053
1104,213,2.6004,0,9.2196
1105,213,0,0,20
1106,213,0,0,20.58
1107,213,0,0,19.71
1108,213,0,0,20.4
1109,213,1.125,3.9375,13.6875
