CAA_ID,Muni_ID,uaa09,poly_sum,poly_corr,leaching_nha,correct_large,correct_small,total_leaching,leaching_large,leaching_small,leaching_gw
1,505,80156,92545,1163,1.4801229987792,0,35,1721.383,0,51.804304957272,1669.57869504273
2,505,80156,92545,36,1.73235369707303,0,0,62.365,0,0,62.365
3,505,80156,92545,2713,1.33783901512627,0,209,3629.557,0,279.60835416139,3349.94864583861
4,505,80156,92545,0,0,0,0,0,0,0,0
5,505,80156,92545,8923,1.13642402527991,48,1063,10140.312,54.5483532134357,1208.01873887255,8877.74490791402
6,505,80156,92545,16,1.15490246471536,0,0,18.478,0,0,18.478
7,505,80156,92545,152,1.73235369707303,0,0,263.318,0,0,263.318
8,505,80156,92545,0,0,0,0,0,0,0,0
9,505,80156,92545,62,1.00615102726002,0,0,62.381,0,0,62.381
10,505,80156,92545,945,1.66213562721834,0,0,1570.718,0,0,1570.718
11,505,80156,92545,88,1.73235369707303,0,0,152.447,0,0,152.447
12,505,80156,92545,43,0.701256776575164,0,0,30.154,0,0,30.154
13,505,80156,92545,3,1.73235369707303,0,0,5.197,0,0,5.197
14,505,80156,92545,1043,1.13734794725168,0,0,1186.254,0,0,1186.254
15,505,80156,92545,238,1.47365554497679,0,0,350.73,0,0,350.73
16,505,80156,92545,114,1.73235369707303,0,0,197.488,0,0,197.488
17,505,80156,92545,2567,1.50876457990414,0,325,3872.999,0,490.348488468846,3382.65051153115
18,505,80156,92545,55,1.15490246471536,0,0,63.52,0,0,63.52
19,505,80156,92545,77,1.73235369707303,0,0,133.391,0,0,133.391
20,505,80156,92545,46,1.73235369707303,0,0,79.688,0,0,79.688
21,505,80156,92545,50,0.478591581378044,0,0,23.93,0,0,23.93
22,505,80156,92545,3,0.971041992332672,0,0,2.913,0,0,2.913
23,505,80156,92545,18,1.73235369707303,0,0,31.182,0,0,31.182
24,505,80156,92545,149,1.15490246471536,0,43,172.08,0,49.6608059827603,122.41919401724
25,505,80156,92545,57433,1.50784065793237,226,4968,86599.813,340.771988692715,7490.95238860801,78768.0886226993
26,505,80156,92545,666,1.70463603791987,0,101,1135.288,0,172.168239829906,963.119760170093
27,505,80156,92545,107,1.73235369707303,0,0,185.362,0,0,185.362
28,505,80156,92545,93,1.73235369707303,0,0,161.109,0,0,161.109
29,505,80156,92545,173,1.73235369707303,2,0,299.697,3.46470739414607,0,296.232292605854
30,505,80156,92545,29,1.15490246471536,0,1,33.492,0,1.15490246471536,32.3370975352846
31,505,80156,92545,62,0.679082649252629,0,0,42.103,0,0,42.103
32,505,80156,92545,0,0,0,0,0,0,0,0
33,505,80156,92545,29,0.623647330946293,0,0,18.086,0,0,18.086
34,505,80156,92545,93,1.73235369707303,0,0,161.109,0,0,161.109
35,505,80156,92545,68,1.15490246471536,0,0,78.533,0,0,78.533
36,505,80156,92545,51,1.73235369707303,0,0,88.35,0,0,88.35
