Muni_ID,CAA_ID,full_ID,Muni,uaa99,poly_sum,poly_corr,lf99,ssnb,denit_nha,leaching_nha
101,1,1610101,Águeda,2918,8500,21,12.62755102,94.3474368692968,82.4336661425641,11.9137707267327
101,2,1610101,Águeda,2918,8500,13,12.03703704,94.3474368692968,82.9908009470489,11.3566359222479
101,3,1610101,Águeda,2918,8500,18,15.85365854,94.3474368692968,79.3899163867964,14.9575204825004
101,4,1610101,Águeda,2918,8500,14,11.1328125,94.3474368692968,83.8439136240821,10.5035232452147
101,5,1610101,Águeda,2918,8500,16,23.61111111,94.3474368692968,72.07095872065,22.2764781486468
101,6,1610101,Águeda,2918,8500,1,12.5,94.3474368692968,82.5540072606347,11.7934296086621
101,7,1610101,Águeda,2918,8500,19,16.13372093,94.3474368692968,79.1256847001965,15.2217521691003
101,8,1610101,Águeda,2918,8500,12,22.68518519,94.3474368692968,72.9445460934785,21.4028907758183
101,9,1610101,Águeda,2918,8500,11,12.01923077,94.3474368692968,83.007600706396,11.3398361629008
101,10,1610101,Águeda,2918,8500,13,17.1875,94.3474368692968,78.1314711573864,16.2159657119104
101,11,1610101,Águeda,2918,8500,88,16.03658537,94.3474368692968,79.2173296113452,15.1301072579516
101,12,1610101,Águeda,2918,8500,33,11.01973684,94.3474368692968,83.9505976110152,10.3968392582816
101,13,1610101,Águeda,2918,8500,15,15.45138889,94.3474368692968,79.7694474908745,14.5779893784223
101,14,1610101,Águeda,2918,8500,13,15.73275862,94.3474368692968,79.5039823624935,14.8434545068034
101,15,1610101,Águeda,2918,8500,33,11.52597403,94.3474368692968,83.472975797771,10.8744610715258
101,16,1610101,Águeda,2918,8500,15,18.75,94.3474368692968,76.6572924563036,17.6901444129932
101,17,1610101,Águeda,2918,8500,41,14.67105263,94.3474368692968,80.5056747511462,13.8417621181506
101,18,1610101,Águeda,2918,8500,10,11.53846154,94.3474368692968,83.4611941521572,10.8862427171396
101,19,1610101,Águeda,2918,8500,32,20.83333333,94.3474368692968,74.6917208580049,19.6557160112919
101,20,1610101,Águeda,2918,8500,28,15.38461538,94.3474368692968,79.8324465860672,14.5149902832296
101,21,1610101,Águeda,2918,8500,27,17.26190476,94.3474368692968,78.0612721734177,16.2861646958791
101,22,1610101,Águeda,2918,8500,20,6.388888889,94.3474368692968,88.319683958098,6.02775291119879
101,23,1610101,Águeda,2918,8500,35,13.42592593,94.3474368692968,81.6804198783715,12.6670169909253
101,24,1610101,Águeda,2918,8500,54,24.00793651,94.3474368692968,71.6965641269037,22.6508727423931
101,25,1610101,Águeda,2918,8500,37,17.36111111,94.3474368692968,77.9676735249811,16.3797633443157
101,26,1610101,Águeda,2918,8500,14,19.3359375,94.3474368692968,76.1044754433976,18.2429614258992
101,27,1610101,Águeda,2918,8500,12,2.916666667,94.3474368692968,91.5956366269612,2.75180024233565
101,28,1610101,Águeda,2918,8500,16,12.00657895,94.3474368692968,83.0195373742833,11.3278994950135
101,29,1610101,Águeda,2918,8500,28,17.98076923,94.3474368692968,77.3830419714086,16.9643948978882
101,30,1610101,Águeda,2918,8500,64,14.125,94.3474368692968,81.0208614115086,13.3265754577882
101,31,1610101,Águeda,2918,8500,12,23.95833333,94.3474368692968,71.7433634558394,22.6040734134574
