Muni_ID,ID,Muni,denit_nha,leaching_nha
1806,1651806,Mangualde,34.78444,4.40811
1808,1651808,Mortágua,190.55851,34.27175
1809,1651809,Nelas,25.72016,3.59085
1810,1651810,Oliveira de Frades,238.07704,42.4604
1811,1651811,Penalva do Castelo,29.20135,4.46863
1814,1651814,Santa Comba Dão,126.67721,18.41504
1816,1651816,São Pedro do Sul,56.27413,10.79802
1817,1651817,Sátão,48.76388,6.38102
1821,1651821,Tondela,74.66649,13.12118
1822,1651822,Vila Nova de Paiva,83.41764,10.03492
1823,1651823,Viseu,35.38721,4.68004
1824,1651824,Vouzela,121.13489,22.22244
1413,1661413,Mação,19.29942,3.96734
506,1660506,Oleiros,37.79273,12.90777
508,1660508,Proença-a-Nova,21.23897,5.6109
509,1660509,Sertã,28.38557,6.24796
510,1660510,Vila de Rei,26.94004,5.20169
905,1670905,Fornos de Algodres,31.23679,2.96205
906,1670906,Gouveia,10.41902,1.71791
912,1670912,Seia,15.49517,3.04551
902,1680902,Almeida,2.20243,0.3242
903,1680903,Celorico da Beira,9.94815,1.31745
904,1680904,Figueira de Castelo Rodrigo,11.58429,2.16863
907,1680907,Guarda,3.68526,0.51797
908,1680908,Manteigas,5.53515,2.07203
909,1680909,Mêda,17.46734,2.87008
910,1680910,Pinhel,6.88538,1.05742
911,1680911,Sabugal,2.72554,0.3977
913,1680913,Trancoso,18.75049,2.79013
502,1690502,Castelo Branco,9.08467,1.7507
505,1690505,Idanha-a-Nova,7.70949,1.4433
507,1690507,Penamacor,13.07562,2.43486
511,1690511,Vila Velha de Ródão,16.15514,3.26094
501,16A0501,Belmonte,16.53943,2.27211
503,16A0503,Covilhã,13.01151,2.31189
504,16A0504,Fundão,18.11204,2.987
1001,16B1001,Alcobaça,38.04598,10.24015
1101,16B1101,Alenquer,30.81117,7.09209
1102,16B1102,Arruda dos Vinhos,19.09287,5.09964
1005,16B1005,Bombarral,40.00317,10.6411
1104,16B1104,Cadaval,29.23365,8.18182
1006,16B1006,Caldas da Rainha,44.73111,11.92102
1108,16B1108,Lourinhã,93.5436,24.5567
1011,16B1011,Nazaré,31.775,5.79463
1012,16B1012,Óbidos,62.55468,15.07285
1014,16B1014,Peniche,65.91616,12.48176
1112,16B1112,Sobral de Monte Agraço,11.48056,2.78384
1113,16B1113,Torres Vedras,30.81297,6.52882
1401,16C1401,Abrantes,20.35368,3.2706
1402,16C1402,Alcanena,19.64883,5.41913
1408,16C1408,Constância,61.90618,10.15169
1410,16C1410,Entroncamento,51.88286,8.74675
1411,16C1411,Ferreira do Zêzere,156.80055,39.75529
1421,16C1421,Ourém,95.00543,21.8548
1417,16C1417,Sardoal,28.52328,5.1515
1418,16C1418,Tomar,28.83296,6.4971
1419,16C1419,Torres Novas,27.94367,7.00818
1420,16C1420,Vila Nova da Barquinha,80.33657,12.26216
1115,1711115,Amadora,1.23014,0.26232
1105,1711105,Cascais,39.49463,9.9644
1106,1711106,Lisboa,166.24552,0.26472
1107,1711107,Loures,31.04627,7.74604
1109,1711109,Mafra,15.05071,3.52164
1116,1711116,Odivelas,0,0
1110,1711110,Oeiras,73.11102,18.19041
1111,1711111,Sintra,22.58649,5.27616
1114,1711114,Vila Franca de Xira,49.10797,13.332
1502,1721502,Alcochete,15.56771,2.49766
1503,1721503,Almada,140.17047,44.57595
1504,1721504,Barreiro,2.51994,0.3364
1506,1721506,Moita,0,0
1507,1721507,Montijo,17.01679,2.4046
1508,1721508,Palmela,10.9108,1.60355
1510,1721510,Seixal,5.99075,0.84482
1511,1721511,Sesimbra,38.51562,6.64224
1512,1721512,Setúbal,17.25944,3.42634
1501,1811501,Alcácer do Sal,9.16134,1.82979
1505,1811505,Grândola,6.62293,1.24064
211,1810211,Odemira,9.83878,1.9683
1509,1811509,Santiago do Cacém,12.02271,2.44024
1513,1811513,Sines,12.79245,2.16068
1201,1821201,Alter do Chão,6.84233,3.0481
1202,1821202,Arronches,10.15701,2.11545
1203,1821203,Avis,13.30688,3.14794
1204,1821204,Campo Maior,21.39875,5.54791
1205,1821205,Castelo de Vide,19.34274,2.41222
1206,1821206,Crato,5.57817,0.77965
1207,1821207,Elvas,16.33331,3.38133
1208,1821208,Fronteira,16.60796,3.29144
1209,1821209,Gavião,6.51502,1.09601
1210,1821210,Marvão,11.7737,1.76735
1211,1821211,Monforte,7.02993,1.07003
707,1820707,Mora,9.871,2.01709
1212,1821212,Nisa,8.39721,1.22776
1213,1821213,Ponte de Sor,9.22424,1.53658
1214,1821214,Portalegre,6.39518,1.06446
701,1830701,Alandroal,8.13803,1.82018
702,1830702,Arraiolos,9.91445,1.96891
703,1830703,Borba,15.21525,3.62809
704,1830704,Estremoz,12.77039,3.00992
705,1830705,Évora,11.33385,2.46788
706,1830706,Montemor-o-Novo,7.93139,1.53891
708,1830708,Mourão,3.60144,0.7581
709,1830709,Portel,7.39111,1.95296
710,1830710,Redondo,9.43598,2.28655
711,1830711,Reguengos de Monsaraz,13.35993,3.50476
1215,1831215,Sousel,20.03385,5.21043
712,1830712,Vendas Novas,11.80933,2.38086
713,1830713,Viana do Alentejo,8.05683,1.79005
714,1830714,Vila Viçosa,7.29064,1.67601
201,1840201,Aljustrel,24.71407,6.45948
202,1840202,Almodôvar,5.5347,1.17209
203,1840203,Alvito,7.72304,1.60428
204,1840204,Barrancos,3.7778,0.8653
205,1840205,Beja,25.68179,7.50261
206,1840206,Castro Verde,12.04603,2.84635
207,1840207,Cuba,17.28511,4.7577
208,1840208,Ferreira do Alentejo,26.77796,6.19309
209,1840209,Mértola,6.72725,1.59286
210,1840210,Moura,16.07514,4.09721
212,1840212,Ourique,9.03087,1.95395
213,1840213,Serpa,19.27735,5.16226
214,1840214,Vidigueira,21.76828,6.15724
1403,1851403,Almeirim,47.74171,8.08444
1404,1851404,Alpiarça,56.36772,9.75513
1103,1851103,Azambuja,25.90774,6.41664
1405,1851405,Benavente,17.27366,3.62206
1406,1851406,Cartaxo,63.54641,14.68815
1407,1851407,Chamusca,16.43766,2.77574
1409,1851409,Coruche,14.93394,2.296
1412,1851412,Golegã,89.33475,19.26572
1414,1851414,Rio Maior,42.83726,9.50138
1415,1851415,Salvaterra de Magos,40.58976,7.27986
1416,1851416,Santarém,29.20716,7.39497
801,1500801,Albufeira,55.89842,14.86577
802,1500802,Alcoutim,15.71689,3.55112
803,1500803,Aljezur,12.68966,2.45773
804,1500804,Castro Marim,26.33104,6.01748
805,1500805,Faro,65.6668,16.7173
806,1500806,Lagoa,12.52435,2.7125
807,1500807,Lagos,16.04352,10.89898
808,1500808,Loulé,47.48776,11.20244
809,1500809,Monchique,16.30746,3.28166
810,1500810,Olhão,72.0165,17.78695
811,1500811,Portimão,28.95354,7.15656
812,1500812,São Brás de Alportel,20.84273,5.29206
813,1500813,Silves,51.47753,13.442
814,1500814,Tavira,42.28327,9.97925
815,1500815,Vila do Bispo,5.53326,1.3551
816,1500816,Vila Real de Santo António,21.41323,5.08506
