Muni_ID,CAA_ID,full_ID,Muni,uaa99,poly_sum,poly_corr,lf99,ssnb,denit_nha,leaching_nha
101,1,1610101,Águeda,2918,8500,21,12.62755102,54.13888149,47.3024666081929,6.83641488180709
101,2,1610101,Águeda,2918,8500,13,12.03703704,54.13888149,47.622164272007,6.516717217993
101,3,1610101,Águeda,2918,8500,18,15.85365854,54.13888149,45.5558880812001,8.58299340879986
101,4,1610101,Águeda,2918,8500,14,11.1328125,54.13888149,48.1117013241211,6.02718016587891
101,5,1610101,Águeda,2918,8500,16,23.61111111,54.13888149,41.3560900276849,12.7827914623151
101,6,1610101,Águeda,2918,8500,1,12.5,54.13888149,47.37152130375,6.76736018625
101,7,1610101,Águeda,2918,8500,19,16.13372093,54.13888149,45.40426543578,8.73461605422003
101,8,1610101,Águeda,2918,8500,12,22.68518519,54.13888149,41.8573759641989,12.2815055258011
101,9,1610101,Águeda,2918,8500,11,12.01923077,54.13888149,47.6318043874201,6.50707710257992
101,10,1610101,Águeda,2918,8500,13,17.1875,54.13888149,44.8337612339063,9.30512025609375
101,11,1610101,Águeda,2918,8500,88,16.03658537,54.13888149,45.456853541493,8.68202794850698
101,12,1610101,Águeda,2918,8500,33,11.01973684,54.13888149,48.1729192216825,5.96596226831747
101,13,1610101,Águeda,2918,8500,15,15.45138889,54.13888149,45.7736723702839,8.36520911971613
101,14,1610101,Águeda,2918,8500,13,15.73275862,54.13888149,45.6213419456104,8.51753954438956
101,15,1610101,Águeda,2918,8500,33,11.52597403,54.13888149,47.8988480693301,6.24003342066988
101,16,1610101,Águeda,2918,8500,15,18.75,54.13888149,43.987841210625,10.151040279375
101,17,1610101,Águeda,2918,8500,41,14.67105263,54.13888149,46.1961376933088,7.94274379669123
101,18,1610101,Águeda,2918,8500,10,11.53846154,54.13888149,47.8920874710902,6.24679401890983
101,19,1610101,Águeda,2918,8500,32,20.83333333,54.13888149,42.8599478480546,11.2789336419454
101,20,1610101,Águeda,2918,8500,28,15.38461538,54.13888149,45.8098228017295,8.32905868827051
101,21,1610101,Águeda,2918,8500,27,17.26190476,54.13888149,44.7934793290669,9.34540216093307
101,22,1610101,Águeda,2918,8500,20,6.388888889,54.13888149,50.6800085058565,3.45887298414349
101,23,1610101,Águeda,2918,8500,35,13.42592593,54.13888149,46.8702353618221,7.26864612817788
101,24,1610101,Águeda,2918,8500,54,24.00793651,54.13888149,41.1412531946567,12.9976282953433
101,25,1610101,Águeda,2918,8500,37,17.36111111,54.13888149,44.7397701208099,9.39911136919012
101,26,1610101,Águeda,2918,8500,14,19.3359375,54.13888149,43.6706212018945,10.4682602881055
101,27,1610101,Águeda,2918,8500,12,2.916666667,54.13888149,52.5598307796945,1.57905071030546
101,28,1610101,Águeda,2918,8500,16,12.00657895,54.13888149,47.6386539412562,6.50022754874379
101,29,1610101,Águeda,2918,8500,28,17.98076923,54.13888149,44.4042941455799,9.73458734442009
101,30,1610101,Águeda,2918,8500,64,14.125,54.13888149,46.4917644795375,7.6471170104625
101,31,1610101,Águeda,2918,8500,12,23.95833333,54.13888149,41.1681078014921,12.9707736885079
101,32,1610101,Águeda,2918,8500,55,15.74427481,54.13888149,45.6151072091542,8.52377428084582
101,33,1610101,Águeda,2918,8500,12,22.76785714,54.13888149,41.8126182951629,12.3262631948371
101,34,1610101,Águeda,2918,8500,16,23.19078947,54.13888149,41.5836474622413,12.5552340277587
101,35,1610101,Águeda,2918,8500,18,13.63636364,54.13888149,46.756306739395,7.38257475060505
101,36,1610101,Águeda,2918,8500,32,18.18910256,54.13888149,44.2915048109471,9.84737667905295
101,37,1610101,Águeda,2918,8500,0,12.5,54.13888149,0,0
101,38,1610101,Águeda,2918,8500,2,12.5,54.13888149,47.37152130375,6.76736018625
101,39,1610101,Águeda,2918,8500,28,17.61363636,54.13888149,44.6030557749801,9.53582571501995
101,40,1610101,Águeda,2918,8500,13,14.71774194,54.13888149,46.1708606230994,7.96802086690063
101,41,1610101,Águeda,2918,8500,11,18.75,54.13888149,43.987841210625,10.151040279375
101,42,1610101,Águeda,2918,8500,15,12.33552632,54.13888149,47.4605655144474,6.67831597555256
101,43,1610101,Águeda,2918,8500,12,12.93103448,54.13888149,47.1381640574418,7.00071743255824
101,44,1610101,Águeda,2918,8500,46,17.02981651,54.13888149,44.9191293116867,9.21975217831335
101,45,1610101,Águeda,2918,8500,24,18.98148148,54.13888149,43.8625197264965,10.2763617635035
101,46,1610101,Águeda,2918,8500,26,19.55645161,54.13888149,43.5512373292129,10.5876441607871
101,47,1610101,Águeda,2918,8500,26,21.08050847,54.13888149,42.7261299919373,11.4127514980627
101,48,1610101,Águeda,2918,8500,15,15.625,54.13888149,45.6796812571875,8.4592002328125
101,49,1610101,Águeda,2918,8500,22,22.47596154,54.13888149,41.9706473081214,12.1682341818786
101,50,1610101,Águeda,2918,8500,22,11.625,54.13888149,47.8452365167875,6.2936449732125
101,51,1610101,Águeda,2918,8500,12,15.20833333,54.13888149,45.9052599318671,8.23362155813287
101,52,1610101,Águeda,2918,8500,37,20.3125,54.13888149,43.1419211873437,10.9969603026562
101,53,1610101,Águeda,2918,8500,244,15.77690972,54.13888149,45.5974390339049,8.54144245609509
