Muni_ID,CAA_ID,Full_ID,Muni,uaa09,poly_sum,poly_corr,lf09,ssnb,denit_nha,leaching_nha
101,74,1610101,�gueda,1903,5652,13,7.66,36.1322440497526,33.3645141555416,2.76772989421105
101,75,1610101,�gueda,1903,5652,12,11.91,36.1322440497526,31.8288937834271,4.30335026632554
101,76,1610101,�gueda,1903,5652,742,12.85,36.1322440497526,31.4892506893594,4.64299336039321
101,77,1610101,�gueda,1903,5652,18,14.38,36.1322440497526,30.9364273553982,5.19581669435442
101,78,1610101,�gueda,1903,5652,150,14.55,36.1322440497526,30.8750025405136,5.257241509239
101,79,1610101,�gueda,1903,5652,14,8.93,36.1322440497526,32.9056346561097,3.22660939364291
101,80,1610101,�gueda,1903,5652,15,20.61,36.1322440497526,28.6853885510986,7.44685549865401
101,81,1610101,�gueda,1903,5652,19,15.16,36.1322440497526,30.6545958518101,5.4776481979425
101,82,1610101,�gueda,1903,5652,1,12.5,36.1322440497526,31.6157135435335,4.51653050621908
101,83,1610101,�gueda,1903,5652,0,12.5,36.1322440497526,0,0
101,84,1610101,�gueda,1903,5652,11,12.02,36.1322440497526,31.7891483149723,4.34309573478026
101,85,1610101,�gueda,1903,5652,12,15.83,36.1322440497526,30.4125098166768,5.71973423307584
101,86,1610101,�gueda,1903,5652,87,15.14,36.1322440497526,30.6618223006201,5.47042174913254
101,87,1610101,�gueda,1903,5652,32,10.39,36.1322440497526,32.3781038929833,3.7541401567693
101,88,1610101,�gueda,1903,5652,15,14.11,36.1322440497526,31.0339844143325,5.09825963542009
101,89,1610101,�gueda,1903,5652,12,14.38,36.1322440497526,30.9364273553982,5.19581669435442
101,90,1610101,�gueda,1903,5652,32,11.33,36.1322440497526,32.0384607989156,4.09378325083697
101,91,1610101,�gueda,1903,5652,15,18.06,36.1322440497526,29.6067607743673,6.52548327538532
101,92,1610101,�gueda,1903,5652,16,15.26,36.1322440497526,30.6184636077604,5.51378044199225
101,93,1610101,�gueda,1903,5652,40,14.18,36.1322440497526,31.0086918434977,5.12355220625492
101,94,1610101,�gueda,1903,5652,66,14.3,36.1322440497526,30.965333150638,5.16691089911462
101,95,1610101,�gueda,1903,5652,10,11.14,36.1322440497526,32.1071120626102,4.02513198714244
101,96,1610101,�gueda,1903,5652,31,20.39,36.1322440497526,28.764879488008,7.36736456174455
101,97,1610101,�gueda,1903,5652,27,14.58,36.1322440497526,30.8641628672987,5.26808118245393
101,98,1610101,�gueda,1903,5652,12,18.1,36.1322440497526,29.5923078767474,6.53993617300522
101,99,1610101,�gueda,1903,5652,20,5.47,36.1322440497526,34.1558103002311,1.97643374952147
101,100,1610101,�gueda,1903,5652,25,18.75,36.1322440497526,29.357448290424,6.77479575932861
101,101,1610101,�gueda,1903,5652,13,19.51,36.1322440497526,29.0828432356459,7.04940081410673
101,102,1610101,�gueda,1903,5652,11,18.75,36.1322440497526,29.357448290424,6.77479575932861
101,103,1610101,�gueda,1903,5652,63,13.69,36.1322440497526,31.1857398393415,4.94650421041113
101,104,1610101,�gueda,1903,5652,80,13.72,36.1322440497526,31.1749001661266,4.95734388362606
101,105,1610101,�gueda,1903,5652,11,23.06,36.1322440497526,27.8001485718797,8.33209547787295
101,106,1610101,�gueda,1903,5652,31,18.23,36.1322440497526,29.5453359594827,6.5869080902699
101,107,1610101,�gueda,1903,5652,2,12.5,36.1322440497526,31.6157135435335,4.51653050621908
101,108,1610101,�gueda,1903,5652,2,12.5,36.1322440497526,31.6157135435335,4.51653050621908
101,109,1610101,�gueda,1903,5652,28,17.17,36.1322440497526,29.9283377464101,6.20390630334252
101,110,1610101,�gueda,1903,5652,121,14.8,36.1322440497526,30.7846719303892,5.34757211936339
101,111,1610101,�gueda,1903,5652,11,14.22,36.1322440497526,30.9942389458778,5.13800510387482
101,112,1610101,�gueda,1903,5652,23,20.45,36.1322440497526,28.7432001415782,7.38904390817441
101,113,1610101,�gueda,1903,5652,12,18.1,36.1322440497526,29.5923078767474,6.53993617300522
101,114,1610101,�gueda,1903,5652,16,18.75,36.1322440497526,29.357448290424,6.77479575932861
101,115,1610101,�gueda,1903,5652,12,16.74,36.1322440497526,30.083706395824,6.04853765392859
101,116,1610101,�gueda,1903,5652,1,18.75,36.1322440497526,29.357448290424,6.77479575932861
101,117,1610101,�gueda,1903,5652,15,16.05,36.1322440497526,30.3330188797673,5.79922516998529
101,118,1610101,�gueda,1903,5652,4,18.75,36.1322440497526,29.357448290424,6.77479575932861
102,119,1610102,ALBERGARIA-A-VELHA,2103,5313,0,12.5,46.8121657952818,0,0
102,120,1610102,ALBERGARIA-A-VELHA,2103,5313,70,9.09,46.8121657952818,42.5569399244907,4.25522587079112
102,121,1610102,ALBERGARIA-A-VELHA,2103,5313,15,8.87,46.8121657952818,42.6599266892403,4.1522391060415
102,122,1610102,ALBERGARIA-A-VELHA,2103,5313,17,18.75,46.8121657952818,38.0348847086665,8.77728108661534
102,123,1610102,ALBERGARIA-A-VELHA,2103,5313,40,11.81,46.8121657952818,41.283649014859,5.52851678042278
102,124,1610102,ALBERGARIA-A-VELHA,2103,5313,38,13.97,46.8121657952818,40.2725062336809,6.53965956160087
102,125,1610102,ALBERGARIA-A-VELHA,2103,5313,18,16.86,46.8121657952818,38.9196346421973,7.89253115308451
102,126,1610102,ALBERGARIA-A-VELHA,2103,5313,22,10.51,46.8121657952818,41.8922071701977,4.91995862508412
102,127,1610102,ALBERGARIA-A-VELHA,2103,5313,40,18.97,46.8121657952818,37.9318979439169,8.88026785136496
102,128,1610102,ALBERGARIA-A-VELHA,2103,5313,38,11.08,46.8121657952818,41.6253778251646,5.18678797011722
102,129,1610102,ALBERGARIA-A-VELHA,2103,5313,13,8.84,46.8121657952818,42.6739703389789,4.13819545630291
102,130,1610102,ALBERGARIA-A-VELHA,2103,5313,1520,11.97,46.8121657952818,41.2087495495866,5.60341624569523
102,131,1610102,ALBERGARIA-A-VELHA,2103,5313,0,25,46.8121657952818,0,0
102,132,1610102,ALBERGARIA-A-VELHA,2103,5313,17,12.84,46.8121657952818,40.8014837071676,6.01068208811418
102,133,1610102,ALBERGARIA-A-VELHA,2103,5313,49,12.63,46.8121657952818,40.8997892553377,5.91237653994409
102,134,1610102,ALBERGARIA-A-VELHA,2103,5313,25,9.43,46.8121657952818,42.3977785607867,4.41438723449507
102,135,1610102,ALBERGARIA-A-VELHA,2103,5313,69,17.24,46.8121657952818,38.7417484121752,8.07041738310658
102,136,1610102,ALBERGARIA-A-VELHA,2103,5313,38,18.36,46.8121657952818,38.2174521552681,8.59471364001374
102,137,1610102,ALBERGARIA-A-VELHA,2103,5313,28,13.05,46.8121657952818,40.7031781589975,6.10898763628428
102,138,1610102,ALBERGARIA-A-VELHA,2103,5313,46,12.3,46.8121657952818,41.0542694024621,5.75789639281966
103,139,1610103,ANADIA,3446,2397,39,13.69,33.1073286285608,28.5749353393108,4.53239328924997
103,140,1610103,ANADIA,3446,2397,91,17.86,33.1073286285608,27.1943597354998,5.91296889306096
103,141,1610103,ANADIA,3446,2397,168,18.82,33.1073286285608,26.8765293806657,6.23079924789514
