"","Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","sum"
"62",1708,"1171708","Peso da Régua",0,0,4,0,0,0,4
"63",1710,"1171710","Sabrosa",11,0,0,0,0,0,11
"64",1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0
"65",1815,"1171815","São João da Pesqueira",0,0,1,0,0,0,1
"66",1818,"1171818","Sernancelhe",12,0,71,1,0,0,84
"67",1819,"1171819","Tabuaço",2,0,1,0,0,0,3
"68",1820,"1171820","Tarouca",19,0,50,0,0,0,69
"69",409,"1170409","Torre de Moncorvo",0,0,4,0,0,0,4
"70",410,"1170410","Vila Flor",3,0,3,0,0,0,6
"71",914,"1170914","Vila Nova de Foz Côa",8,0,0,0,0,0,8
"72",1714,"1171714","Vila Real",438,0,15,0,0,0,453
"73",401,"1180401","Alfândega da Fé",0,0,16,0,0,0,16
"74",1702,"1181702","Boticas",23,0,0,0,0,0,23
"75",402,"1180402","Bragança",71,0,399,0,3,0,474
"76",1703,"1181703","Chaves",885,0,249,81,0,0,1214
"77",405,"1180405","Macedo de Cavaleiros",7,0,41,4,0,0,52
"78",406,"1180406","Miranda do Douro",9,0,106,0,0,0,115
"79",407,"1180407","Mirandela",40,0,12,25,0,0,77
"80",408,"1180408","Mogadouro",66,0,121,30,0,0,217
"81",1706,"1181706","Montalegre",142,0,79,11,0,0,232
"82",1707,"1181707","Murça",2,0,0,0,0,0,2
"83",1712,"1181712","Valpaços",187,0,67,0,22,0,277
"84",1713,"1181713","Vila Pouca de Aguiar",117,0,258,0,0,0,375
"85",411,"1180411","Vimioso",32,0,41,0,0,0,73
"86",412,"1180412","Vinhais",14,0,19,0,0,0,33
"87",101,"1610101","Águeda",16,0,176,169,0,0,361
"88",102,"1610102","Albergaria-a-Velha",101,0,409,136,0,0,646
"89",103,"1610103","Anadia",8,0,51,128,0,0,187
"90",105,"1610105","Aveiro",32,0,189,167,0,0,388
"91",108,"1610108","Estarreja",14,0,1153,350,0,0,1517
"92",110,"1610110","Ílhavo",0,0,125,18,0,0,142
"93",111,"1610111","Mealhada",11,0,11,91,0,0,113
"94",112,"1610112","Murtosa",0,0,494,355,0,0,849
"95",114,"1610114","Oliveira do Bairro",7,0,261,0,8,0,277
"96",115,"1610115","Ovar",109,0,814,53,0,0,976
"97",117,"1610117","Sever do Vouga",80,0,23,0,0,0,103
"98",118,"1610118","Vagos",5,0,731,207,0,0,944
"99",602,"1620602","Cantanhede",11,0,1265,80,0,0,1355
"100",603,"1620603","Coimbra",94,0,16,0,0,0,110
"101",604,"1620604","Condeixa-a-Nova",49,0,4,0,0,0,53
"102",605,"1620605","Figueira da Foz",23,0,483,38,29,0,573
"103",608,"1620608","Mira",0,0,331,134,139,0,604
"104",610,"1620610","Montemor-o-Velho",296,0,797,91,0,0,1183
"105",613,"1620613","Penacova",19,0,3,0,0,0,22
"106",615,"1620615","Soure",8,0,21,35,0,0,64
"107",1004,"1631004","Batalha",2,0,2,0,0,0,5
"108",1009,"1631009","Leiria",500,0,99,60,310,0,969
"109",1010,"1631010","Marinha Grande",4,0,4,0,0,0,9
"110",1015,"1631015","Pombal",140,0,127,30,0,0,297
"111",1016,"1631016","Porto de Mós",0,0,0,0,0,0,0
"112",1002,"1641002","Alvaiázere",7,0,64,0,0,0,71
"113",1003,"1641003","Ansião",0,0,7,0,0,0,7
"114",601,"1640601","Arganil",16,0,10,0,0,0,26
"115",1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0
"116",1008,"1641008","Figueiró dos Vinhos",0,0,0,0,0,0,0
"117",606,"1640606","Góis",50,0,0,0,0,0,50
"118",607,"1640607","Lousã",0,0,0,0,0,0,0
"119",609,"1640609","Miranda do Corvo",5,0,11,0,0,0,16
"120",611,"1640611","Oliveira do Hospital",167,0,468,0,0,0,635
"121",612,"1640612","Pampilhosa da Serra",19,0,10,0,0,0,29
"122",1013,"1641013","Pedrógão Grande",0,0,0,0,0,0,0
"123",614,"1640614","Penela",3,0,33,27,0,0,63
"124",616,"1640616","Tábua",23,0,180,0,0,0,203
"125",617,"1640617","Vila Nova de Poiares",0,0,0,0,0,0,0
"126",901,"1650901","Aguiar da Beira",63,0,423,0,0,0,486
"127",1802,"1651802","Carregal do Sal",0,0,56,0,0,0,56
"128",1803,"1651803","Castro Daire",199,0,21,0,0,0,219
"129",1806,"1651806","Mangualde",86,0,627,3,0,0,716
"130",1808,"1651808","Mortágua",13,0,3,0,0,0,16
"131",1809,"1651809","Nelas",24,0,221,20,0,0,265
"132",1810,"1651810","Oliveira de Frades",115,0,71,0,0,0,186
"133",1811,"1651811","Penalva do Castelo",81,0,74,3,0,0,158
"134",1814,"1651814","Santa Comba Dão",4,0,104,0,0,0,107
"135",1816,"1651816","São Pedro do Sul",252,0,37,11,0,0,299
"136",1817,"1651817","Sátão",52,0,54,0,0,0,106
"137",1821,"1651821","Tondela",291,0,177,0,0,0,469
"138",1822,"1651822","Vila Nova de Paiva",76,0,17,0,0,0,92
"139",1823,"1651823","Viseu",206,0,92,3,6,0,308
"140",1824,"1651824","Vouzela",72,0,94,2,0,0,168
"141",1413,"1661413","Mação",5,0,22,0,0,0,27
"142",506,"1660506","Oleiros",19,0,26,0,0,0,45
"143",508,"1660508","Proença-a-Nova",38,0,25,0,0,0,63
"144",509,"1660509","Sertã",12,0,56,0,0,0,68
"145",510,"1660510","Vila de Rei",5,0,0,0,0,0,5
"146",905,"1670905","Fornos de Algodres",86,0,308,8,0,0,401
"147",906,"1670906","Gouveia",113,0,159,0,0,0,272
"148",912,"1670912","Seia",160,0,677,1,0,0,839
"149",902,"1680902","Almeida",50,0,105,0,0,0,155
"150",903,"1680903","Celorico da Beira",134,0,419,51,0,0,604
"151",904,"1680904","Figueira de Castelo Rodrigo",2,0,0,40,0,0,42
"152",907,"1680907","Guarda",259,0,252,12,0,0,523
"153",908,"1680908","Manteigas",15,0,183,0,0,0,197
"154",909,"1680909","Meda",17,0,64,8,0,0,88
"155",910,"1680910","Pinhel",22,0,201,15,0,0,238
"156",911,"1680911","Sabugal",88,0,63,27,0,0,178
"157",913,"1680913","Trancoso",86,0,678,0,0,0,764
"158",502,"1690502","Castelo Branco",356,0,1253,300,109,0,2019
"159",505,"1690505","Idanha-a-Nova",109,0,452,95,1049,0,1704
"160",507,"1690507","Penamacor",18,0,133,52,0,0,202
"161",511,"1690511","Vila Velha de Ródão",11,0,261,2,32,0,305
"162",501,"16A0501","Belmonte",6,0,93,92,60,0,251
"163",503,"16A0503","Covilhã",251,0,181,237,181,0,849
"164",504,"16A0504","Fundão",412,0,793,419,100,0,1724
"165",1001,"16B1001","Alcobaça",1,0,27,3,44,0,75
"166",1101,"16B1101","Alenquer",4,0,0,0,0,0,4
"167",1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0,0
"168",1005,"16B1005","Bombarral",0,0,0,0,0,0,0
"169",1104,"16B1104","Cadaval",0,0,0,0,0,0,0
"170",1006,"16B1006","Caldas da Rainha",0,0,0,0,0,0,0
"171",1108,"16B1108","Lourinhã",0,0,0,0,0,0,0
"172",1011,"16B1011","Nazaré",0,0,4,38,37,0,79
"173",1012,"16B1012","Óbidos",1,0,1,0,0,0,2
"174",1014,"16B1014","Peniche",0,0,1,0,0,0,1
"175",1112,"16B1112","Sobral de Monte Agraço",5,0,2,0,0,0,7
"176",1113,"16B1113","Torres Vedras",20,0,2,6,0,0,28
"177",1401,"16C1401","Abrantes",18,0,9,0,0,0,26
"178",1402,"16C1402","Alcanena",0,0,0,4,0,0,4
"179",1408,"16C1408","Constância",0,0,0,0,0,0,0
"180",1410,"16C1410","Entroncamento",0,0,0,0,0,0,0
"181",1411,"16C1411","Ferreira do Zêzere",4,0,0,0,0,0,4
"182",1421,"16C1421","Ourém",139,0,74,0,0,0,213
"183",1417,"16C1417","Sardoal",0,0,10,0,0,0,10
"184",1418,"16C1418","Tomar",0,0,13,1,49,0,63
"185",1419,"16C1419","Torres Novas",0,0,3,0,0,0,3
"186",1420,"16C1420","Vila Nova da Barquinha",1,0,3,0,0,0,4
"187",1115,"1711115","Amadora",0,0,0,0,0,0,0
"188",1105,"1711105","Cascais",0,0,0,0,0,0,0
"189",1106,"1711106","Lisboa",0,0,0,0,0,0,0
"190",1107,"1711107","Loures",1,0,0,0,0,0,1
"191",1109,"1711109","Mafra",2,0,5,0,0,0,7
"192",1116,"1711116","Odivelas",0,0,0,0,0,0,0
"193",1110,"1711110","Oeiras",0,0,0,0,0,0,0
"194",1111,"1711111","Sintra",0,0,14,2,0,0,16
"195",1114,"1711114","Vila Franca de Xira",29,0,0,12,258,0,299
"196",1502,"1721502","Alcochete",0,0,10,0,16,0,25
"197",1503,"1721503","Almada",0,0,1,0,0,0,1
"198",1504,"1721504","Barreiro",0,0,3,0,0,0,3
"199",1506,"1721506","Moita",0,0,31,408,0,0,439
"200",1507,"1721507","Montijo",0,0,0,0,0,0,0
"201",1508,"1721508","Palmela",0,0,54,276,192,0,521
"202",1510,"1721510","Seixal",0,0,2,0,0,0,2
"203",1511,"1721511","Sesimbra",0,0,3,3,0,0,5
"204",1512,"1721512","Setúbal",0,0,6,6,0,0,11
"205",1501,"1811501","Alcácer do Sal",0,0,12,7,86,0,106
"206",1505,"1811505","Grândola",6,0,44,36,117,0,202
"207",211,"1810211","Odemira",171,0,13,264,698,0,1146
"208",1509,"1811509","Santiago do Cacém",6,0,35,0,0,0,41
"209",1513,"1811513","Sines",0,0,0,32,0,0,32
"210",1201,"1821201","Alter do Chão",0,0,6,0,18,0,24
"211",1202,"1821202","Arronches",0,0,0,0,0,0,0
"212",1203,"1821203","Avis",0,0,0,0,206,0,206
"213",1204,"1821204","Campo Maior",0,0,0,0,0,0,0
"214",1205,"1821205","Castelo de Vide",0,0,4,0,0,0,4
"215",1206,"1821206","Crato",0,0,0,66,4,0,70
"216",1207,"1821207","Elvas",0,0,27,0,212,0,239
"217",1208,"1821208","Fronteira",0,0,0,0,72,0,72
"218",1209,"1821209","Gavião",0,0,16,0,0,0,16
"219",1210,"1821210","Marvão",0,0,17,0,0,0,17
"220",1211,"1821211","Monforte",0,0,0,0,32,0,32
"221",707,"1820707","Mora",0,0,0,0,28,0,28
"222",1212,"1821212","Nisa",0,0,127,0,0,0,127
"223",1213,"1821213","Ponte de Sor",20,0,3,8,21,0,52
"224",1214,"1821214","Portalegre",13,0,40,4,44,0,102
"225",701,"1830701","Alandroal",0,0,0,0,0,0,0
"226",702,"1830702","Arraiolos",0,0,0,24,181,0,205
"227",703,"1830703","Borba",0,0,0,0,0,0,0
"228",704,"1830704","Estremoz",13,0,0,0,30,0,43
"229",705,"1830705","Évora",0,0,0,0,205,0,205
"230",706,"1830706","Montemor-o-Novo",5,0,3,35,797,0,840
"231",708,"1830708","Mourão",0,0,0,0,0,0,0
"232",709,"1830709","Portel",0,0,0,0,157,0,157
"233",710,"1830710","Redondo",0,0,0,0,15,0,15
"234",711,"1830711","Reguengos de Monsaraz",0,0,0,0,0,0,0
"235",1215,"1831215","Sousel",0,0,0,0,59,0,59
"236",712,"1830712","Vendas Novas",0,0,0,21,24,0,45
"237",713,"1830713","Viana do Alentejo",0,0,0,4,64,0,68
"238",714,"1830714","Vila Viçosa",0,0,0,0,0,0,0
"239",201,"1840201","Aljustrel",0,0,0,0,66,0,66
"240",202,"1840202","Almodôvar",1,0,0,0,0,0,1
"241",203,"1840203","Alvito",0,0,0,0,0,0,0
"242",204,"1840204","Barrancos",0,0,0,0,0,0,0
"243",205,"1840205","Beja",0,0,0,0,0,0,0
"244",206,"1840206","Castro Verde",0,0,0,0,0,0,0
"245",207,"1840207","Cuba",0,0,0,0,0,0,0
"246",208,"1840208","Ferreira do Alentejo",0,0,1,77,92,0,169
"247",209,"1840209","Mértola",0,0,0,0,0,0,0
"248",210,"1840210","Moura",0,0,0,0,0,0,0
"249",212,"1840212","Ourique",25,0,0,12,137,0,174
"250",213,"1840213","Serpa",0,0,0,0,3,0,3
"251",214,"1840214","Vidigueira",0,0,0,0,11,0,11
"252",1403,"1851403","Almeirim",12,0,0,1,12,0,26
"253",1404,"1851404","Alpiarça",0,0,0,0,0,0,0
"254",1103,"1851103","Azambuja",0,0,1,11,6,0,18
"255",1405,"1851405","Benavente",20,0,4,13,1520,0,1556
"256",1406,"1851406","Cartaxo",8,0,0,0,0,0,8
"257",1407,"1851407","Chamusca",1,0,245,0,0,0,246
"258",1409,"1851409","Coruche",222,0,60,14,215,0,512
"259",1412,"1851412","Golegã",0,0,0,0,0,0,0
"260",1414,"1851414","Rio Maior",0,0,0,14,36,0,50
"261",1415,"1851415","Salvaterra de Magos",7,0,0,0,76,0,83
"262",1416,"1851416","Santarém",5,0,18,0,113,0,135
"263",801,"1500801","Albufeira",0,0,0,0,0,0,0
"264",802,"1500802","Alcoutim",0,0,6,0,0,0,6
"265",803,"1500803","Aljezur",12,0,5,93,0,0,109
"266",804,"1500804","Castro Marim",3,0,1,0,0,0,4
"267",805,"1500805","Faro",0,0,0,0,0,0,0
"268",806,"1500806","Lagoa",0,0,0,1,0,0,1
"269",807,"1500807","Lagos",3,0,6,0,0,0,8
"270",808,"1500808","Loulé",2,0,0,0,0,0,2
"271",809,"1500809","Monchique",8,0,8,0,0,0,16
"272",810,"1500810","Olhão",0,0,1,0,0,0,1
"273",811,"1500811","Portimão",1,0,3,0,0,0,4
"274",812,"1500812","São Brás de Alportel",0,0,0,0,0,0,0
"275",813,"1500813","Silves",6,0,8,0,0,0,14
"276",814,"1500814","Tavira",0,0,5,0,0,0,5
"277",815,"1500815","Vila do Bispo",0,0,0,0,0,0,0
"278",816,"1500816","Vila Real de Santo António",0,0,0,0,0,0,0
