"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,105.178
"Trás-os-Montes",2,104.788
"Beira Litoral",3,107.434
"Beira Interior",4,106.67
"Ribatejo e Oeste",5,109.088
"Alentejo",6,112.26
"Algarve",7,122.534
