"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,118.064
"Trás-os-Montes",2,100.586
"Beira Litoral",3,112.092
"Beira Interior",4,109.448
"Ribatejo e Oeste",5,118.68
"Alentejo",6,102.082
"Algarve",7,129.762
