"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,90
"Trás-os-Montes",2,90
"Beira Litoral",3,105.544
"Beira Interior",4,105.822
"Ribatejo e Oeste",5,110.396
"Alentejo",6,90
"Algarve",7,114
