"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
902,"1680902","Almeida",114.67,18.63,96.04
903,"1680903","Celorico da Beira",NA,NA,NA
904,"1680904","Figueira de Castelo Rodrigo",213.69,3.97,209.72
907,"1680907","Guarda",50,6.14,43.85
908,"1680908","Manteigas",NA,NA,NA
909,"1680909","Mêda",NA,NA,NA
910,"1680910","Pinhel",15.8,7.32,8.48
911,"1680911","Sabugal",NA,NA,NA
913,"1680913","Trancoso",NA,NA,NA
502,"1690502","Castelo Branco",37.48,9.44,28.04
505,"1690505","Idanha-a-Nova",128.76,4.88,123.88
507,"1690507","Penamacor",NA,NA,NA
511,"1690511","Vila Velha de Ródão",NA,NA,NA
501,"16A0501","Belmonte",29.32,7.15,22.17
503,"16A0503","Covilhã",36.58,9.6,26.98
504,"16A0504","Fundão",38.06,7.53,30.54
1001,"16B1001","Alcobaça",158.18,9.03,149.15
1101,"16B1101","Alenquer",65.42,22.09,43.34
1102,"16B1102","Arruda dos Vinhos",410.26,7.14,403.12
1005,"16B1005","Bombarral",422.55,7.14,415.41
1104,"16B1104","Cadaval",NA,NA,NA
1006,"16B1006","Caldas da Rainha",470.38,7.14,463.24
1108,"16B1108","Lourinhã",418.87,8.23,410.64
1011,"16B1011","Nazaré",NA,NA,NA
1012,"16B1012","Óbidos",295.45,13.82,281.63
1014,"16B1014","Peniche",377.82,7.2,370.62
1112,"16B1112","Sobral de Monte Agraço",363.39,7.14,356.25
1113,"16B1113","Torres Vedras",399.83,7.62,392.21
1401,"16C1401","Abrantes",96.91,4.87,92.03
1402,"16C1402","Alcanena",NA,NA,NA
1408,"16C1408","Constância",NA,NA,NA
1410,"16C1410","Entroncamento",NA,NA,NA
1411,"16C1411","Ferreira do Zêzere",127.75,40.6,87.15
1421,"16C1421","Ourém",NA,NA,NA
1417,"16C1417","Sardoal",NA,NA,NA
1418,"16C1418","Tomar",75.69,11.74,63.95
1419,"16C1419","Torres Novas",117.42,16.7,100.72
1420,"16C1420","Vila Nova da Barquinha",NA,NA,NA
1115,"1711115","Amadora",NA,NA,NA
1105,"1711105","Cascais",NA,NA,NA
1106,"1711106","Lisboa",NA,NA,NA
1107,"1711107","Loures",430.29,7.14,423.15
1109,"1711109","Mafra",523.76,8.54,515.22
1116,"1711116","Odivelas",NA,NA,NA
1110,"1711110","Oeiras",NA,NA,NA
1111,"1711111","Sintra",387.34,7.14,380.2
1114,"1711114","Vila Franca de Xira",352.29,7.14,345.15
1502,"1721502","Alcochete",NA,NA,NA
1503,"1721503","Almada",422.55,7.14,415.41
1504,"1721504","Barreiro",NA,NA,NA
1506,"1721506","Moita",129.96,18.06,111.9
1507,"1721507","Montijo",156.07,18.69,137.38
1508,"1721508","Palmela",323.91,8.89,315.01
1510,"1721510","Seixal",177.78,18.06,159.72
1511,"1721511","Sesimbra",NA,NA,NA
1512,"1721512","Setúbal",267.34,12.65,254.7
1501,"1811501","Alcácer do Sal",147.8,15.27,132.54
1505,"1811505","Grândola",64.39,7.31,57.08
211,"1810211","Odemira",349.36,8.4,340.97
1509,"1811509","Santiago do Cacém",291.15,10.84,280.31
1513,"1811513","Sines",NA,NA,NA
1201,"1821201","Alter do Chão",NA,NA,NA
1202,"1821202","Arronches",NA,NA,NA
1203,"1821203","Avis",NA,NA,NA
1204,"1821204","Campo Maior",NA,NA,NA
1205,"1821205","Castelo de Vide",NA,NA,NA
1206,"1821206","Crato",NA,NA,NA
1207,"1821207","Elvas",436.38,7.14,429.24
1208,"1821208","Fronteira",NA,NA,NA
1209,"1821209","Gavião",NA,NA,NA
1210,"1821210","Marvão",146.75,3.18,143.57
1211,"1821211","Monforte",NA,NA,NA
707,"1820707","Mora",NA,NA,NA
1212,"1821212","Nisa",NA,NA,NA
1213,"1821213","Ponte de Sor",NA,NA,NA
1214,"1821214","Portalegre",105.74,3.18,102.56
701,"1830701","Alandroal",NA,NA,NA
702,"1830702","Arraiolos",197.38,56.98,140.4
703,"1830703","Borba",NA,NA,NA
704,"1830704","Estremoz",174.81,53.35,121.46
705,"1830705","Évora",341.41,7.14,334.27
706,"1830706","Montemor-o-Novo",49.96,10.97,38.99
708,"1830708","Mourão",NA,NA,NA
709,"1830709","Portel",NA,NA,NA
710,"1830710","Redondo",107.51,13.74,93.77
711,"1830711","Reguengos de Monsaraz",182.63,7.4,175.23
1215,"1831215","Sousel",NA,NA,NA
712,"1830712","Vendas Novas",107.77,14.11,93.66
713,"1830713","Viana do Alentejo",124.06,9.7,114.36
714,"1830714","Vila Viçosa",NA,NA,NA
201,"1840201","Aljustrel",NA,NA,NA
202,"1840202","Almodôvar",NA,NA,NA
203,"1840203","Alvito",168.88,9.34,159.54
204,"1840204","Barrancos",NA,NA,NA
205,"1840205","Beja",NA,NA,NA
206,"1840206","Castro Verde",181.33,13.74,167.59
207,"1840207","Cuba",84.82,3.18,81.64
208,"1840208","Ferreira do Alentejo",404.92,18.64,386.27
209,"1840209","Mértola",NA,NA,NA
210,"1840210","Moura",119.2,13.74,105.46
212,"1840212","Ourique",143.51,13.74,129.77
213,"1840213","Serpa",NA,NA,NA
214,"1840214","Vidigueira",137.34,11.98,125.36
1403,"1851403","Almeirim",169.98,17.53,152.45
1404,"1851404","Alpiarça",424.62,7.01,417.61
1103,"1851103","Azambuja",NA,NA,NA
1405,"1851405","Benavente",324.84,10.78,314.06
1406,"1851406","Cartaxo",120.06,18.06,102
1407,"1851407","Chamusca",192.93,17.54,175.39
1409,"1851409","Coruche",407.36,15.9,391.46
1412,"1851412","Golegã",NA,NA,NA
1414,"1851414","Rio Maior",NA,NA,NA
1415,"1851415","Salvaterra de Magos",280.84,14.56,266.28
1416,"1851416","Santarém",55.56,4.87,50.69
801,"1500801","Albufeira",305.26,17.49,287.78
802,"1500802","Alcoutim",NA,NA,NA
803,"1500803","Aljezur",NA,NA,NA
804,"1500804","Castro Marim",319.76,17.9,301.86
805,"1500805","Faro",342.38,18.3,324.08
806,"1500806","Lagoa",122.66,17.61,105.05
807,"1500807","Lagos",451.05,7.14,443.91
808,"1500808","Loulé",278.96,17.92,261.04
809,"1500809","Monchique",90.77,16,74.77
810,"1500810","Olhão",304.85,17.01,287.84
811,"1500811","Portimão",115.59,17.6,98
812,"1500812","São Brás de Alportel",168.42,16.59,151.82
813,"1500813","Silves",288.85,18.77,270.08
814,"1500814","Tavira",330.59,17.87,312.71
815,"1500815","Vila do Bispo",NA,NA,NA
816,"1500816","Vila Real de Santo António",NA,NA,NA
