"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,28.78
"Trás-os-Montes",2,26.02
"Beira Litoral",3,35.29
"Beira Interior",4,29.77
"Ribatejo e Oeste",5,43.21
"Alentejo",6,49.72
"Algarve",7,37.84
