Muni_ID,ID,Muni,fert09_nha,graz09_Nha,manure_nha,sludge09_nha
1001,16B1001,Alcobaça,0.635,1.519450459,22.49065102,0.035380351
1101,16B1101,Alenquer,3.466,0.540731077,3.584179241,0.059400847
1102,16B1102,Arruda dos Vinhos,2.668,0.773110379,4.683948864,0.035380351
1005,16B1005,Bombarral,0.896,0.343432025,16.54577631,0.035380351
1104,16B1104,Cadaval,2.44,0.574173164,6.413060897,0.035380351
1006,16B1006,Caldas da Rainha,0.639,0.882945724,16.8555436,0.342509315
1108,16B1108,Lourinhã,4.214,1.44204786,29.78595496,0.069220553
1011,16B1011,Nazaré,6.003,2.483089782,13.78002125,0.17766142
1012,16B1012,Óbidos,2.473,0.291363647,8.30048,1.571469415
1014,16B1014,Peniche,9.132,0.621626667,5.171663244,0.035380351
1112,16B1112,Sobral de Monte Agraço,3.321,2.202582014,8.286545173,0.035380351
1113,16B1113,Torres Vedras,2.682,1.000108699,9.463290442,0.06671084
1401,16C1401,Abrantes,3.181,0.646715214,0.514905149,0.060675765
1402,16C1402,Alcanena,3.126,1.043157933,2.070271504,0.035380351
1408,16C1408,Constância,12.875,0.224597052,0.035971223,0.035380351
1410,16C1410,Entroncamento,7.79,0.432813809,0.236790607,0.035380351
1411,16C1411,Ferreira do Zêzere,0.061,0.964561188,56.60760053,0.035380351
1421,16C1421,Ourém,0.042,1.002045172,30.90638003,0.398929328
1417,16C1417,Sardoal,3.604,0.559630602,0.686635945,0.035380351
1418,16C1418,Tomar,1.1,0.81208879,12.87795508,0.193726558
1419,16C1419,Torres Novas,4.495,0.463135276,2.611156023,0.035380351
1420,16C1420,Vila Nova da Barquinha,6.7,0.441370344,0.210653753,0.035380351
1115,1711115,Amadora,0.746,0.938864262,0.147540984,0.035380351
1105,1711105,Cascais,4.669,0.857391689,0.447257384,0.072238992
1106,1711106,Lisboa,8.34,0.188742292,0.068965517,0.035380351
1107,1711107,Loures,3.485,1.429447525,4.564395707,2.446096182
1109,1711109,Mafra,3.929,1.845638563,5.478462201,0.21155253
1116,1711116,Odivelas,0.17,1.876729067,0.654736842,0.035380351
1110,1711110,Oeiras,5.381,0.116328,0.03,2.697184338
1111,1711111,Sintra,5.383,0.977534834,2.337672431,0.042426879
1114,1711114,Vila Franca de Xira,10.6,0.731590331,1.438505063,0.114536662
1502,1721502,Alcochete,2.7,1.453381043,2.013333333,0.035380351
1503,1721503,Almada,7.622,2.0693459,1.608490566,12.83374335
1504,1721504,Barreiro,2.274,4.008346163,2.162650602,0.035380351
1506,1721506,Moita,1.287,4.739128834,24.42456897,0.035380351
1507,1721507,Montijo,0.672,1.056012857,10.31989588,0.036769513
1508,1721508,Palmela,1.69,1.222157887,2.802631128,0.035839525
1510,1721510,Seixal,0.363,0.642821383,0.224340176,0.190352854
1511,1721511,Sesimbra,0.567,0.535788613,0.360991379,3.40054364
1512,1721512,Setúbal,1.513,1.05475391,0.496554101,0.035380351
1501,1811501,Alcácer do Sal,1.373,1.047542208,0.249048469,0
1505,1811505,Grândola,0.277,0.746695235,2.3721643,0.000463037
211,1810211,Odemira,1.687,1.232784432,1.174640874,0
1509,1811509,Santiago do Cacém,1.605,1.21818887,1.039288374,0
1513,1811513,Sines,1.435,1.069684868,0.41745283,0.072614211
1201,1821201,Alter do Chão,0.82,1.464016986,0.472709229,0
1202,1821202,Arronches,1.207,1.688648965,0.44063008,0.000610266
1203,1821203,Avis,1.598,0.999253149,0.396339892,0
1204,1821204,Campo Maior,3.546,1.212281466,1.161057039,0
1205,1821205,Castelo de Vide,1.347,1.290964967,0.177987452,0.002614701
1206,1821206,Crato,0.451,1.673655552,0.61492851,0.000825179
1207,1821207,Elvas,2.104,1.55923448,0.435858878,0.00633549
1208,1821208,Fronteira,2.24,1.084993307,0.527525711,0
1209,1821209,Gavião,0.338,0.614869711,0.092926881,0.000138442
1210,1821210,Marvão,1.19,1.060548807,0.172983027,0.002520468
1211,1821211,Monforte,1.056,2.035020867,0,0
707,1820707,Mora,1.034,0.97088547,0.245119571,0
1212,1821212,Nisa,0.734,1.022783022,0.231978514,0.004517256
1213,1821213,Ponte de Sor,0.745,0.637533581,0.352725786,0.000443817
1214,1821214,Portalegre,0.664,1.484587112,0.738842197,0.046720065
701,1830701,Alandroal,1.206,1.190315008,0.664154907,0
702,1830702,Arraiolos,0.911,1.306662365,1.526401048,0
703,1830703,Borba,2.132,1.150094333,0.777816984,0
704,1830704,Estremoz,1.653,0.991504099,0.634573647,0
705,1830705,Évora,1.492,1.363550767,0.343182137,0
706,1830706,Montemor-o-Novo,0.67,1.472607149,1.50141984,0.000140482
708,1830708,Mourão,0.325,1.292989059,0.454137237,0
709,1830709,Portel,0.621,1.138991532,1.887242158,0.161982786
710,1830710,Redondo,1.375,1.172720349,1.323799796,0
711,1830711,Reguengos de Monsaraz,1.712,0.976573954,0.383022632,0
1215,1831215,Sousel,2.675,0.967071468,0.798353511,0.001336275
712,1830712,Vendas Novas,0.09,1.035817551,3.804100664,0
713,1830713,Viana do Alentejo,0.886,1.24181221,1.00738972,0
714,1830714,Vila Viçosa,1.126,1.586573851,0.202203787,6.14106e-05
201,1840201,Aljustrel,3.679,0.779188716,0.479590002,0
202,1840202,Almodôvar,0.726,0.657276028,0.361804026,0
203,1840203,Alvito,0.798,1.523209143,0.539211844,6.86612e-05
204,1840204,Barrancos,0.059,1.554204372,0.757032846,0
205,1840205,Beja,3.583,0.666535694,0.189913,4.8819e-05
206,1840206,Castro Verde,1.624,0.901100519,0.219327118,0.018644471
207,1840207,Cuba,1.939,1.115884344,1.811993406,0
208,1840208,Ferreira do Alentejo,3.453,0.706858879,0.593487667,0
209,1840209,Mértola,0.693,0.590892134,0.257626253,0
210,1840210,Moura,2.038,1.022662703,0.338569198,0
212,1840212,Ourique,0.975,0.958192141,1.10928137,0
213,1840213,Serpa,2.629,0.844485571,0.275125367,0
214,1840214,Vidigueira,3.007,0.690381188,0.124460338,0.00026766
1403,1851403,Almeirim,7.424,0.124481861,0.200165941,0.036852166
1404,1851404,Alpiarça,9.679,0.320959677,0.154361055,0.035380351
1103,1851103,Azambuja,4.56,0.849223843,3.090982576,0.040463471
1405,1851405,Benavente,3.179,1.750274111,5.309078911,0.045270978
1406,1851406,Cartaxo,4.845,1.115660704,18.69031241,0.035380351
1407,1851407,Chamusca,3.101,0.637331803,0.827103818,0.037581294
1409,1851409,Coruche,2.42,0.823994774,1.046153846,0.037311997
1412,1851412,Golegã,20.46,0.135532666,0.142538211,0.039363658
1414,1851414,Rio Maior,0.583,0.994210578,16.44244526,0.035380351
1415,1851415,Salvaterra de Magos,7.961,0.856876357,2.270767357,0.035497507
1416,1851416,Santarém,4.474,0.830358295,7.978156287,0.06826889
801,1500801,Albufeira,6.243,0.393711963,0.139699381,0.925528118
802,1500802,Alcoutim,1.978,0.266300903,0.126205013,0
803,1500803,Aljezur,1.922,1.655982437,0.432997118,0.028400661
804,1500804,Castro Marim,3.465,0.441560794,0.223763486,0
805,1500805,Faro,9.593,0.222923328,0.151752881,0
806,1500806,Lagoa,1.441,0.627369318,2.460147354,0.17829616
807,1500807,Lagos,2.93,1.177587868,0.573196756,0.336782061
808,1500808,Loulé,5.533,0.260385358,0.185699885,0.234570417
809,1500809,Monchique,0.99,0.689365199,6.161981896,0
810,1500810,Olhão,9.629,0.171128391,0.146302887,0.122370705
811,1500811,Portimão,3.928,1.20511165,1.677910325,0
812,1500812,São Brás de Alportel,2.621,0.055415782,0.095997397,0
813,1500813,Silves,6.944,0.501474594,0.632822793,0.034353022
814,1500814,Tavira,5.473,0.153749589,0.19035533,0.081209038
815,1500815,Vila do Bispo,1.09,0.953504028,0.204747162,0.006523643
816,1500816,Vila Real de Santo António,2.939,0.343264936,0.199499165,0
