Muni_ID,ID,Muni,fert09_nha,graz09_Nha,manure_nha,sludge09_nha,housing09_nha,storage_nha,total_sum
805,1500805,Faro,9.593,0.222923328,0.151752881,0,0.427421363,0.188787896,10.583885468
806,1500806,Lagoa,1.441,0.627369318,2.460147354,0.17829616,3.084194735,1.216641248,9.007648815
807,1500807,Lagos,2.93,1.177587868,0.573196756,0.336782061,1.355188329,0.685129801,7.057884815
808,1500808,Loulé,5.533,0.260385358,0.185699885,0.234570417,0.424429885,0.166536785,6.80462233
809,1500809,Monchique,0.99,0.689365199,6.161981896,0,7.985273203,3.161997385,18.988617683
810,1500810,Olhão,9.629,0.171128391,0.146302887,0.122370705,0.459253055,0.156462313,10.684517351
811,1500811,Portimão,3.928,1.20511165,1.677910325,0,2.632165372,1.207581586,10.650768933
812,1500812,São Brás de Alportel,2.621,0.055415782,0.095997397,0,0.363389118,0.125504334,3.261306631
813,1500813,Silves,6.944,0.501474594,0.632822793,0.034353022,1.052689218,0.438766345,9.604105972
814,1500814,Tavira,5.473,0.153749589,0.19035533,0.081209038,0.430639278,0.152555959,6.481509194
815,1500815,Vila do Bispo,1.09,0.953504028,0.204747162,0.006523643,0.581781202,0.286874786,3.123430821
816,1500816,Vila Real de Santo António,2.939,0.343264936,0.199499165,0,0.723428089,0.305431108,4.510623298
