"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",5327,747,379,8070,1498,421
1602,"1111602","Caminha",6332,371,84,2392,444,146
1603,"1111603","Melgaço",1650,382,45,3105,576,41
1604,"1111604","Monção",8452,1310,123,4561,846,948
1605,"1111605","Paredes de Coura",1229,406,32,3910,726,140
1606,"1111606","Ponte da Barca",2255,194,84,3119,579,38
1607,"1111607","Ponte de Lima",14134,1749,356,11966,2221,819
1608,"1111608","Valença",5707,591,51,11886,2206,340
1609,"1111609","Viana do Castelo",120982,1562,260,6528,1212,645
1610,"1111610","Vila Nova de Cerveira",1443,277,44,1011,187,62
301,"1120301","Amares",3854,384,95,189877,35248,171
302,"1120302","Barcelos",36491,1355,260,12982,2410,1543
303,"1120303","Braga",6867,766,253,6501,1207,223
306,"1120306","Esposende",5393,687,218,3711,689,637
310,"1120310","Terras de Bouro",1619,87,79,1403,260,17
313,"1120313","Vila Verde",12470,508,215,10717,1989,207
307,"1130307","Fafe",2886,207,98,6830,1268,269
308,"1130308","Guimarães",71732,492,117,104738,19443,279
309,"1130309","Póvoa de Lanhoso",9357,176,103,2586,480,119
1314,"1131314","Santo Tirso",5909,243,0,3758,697,190
1318,"1131318","Trofa",145847,213,51,1054,196,214
311,"1130311","Vieira do Minho",2690,189,129,2585,480,80
312,"1130312","Vila Nova de Famalicão",15861,604,158,4850,900,458
314,"1130314","Vizela",870,35,0,610,113,14
107,"1140107","Espinho",129,0,0,14,2,0
1304,"1141304","Gondomar",1242,118,24,2700,501,62
1306,"1141306","Maia",18666,104,17,1690,313,39
1308,"1141308","Matosinhos",882,128,33,1343,249,0
1312,"1141312","Porto",96,6,0,101,19,0
1313,"1141313","Póvoa de Varzim",3261,195,151,12578,2335,56
1315,"1141315","Valongo",765,43,5,28051,5207,0
1316,"1141316","Vila do Conde",8426,371,81,10826,2010,263
1317,"1141317","Vila Nova de Gaia",1788,103,28,1333,247,27
1301,"1151301","Amarante",7332,285,385,3379,627,176
1302,"1151302","Baião",3219,122,56,3374,626,115
304,"1150304","Cabeceiras de Basto",30033,244,82,2704,502,160
106,"1150106","Castelo de Paiva",2550,98,13,2070,384,35
305,"1150305","Celorico de Basto",23220,193,151,4750,881,56
1804,"1151804","Cinfães",2390,142,42,3252,604,11
1303,"1151303","Felgueiras",5415,266,101,26790,4973,148
1305,"1151305","Lousada",8416,202,30,2654,493,221
1307,"1151307","Marco de Canaveses",3067,122,75,3698,686,35
1705,"1151705","Mondim de Basto",2337,127,56,1873,347,43
1309,"1151309","Paços de Ferreira",6274,160,227,1609,299,207
1310,"1151310","Paredes",2449,239,123,3537,657,81
1311,"1151311","Penafiel",3135,144,27,4422,820,105
1813,"1151813","Resende",1790,104,6,1778,330,27
1709,"1151709","Ribeira de Pena",2417,197,100,2510,466,11
104,"1160104","Arouca",17943,87,27,2726,506,221
113,"1160113","Oliveira de Azeméis",32099,811,58,15702,2914,46
109,"1160109","Santa Maria da Feira",2232,195,35,1854,344,73
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",47033,64,27,1193,221,49
1701,"1171701","Alijó",544,164,66,1460,271,17
1801,"1171801","Armamar",214,54,35,1310,243,32
403,"1170403","Carrazeda de Ansiães",910,105,158,1738,323,73
404,"1170404","Freixo de Espada à Cinta",52,40,25,690,128,0
1805,"1171805","Lamego",1141,116,65,2222,412,60
1704,"1171704","Mesão Frio",66,5,91,372,69,0
1807,"1171807","Moimenta da Beira",48112,66,144,3462,643,41
1812,"1171812","Penedono",16213,93,0,926,171,34
1708,"1171708","Peso da Régua",981,86,88,846,157,15
1710,"1171710","Sabrosa",3425,81,1207,1238,230,28
1711,"1171711","Santa Marta de Penaguião",518,59,38,1083,201,18
1815,"1171815","São João da Pesqueira",209,43,54,1396,259,43
1818,"1171818","Sernancelhe",53079,63,180,1653,306,62
1819,"1171819","Tabuaço",566,31,49,1158,215,18
1820,"1171820","Tarouca",4414,27,43,643,119,0
409,"1170409","Torre de Moncorvo",380,87,26,1204,223,41
410,"1170410","Vila Flor",995,121,220,1271,236,22
914,"1170914","Vila Nova de Foz Côa",61,30,63,562,104,0
1714,"1171714","Vila Real",2216,189,126,5073,941,90
401,"1180401","Alfândega da Fé",273,64,127,1433,266,36
1702,"1181702","Boticas",2876,59,16,3836,712,15
402,"1180402","Bragança",5774,819,3290,8184,1519,328
1703,"1181703","Chaves",10881,801,450,10409,1932,417
405,"1180405","Macedo de Cavaleiros",5965,236,570,4242,787,153
406,"1180406","Miranda do Douro",3115,189,1731,26285,4879,87
407,"1180407","Mirandela",3570,687,570,4402,817,253
408,"1180408","Mogadouro",1659,114,756,3220,597,224
1706,"1181706","Montalegre",4438,180,14,5434,1008,78
1707,"1181707","Murça",775,145,114,1860,345,87
1712,"1181712","Valpaços",4754,414,281,5426,1007,353
1713,"1181713","Vila Pouca de Aguiar",3723,251,132,4734,879,84
411,"1180411","Vimioso",2412,227,1233,2554,474,203
412,"1180412","Vinhais",2373,356,446,6194,1150,211
101,"1610101","Águeda",142598,535,191,3364,624,7088
