"Muni_ID","ID","Muni","Ewes","Other_ovine"
914,"1170914","Vila Nova de Foz Côa",7943,373
1714,"1171714","Vila Real",8121,916
401,"1180401","Alfândega da Fé",10546,705
1702,"1181702","Boticas",4811,376
402,"1180402","Bragança",53609,9965
1703,"1181703","Chaves",24830,4907
405,"1180405","Macedo de Cavaleiros",29502,3326
406,"1180406","Miranda do Douro",24681,5707
407,"1180407","Mirandela",25866,2879
408,"1180408","Mogadouro",31564,5726
1706,"1181706","Montalegre",11474,1872
1707,"1181707","Murça",1926,115
1712,"1181712","Valpaços",16648,2316
1713,"1181713","Vila Pouca de Aguiar",9079,1607
411,"1180411","Vimioso",15263,2187
412,"1180412","Vinhais",24375,5479
101,"1610101","Águeda",3305,1218
102,"1610102","Albergaria-a-Velha",820,90
103,"1610103","Anadia",1520,453
105,"1610105","Aveiro",755,371
108,"1610108","Estarreja",915,161
110,"1610110","Ílhavo",70,25
111,"1610111","Mealhada",613,180
112,"1610112","Murtosa",242,77
114,"1610114","Oliveira do Bairro",474,101
115,"1610115","Ovar",278,65
117,"1610117","Sever do Vouga",572,204
118,"1610118","Vagos",545,149
602,"1620602","Cantanhede",1207,420
603,"1620603","Coimbra",3400,730
604,"1620604","Condeixa-a-Nova",2335,736
605,"1620605","Figueira da Foz",2947,422
608,"1620608","Mira",47,19
610,"1620610","Montemor-o-Velho",7334,1046
613,"1620613","Penacova",3103,1215
615,"1620615","Soure",5084,793
1004,"1631004","Batalha",1048,379
1009,"1631009","Leiria",5426,2035
1010,"1631010","Marinha Grande",313,77
1015,"1631015","Pombal",9755,3089
1016,"1631016","Porto de Mós",5053,1327
1002,"1641002","Alvaiázere",3332,510
1003,"1641003","Ansião",7127,988
601,"1640601","Arganil",3440,834
1007,"1641007","Castanheira de Pêra",272,85
1008,"1641008","Figueiró dos Vinhos",769,240
606,"1640606","Góis",237,60
607,"1640607","Lousã",613,133
609,"1640609","Miranda do Corvo",773,261
611,"1640611","Oliveira do Hospital",12612,1308
612,"1640612","Pampilhosa da Serra",442,58
1013,"1641013","Pedrógão Grande",831,150
614,"1640614","Penela",3509,368
616,"1640616","Tábua",7548,1065
617,"1640617","Vila Nova de Poiares",221,95
901,"1650901","Aguiar da Beira",6459,798
1802,"1651802","Carregal do Sal",3999,357
1803,"1651803","Castro Daire",5399,1079
1806,"1651806","Mangualde",12280,837
1808,"1651808","Mortágua",6227,1601
1809,"1651809","Nelas",5498,348
1810,"1651810","Oliveira de Frades",1817,466
1811,"1651811","Penalva do Castelo",4449,201
1814,"1651814","Santa Comba Dão",4008,425
1816,"1651816","São Pedro do Sul",4953,1458
1817,"1651817","Sátão",2985,551
1821,"1651821","Tondela",12894,2677
1822,"1651822","Vila Nova de Paiva",2512,442
1823,"1651823","Viseu",12017,2974
1824,"1651824","Vouzela",4241,833
1413,"1661413","Mação",1877,194
506,"1660506","Oleiros",463,81
508,"1660508","Proença-a-Nova",2199,943
509,"1660509","Sertã",2781,711
510,"1660510","Vila de Rei",258,32
905,"1670905","Fornos de Algodres",7584,763
906,"1670906","Gouveia",14854,1730
912,"1670912","Seia",19350,1179
902,"1680902","Almeida",21003,1439
903,"1680903","Celorico da Beira",23352,2719
904,"1680904","Figueira de Castelo Rodrigo",33099,1084
907,"1680907","Guarda",22523,2884
908,"1680908","Manteigas",1420,60
909,"1680909","Mêda",9440,665
910,"1680910","Pinhel",17521,1251
911,"1680911","Sabugal",18028,1526
913,"1680913","Trancoso",19567,1133
502,"1690502","Castelo Branco",86521,6969
505,"1690505","Idanha-a-Nova",101834,7783
507,"1690507","Penamacor",15862,1261
511,"1690511","Vila Velha de Ródão",13643,995
501,"16A0501","Belmonte",13190,1215
503,"16A0503","Covilhã",16509,921
504,"16A0504","Fundão",58112,3120
1001,"16B1001","Alcobaça",7505,1991
1101,"16B1101","Alenquer",4255,743
1102,"16B1102","Arruda dos Vinhos",2147,406
1005,"16B1005","Bombarral",668,101
1104,"16B1104","Cadaval",1566,346
1006,"16B1006","Caldas da Rainha",3296,1232
1108,"16B1108","Lourinhã",4459,594
1011,"16B1011","Nazaré",1155,68
1012,"16B1012","Óbidos",897,319
1014,"16B1014","Peniche",2487,562
1112,"16B1112","Sobral de Monte Agraço",2994,567
1113,"16B1113","Torres Vedras",10972,1177
1401,"16C1401","Abrantes",15482,2150
1402,"16C1402","Alcanena",3971,502
1408,"16C1408","Constância",163,14
1410,"16C1410","Entroncamento",763,32
1411,"16C1411","Ferreira do Zêzere",3035,425
1421,"16C1421","Ourém",5541,1953
1417,"16C1417","Sardoal",904,220
1418,"16C1418","Tomar",7537,1046
1419,"16C1419","Torres Novas",7579,1289
1420,"16C1420","Vila Nova da Barquinha",499,131
1115,"1711115","Amadora",272,13
1105,"1711105","Cascais",371,115
1106,"1711106","Lisboa",40,6
1107,"1711107","Loures",5878,1025
1109,"1711109","Mafra",10496,2155
1116,"1711116","Odivelas",1352,267
1110,"1711110","Oeiras",44,16
1111,"1711111","Sintra",5563,957
1114,"1711114","Vila Franca de Xira",4272,427
1502,"1721502","Alcochete",1005,175
1503,"1721503","Almada",1550,92
1504,"1721504","Barreiro",531,49
1506,"1721506","Moita",1689,341
1507,"1721507","Montijo",12553,1918
1508,"1721508","Palmela",28154,2266
1510,"1721510","Seixal",728,96
1511,"1721511","Sesimbra",1571,643
1512,"1721512","Setúbal",7282,656
1501,"1811501","Alcácer do Sal",34117,7546
1505,"1811505","Grândola",36846,6614
211,"1810211","Odemira",42003,7268
1509,"1811509","Santiago do Cacém",45425,8105
1513,"1811513","Sines",9003,3103
1201,"1821201","Alter do Chão",26465,5097
1202,"1821202","Arronches",19488,1160
1203,"1821203","Avis",41560,7480
1204,"1821204","Campo Maior",5086,509
1205,"1821205","Castelo de Vide",10910,957
1206,"1821206","Crato",17821,1684
1207,"1821207","Elvas",30927,4961
1208,"1821208","Fronteira",30173,5075
1209,"1821209","Gavião",1885,330
1210,"1821210","Marvão",9774,957
1211,"1821211","Monforte",15160,3926
707,"1820707","Mora",29326,7075
1212,"1821212","Nisa",27928,4595
1213,"1821213","Ponte de Sor",40901,10807
1214,"1821214","Portalegre",28320,2422
701,"1830701","Alandroal",30880,3779
702,"1830702","Arraiolos",35724,8320
703,"1830703","Borba",11137,3201
704,"1830704","Estremoz",50641,11052
705,"1830705","Évora",55630,11341
706,"1830706","Montemor-o-Novo",71789,19701
708,"1830708","Mourão",7976,902
709,"1830709","Portel",38166,6326
710,"1830710","Redondo",10229,2953
711,"1830711","Reguengos de Monsaraz",15832,3218
1215,"1831215","Sousel",27271,5002
712,"1830712","Vendas Novas",6882,1566
713,"1830713","Viana do Alentejo",29217,4181
714,"1830714","Vila Viçosa",10371,3485
201,"1840201","Aljustrel",22433,4855
202,"1840202","Almodôvar",51138,7772
203,"1840203","Alvito",16309,2003
204,"1840204","Barrancos",5089,265
205,"1840205","Beja",42304,8271
206,"1840206","Castro Verde",47498,3032
207,"1840207","Cuba",9649,1855
208,"1840208","Ferreira do Alentejo",28968,6143
209,"1840209","Mértola",106528,27900
210,"1840210","Moura",32592,5702
212,"1840212","Ourique",51100,13740
213,"1840213","Serpa",99282,16010
214,"1840214","Vidigueira",15579,3038
1403,"1851403","Almeirim",841,122
1404,"1851404","Alpiarça",732,65
1103,"1851103","Azambuja",3465,498
1405,"1851405","Benavente",3722,378
1406,"1851406","Cartaxo",1256,288
1407,"1851407","Chamusca",19475,890
1409,"1851409","Coruche",14062,1501
1412,"1851412","Golegã",605,40
1414,"1851414","Rio Maior",4321,2610
1415,"1851415","Salvaterra de Magos",1523,96
1416,"1851416","Santarém",13528,2135
801,"1500801","Albufeira",4956,629
802,"1500802","Alcoutim",11815,564
803,"1500803","Aljezur",672,106
804,"1500804","Castro Marim",3898,463
805,"1500805","Faro",2198,77
806,"1500806","Lagoa",447,87
807,"1500807","Lagos",354,63
808,"1500808","Loulé",11777,2190
809,"1500809","Monchique",411,123
810,"1500810","Olhão",885,144
811,"1500811","Portimão",1299,93
812,"1500812","São Brás de Alportel",401,52
813,"1500813","Silves",11385,2620
814,"1500814","Tavira",3103,311
815,"1500815","Vila do Bispo",7559,1801
816,"1500816","Vila Real de Santo António",561,70
