"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",271,1001
1602,"1111602","Caminha",0,104
1603,"1111603","Melgaço",0,436
1604,"1111604","Monção",0,176
1605,"1111605","Paredes de Coura",0,202
1606,"1111606","Ponte da Barca",0,454
1607,"1111607","Ponte de Lima",0,1031
1608,"1111608","Valença",0,150
1609,"1111609","Viana do Castelo",0,281
1610,"1111610","Vila Nova de Cerveira",0,180
301,"1120301","Amares",0,161
302,"1120302","Barcelos",0,322
303,"1120303","Braga",0,84
306,"1120306","Esposende",0,55
310,"1120310","Terras de Bouro",240,258
313,"1120313","Vila Verde",981,334
307,"1130307","Fafe",0,160
308,"1130308","Guimarães",0,54
309,"1130309","Póvoa de Lanhoso",0,153
1314,"1131314","Santo Tirso",0,92
1318,"1131318","Trofa",0,36
311,"1130311","Vieira do Minho",0,167
312,"1130312","Vila Nova de Famalicão",146,89
314,"1130314","Vizela",0,3
107,"1140107","Espinho",0,1
1304,"1141304","Gondomar",0,33
1306,"1141306","Maia",0,26
1308,"1141308","Matosinhos",0,24
1312,"1141312","Porto",0,6
1313,"1141313","Póvoa de Varzim",518,55
1315,"1141315","Valongo",0,15
1316,"1141316","Vila do Conde",0,72
1317,"1141317","Vila Nova de Gaia",0,28
1301,"1151301","Amarante",0,590
1302,"1151302","Baião",0,469
304,"1150304","Cabeceiras de Basto",0,286
106,"1150106","Castelo de Paiva",4,180
305,"1150305","Celorico de Basto",9,317
1804,"1151804","Cinfães",0,769
1303,"1151303","Felgueiras",0,64
1305,"1151305","Lousada",0,31
1307,"1151307","Marco de Canaveses",47,146
1705,"1151705","Mondim de Basto",0,1412
1309,"1151309","Paços de Ferreira",0,88
1310,"1151310","Paredes",0,89
1311,"1151311","Penafiel",0,83
1813,"1151813","Resende",0,43
1709,"1151709","Ribeira de Pena",0,1298
104,"1160104","Arouca",0,667
113,"1160113","Oliveira de Azeméis",371,307
109,"1160109","Santa Maria da Feira",6,64
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,661
1701,"1171701","Alijó",889,33
1801,"1171801","Armamar",123,5
403,"1170403","Carrazeda de Ansiães",466,65
404,"1170404","Freixo de Espada à Cinta",487,17
1805,"1171805","Lamego",116,75
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",363,192
1812,"1171812","Penedono",358,41
1708,"1171708","Peso da Régua",88,1
1710,"1171710","Sabrosa",38,52
1711,"1171711","Santa Marta de Penaguião",0,8
1815,"1171815","São João da Pesqueira",719,84
1818,"1171818","Sernancelhe",1019,97
1819,"1171819","Tabuaço",6,10
1820,"1171820","Tarouca",381,73
409,"1170409","Torre de Moncorvo",1142,73
410,"1170410","Vila Flor",932,75
914,"1170914","Vila Nova de Foz Côa",514,27
1714,"1171714","Vila Real",368,426
401,"1180401","Alfândega da Fé",1054,138
1702,"1181702","Boticas",153,319
402,"1180402","Bragança",663,1031
1703,"1181703","Chaves",164,388
405,"1180405","Macedo de Cavaleiros",1794,834
406,"1180406","Miranda do Douro",64,181
407,"1180407","Mirandela",1789,594
408,"1180408","Mogadouro",1224,1542
1706,"1181706","Montalegre",653,1013
1707,"1181707","Murça",1058,300
1712,"1181712","Valpaços",979,566
1713,"1181713","Vila Pouca de Aguiar",294,960
411,"1180411","Vimioso",1108,410
412,"1180412","Vinhais",9,234
101,"1610101","Águeda",28,311
102,"1610102","Albergaria-a-Velha",157,65
103,"1610103","Anadia",47,221
105,"1610105","Aveiro",42,220
108,"1610108","Estarreja",156,188
110,"1610110","Ílhavo",4,66
111,"1610111","Mealhada",75,265
112,"1610112","Murtosa",1,46
114,"1610114","Oliveira do Bairro",15,64
115,"1610115","Ovar",24,50
117,"1610117","Sever do Vouga",5,372
118,"1610118","Vagos",75,109
602,"1620602","Cantanhede",281,432
603,"1620603","Coimbra",295,854
604,"1620604","Condeixa-a-Nova",1217,636
605,"1620605","Figueira da Foz",155,109
608,"1620608","Mira",27,36
610,"1620610","Montemor-o-Velho",245,322
613,"1620613","Penacova",236,617
615,"1620615","Soure",1303,369
1004,"1631004","Batalha",206,96
1009,"1631009","Leiria",670,307
1010,"1631010","Marinha Grande",0,5
1015,"1631015","Pombal",809,550
1016,"1631016","Porto de Mós",1776,556
1002,"1641002","Alvaiázere",1180,236
1003,"1641003","Ansião",1360,296
601,"1640601","Arganil",619,800
1007,"1641007","Castanheira de Pêra",116,84
1008,"1641008","Figueiró dos Vinhos",24,143
606,"1640606","Góis",385,327
607,"1640607","Lousã",268,244
609,"1640609","Miranda do Corvo",332,187
611,"1640611","Oliveira do Hospital",850,348
612,"1640612","Pampilhosa da Serra",281,239
1013,"1641013","Pedrógão Grande",235,63
614,"1640614","Penela",783,151
616,"1640616","Tábua",815,359
617,"1640617","Vila Nova de Poiares",157,115
901,"1650901","Aguiar da Beira",49,181
1802,"1651802","Carregal do Sal",434,139
1803,"1651803","Castro Daire",1664,895
1806,"1651806","Mangualde",519,155
1808,"1651808","Mortágua",36,152
1809,"1651809","Nelas",328,66
1810,"1651810","Oliveira de Frades",114,836
1811,"1651811","Penalva do Castelo",254,31
1814,"1651814","Santa Comba Dão",233,107
1816,"1651816","São Pedro do Sul",500,1664
1817,"1651817","Sátão",316,277
1821,"1651821","Tondela",268,684
1822,"1651822","Vila Nova de Paiva",753,432
1823,"1651823","Viseu",415,383
1824,"1651824","Vouzela",23,500
1413,"1661413","Mação",1389,304
506,"1660506","Oleiros",2419,376
508,"1660508","Proença-a-Nova",5954,958
509,"1660509","Sertã",4027,900
510,"1660510","Vila de Rei",489,43
905,"1670905","Fornos de Algodres",529,137
906,"1670906","Gouveia",1661,590
912,"1670912","Seia",1813,303
902,"1680902","Almeida",204,52
903,"1680903","Celorico da Beira",1057,204
904,"1680904","Figueira de Castelo Rodrigo",266,37
907,"1680907","Guarda",4129,965
908,"1680908","Manteigas",321,38
909,"1680909","Mêda",390,92
910,"1680910","Pinhel",1441,201
911,"1680911","Sabugal",1038,556
913,"1680913","Trancoso",1176,150
502,"1690502","Castelo Branco",7041,1381
505,"1690505","Idanha-a-Nova",2967,512
507,"1690507","Penamacor",2521,537
511,"1690511","Vila Velha de Ródão",1453,296
501,"16A0501","Belmonte",519,77
503,"16A0503","Covilhã",3877,385
504,"16A0504","Fundão",5703,1019
1001,"16B1001","Alcobaça",342,242
1101,"16B1101","Alenquer",1019,203
1102,"16B1102","Arruda dos Vinhos",152,75
1005,"16B1005","Bombarral",0,9
1104,"16B1104","Cadaval",1326,133
1006,"16B1006","Caldas da Rainha",532,434
1108,"16B1108","Lourinhã",2538,178
1011,"16B1011","Nazaré",51,12
1012,"16B1012","Óbidos",601,169
1014,"16B1014","Peniche",1508,144
1112,"16B1112","Sobral de Monte Agraço",5,26
1113,"16B1113","Torres Vedras",2621,179
1401,"16C1401","Abrantes",1006,449
1402,"16C1402","Alcanena",1679,92
1408,"16C1408","Constância",0,6
1410,"16C1410","Entroncamento",0,4
1411,"16C1411","Ferreira do Zêzere",1057,206
1421,"16C1421","Ourém",1393,543
1417,"16C1417","Sardoal",17,73
1418,"16C1418","Tomar",998,268
1419,"16C1419","Torres Novas",1197,388
1420,"16C1420","Vila Nova da Barquinha",65,17
1115,"1711115","Amadora",0,5
1105,"1711105","Cascais",22,79
1106,"1711106","Lisboa",0,10
1107,"1711107","Loures",676,157
1109,"1711109","Mafra",495,303
1116,"1711116","Odivelas",13,8
1110,"1711110","Oeiras",0,0
1111,"1711111","Sintra",270,124
1114,"1711114","Vila Franca de Xira",45,141
1502,"1721502","Alcochete",0,5
1503,"1721503","Almada",120,37
1504,"1721504","Barreiro",0,37
1506,"1721506","Moita",259,61
1507,"1721507","Montijo",41,41
1508,"1721508","Palmela",1010,247
1510,"1721510","Seixal",175,46
1511,"1721511","Sesimbra",88,63
1512,"1721512","Setúbal",671,125
1501,"1811501","Alcácer do Sal",3,115
1505,"1811505","Grândola",74,266
211,"1810211","Odemira",944,1550
1509,"1811509","Santiago do Cacém",83,504
1513,"1811513","Sines",0,276
1201,"1821201","Alter do Chão",316,134
1202,"1821202","Arronches",148,72
1203,"1821203","Avis",294,115
1204,"1821204","Campo Maior",0,10
1205,"1821205","Castelo de Vide",211,160
1206,"1821206","Crato",1149,181
1207,"1821207","Elvas",4,88
1208,"1821208","Fronteira",77,150
1209,"1821209","Gavião",532,267
1210,"1821210","Marvão",156,298
1211,"1821211","Monforte",294,58
707,"1820707","Mora",0,51
1212,"1821212","Nisa",1022,431
1213,"1821213","Ponte de Sor",1030,520
1214,"1821214","Portalegre",1424,961
701,"1830701","Alandroal",5185,928
702,"1830702","Arraiolos",1438,420
703,"1830703","Borba",0,42
704,"1830704","Estremoz",468,231
705,"1830705","Évora",238,265
706,"1830706","Montemor-o-Novo",111,216
708,"1830708","Mourão",1692,129
709,"1830709","Portel",749,953
710,"1830710","Redondo",392,217
711,"1830711","Reguengos de Monsaraz",1541,395
1215,"1831215","Sousel",0,15
712,"1830712","Vendas Novas",0,38
713,"1830713","Viana do Alentejo",2746,634
714,"1830714","Vila Viçosa",1511,286
201,"1840201","Aljustrel",512,326
202,"1840202","Almodôvar",865,493
203,"1840203","Alvito",0,41
204,"1840204","Barrancos",13,50
205,"1840205","Beja",2541,1089
206,"1840206","Castro Verde",290,135
207,"1840207","Cuba",1003,388
208,"1840208","Ferreira do Alentejo",14,91
209,"1840209","Mértola",6492,1098
210,"1840210","Moura",4931,895
212,"1840212","Ourique",626,716
213,"1840213","Serpa",2860,685
214,"1840214","Vidigueira",1402,258
1403,"1851403","Almeirim",24,15
1404,"1851404","Alpiarça",0,262
1103,"1851103","Azambuja",953,111
1405,"1851405","Benavente",2621,88
1406,"1851406","Cartaxo",165,54
1407,"1851407","Chamusca",725,51
1409,"1851409","Coruche",1624,781
1412,"1851412","Golegã",3,1
1414,"1851414","Rio Maior",2257,364
1415,"1851415","Salvaterra de Magos",18,23
1416,"1851416","Santarém",4756,504
801,"1500801","Albufeira",3,42
802,"1500802","Alcoutim",2066,197
803,"1500803","Aljezur",5,295
804,"1500804","Castro Marim",3605,529
805,"1500805","Faro",114,19
806,"1500806","Lagoa",201,14
807,"1500807","Lagos",32,42
808,"1500808","Loulé",410,242
809,"1500809","Monchique",0,262
810,"1500810","Olhão",4,4
811,"1500811","Portimão",0,33
812,"1500812","São Brás de Alportel",176,23
813,"1500813","Silves",345,449
814,"1500814","Tavira",633,300
815,"1500815","Vila do Bispo",239,150
816,"1500816","Vila Real de Santo António",178,19
