"Muni_ID","ID","Muni","Pregnant_sows","Non_pregnant_sows","Boars","Pigs_20-50","Pigs_+50","Other_swine"
1601,"1111601","Arcos de Valdevez",228,121,86,809,2561,843
1602,"1111602","Caminha",72,36,34,361,1169,318
1603,"1111603","Melgaço",182,97,52,482,1977,172
1604,"1111604","Monção",130,67,86,835,3468,387
1605,"1111605","Paredes de Coura",117,67,69,568,2064,439
1606,"1111606","Ponte da Barca",91,48,34,336,1293,267
1607,"1111607","Ponte de Lima",1495,794,293,2685,5147,2238
1608,"1111608","Valença",904,479,241,2186,4276,1334
1609,"1111609","Viana do Castelo",195,103,189,1635,6079,1532
1610,"1111610","Vila Nova de Cerveira",58,30,17,189,609,103
301,"1120301","Amares",2704,1443,1239,11085,49327,594
302,"1120302","Barcelos",195,103,207,1807,6029,2375
303,"1120303","Braga",273,145,138,1282,3555,1618
306,"1120306","Esposende",84,42,69,551,1156,1162
310,"1120310","Terras de Bouro",208,109,86,749,870,818
313,"1120313","Vila Verde",2119,1127,310,2737,3518,2238
307,"1130307","Fafe",416,218,155,1343,4450,990
308,"1130308","Guimarães",488,261,172,1480,2959,2117
309,"1130309","Póvoa de Lanhoso",728,388,241,2220,4251,2866
1314,"1131314","Santo Tirso",468,249,224,2022,5930,2066
1318,"1131318","Trofa",6,6,34,361,1579,370
311,"1130311","Vieira do Minho",214,115,120,1024,2051,1170
312,"1130312","Vila Nova de Famalicão",4771,2546,2410,21739,33428,22832
314,"1130314","Vizela",6,6,17,95,323,95
107,"1140107","Espinho",0,0,0,26,137,9
1304,"1141304","Gondomar",26,12,17,207,1106,103
1306,"1141306","Maia",6,6,17,189,771,138
1308,"1141308","Matosinhos",110,61,17,198,336,172
1312,"1141312","Porto",0,0,0,0,25,0
1313,"1141313","Póvoa de Varzim",2106,1121,740,6704,18436,6498
1315,"1141315","Valongo",0,0,0,34,174,26
1316,"1141316","Vila do Conde",26,12,52,439,1914,361
1317,"1141317","Vila Nova de Gaia",332,176,52,439,1318,293
1301,"1151301","Amarante",280,152,172,1549,6104,1360
1302,"1151302","Baião",58,30,120,1033,5196,577
304,"1150304","Cabeceiras de Basto",676,364,172,1523,4028,1721
106,"1150106","Castelo de Paiva",65,36,69,637,2735,577
305,"1150305","Celorico de Basto",351,188,172,1489,4488,1506
1804,"1151804","Cinfães",72,36,103,912,3133,1351
1303,"1151303","Felgueiras",3198,1703,1377,12376,23284,16223
1305,"1151305","Lousada",162,85,86,835,3257,585
