"Muni_ID","ID","Muni","Pregnant_sows","Non_pregnant_sows","Boars","Pigs_20-50","Pigs_+50","Other_swine"
1601,"1111601","Arcos de Valdevez",228,121,84,790,2502,824
1602,"1111602","Caminha",72,36,33,353,1142,311
1603,"1111603","Melgaço",182,97,51,471,1931,168
1604,"1111604","Monção",130,67,84,816,3388,378
1605,"1111605","Paredes de Coura",117,67,67,555,2016,429
1606,"1111606","Ponte da Barca",91,48,33,328,1263,261
1607,"1111607","Ponte de Lima",1495,794,286,2623,5028,2186
1608,"1111608","Valença",904,479,235,2136,4177,1303
1609,"1111609","Viana do Castelo",195,103,185,1597,5939,1497
1610,"1111610","Vila Nova de Cerveira",58,30,17,185,595,101
301,"1120301","Amares",2704,1443,1210,10829,48189,580
302,"1120302","Barcelos",195,103,202,1765,5890,2320
303,"1120303","Braga",273,145,135,1252,3473,1581
306,"1120306","Esposende",84,42,67,538,1129,1135
310,"1120310","Terras de Bouro",208,109,84,732,850,799
313,"1120313","Vila Verde",2119,1127,303,2674,3437,2186
307,"1130307","Fafe",416,218,151,1312,4347,967
308,"1130308","Guimarães",488,261,168,1446,2891,2068
309,"1130309","Póvoa de Lanhoso",728,388,235,2169,4153,2800
1314,"1131314","Santo Tirso",468,249,219,1975,5793,2018
1318,"1131318","Trofa",6,6,33,353,1543,361
311,"1130311","Vieira do Minho",214,115,117,1000,2004,1143
312,"1130312","Vila Nova de Famalicão",4771,2546,2354,21237,32657,22305
314,"1130314","Vizela",6,6,17,93,316,93
107,"1140107","Espinho",0,0,0,25,134,9
1304,"1141304","Gondomar",26,12,17,202,1080,101
1306,"1141306","Maia",6,6,17,185,753,135
1308,"1141308","Matosinhos",110,61,17,193,328,168
1312,"1141312","Porto",0,0,0,0,24,0
1313,"1141313","Póvoa de Varzim",2106,1121,723,6549,18011,6348
1315,"1141315","Valongo",0,0,0,33,170,25
1316,"1141316","Vila do Conde",26,12,51,429,1870,353
1317,"1141317","Vila Nova de Gaia",332,176,51,429,1288,286
1301,"1151301","Amarante",280,152,168,1513,5963,1329
1302,"1151302","Baião",58,30,117,1009,5076,564
304,"1150304","Cabeceiras de Basto",676,364,168,1488,3935,1681
106,"1150106","Castelo de Paiva",65,36,67,622,2672,564
305,"1150305","Celorico de Basto",351,188,168,1455,4384,1471
1804,"1151804","Cinfães",72,36,101,891,3061,1320
1303,"1151303","Felgueiras",3198,1703,1345,12090,22747,15849
1305,"1151305","Lousada",162,85,84,816,3182,571
1307,"1151307","Marco de Canaveses",65,36,84,732,3170,664
1705,"1151705","Mondim de Basto",72,36,67,664,1543,1312
1309,"1151309","Paços de Ferreira",72,36,33,269,1044,277
1310,"1151310","Paredes",214,115,117,1051,3947,706
1311,"1151311","Penafiel",195,103,168,1505,6230,1252
1813,"1151813","Resende",13,6,67,546,2466,564
1709,"1151709","Ribeira de Pena",84,48,67,588,1299,748
104,"1160104","Arouca",286,152,185,1665,5793,1648
113,"1160113","Oliveira de Azeméis",3159,1685,757,6819,8210,8256
109,"1160109","Santa Maria da Feira",1118,594,555,4927,14537,6541
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",52,24,101,858,2951,1345
1701,"1171701","Alijó",214,115,33,336,959,328
1801,"1171801","Armamar",39,24,33,286,1069,244
403,"1170403","Carrazeda de Ansiães",494,261,84,782,1834,681
404,"1170404","Freixo de Espada à Cinta",6,6,17,160,523,126
1805,"1171805","Lamego",39,18,51,462,2198,319
1704,"1171704","Mesão Frio",0,0,0,25,134,25
1807,"1171807","Moimenta da Beira",1112,594,487,4439,9594,3960
1812,"1171812","Penedono",6,6,33,353,1118,555
1708,"1171708","Peso da Régua",0,0,0,67,425,9
1710,"1171710","Sabrosa",84,42,33,319,1335,202
1711,"1171711","Santa Marta de Penaguião",0,0,0,17,49,51
1815,"1171815","São João da Pesqueira",39,18,17,160,474,193
1818,"1171818","Sernancelhe",39,18,67,571,1749,1009
1819,"1171819","Tabuaço",6,6,17,126,461,177
1820,"1171820","Tarouca",6,6,51,412,1858,311
409,"1170409","Torre de Moncorvo",84,48,33,303,814,328
410,"1170410","Vila Flor",104,55,33,328,608,429
914,"1170914","Vila Nova de Foz Côa",6,0,0,17,73,25
1714,"1171714","Vila Real",214,115,84,824,2417,874
401,"1180401","Alfândega da Fé",169,91,33,353,474,412
1702,"1181702","Boticas",214,115,117,1110,3619,1555
402,"1180402","Bragança",2178,1158,438,4002,8586,4775
1703,"1181703","Chaves",2516,1340,958,8575,27167,6633
405,"1180405","Macedo de Cavaleiros",526,279,202,1774,5259,2026
406,"1180406","Miranda do Douro",1476,788,235,2169,3437,1597
407,"1180407","Mirandela",1112,594,438,3910,10602,4717
408,"1180408","Mogadouro",1924,1024,202,1841,1955,690
1706,"1181706","Montalegre",338,182,303,2800,10857,3430
1707,"1181707","Murça",228,121,67,564,1069,538
1712,"1181712","Valpaços",858,455,286,2506,7591,1765
1713,"1181713","Vila Pouca de Aguiar",292,158,101,858,2659,900
411,"1180411","Vimioso",117,67,67,606,2453,202
412,"1180412","Vinhais",2093,1115,606,5423,11598,6583
101,"1610101","Águeda",4134,1485,202,5313,7420,1875
102,"1610102","Albergaria-a-Velha",3094,1109,185,4649,8452,2539
103,"1610103","Anadia",8340,2994,319,8391,4190,2615
105,"1610105","Aveiro",2483,891,117,3019,3571,1354
108,"1610108","Estarreja",3003,1079,135,3616,5307,1539
110,"1610110","Ílhavo",234,85,17,378,741,420
111,"1610111","Mealhada",6071,2176,269,6953,3412,3035
112,"1610112","Murtosa",904,327,51,1336,2259,993
114,"1610114","Oliveira do Bairro",4140,1485,185,4859,3486,1420
115,"1610115","Ovar",150,55,33,951,2283,1345
117,"1610117","Sever do Vouga",1176,424,101,2413,3316,1522
118,"1610118","Vagos",4804,1721,185,4775,4615,2110
602,"1620602","Cantanhede",17674,6340,874,22768,8877,5280
603,"1620603","Coimbra",4134,1485,202,5095,4857,2169
604,"1620604","Condeixa-a-Nova",266,97,33,723,984,790
605,"1620605","Figueira da Foz",6078,2182,471,12208,19807,9425
608,"1620608","Mira",5564,1994,606,15765,23706,11275
610,"1620610","Montemor-o-Velho",18967,6801,723,18707,6910,5196
613,"1620613","Penacova",286,103,33,933,2793,648
615,"1620615","Soure",1638,588,101,2438,2429,1429
1004,"1631004","Batalha",9912,3558,1059,27746,41728,27963
1009,"1631009","Leiria",129558,46466,15571,404667,645521,375922
1010,"1631010","Marinha Grande",136,48,0,151,231,177
1015,"1631015","Pombal",29276,10498,2119,55145,54492,36859
1016,"1631016","Porto de Mós",55218,19802,8307,215832,306790,166546
1002,"1641002","Alvaiázere",526,188,33,832,1579,715
1003,"1641003","Ansião",4095,1467,269,7004,9060,4994
601,"1640601","Arganil",117,42,17,529,1713,538
1007,"1641007","Castanheira de Pêra",46,18,0,117,85,151
1008,"1641008","Figueiró dos Vinhos",91,30,17,454,874,522
