agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,779,735,773,763,786,826,661,792,788,792,761,792,848,736,850,861,893,753,975,896,761,637,813,782,1008,950,862,977,949,1117,774,1053,1004
Trás-os-Montes,2,1287,1090,1040,970,996,960,906,1012,906,1071,1129,1091,1074,919,1049,955,1173,722,1119,1318,616,754,970,546,1038,950,1300,1140,1254,1367,989,1406,1340
Beira Litoral,3,943,796,975,886,979,1028,654,934,855,855,903,901,904,613,1079,1023,1023,1076,1083,1083,950,667,1091,810,858,603,615,1007,861,1150,950,1091,1040
Beira Interior,4,712,569,642,629,703,689,494,796,785,738,879,929,928,485,731,743,762,434,940,928,600,600,715,560,820,933,538,643,744,725,676,776,739
Ribatejo e Oeste,5,0,0,0,0,0,0,691,1000,701,906,861,875,904,629,816,796,941,658,694,765,680,471,718,562,813,841,855,867,784,637,636,778,742
Alentejo,6,1198,1000,1155,1016,782,680,200,502,561,592,782,725,806,363,813,370,672,498,424,501,667,317,687,600,663,549,700,1287,1367,1166,624,1058,1008
Algarve,7,870,878,861,844,862,0,0,0,820,935,714,762,796,167,333,308,442,432,409,409,171,171,433,212,351,300,195,629,539,661,790,657,625
