agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,4225,3648,3747,3859,3964,3801,3841,3910,3563,3315,3404,3324,3243,3070,3639,3683,3740,4125,4096,4160,3650,3475,3585,3548,3373,3195,2959,2576,2567,2637,2635,2540,2464
Trás-os-Montes,2,1952,1825,1893,1728,1855,1759,1566,1531,1460,1481,1558,1579,1610,1495,1731,1689,1706,1708,1500,1518,1360,1386,1422,1337,1277,1049,1101,967,1017,1033,1029,988,950
Beira Litoral,3,7590,9157,8234,7547,7350,7407,7160,7843,6488,6514,5611,5755,5152,3915,4228,4221,4264,4318,5113,4769,4353,4380,4126,3987,3796,3614,3312,2879,2887,2969,2966,2859,2774
Beira Interior,4,3252,3282,3276,3473,3690,3484,2971,3410,2669,2686,2752,2663,2279,1679,2743,2706,2945,2791,3236,3138,3452,2770,2989,2987,2610,2782,2390,2074,2119,2182,2178,2099,2035
Ribatejo e Oeste,5,12756,13366,12014,13141,12108,11888,13256,13176,11741,11647,10455,9296,8931,8315,9732,9383,9849,9776,9460,8937,8852,8417,7767,7729,7914,7044,6644,5764,5804,5982,5976,5762,5593
Alentejo,6,13346,13172,12913,12972,12475,12026,12117,10855,9700,9755,9842,9379,8965,7327,8528,7860,7894,8704,7948,8100,6434,6588,7272,7202,6386,4192,4688,4061,4074,4207,4205,4055,3941
Algarve,7,12132,11686,11479,10758,9518,8215,6454,6359,5820,6632,7575,6570,5578,6345,5874,5562,5804,5804,5804,5793,4068,3589,2687,2904,3172,3196,2778,2403,2480,2559,2555,2464,2390
