Muni_ID,CAA_ID,Full_ID,Muni
505,1,1690505,IDANHA-A-NOVA
505,2,1690505,IDANHA-A-NOVA
505,3,1690505,IDANHA-A-NOVA
505,4,1690505,IDANHA-A-NOVA
505,5,1690505,IDANHA-A-NOVA
505,6,1690505,IDANHA-A-NOVA
505,7,1690505,IDANHA-A-NOVA
505,8,1690505,IDANHA-A-NOVA
505,9,1690505,IDANHA-A-NOVA
505,10,1690505,IDANHA-A-NOVA
505,11,1690505,IDANHA-A-NOVA
505,12,1690505,IDANHA-A-NOVA
505,13,1690505,IDANHA-A-NOVA
505,14,1690505,IDANHA-A-NOVA
505,15,1690505,IDANHA-A-NOVA
505,16,1690505,IDANHA-A-NOVA
505,17,1690505,IDANHA-A-NOVA
505,18,1690505,IDANHA-A-NOVA
505,19,1690505,IDANHA-A-NOVA
505,20,1690505,IDANHA-A-NOVA
505,21,1690505,IDANHA-A-NOVA
505,22,1690505,IDANHA-A-NOVA
505,23,1690505,IDANHA-A-NOVA
505,24,1690505,IDANHA-A-NOVA
505,25,1690505,IDANHA-A-NOVA
505,26,1690505,IDANHA-A-NOVA
505,27,1690505,IDANHA-A-NOVA
505,28,1690505,IDANHA-A-NOVA
505,29,1690505,IDANHA-A-NOVA
505,30,1690505,IDANHA-A-NOVA
505,31,1690505,IDANHA-A-NOVA
505,32,1690505,IDANHA-A-NOVA
505,33,1690505,IDANHA-A-NOVA
505,34,1690505,IDANHA-A-NOVA
505,35,1690505,IDANHA-A-NOVA
505,36,1690505,IDANHA-A-NOVA
505,37,1690505,IDANHA-A-NOVA
505,38,1690505,IDANHA-A-NOVA
505,39,1690505,IDANHA-A-NOVA
505,40,1690505,IDANHA-A-NOVA
505,41,1690505,IDANHA-A-NOVA
505,42,1690505,IDANHA-A-NOVA
505,43,1690505,IDANHA-A-NOVA
505,44,1690505,IDANHA-A-NOVA
505,45,1690505,IDANHA-A-NOVA
505,46,1690505,IDANHA-A-NOVA
505,47,1690505,IDANHA-A-NOVA
505,48,1690505,IDANHA-A-NOVA
505,49,1690505,IDANHA-A-NOVA
505,50,1690505,IDANHA-A-NOVA
505,51,1690505,IDANHA-A-NOVA
505,52,1690505,IDANHA-A-NOVA
505,53,1690505,IDANHA-A-NOVA
505,54,1690505,IDANHA-A-NOVA
505,55,1690505,IDANHA-A-NOVA
505,56,1690505,IDANHA-A-NOVA
505,57,1690505,IDANHA-A-NOVA
505,58,1690505,IDANHA-A-NOVA
505,59,1690505,IDANHA-A-NOVA
505,60,1690505,IDANHA-A-NOVA
505,61,1690505,IDANHA-A-NOVA
505,62,1690505,IDANHA-A-NOVA
505,63,1690505,IDANHA-A-NOVA
505,64,1690505,IDANHA-A-NOVA
505,65,1690505,IDANHA-A-NOVA
505,66,1690505,IDANHA-A-NOVA
505,67,1690505,IDANHA-A-NOVA
505,68,1690505,IDANHA-A-NOVA
505,69,1690505,IDANHA-A-NOVA
505,70,1690505,IDANHA-A-NOVA
505,71,1690505,IDANHA-A-NOVA
505,72,1690505,IDANHA-A-NOVA
505,73,1690505,IDANHA-A-NOVA
101,74,1610101,�gueda
101,75,1610101,�gueda
101,76,1610101,�gueda
101,77,1610101,�gueda
101,78,1610101,�gueda
101,79,1610101,�gueda
101,80,1610101,�gueda
101,81,1610101,�gueda
101,82,1610101,�gueda
101,83,1610101,�gueda
101,84,1610101,�gueda
101,85,1610101,�gueda
101,86,1610101,�gueda
101,87,1610101,�gueda
101,88,1610101,�gueda
101,89,1610101,�gueda
101,90,1610101,�gueda
101,91,1610101,�gueda
101,92,1610101,�gueda
101,93,1610101,�gueda
101,94,1610101,�gueda
101,95,1610101,�gueda
101,96,1610101,�gueda
101,97,1610101,�gueda
101,98,1610101,�gueda
101,99,1610101,�gueda
101,100,1610101,�gueda
101,101,1610101,�gueda
101,102,1610101,�gueda
101,103,1610101,�gueda
101,104,1610101,�gueda
101,105,1610101,�gueda
101,106,1610101,�gueda
101,107,1610101,�gueda
101,108,1610101,�gueda
101,109,1610101,�gueda
101,110,1610101,�gueda
101,111,1610101,�gueda
101,112,1610101,�gueda
101,113,1610101,�gueda
101,114,1610101,�gueda
101,115,1610101,�gueda
101,116,1610101,�gueda
101,117,1610101,�gueda
101,118,1610101,�gueda
102,119,1610102,ALBERGARIA-A-VELHA
102,120,1610102,ALBERGARIA-A-VELHA
102,121,1610102,ALBERGARIA-A-VELHA
102,122,1610102,ALBERGARIA-A-VELHA
102,123,1610102,ALBERGARIA-A-VELHA
102,124,1610102,ALBERGARIA-A-VELHA
102,125,1610102,ALBERGARIA-A-VELHA
102,126,1610102,ALBERGARIA-A-VELHA
102,127,1610102,ALBERGARIA-A-VELHA
102,128,1610102,ALBERGARIA-A-VELHA
102,129,1610102,ALBERGARIA-A-VELHA
102,130,1610102,ALBERGARIA-A-VELHA
102,131,1610102,ALBERGARIA-A-VELHA
102,132,1610102,ALBERGARIA-A-VELHA
102,133,1610102,ALBERGARIA-A-VELHA
102,134,1610102,ALBERGARIA-A-VELHA
102,135,1610102,ALBERGARIA-A-VELHA
102,136,1610102,ALBERGARIA-A-VELHA
102,137,1610102,ALBERGARIA-A-VELHA
102,138,1610102,ALBERGARIA-A-VELHA
103,139,1610103,ANADIA
103,140,1610103,ANADIA
103,141,1610103,ANADIA
103,142,1610103,ANADIA
103,143,1610103,ANADIA
103,144,1610103,ANADIA
103,145,1610103,ANADIA
103,146,1610103,ANADIA
103,147,1610103,ANADIA
103,148,1610103,ANADIA
103,149,1610103,ANADIA
103,150,1610103,ANADIA
103,151,1610103,ANADIA
103,152,1610103,ANADIA
103,153,1610103,ANADIA
103,154,1610103,ANADIA
103,155,1610103,ANADIA
103,156,1610103,ANADIA
103,157,1610103,ANADIA
103,158,1610103,ANADIA
103,159,1610103,ANADIA
103,160,1610103,ANADIA
103,161,1610103,ANADIA
103,162,1610103,ANADIA
103,163,1610103,ANADIA
103,164,1610103,ANADIA
103,165,1610103,ANADIA
103,166,1610103,ANADIA
103,167,1610103,ANADIA
103,168,1610103,ANADIA
103,169,1610103,ANADIA
104,170,1160104,AROUCA
104,171,1160104,AROUCA
104,172,1160104,AROUCA
104,173,1160104,AROUCA
104,174,1160104,AROUCA
104,175,1160104,AROUCA
104,176,1160104,AROUCA
104,177,1160104,AROUCA
104,178,1160104,AROUCA
104,179,1160104,AROUCA
104,180,1160104,AROUCA
104,181,1160104,AROUCA
104,182,1160104,AROUCA
104,183,1160104,AROUCA
104,184,1160104,AROUCA
104,185,1160104,AROUCA
104,186,1160104,AROUCA
104,187,1160104,AROUCA
104,188,1160104,AROUCA
104,189,1160104,AROUCA
104,190,1160104,AROUCA
104,191,1160104,AROUCA
104,192,1160104,AROUCA
104,193,1160104,AROUCA
104,194,1160104,AROUCA
104,195,1160104,AROUCA
104,196,1160104,AROUCA
104,197,1160104,AROUCA
104,198,1160104,AROUCA
104,199,1160104,AROUCA
104,200,1160104,AROUCA
104,201,1160104,AROUCA
104,202,1160104,AROUCA
104,203,1160104,AROUCA
104,204,1160104,AROUCA
104,205,1160104,AROUCA
104,206,1160104,AROUCA
104,207,1160104,AROUCA
104,208,1160104,AROUCA
104,209,1160104,AROUCA
104,210,1160104,AROUCA
105,211,1610105,AVEIRO
105,212,1610105,AVEIRO
105,213,1610105,AVEIRO
105,214,1610105,AVEIRO
105,215,1610105,AVEIRO
105,216,1610105,AVEIRO
105,217,1610105,AVEIRO
105,218,1610105,AVEIRO
105,219,1610105,AVEIRO
105,220,1610105,AVEIRO
105,221,1610105,AVEIRO
105,222,1610105,AVEIRO
105,223,1610105,AVEIRO
105,224,1610105,AVEIRO
105,225,1610105,AVEIRO
105,226,1610105,AVEIRO
105,227,1610105,AVEIRO
105,228,1610105,AVEIRO
105,229,1610105,AVEIRO
105,230,1610105,AVEIRO
105,231,1610105,AVEIRO
105,232,1610105,AVEIRO
105,233,1610105,AVEIRO
105,234,1610105,AVEIRO
105,235,1610105,AVEIRO
105,236,1610105,AVEIRO
105,237,1610105,AVEIRO
106,238,1150106,CASTELO DE PAIVA
106,239,1150106,CASTELO DE PAIVA
106,240,1150106,CASTELO DE PAIVA
106,241,1150106,CASTELO DE PAIVA
106,242,1150106,CASTELO DE PAIVA
106,243,1150106,CASTELO DE PAIVA
106,244,1150106,CASTELO DE PAIVA
106,245,1150106,CASTELO DE PAIVA
106,246,1150106,CASTELO DE PAIVA
106,247,1150106,CASTELO DE PAIVA
106,248,1150106,CASTELO DE PAIVA
106,249,1150106,CASTELO DE PAIVA
106,250,1150106,CASTELO DE PAIVA
106,251,1150106,CASTELO DE PAIVA
106,252,1150106,CASTELO DE PAIVA
106,253,1150106,CASTELO DE PAIVA
106,254,1150106,CASTELO DE PAIVA
106,255,1150106,CASTELO DE PAIVA
106,256,1150106,CASTELO DE PAIVA
106,257,1150106,CASTELO DE PAIVA
106,258,1150106,CASTELO DE PAIVA
106,259,1150106,CASTELO DE PAIVA
106,260,1150106,CASTELO DE PAIVA
107,261,1140107,ESPINHO
107,262,1140107,ESPINHO
107,263,1140107,ESPINHO
107,264,1140107,ESPINHO
107,265,1140107,ESPINHO
107,266,1140107,ESPINHO
108,267,1610108,ESTARREJA
108,268,1610108,ESTARREJA
108,269,1610108,ESTARREJA
108,270,1610108,ESTARREJA
108,271,1610108,ESTARREJA
108,272,1610108,ESTARREJA
108,273,1610108,ESTARREJA
108,274,1610108,ESTARREJA
108,275,1610108,ESTARREJA
108,276,1610108,ESTARREJA
108,277,1610108,ESTARREJA
108,278,1610108,ESTARREJA
108,279,1610108,ESTARREJA
108,280,1610108,ESTARREJA
108,281,1610108,ESTARREJA
108,282,1610108,ESTARREJA
108,283,1610108,ESTARREJA
109,284,1160109,SANTA MARIA DA FEIRA
109,285,1160109,SANTA MARIA DA FEIRA
109,286,1160109,SANTA MARIA DA FEIRA
109,287,1160109,SANTA MARIA DA FEIRA
109,288,1160109,SANTA MARIA DA FEIRA
109,289,1160109,SANTA MARIA DA FEIRA
109,290,1160109,SANTA MARIA DA FEIRA
109,291,1160109,SANTA MARIA DA FEIRA
109,292,1160109,SANTA MARIA DA FEIRA
109,293,1160109,SANTA MARIA DA FEIRA
109,294,1160109,SANTA MARIA DA FEIRA
109,295,1160109,SANTA MARIA DA FEIRA
109,296,1160109,SANTA MARIA DA FEIRA
109,297,1160109,SANTA MARIA DA FEIRA
109,298,1160109,SANTA MARIA DA FEIRA
109,299,1160109,SANTA MARIA DA FEIRA
109,300,1160109,SANTA MARIA DA FEIRA
109,301,1160109,SANTA MARIA DA FEIRA
109,302,1160109,SANTA MARIA DA FEIRA
109,303,1160109,SANTA MARIA DA FEIRA
109,304,1160109,SANTA MARIA DA FEIRA
109,305,1160109,SANTA MARIA DA FEIRA
109,306,1160109,SANTA MARIA DA FEIRA
109,307,1160109,SANTA MARIA DA FEIRA
109,308,1160109,SANTA MARIA DA FEIRA
109,309,1160109,SANTA MARIA DA FEIRA
109,310,1160109,SANTA MARIA DA FEIRA
109,311,1160109,SANTA MARIA DA FEIRA
109,312,1160109,SANTA MARIA DA FEIRA
109,313,1160109,SANTA MARIA DA FEIRA
109,314,1160109,SANTA MARIA DA FEIRA
109,315,1160109,SANTA MARIA DA FEIRA
109,316,1160109,SANTA MARIA DA FEIRA
109,317,1160109,SANTA MARIA DA FEIRA
109,318,1160109,SANTA MARIA DA FEIRA
109,319,1160109,SANTA MARIA DA FEIRA
