Muni_ID,CAA_ID,full_ID,Muni
101,1,1610101,Águeda
101,2,1610101,Águeda
101,3,1610101,Águeda
101,4,1610101,Águeda
101,5,1610101,Águeda
101,6,1610101,Águeda
101,7,1610101,Águeda
101,8,1610101,Águeda
101,9,1610101,Águeda
101,10,1610101,Águeda
101,11,1610101,Águeda
101,12,1610101,Águeda
101,13,1610101,Águeda
101,14,1610101,Águeda
101,15,1610101,Águeda
101,16,1610101,Águeda
101,17,1610101,Águeda
101,18,1610101,Águeda
101,19,1610101,Águeda
101,20,1610101,Águeda
101,21,1610101,Águeda
101,22,1610101,Águeda
101,23,1610101,Águeda
101,24,1610101,Águeda
101,25,1610101,Águeda
101,26,1610101,Águeda
101,27,1610101,Águeda
101,28,1610101,Águeda
101,29,1610101,Águeda
101,30,1610101,Águeda
101,31,1610101,Águeda
101,32,1610101,Águeda
101,33,1610101,Águeda
101,34,1610101,Águeda
101,35,1610101,Águeda
101,36,1610101,Águeda
101,37,1610101,Águeda
101,38,1610101,Águeda
101,39,1610101,Águeda
101,40,1610101,Águeda
101,41,1610101,Águeda
101,42,1610101,Águeda
101,43,1610101,Águeda
101,44,1610101,Águeda
101,45,1610101,Águeda
101,46,1610101,Águeda
101,47,1610101,Águeda
101,48,1610101,Águeda
101,49,1610101,Águeda
101,50,1610101,Águeda
101,51,1610101,Águeda
101,52,1610101,Águeda
101,53,1610101,Águeda
101,54,1610101,Águeda
101,55,1610101,Águeda
101,56,1610101,Águeda
101,57,1610101,Águeda
101,58,1610101,Águeda
102,59,1610102,ALBERGARIA-A-VELHA
102,60,1610102,ALBERGARIA-A-VELHA
102,61,1610102,ALBERGARIA-A-VELHA
102,62,1610102,ALBERGARIA-A-VELHA
102,63,1610102,ALBERGARIA-A-VELHA
102,64,1610102,ALBERGARIA-A-VELHA
102,65,1610102,ALBERGARIA-A-VELHA
102,66,1610102,ALBERGARIA-A-VELHA
102,67,1610102,ALBERGARIA-A-VELHA
102,68,1610102,ALBERGARIA-A-VELHA
102,69,1610102,ALBERGARIA-A-VELHA
102,70,1610102,ALBERGARIA-A-VELHA
102,71,1610102,ALBERGARIA-A-VELHA
102,72,1610102,ALBERGARIA-A-VELHA
102,73,1610102,ALBERGARIA-A-VELHA
102,74,1610102,ALBERGARIA-A-VELHA
102,75,1610102,ALBERGARIA-A-VELHA
103,76,1610103,ANADIA
103,77,1610103,ANADIA
103,78,1610103,ANADIA
103,79,1610103,ANADIA
103,80,1610103,ANADIA
103,81,1610103,ANADIA
103,82,1610103,ANADIA
103,83,1610103,ANADIA
103,84,1610103,ANADIA
103,85,1610103,ANADIA
103,86,1610103,ANADIA
104,87,1160104,AROUCA
104,88,1160104,AROUCA
104,89,1160104,AROUCA
104,90,1160104,AROUCA
104,91,1160104,AROUCA
104,92,1160104,AROUCA
104,93,1160104,AROUCA
104,94,1160104,AROUCA
104,95,1160104,AROUCA
104,96,1160104,AROUCA
104,97,1160104,AROUCA
104,98,1160104,AROUCA
104,99,1160104,AROUCA
104,100,1160104,AROUCA
104,101,1160104,AROUCA
104,102,1160104,AROUCA
104,103,1160104,AROUCA
104,104,1160104,AROUCA
104,105,1160104,AROUCA
104,106,1160104,AROUCA
104,107,1160104,AROUCA
104,108,1160104,AROUCA
104,109,1160104,AROUCA
104,110,1160104,AROUCA
104,111,1160104,AROUCA
104,112,1160104,AROUCA
104,113,1160104,AROUCA
104,114,1160104,AROUCA
104,115,1160104,AROUCA
104,116,1160104,AROUCA
104,117,1160104,AROUCA
104,118,1160104,AROUCA
104,119,1160104,AROUCA
104,120,1160104,AROUCA
104,121,1160104,AROUCA
104,122,1160104,AROUCA
104,123,1160104,AROUCA
104,124,1160104,AROUCA
104,125,1160104,AROUCA
104,126,1160104,AROUCA
104,127,1160104,AROUCA
104,128,1160104,AROUCA
104,129,1160104,AROUCA
104,130,1160104,AROUCA
104,131,1160104,AROUCA
104,132,1160104,AROUCA
105,133,1610105,AVEIRO
105,134,1610105,AVEIRO
105,135,1610105,AVEIRO
105,136,1610105,AVEIRO
105,137,1610105,AVEIRO
105,138,1610105,AVEIRO
105,139,1610105,AVEIRO
105,140,1610105,AVEIRO
105,141,1610105,AVEIRO
105,142,1610105,AVEIRO
105,143,1610105,AVEIRO
105,144,1610105,AVEIRO
105,145,1610105,AVEIRO
105,146,1610105,AVEIRO
105,147,1610105,AVEIRO
105,148,1610105,AVEIRO
105,149,1610105,AVEIRO
105,150,1610105,AVEIRO
105,151,1610105,AVEIRO
106,152,1150106,CASTELO DE PAIVA
106,153,1150106,CASTELO DE PAIVA
106,154,1150106,CASTELO DE PAIVA
106,155,1150106,CASTELO DE PAIVA
106,156,1150106,CASTELO DE PAIVA
106,157,1150106,CASTELO DE PAIVA
106,158,1150106,CASTELO DE PAIVA
106,159,1150106,CASTELO DE PAIVA
106,160,1150106,CASTELO DE PAIVA
106,161,1150106,CASTELO DE PAIVA
106,162,1150106,CASTELO DE PAIVA
106,163,1150106,CASTELO DE PAIVA
106,164,1150106,CASTELO DE PAIVA
106,165,1150106,CASTELO DE PAIVA
106,166,1150106,CASTELO DE PAIVA
106,167,1150106,CASTELO DE PAIVA
106,168,1150106,CASTELO DE PAIVA
107,169,1140107,ESPINHO
107,170,1140107,ESPINHO
107,171,1140107,ESPINHO
107,172,1140107,ESPINHO
107,173,1140107,ESPINHO
107,174,1140107,ESPINHO
107,175,1140107,ESPINHO
107,176,1140107,ESPINHO
108,177,1610108,ESTARREJA
108,178,1610108,ESTARREJA
108,179,1610108,ESTARREJA
108,180,1610108,ESTARREJA
108,181,1610108,ESTARREJA
108,182,1610108,ESTARREJA
108,183,1610108,ESTARREJA
108,184,1610108,ESTARREJA
109,185,1160109,SANTA MARIA DA FEIRA
109,186,1160109,SANTA MARIA DA FEIRA
109,187,1160109,SANTA MARIA DA FEIRA
109,188,1160109,SANTA MARIA DA FEIRA
109,189,1160109,SANTA MARIA DA FEIRA
109,190,1160109,SANTA MARIA DA FEIRA
109,191,1160109,SANTA MARIA DA FEIRA
109,192,1160109,SANTA MARIA DA FEIRA
109,193,1160109,SANTA MARIA DA FEIRA
109,194,1160109,SANTA MARIA DA FEIRA
109,195,1160109,SANTA MARIA DA FEIRA
109,196,1160109,SANTA MARIA DA FEIRA
109,197,1160109,SANTA MARIA DA FEIRA
109,198,1160109,SANTA MARIA DA FEIRA
109,199,1160109,SANTA MARIA DA FEIRA
109,200,1160109,SANTA MARIA DA FEIRA
109,201,1160109,SANTA MARIA DA FEIRA
109,202,1160109,SANTA MARIA DA FEIRA
109,203,1160109,SANTA MARIA DA FEIRA
109,204,1160109,SANTA MARIA DA FEIRA
109,205,1160109,SANTA MARIA DA FEIRA
109,206,1160109,SANTA MARIA DA FEIRA
109,207,1160109,SANTA MARIA DA FEIRA
109,208,1160109,SANTA MARIA DA FEIRA
109,209,1160109,SANTA MARIA DA FEIRA
109,210,1160109,SANTA MARIA DA FEIRA
109,211,1160109,SANTA MARIA DA FEIRA
109,212,1160109,SANTA MARIA DA FEIRA
109,213,1160109,SANTA MARIA DA FEIRA
109,214,1160109,SANTA MARIA DA FEIRA
109,215,1160109,SANTA MARIA DA FEIRA
109,216,1160109,SANTA MARIA DA FEIRA
109,217,1160109,SANTA MARIA DA FEIRA
109,218,1160109,SANTA MARIA DA FEIRA
109,219,1160109,SANTA MARIA DA FEIRA
109,220,1160109,SANTA MARIA DA FEIRA
109,221,1160109,SANTA MARIA DA FEIRA
109,222,1160109,SANTA MARIA DA FEIRA
109,223,1160109,SANTA MARIA DA FEIRA
109,224,1160109,SANTA MARIA DA FEIRA
109,225,1160109,SANTA MARIA DA FEIRA
109,226,1160109,SANTA MARIA DA FEIRA
109,227,1160109,SANTA MARIA DA FEIRA
109,228,1160109,SANTA MARIA DA FEIRA
109,229,1160109,SANTA MARIA DA FEIRA
109,230,1160109,SANTA MARIA DA FEIRA
109,231,1160109,SANTA MARIA DA FEIRA
109,232,1160109,SANTA MARIA DA FEIRA
109,233,1160109,SANTA MARIA DA FEIRA
109,234,1160109,SANTA MARIA DA FEIRA
109,235,1160109,SANTA MARIA DA FEIRA
109,236,1160109,SANTA MARIA DA FEIRA
109,237,1160109,SANTA MARIA DA FEIRA
109,238,1160109,SANTA MARIA DA FEIRA
109,239,1160109,SANTA MARIA DA FEIRA
109,240,1160109,SANTA MARIA DA FEIRA
110,241,1610110,Ílhavo
110,242,1610110,Ílhavo
110,243,1610110,Ílhavo
110,244,1610110,Ílhavo
110,245,1610110,Ílhavo
110,246,1610110,Ílhavo
110,247,1610110,Ílhavo
110,248,1610110,Ílhavo
110,249,1610110,Ílhavo
110,250,1610110,Ílhavo
110,251,1610110,Ílhavo
111,252,1610111,MEALHADA
111,253,1610111,MEALHADA
111,254,1610111,MEALHADA
111,255,1610111,MEALHADA
111,256,1610111,MEALHADA
111,257,1610111,MEALHADA
111,258,1610111,MEALHADA
111,259,1610111,MEALHADA
111,260,1610111,MEALHADA
111,261,1610111,MEALHADA
112,262,1610112,MURTOSA
112,263,1610112,MURTOSA
112,264,1610112,MURTOSA
112,265,1610112,MURTOSA
113,266,1160113,OLIVEIRA DE AZEMÃ?IS
113,267,1160113,OLIVEIRA DE AZEMÃ?IS
113,268,1160113,OLIVEIRA DE AZEMÃ?IS
113,269,1160113,OLIVEIRA DE AZEMÃ?IS
113,270,1160113,OLIVEIRA DE AZEMÃ?IS
113,271,1160113,OLIVEIRA DE AZEMÃ?IS
113,272,1160113,OLIVEIRA DE AZEMÃ?IS
113,273,1160113,OLIVEIRA DE AZEMÃ?IS
113,274,1160113,OLIVEIRA DE AZEMÃ?IS
113,275,1160113,OLIVEIRA DE AZEMÃ?IS
113,276,1160113,OLIVEIRA DE AZEMÃ?IS
113,277,1160113,OLIVEIRA DE AZEMÃ?IS
113,278,1160113,OLIVEIRA DE AZEMÃ?IS
113,279,1160113,OLIVEIRA DE AZEMÃ?IS
113,280,1160113,OLIVEIRA DE AZEMÃ?IS
113,281,1160113,OLIVEIRA DE AZEMÃ?IS
113,282,1160113,OLIVEIRA DE AZEMÃ?IS
113,283,1160113,OLIVEIRA DE AZEMÃ?IS
113,284,1160113,OLIVEIRA DE AZEMÃ?IS
113,285,1160113,OLIVEIRA DE AZEMÃ?IS
113,286,1160113,OLIVEIRA DE AZEMÃ?IS
113,287,1160113,OLIVEIRA DE AZEMÃ?IS
113,288,1160113,OLIVEIRA DE AZEMÃ?IS
113,289,1160113,OLIVEIRA DE AZEMÃ?IS
113,290,1160113,OLIVEIRA DE AZEMÃ?IS
113,291,1160113,OLIVEIRA DE AZEMÃ?IS
113,292,1160113,OLIVEIRA DE AZEMÃ?IS
113,293,1160113,OLIVEIRA DE AZEMÃ?IS
113,294,1160113,OLIVEIRA DE AZEMÃ?IS
113,295,1160113,OLIVEIRA DE AZEMÃ?IS
113,296,1160113,OLIVEIRA DE AZEMÃ?IS
113,297,1160113,OLIVEIRA DE AZEMÃ?IS
113,298,1160113,OLIVEIRA DE AZEMÃ?IS
113,299,1160113,OLIVEIRA DE AZEMÃ?IS
113,300,1160113,OLIVEIRA DE AZEMÃ?IS
113,301,1160113,OLIVEIRA DE AZEMÃ?IS
113,302,1160113,OLIVEIRA DE AZEMÃ?IS
113,303,1160113,OLIVEIRA DE AZEMÃ?IS
113,304,1160113,OLIVEIRA DE AZEMÃ?IS
113,305,1160113,OLIVEIRA DE AZEMÃ?IS
113,306,1160113,OLIVEIRA DE AZEMÃ?IS
114,307,1610114,OLIVEIRA DO BAIRRO
114,308,1610114,OLIVEIRA DO BAIRRO
114,309,1610114,OLIVEIRA DO BAIRRO
114,310,1610114,OLIVEIRA DO BAIRRO
114,311,1610114,OLIVEIRA DO BAIRRO
114,312,1610114,OLIVEIRA DO BAIRRO
114,313,1610114,OLIVEIRA DO BAIRRO
115,314,1610115,OVAR
115,315,1610115,OVAR
115,316,1610115,OVAR
115,317,1610115,OVAR
115,318,1610115,OVAR
115,319,1610115,OVAR
115,320,1610115,OVAR
115,321,1610115,OVAR
115,322,1610115,OVAR
115,323,1610115,OVAR
115,324,1610115,OVAR
115,325,1610115,OVAR
115,326,1610115,OVAR
115,327,1610115,OVAR
115,328,1610115,OVAR
115,329,1610115,OVAR
115,330,1610115,OVAR
115,331,1610115,OVAR
115,332,1610115,OVAR
115,333,1610115,OVAR
115,334,1610115,OVAR
115,335,1610115,OVAR
115,336,1610115,OVAR
115,337,1610115,OVAR
116,338,1160116,SÃ?O JOÃ?O DA MADEIRA
116,339,1160116,SÃ?O JOÃ?O DA MADEIRA
116,340,1160116,SÃ?O JOÃ?O DA MADEIRA
116,341,1160116,SÃ?O JOÃ?O DA MADEIRA
117,342,1610117,SEVER DO VOUGA
117,343,1610117,SEVER DO VOUGA
117,344,1610117,SEVER DO VOUGA
117,345,1610117,SEVER DO VOUGA
117,346,1610117,SEVER DO VOUGA
117,347,1610117,SEVER DO VOUGA
117,348,1610117,SEVER DO VOUGA
117,349,1610117,SEVER DO VOUGA
117,350,1610117,SEVER DO VOUGA
117,351,1610117,SEVER DO VOUGA
117,352,1610117,SEVER DO VOUGA
117,353,1610117,SEVER DO VOUGA
117,354,1610117,SEVER DO VOUGA
117,355,1610117,SEVER DO VOUGA
117,356,1610117,SEVER DO VOUGA
117,357,1610117,SEVER DO VOUGA
117,358,1610117,SEVER DO VOUGA
117,359,1610117,SEVER DO VOUGA
117,360,1610117,SEVER DO VOUGA
117,361,1610117,SEVER DO VOUGA
117,362,1610117,SEVER DO VOUGA
117,363,1610117,SEVER DO VOUGA
117,364,1610117,SEVER DO VOUGA
117,365,1610117,SEVER DO VOUGA
117,366,1610117,SEVER DO VOUGA
