"","GW_ID","drainage","N-loads[mg N]","Nc[mg N/L]","Nc[mg NO3/L]"
"1",1,17852506852.386,75707.236,4.24070617230328,18.7641866031119
"2",2,958494250.501,32208.677,33.603411792157,148.687662797155
"3",3,85515803755.112,1806688.099,21.1269498696842,93.4820790693989
"4",4,420780620.425,2809.757,6.67748670830436,29.5464013641786
"5",5,4368784113.567,164017.441,37.543040978073,166.119650345456
"6",6,10511605842.923,230975.686,21.9733967817587,97.2274193883127
"7",7,20147377846.283,381059.155,18.9135855746261,83.6884317461333
"8",8,888065250.922,20505.518,23.090102871057,102.168596774588
"9",9,1159491978.026,13479.733,11.6255508925114,51.4404906748293
"10",10,2761035.449,40.092,14.5206393545293,64.2506166129617
"11",11,1872891099.995,12939.931,6.90906748397413,30.5710950618324
"12",12,44823631502.193,202566.819,4.51919695507245,19.9964467038604
"13",13,42332543469.932,201196.128,4.75275311871836,21.0298810562759
"14",14,1503127417.821,20111.054,13.3794738633361,59.2012117846731
"15",15,1108298988.882,15808.12,14.2634074005125,63.1124221261613
"16",16,1175272182.971,38267.061,32.5601690863335,144.071544629794
"17",17,7070612666.684,31890.051,4.51022457364447,19.9567459010817
"18",18,4079201309.252,72970.408,17.8884057117986,79.1522376628259
"19",19,918934197.985,8327.292,9.06190238458829,40.0969132061429
"20",20,5728702070.939,100643.797,17.5683419653735,77.7360263954582
"21",21,15308976023.462,60510.804,3.95263562417651,17.4895381600731
"22",22,7528052080.543,35626.919,4.73255479888102,20.9405079596505
"23",23,13960520570.208,48142.227,3.44845500265487,15.2586504542251
"24",24,6349419047.463,40356.596,6.35595094579953,28.1236767513253
"25",25,3814434608.05,45823.662,12.0132252112262,53.1558637664876
"26",26,1646177472.093,22993.592,13.9678694368021,61.8047320212483
"27",27,20284647077.928,41764.434,2.05891844406031,9.11025860203676
"28",28,208280210.637,3590.027,17.2365247232098,76.267808509778
"29",29,44376578807.991,170037.182,3.83168749298405,16.9543694379825
"30",30,782691468.629,17526.867,22.3930727527935,99.0843927114757
"31",31,66365893.4,3025.714,45.5914001151682,201.731858916673
"32",32,15636756342.8,68968.291,4.41065202322198,19.5161593947875
"33",33,14017543535.042,275393.712,19.6463603848672,86.9307981631291
"34",34,49204845735.612,563559.542,11.4533341904601,50.6784698692925
"35",35,11621859853.108,83994.769,7.22730871492462,31.9792421014364
"36",36,85045287.329,1377.174,16.1934193328358,71.6522979329015
"37",37,1758033176.289,6487.454,3.69017723186217,16.3282178400981
"38",38,13951399264.743,65649.098,4.70555653624678,20.821046620561
"39",39,48672000779.461,575235.464,11.8186114149378,52.2947407740611
"40",40,79626748049.939,1509688.239,18.959561654498,83.8918657278674
"41",41,18924142535.688,483045.577,25.5253613784113,112.944076895625
"42",42,38166950692.542,795779.288,20.8499571896766,92.256447741932
"43",43,29732566599.781,100869.549,3.39256110505922,15.0113323232709
"44",44,62629351634.791,590651.745,9.43090946309413,41.729687889797
"45",45,242019593643.82,1219772.806,5.03997543188647,22.3007762472853
"46",46,84054701425.829,487631.062,5.80135380565586,25.6697071046719
"47",47,798652188.198,11979.659,14.9998449600817,66.3709953985916
"48",48,1491430362.224,2376.894,1.59370095996679,7.05177415914507
"49",49,59773592.448,0,0,0
"50",50,277743039.164,1392.2,5.0125468641464,22.1794109033027
"51",51,637692860.464,33468.51,52.4837458202802,232.22896380655
"52",52,2126145090.422,75748.292,35.6270568463253,157.641844452767
"53",53,13306840695.14,220730.08,16.5877149247467,73.3969686935693
"54",54,24766086106.367,164503.319,6.64228163842605,29.3906267186993
"55",55,20572004065.54,100749.729,4.89741926353034,21.6699967412847
"56",56,610140907.559,4205.527,6.89271436794021,30.4987361413284
"57",57,666229070.554,36154.89,54.2679561699935,240.123699867228
"58",58,2226063736.621,16783.176,7.53939598579312,33.3601592291731
"59",59,17417224954.894,235503.428,13.5212945006964,59.828736728745
"60",60,1599214629.451,16761.803,10.4812716763066,46.3773083022418
"61",61,4250105391.461,127671.175,30.0395315505605,132.91828119717
"62",62,1678513267.361,1143.62,0.681329139446141,3.0147307055139
"63",63,1816955588.912,19730.502,10.8590997602835,48.0491139835552
"64",64,4573597409.736,64545.13,14.1125517218897,62.4449191234057
"65",65,19056273152.839,120385.928,6.31739097327459,27.9530574038699
"66",66,6490595668.893,14122.011,2.17576501763644,9.6272788390993
"67",67,1411418239.892,6239.936,4.42103964908196,19.5621223410706
"68",68,1520066045.525,14863.464,9.77816986555111,43.2662383431465
"69",69,381049906.01,3390.572,8.89797358960907,39.3715645557924
"70",70,2140120916.498,56555.33,26.4262311367643,116.930226268869
"71",71,228020252.613,2909.055,12.7578799105065,56.4507960641879
"72",72,949294570.983,9082.083,9.56719155213903,42.332705982916
