agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,3092,4953,1582,4480,3479,2319,4262,4803,4947,5885,4237,4531,4711,6233,5059,4710,7640,2820,7113,7928,7295,8367,6803,6934,7018,7030,4878,4201,3986,3546,3341,3812,3432
Trás-os-Montes,2,4672,5532,2999,4590,3084,2450,3630,3851,3597,4507,4104,3845,4661,4845,6659,8055,8774,5353,5890,7558,6664,8843,7209,6477,6191,6935,6591,6366,5779,5373,4697,5532,4974
Beira Litoral,3,6294,6543,6347,7399,6964,6793,8221,9447,9404,9765,8389,8675,7750,7963,7325,6956,7228,6382,9857,9173,6437,10430,10003,10175,6988,8666,4826,4056,4703,3841,3763,4058,3648
Beira Interior,4,13239,10047,7896,14239,12394,4716,7317,9978,8734,10281,9439,10323,8419,7729,8052,9854,7755,2501,10362,12249,6923,9884,5395,5758,6569,4839,6075,5405,4631,4408,3595,4606,4142
Ribatejo e Oeste,5,9833,10757,6976,8024,7701,7473,7534,7766,8886,12766,10425,10693,9420,9011,9371,9322,10340,3132,9033,9561,6855,8603,7569,7347,6742,6333,7046,6262,5778,5932,4837,5700,5126
Alentejo,6,12886,16011,14662,21066,21910,10337,12722,13705,11781,13891,12110,11151,8802,6205,5340,5938,5739,3267,6021,6982,2239,6960,6493,6814,6588,5367,6021,4980,3866,6564,5733,5180,4657
Algarve,7,15589,15057,14760,14058,13943,13939,13491,13490,13490,13490,12400,13010,12931,11392,11302,10792,11993,5174,12000,12000,3239,6000,3202,4657,4774,4612,5213,4330,3579,3117,3054,3690,3317
