agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,1724,3123,668,2620,435,1082,1200,1110,1024,1683,1424,3112,3060,3670,3408,3253,4091,980,1380,2357,1013,2021,1758,1661,2677,3058,3516,3464,2381,1928,1430,1802,2258
Trás-os-Montes,2,2594,2795,1278,2627,1311,1183,1109,1096,986,1298,1060,1068,1573,1659,1467,1680,2392,1306,1283,1840,596,1396,1744,1337,1729,2316,3985,4507,3767,3210,1667,2420,3035
Beira Litoral,3,570,607,507,671,573,706,743,937,823,1221,1282,869,1208,1171,1061,324,463,463,2604,4500,1143,3571,3714,3571,3750,3000,1143,1143,1143,929,688,733,866
Beira Interior,4,3608,3442,1285,3105,2793,2694,2705,4172,2752,3098,3070,1867,3940,4133,4084,3179,4485,3644,1544,4380,801,3438,3555,3292,4062,4496,5077,5246,4679,4735,1419,2978,3733
Ribatejo e Oeste,5,1848,3697,370,1848,1656,1656,2850,2996,3114,3371,1141,1156,1375,1333,1470,1406,1710,1311,1565,1898,1722,2500,2151,3075,2935,3000,2977,2268,2566,2076,1616,1640,2065
Alentejo,6,2774,3739,2000,4000,1078,1500,1600,1600,1260,1800,570,1433,1900,2568,2838,1073,1927,2146,1556,2390,962,1667,1667,1667,1692,1769,1333,1733,1500,1111,725,889,1114
Algarve,7,1520,1520,1520,1520,1513,1721,1563,1738,1929,1930,1690,1651,2110,2000,2000,1667,167,1667,667,1667,0,1667,1667,1667,2000,2000,1125,1000,1000,833,714,714,857
