Muni_ID,ID,Muni,Dairy_cows,Non_dairy,Male_calf<1,Female_calf<1,Male_calf_1-2,Female_calf_1-2,Heifer_beef_+2,Heifer_rep_+2,Male_calf_+2
1601,1111601,Arcos de Valdevez,5,4641,392,671,121,606,4,87,183
1602,1111602,Caminha,82,127,56,31,61,90,10,10,11
1603,1111603,Melgaço,0,636,79,54,15,65,0,6,12
1604,1111604,Monção,11,1272,118,76,29,63,9,45,17
1605,1111605,Paredes de Coura,432,1180,115,338,52,260,46,145,28
1606,1111606,Ponte da Barca,100,1152,24,137,13,94,18,77,16
1607,1111607,Ponte de Lima,1806,1503,541,764,412,1020,51,198,69
1608,1111608,Valença,152,331,19,100,75,45,2,42,17
1609,1111609,Viana do Castelo,1332,721,300,649,735,686,42,139,141
1610,1111610,Vila Nova de Cerveira,276,68,102,94,47,123,6,4,3
301,1120301,Amares,256,648,277,98,2,100,4,4,11
302,1120302,Barcelos,22716,1456,3432,7736,2729,7981,160,1525,326
303,1120303,Braga,2076,1628,921,828,555,1090,35,137,115
306,1120306,Esposende,2927,72,272,929,567,983,12,85,68
310,1120310,Terras de Bouro,0,924,169,88,4,80,1,30,14
313,1120313,Vila Verde,1034,1996,427,443,141,441,55,187,33
307,1130307,Fafe,130,1348,720,151,27,60,1,11,12
308,1130308,Guimarães,1621,1294,811,632,289,715,34,62,118
309,1130309,Póvoa de Lanhoso,369,987,350,167,16,141,4,9,15
1314,1131314,Santo Tirso,1376,216,26,568,366,425,10,73,34
1318,1131318,Trofa,3177,57,517,1102,354,998,46,323,31
311,1130311,Vieira do Minho,73,1618,490,155,14,202,0,18,39
312,1130312,Vila Nova de Famalicão,8137,661,1211,2466,726,2884,21,807,231
314,1130314,Vizela,100,63,38,40,12,22,0,0,8
107,1140107,Espinho,134,0,1,56,0,119,0,0,0
1304,1141304,Gondomar,114,22,171,49,556,43,6,25,6
1306,1141306,Maia,2560,92,160,952,582,807,3,447,46
1308,1141308,Matosinhos,2159,67,324,798,378,642,4,129,22
1312,1141312,Porto,0,3,30,0,17,0,0,0,0
1313,1141313,Póvoa de Varzim,9545,45,593,3029,448,3131,17,762,33
1315,1141315,Valongo,537,34,91,198,409,98,0,54,11
1316,1141316,Vila do Conde,19791,132,859,6666,758,6774,19,1148,50
1317,1141317,Vila Nova de Gaia,114,66,186,30,111,49,10,6,33
1301,1151301,Amarante,182,328,195,150,380,135,14,43,35
1302,1151302,Baião,2,313,226,31,39,40,4,45,10
304,1150304,Cabeceiras de Basto,25,1793,948,65,12,155,1,18,59
106,1150106,Castelo de Paiva,25,155,271,21,92,90,2,24,21
305,1150305,Celorico de Basto,232,889,507,158,159,176,3,113,15
1804,1151804,Cinfães,2,1278,369,216,27,98,3,107,27
1303,1151303,Felgueiras,599,346,777,207,271,333,17,120,63
1305,1151305,Lousada,407,109,672,163,660,213,7,58,90
1307,1151307,Marco de Canaveses,31,254,164,48,126,29,15,59,23
1705,1151705,Mondim de Basto,1,734,330,96,81,97,0,49,22
1309,1151309,Paços de Ferreira,565,183,25,242,201,232,5,26,18
1310,1151310,Paredes,315,69,201,170,737,165,26,22,87
1311,1151311,Penafiel,603,128,184,179,365,214,12,86,232
1813,1151813,Resende,74,270,42,65,6,52,0,21,11
1709,1151709,Ribeira de Pena,205,1437,781,182,38,239,0,126,31
104,1160104,Arouca,1737,1104,387,749,312,707,15,211,49
113,1160113,Oliveira de Azeméis,3261,64,257,1044,561,1044,22,186,53
109,1160109,Santa Maria da Feira,759,87,152,419,317,334,57,66,28
116,1160116,São João da Madeira,0,0,0,0,0,0,0,0,0
119,1160119,Vale de Cambra,321,366,370,91,41,97,11,21,13
1701,1171701,Alijó,8,41,43,39,7,25,0,211,10
1801,1171801,Armamar,0,0,7,0,0,0,2,0,1
403,1170403,Carrazeda de Ansiães,14,18,76,9,12,30,1,42,3
404,1170404,Freixo de Espada à Cinta,1,6,67,0,1,14,0,23,0
1805,1171805,Lamego,0,62,42,15,7,26,10,10,6
1704,1171704,Mesão Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,944,11,106,271,80,326,27,338,24
1812,1171812,Penedono,142,41,19,44,13,22,0,9,4
