Muni_ID,ID,Muni,Does,Other_caprine
1601,1111601,Arcos de Valdevez,212,783
1602,1111602,Caminha,0,81
1603,1111603,Melgaço,0,341
1604,1111604,Monção,0,138
1605,1111605,Paredes de Coura,0,158
1606,1111606,Ponte da Barca,0,355
1607,1111607,Ponte de Lima,0,807
1608,1111608,Valença,0,117
1609,1111609,Viana do Castelo,0,220
1610,1111610,Vila Nova de Cerveira,0,141
301,1120301,Amares,0,126
302,1120302,Barcelos,0,252
303,1120303,Braga,0,66
306,1120306,Esposende,0,43
310,1120310,Terras de Bouro,188,202
313,1120313,Vila Verde,768,261
307,1130307,Fafe,0,125
308,1130308,Guimarães,0,42
309,1130309,Póvoa de Lanhoso,0,120
1314,1131314,Santo Tirso,0,72
1318,1131318,Trofa,0,28
311,1130311,Vieira do Minho,0,131
312,1130312,Vila Nova de Famalicão,114,70
314,1130314,Vizela,0,2
107,1140107,Espinho,0,1
1304,1141304,Gondomar,0,26
1306,1141306,Maia,0,20
1308,1141308,Matosinhos,0,19
1312,1141312,Porto,0,5
1313,1141313,Póvoa de Varzim,405,43
1315,1141315,Valongo,0,12
1316,1141316,Vila do Conde,0,56
1317,1141317,Vila Nova de Gaia,0,22
1301,1151301,Amarante,0,462
1302,1151302,Baião,0,367
304,1150304,Cabeceiras de Basto,0,224
106,1150106,Castelo de Paiva,3,141
305,1150305,Celorico de Basto,7,248
1804,1151804,Cinfães,0,602
1303,1151303,Felgueiras,0,50
1305,1151305,Lousada,0,24
1307,1151307,Marco de Canaveses,37,114
1705,1151705,Mondim de Basto,0,1105
1309,1151309,Paços de Ferreira,0,69
1310,1151310,Paredes,0,70
1311,1151311,Penafiel,0,65
1813,1151813,Resende,0,34
1709,1151709,Ribeira de Pena,0,1016
104,1160104,Arouca,0,522
113,1160113,Oliveira de Azeméis,290,240
109,1160109,Santa Maria da Feira,5,50
116,1160116,São João da Madeira,0,0
119,1160119,Vale de Cambra,0,517
1701,1171701,Alijó,696,26
1801,1171801,Armamar,96,4
403,1170403,Carrazeda de Ansiães,365,51
404,1170404,Freixo de Espada à Cinta,381,13
1805,1171805,Lamego,91,59
1704,1171704,Mesão Frio,0,0
1807,1171807,Moimenta da Beira,284,150
1812,1171812,Penedono,280,32
1708,1171708,Peso da Régua,69,1
1710,1171710,Sabrosa,30,41
1711,1171711,Santa Marta de Penaguião,0,6
1815,1171815,São João da Pesqueira,563,66
1818,1171818,Sernancelhe,797,76
1819,1171819,Tabuaço,5,8
1820,1171820,Tarouca,298,57
409,1170409,Torre de Moncorvo,894,57
410,1170410,Vila Flor,729,59
914,1170914,Vila Nova de Foz Côa,402,21
1714,1171714,Vila Real,288,333
401,1180401,Alfândega da Fé,825,108
1702,1181702,Boticas,120,250
402,1180402,Bragança,519,807
1703,1181703,Chaves,128,304
405,1180405,Macedo de Cavaleiros,1404,653
406,1180406,Miranda do Douro,50,142
407,1180407,Mirandela,1400,465
408,1180408,Mogadouro,958,1207
1706,1181706,Montalegre,511,793
1707,1181707,Murça,828,235
1712,1181712,Valpaços,766,443
1713,1181713,Vila Pouca de Aguiar,230,751
411,1180411,Vimioso,867,321
412,1180412,Vinhais,7,183
101,1610101,Águeda,22,243
102,1610102,Albergaria-a-Velha,123,51
103,1610103,Anadia,37,173
105,1610105,Aveiro,33,172
108,1610108,Estarreja,122,147
110,1610110,Ílhavo,3,52
111,1610111,Mealhada,59,207
112,1610112,Murtosa,1,36
114,1610114,Oliveira do Bairro,12,50
115,1610115,Ovar,19,39
117,1610117,Sever do Vouga,4,291
118,1610118,Vagos,59,85
602,1620602,Cantanhede,220,338
603,1620603,Coimbra,231,668
604,1620604,Condeixa-a-Nova,952,498
605,1620605,Figueira da Foz,121,85
608,1620608,Mira,21,28
610,1620610,Montemor-o-Velho,192,252
613,1620613,Penacova,185,483
615,1620615,Soure,1020,289
1004,1631004,Batalha,161,75
1009,1631009,Leiria,524,240
1010,1631010,Marinha Grande,0,4
1015,1631015,Pombal,633,430
1016,1631016,Porto de Mós,1390,435
1002,1641002,Alvaiázere,923,185
1003,1641003,Ansião,1064,232
601,1640601,Arganil,484,626
1007,1641007,Castanheira de Pêra,91,66
1008,1641008,Figueiró dos Vinhos,19,112
606,1640606,Góis,301,256
607,1640607,Lousã,210,191
609,1640609,Miranda do Corvo,260,146
611,1640611,Oliveira do Hospital,665,272
612,1640612,Pampilhosa da Serra,220,187
1013,1641013,Pedrógão Grande,184,49
614,1640614,Penela,613,118
616,1640616,Tábua,638,281
617,1640617,Vila Nova de Poiares,123,90
901,1650901,Aguiar da Beira,38,142
1802,1651802,Carregal do Sal,340,109
1803,1651803,Castro Daire,1302,700
1806,1651806,Mangualde,406,121
1808,1651808,Mortágua,28,119
1809,1651809,Nelas,257,52
