CAA_ID,drainage,leaching_gw,nloading
1,559127935.527392,1667320743.2512,2.98
2,16343153.3413784,62280000,3.81
3,1035473455.03791,3345418723.76666,3.23
4,2976.08520996633,0,0
5,4109276068.10697,8865740112.80648,2.16
6,5956335.44302354,18453000,3.1
7,77965147.442387,262962000,3.37
8,135714.700209533,0,0
9,23024824.9576288,62297000,2.71
10,437905437.842903,1568594000,3.58
11,46718265.7243073,152241000,3.26
12,20934156.8126884,30113000,1.44
13,1494632.20049685,5190000,3.47
14,432831972.062483,1184650000,2.74
15,111634671.62347,350256000,3.14
16,46631563.2043273,197221000,4.23
17,1319089381.64856,3378076545.87109,2.56
18,28080591.6166411,63434000,2.26
19,35150395.1607964,133211000,3.79
20,22336364.7250871,79581000,3.56
21,23157920.4979782,23897000,1.03
22,1816998.71077937,2909000,1.6
23,8006847.0376835,31140000,3.89
24,77297970.4357557,122254343.851469,1.58
25,24390047113.4613,78661580442.644,3.23
26,294754997.179678,961816560.837247,3.26
27,51785100.2784238,185111000,3.57
28,38731630.3500473,160891000,4.15
29,73855637.2074795,295831977.478009,4.01
30,15096509.3116605,32293659.1593365,2.14
31,32441341.8414531,42046000,1.3
32,10902.5148113531,0,0
33,15078147.8849049,18061000,1.2
34,43309088.249356,160891000,3.71
35,34917615.4563965,78427000,2.25
36,26155105.3253008,88231000,3.37
37,13038567.6250096,41519932.4340284,3.18
38,22102396.538423,84771000,3.84
39,14269470.5613654,48440000,3.39
40,22896617.4761973,84771000,3.7
41,28007070.5838513,88554000,3.16
42,12797634.35887,48440000,3.79
43,113866881.085643,55980648.6752778,0.49
44,38548933.9271474,147051000,3.81
45,34835553.7774278,74390695.953128,2.14
46,61290122.0901341,90600873.8940492,1.48
47,19560469.0375155,67469966.2170142,3.45
48,9646088.45910701,2179177.17985791,0.23
49,29264178.5057168,5960219.22191471,0.2
50,696158.409933201,1153000,1.66
51,46044408.8869526,98469000,2.14
52,12894771.3542765,50170000,3.89
53,29087352.3548375,98610921.1730332,3.39
54,20899144.7008649,88231000,4.22
55,3780176.20460661,3459932.43402844,0.92
56,44466.4169573197,0,0
57,5354.15162063238,0,0
58,444626.29350367,1730000,3.89
59,668407.65153367,1730000,2.59
60,94188.6037067765,0,0
61,9898.8936673878,0,0
62,37086937.9361522,160891000,4.34
63,14002447.949351,23403000,1.67
64,13472903.6613462,22988000,1.71
65,35129102.491854,55388000,1.58
66,48387738.1011391,131270000,2.71
67,12966850.6158349,55360000,4.27
68,11522438.6573204,50170000,4.35
69,346468483.067564,1377443270.28562,3.98
70,30960733.2275554,138401000,4.47
71,73494112.1949248,339082000,4.61
72,17218219.6523247,76120000,4.42
73,14401390.3189626,29409774.7800948,2.04
74,8935378.91279643,30041880.3532217,3.36
75,8575795.95602032,95756000,11.17
76,1059089068.86998,3884563508.96844,3.67
77,7591266.37574562,173421000,22.84
78,191762343.928122,1462262000,7.63
79,17803145.0050776,83763000,4.7
80,6606032.86217744,207129000,31.35
81,8042945.30580587,192985000,23.99
82,312933.128974996,8375000,26.76
83,7055.42941441959,0,0
84,4770634.10096032,88587000,18.57
85,5268909.81965368,127272000,24.16
86,110561505.036073,854622077.553112,7.73
87,13672706.086535,222760000,16.29
88,6336892.59500424,141804000,22.38
89,5264513.39845162,115614000,21.96
90,13786751.9495884,242913000,17.62
91,6469425.50766874,181501000,28.06
92,11868267.8777644,163586000,13.78
93,23319985.4257797,296459260.439234,12.71
94,119297997.539296,632341000,5.3
95,7180416.32618493,74637000,10.39
96,22713817.5297805,423497000,18.64
97,55490751.9621638,263750000,4.75
98,24292644.2396008,145523000,5.99
99,41081239.2023064,69267709.4905026,1.69
100,44624529.4881516,314060000,7.04
101,6730206.84902424,169931000,25.25
102,22009373.666451,138186000,6.28
103,111148453.701829,325743112.088575,2.93
104,145023832.078444,123950372.886026,0.85
105,7527766.29851933,169951000,22.58
106,82957618.2526593,351776974.044556,4.24
107,4932490.55629287,7542297.73880843,1.53
108,3005354.64831294,16750000,5.57
109,13470524.5879207,322106000,23.91
110,313916576.633581,1123512563.65924,3.58
111,21033617.2796247,104800000,4.98
112,10423031.5353941,315132000,30.23
113,19393006.1928085,145523000,7.5
114,17583185.8217868,200998000,11.43
115,17958998.9839075,134588000,7.49
116,3375770.76838054,12562000,3.72
117,31900225.1577593,161301000,5.06
118,10955999.1083242,50250000,4.59
119,217651.677250721,0,0
120,20445235.5567184,350004000,17.12
121,4429447.07635979,73186000,16.52
122,4961447.99921539,175332000,35.34
123,11754108.7351621,259849000,22.11
124,11042038.5500025,292005000,26.44
125,4792128.31215525,166932000,34.83
126,5950033.71489484,117267959.615744,19.71
127,22429435.9971225,417386000,18.61
128,9315654.23412888,231598000,24.86
129,3155305.87737299,59042370.2665643,18.71
130,1420753825.13872,6546209887.06386,4.61
131,2041239.6125276,0,0
132,3673841.10190644,114009207.491254,31.03
133,22172679.9446131,161654506.108733,7.29
134,12812421.8489905,111881055.028824,8.73
135,22526362.2477329,654330000,29.05
136,12532214.9703683,383766000,30.62
137,30637462.4504763,200992000,6.56
138,40009175.1842202,299617948.931842,7.49
139,30769033.5844222,183186000,5.95
140,98283364.5454053,557631000,5.67
141,138876518.034195,1084808000,7.81
142,74853697.9764093,252112000,3.37
143,91542161.5339048,423423000,4.63
144,156625920.887797,537031000,3.43
145,162254984.223761,468438000,2.89
146,146150412.391736,487099000,3.33
147,119058055.614176,348730000,2.93
148,2184148519.84716,4640777332.0155,2.12
149,113602165.245356,272204000,2.4
150,65250512.4236699,210150000,3.22
151,114666547.36884,295926000,2.58
152,85511356.3796786,269521000,3.15
153,237672917.347604,974998000,4.1
154,75010639.9083285,403746000,5.38
155,201765348.17994,445087000,2.21
156,20860541.1172392,135846074.483161,6.51
157,25328932.3690679,253038000,9.99
158,166126847.353085,701329000,4.22
159,166304307.502196,750523000,4.51
160,85762547.7936174,608280000,7.09
161,78780571.1103285,508221000,6.45
162,65255975.0184838,381462000,5.85
163,65764080.1448797,325234000,4.95
164,49083778.0479629,210150000,4.28
165,72793723.7173324,477448000,6.56
166,90869031.5217606,347361000,3.82
167,122192476.237031,617585000,5.05
168,212794.616116529,0,0
169,1004317.76575201,4289000,4.27
170,15360736.9526823,131921000,8.59
171,48745890.2859191,419749000,8.61
172,11671163.5405672,41975385.4561476,3.6
173,1424013.73062816,14991000,10.53
174,5421918.77694743,77953000,14.38
175,1480511.93564482,20987000,14.18
176,4396621.03563182,83950000,19.09
177,9888265.33926955,134895000,13.64
178,80557228.6748404,1134618546.05803,14.08
179,431719.827311801,5996000,13.89
180,4055986.10924255,83950000,20.7
181,31842.2410464974,0,0
182,28260.5065687674,0,0
183,4457943.30420956,80952000,18.16
184,6181177.54832449,119928000,19.4
185,53909104.4274581,685191000,12.71
186,7202692.59797207,101939000,14.15
187,13196504.4774397,146879000,11.13
188,45587870.8236868,445500000,9.77
189,18927617.0934082,207065000,10.94
190,46913293.2398566,536921000,11.44
191,264139105.239787,2512270000,9.51
192,30717299.5849959,284275000,9.25
193,63150652.5987759,757570000,12
194,8369983.07826132,51969000,6.21
195,5366233.23545074,83950000,15.64
196,12639845.906583,163902000,12.97
197,8081076.93458523,110934000,13.73
198,25136283.0681969,189887000,7.55
199,28875256.1699216,376503000,13.04
200,4490277.85813992,51969000,11.57
201,10180930.5159494,103938000,10.21
202,5361525.81465106,79009000,14.74
203,9308775.33766938,69958000,7.52
204,13626625.5491466,110334000,8.1
205,441351.84990121,1999000,4.53
206,16442361.4802394,167602000,10.19
207,11992533.5114868,151893000,12.67
208,37398180.0978694,230565000,6.17
209,6406207.50454693,35611000,5.56
210,9535588.23096141,32381000,3.4
211,243378994.266384,1748712000,7.19
212,25151744.3936755,8943491.32811176,0.36
213,42344783.10614,683417852.144169,16.14
214,1003387840.46013,2911113267.83973,2.9
215,12673032.3876354,70411192.4703221,5.56
216,40024562.2862745,60008768.5134289,1.5
217,12702790.2034696,86703000,6.83
218,19965579.3535483,194737000,9.75
219,26406496.4320196,97342685.2641051,3.69
220,93032792.9144925,553732000,5.95
221,33424501.2241291,155035005.442446,4.64
222,15877383.3249166,165318000,10.41
223,21607424.7958552,199100000,9.21
224,18304145.322839,204969000,11.2
225,47504254.2123737,402184000,8.47
226,42149887.1618627,376789000,8.94
227,40368676.3611553,121574172.234529,3.01
228,242076678.351389,2110388717.5477,8.72
229,202581636.802225,2181673000,10.77
230,27523036.3636025,130144000,4.73
231,2704248.52802258,0,0
232,43226653.684053,409059000,9.46
233,311344696.5898,3023513000,9.71
234,2273978.66065678,8327000,3.66
235,61205367.2054413,174317232.961572,2.85
236,35912715.9262117,315061000,8.77
237,50360108.6159757,324841000,6.45
