CAA_ID,drainage,leaching,nloading
58,444626.29350367,1862689.27519,4.19
59,668407.65153367,2806951.41018,4.2
60,94188.6037067765,0,0
61,9898.8936673878,0,0
62,37086937.9361522,161406819.898905,4.35
63,14002447.949351,23836806.2616192,1.7
64,13472903.6613462,23330027.0378642,1.73
65,35129102.491854,55320442.5014816,1.57
66,48387738.1011391,131495600.93883,2.72
67,12966850.6158349,56484996.4408,4.36
68,11522438.6573204,50144481.981,4.35
69,346468483.067564,1377146260.73591,3.97
70,30960733.2275554,138400651.115339,4.47
71,73494112.1949248,338895685.152273,4.61
72,17218219.6523247,77270157.8549,4.49
73,14401390.3189626,29716922.0619084,2.06
74,8935378.91279643,58297465.2319017,6.52
75,8575795.95602032,84005005.13867,9.8
76,1059089068.86998,1586961116.29463,1.5
77,7591266.37574562,146805527.6056,19.34
78,191762343.928122,1255349414.63444,6.55
79,17803145.0050776,71529200.4441471,4.02
80,6606032.86217744,183100305.710269,27.72
81,8042945.30580587,163977254.211556,20.39
82,312933.128974996,5260866.6724,16.81
83,7055.42941441959,0,0
84,4770634.10096032,77117147.6409025,16.16
85,5268909.81965368,112168727.012075,21.29
86,110561505.036073,709843261.307984,6.42
87,13672706.086535,191047530.76571,13.97
88,6336892.59500424,120246686.63304,18.98
89,5264513.39845162,101809056.459375,19.34
90,13786751.9495884,210069499.970325,15.24
91,6469425.50766874,157128220.594303,24.29
92,11868267.8777644,139399529.779427,11.75
93,23319985.4257797,194536284.695635,8.34
94,119297997.539296,542703881.63437,4.55
95,7180416.32618493,63236492.384268,8.81
96,22713817.5297805,368819691.191049,16.24
97,55490751.9621638,225519373.208141,4.06
98,24292644.2396008,122874641.80032,5.06
99,41081239.2023064,55789902.6776078,1.36
100,44624529.4881516,269146318.533609,6.03
101,6730206.84902424,152687926.283803,22.69
102,22009373.666451,120896191.784662,5.49
103,111148453.701829,110917292.097889,1
104,145023832.078444,94945290.0698276,0.65
105,7527766.29851933,153359985.479667,20.37
106,82957618.2526593,287987016.345088,3.47
107,4932490.55629287,6933006.10230074,1.41
108,3005354.64831294,14569148.0329785,4.85
109,13470524.5879207,273695659.11361,20.32
110,313916576.633581,906740422.12155,2.89
111,21033617.2796247,95900631.1554915,4.56
112,10423031.5353941,271684634.533379,26.07
113,19393006.1928085,123353861.338546,6.36
114,17583185.8217868,171923080.158783,9.78
115,17958998.9839075,115794942.3378,6.45
116,3375770.76838054,17932458.32337,5.31
117,31900225.1577593,145060380.030938,4.55
118,10955999.1083242,48855220.9957597,4.46
119,217651.677250721,0,0
120,20445235.5567184,335097939.47702,16.39
121,4429447.07635979,70842028.6013433,15.99
122,4961447.99921539,167735603.700596,33.81
123,11754108.7351621,250296542.892231,21.29
124,11042038.5500025,278137953.143464,25.19
125,4792128.31215525,161015473.6392,33.6
126,5950033.71489484,113295370.018314,19.04
127,22429435.9971225,405811895.402492,18.09
128,9315654.23412888,222660119.341652,23.9
129,3155305.87737299,57741466.56648,18.3
130,1420753825.13872,6048235425.5865,4.26
131,2041239.6125276,0,0
132,3673841.10190644,108910339.540701,29.64
133,22172679.9446131,127443195.510656,5.75
134,12812421.8489905,105726672.447844,8.25
135,22526362.2477329,633122122.057802,28.11
136,12532214.9703683,369642335.740256,29.5
137,30637462.4504763,195228138.904145,6.37
138,40009175.1842202,283009368.634893,7.07
139,30769033.5844222,160995065.918266,5.23
140,98283364.5454053,485867348.195789,4.94
141,138876518.034195,950487001.62153,6.84
142,74853697.9764093,219088620.283076,2.93
143,91542161.5339048,373911835.035024,4.08
144,156625920.887797,470855386.7006,3.01
145,162254984.223761,410120247.892723,2.53
146,146150412.391736,426157197.959984,2.92
147,119058055.614176,304795562.389877,2.56
148,2184148519.84716,5475821591.21888,2.51
149,113602165.245356,246866460.507785,2.17
150,65250512.4236699,187958870.134966,2.88
151,114666547.36884,265493098.421177,2.32
152,85511356.3796786,239091492.970509,2.8
153,237672917.347604,850729181.685984,3.58
154,75010639.9083285,354303628.480564,4.72
155,201765348.17994,729182492.971339,3.61
156,20860541.1172392,116453675.570819,5.58
157,25328932.3690679,223034615.120483,8.81
158,166126847.353085,612139505.477422,3.68
159,166304307.502196,812584267.866294,4.89
160,85762547.7936174,534504689.235161,6.23
161,78780571.1103285,444683062.82471,5.64
162,65255975.0184838,334339991.381959,5.12
163,65764080.1448797,287273313.62711,4.37
164,49083778.0479629,185255942.837362,3.77
165,72793723.7173324,418915406.135497,5.75
166,90869031.5217606,309583171.953255,3.41
167,122192476.237031,541888146.291058,4.43
168,212794.616116529,0,0
169,1004317.76575201,7631410.687485,7.6
170,15360736.9526823,132262015.487796,8.61
171,48745890.2859191,419722778.89341,8.61
172,11671163.5405672,42269662.4212122,3.62
173,1424013.73062816,16127760.364302,11.33
174,5421918.77694743,79440802.9107849,14.65
175,1480511.93564482,21691784.8319092,14.65
176,4396621.03563182,83440877.9658656,18.98
177,9888265.33926955,136107373.713685,13.76
178,80557228.6748404,1130489120.09779,14.03
179,431719.827311801,7924111.237998,18.35
180,4055986.10924255,85306752.0763112,21.03
181,31842.2410464974,0,0
182,28260.5065687674,0,0
183,4457943.30420956,82471155.913409,18.5
184,6181177.54832449,119479813.893108,19.33
185,53909104.4274581,683921873.918536,12.69
186,7202692.59797207,103132451.835519,14.32
187,13196504.4774397,146931860.788084,11.13
188,45587870.8236868,444917375.767942,9.76
189,18927617.0934082,205683637.487309,10.87
190,46913293.2398566,537028004.609856,11.45
191,264139105.239787,2503252808.32808,9.48
192,30717299.5849959,285413502.219629,9.29
193,63150652.5987759,755198131.950768,11.96
194,8369983.07826132,52607203.8583509,6.29
195,5366233.23545074,84319780.6808264,15.71
196,12639845.906583,163435203.166104,12.93
197,8081076.93458523,110968594.135077,13.73
198,25136283.0681969,190128359.415882,7.56
199,28875256.1699216,375631676.885275,13.01
200,4490277.85813992,53611535.6451675,11.94
201,10180930.5159494,103580044.4418,10.17
202,5361525.81465106,79857997.963614,14.89
203,9308775.33766938,70405611.491868,7.56
204,13626625.5491466,111467287.008748,8.18
205,441351.84990121,3099689.743818,7.02
206,16442361.4802394,168007360.462682,10.22
207,11992533.5114868,152463937.608896,12.71
208,37398180.0978694,230166287.388252,6.15
209,6406207.50454693,35835575.573602,5.59
210,9535588.23096141,32982091.1975781,3.46
211,243378994.266384,3159380695.6236,12.98
212,25151744.3936755,113635805.537171,4.52
213,42344783.10614,593442821.703438,14.01
214,1003387840.46013,1603714169.55509,1.6
215,12673032.3876354,39318114.321598,3.1
216,40024562.2862745,344487956.316609,8.61
217,12702790.2034696,78660866.452136,6.19
218,19965579.3535483,178838028.466812,8.96
219,26406496.4320196,49486138.5605536,1.87
220,93032792.9144925,500199035.744445,5.38
221,33424501.2241291,133944393.310313,4.01
222,15877383.3249166,153179383.202668,9.65
223,21607424.7958552,185028997.256652,8.56
224,18304145.322839,191173495.835862,10.44
225,47504254.2123737,367718070.786727,7.74
226,42149887.1618627,341328998.57906,8.1
227,40368676.3611553,108145817.845272,2.68
228,242076678.351389,1869040705.71196,7.72
229,202581636.802225,1974643134.99734,9.75
230,27523036.3636025,119747598.019022,4.35
231,2704248.52802258,0,0
232,43226653.684053,376789554.077575,8.72
233,311344696.5898,2741635239.83798,8.81
234,2273978.66065678,13166007.965143,5.79
235,61205367.2054413,124464069.511573,2.03
236,35912715.9262117,287138962.269291,8
237,50360108.6159757,298259660.55754,5.92
238,54078197.3426457,729275279.347472,13.49
239,5691608.80067642,32652268.0612632,5.74
240,46752089.0901053,699853908.170893,14.97
241,32459149.0444924,871671351.427757,26.85
242,16952.285518204,0,0
243,9988098.8142494,97590520.7537039,9.77
244,6778550.40443789,169256982.258293,24.97
245,24748224.1788176,366581493.1337,14.81
246,29995316.8141172,267295890.540285,8.91
247,19811822.6595425,405393322.67995,20.46
248,37274914.7240409,1972940195.9011,52.93
249,20584799.2659116,234000248.668922,11.37
250,56207966.239552,1251855038.14028,22.27
251,17317371.7527006,350195081.368346,20.22
252,38180519.8617179,963882695.904328,25.25
253,24380312.5380803,649325635.11989,26.63
254,22667591.7079919,553473154.627825,24.42
255,14678227.0415162,644750652.351588,43.93
256,41652526.118855,1186411547.71339,28.48
257,5989550.43237108,290121488.827624,48.44
258,10016094.4883178,412417560.787222,41.18
259,13090052.5661253,476877501.64528,36.43
260,10832862.1632696,368451446.567393,34.01
261,227993.60103435,2558060.440254,11.22
262,4036362.67917418,55438990.8228932,13.73
263,4512370.00527311,14336144.1116428,3.18
264,13623495.7527704,53483252.483198,3.93
265,22556972.9817913,40726889.540562,1.81
266,29356997.5262156,77557559.6953353,2.64
267,15561820.1114516,334545121.995603,21.5
268,3812019.91653592,109521550.199893,28.73
269,27310.2885483394,0,0
270,2417.09493848662,0,0
271,146304138.107953,1604104221.51886,10.96
272,520288315.763483,4411138712.53866,8.48
273,3026004.1214592,31183468.244852,10.31
274,230983575.044484,1937968376.44321,8.39
275,120752720.663897,431153061.524049,3.57
276,101126798.918806,237906481.602422,2.35
277,61577942.2456902,375462050.606745,6.1
278,77053448.1479452,544469349.817992,7.07
279,2728582.7597645,11497287.72885,4.21
280,52248862.4057203,862507760.602,16.51
281,143632763.449168,926710562.859874,6.45
282,2940828075.64287,19929915970.5919,6.78
283,5460263.8266206,43752052.59656,8.01
284,2920123.41478642,150719126.476667,51.61
285,17793.4363362777,0,0
286,4747291.34232406,223849552.017479,47.15
287,1151074.20670539,79533266.660816,69.09
288,2061651.77450912,144836073.790248,70.25
289,5297040.42021748,366201550.16355,69.13
290,3379665.13060883,189600988.158149,56.1
291,876986.448996813,62264976.0297134,71
292,102365.261093266,0,0
293,420176.568282901,20150321.935065,47.96
294,979321.557122369,46814335.636005,47.8
295,3993068.26118665,293193488.948266,73.43
296,2996512.65583066,233768399.469709,78.01
297,24322554.4527185,1062934115.36742,43.7
298,40099894.4716369,2980384054.53152,74.32
299,3284539.47802992,248490632.583021,75.65
300,3552523.16434112,272208787.796274,76.62
301,4894575.43378503,408845979.645209,83.53
302,6003257.15291481,458907389.72765,76.44
303,6219749.03983361,518837754.533288,83.42
304,2051203.91823532,122757404.806442,59.85
305,2715216.22358891,234122653.72717,86.23
306,2011693.57485447,198037786.165453,98.44
307,12266636.413503,787121730.528826,64.17
308,2314244.9169798,183689849.13122,79.37
309,2422595.42180354,189573520.370946,78.25
310,11253214.1120618,562297612.705556,49.97
311,6176946.55248998,356994999.97565,57.79
312,3597034.40306329,222129255.977287,61.75
313,2221722.48139551,163820067.122256,73.74
314,6060309.93076957,356581959.939784,58.84
315,12340250.7170824,825249860.365997,66.87
316,9080745.65294212,330126124.080506,36.35
317,26537450.1269024,798378546.203034,30.08
318,4188341.39763914,288752701.159673,68.94
319,43252.6188580677,0,0
320,4882333.06696785,72854229.685375,14.92
321,13112594.8946691,276330070.411395,21.07
322,6295017.10274095,153123321.401204,24.32
323,62782941.6586442,1172188813.56038,18.67
324,25615998.7590941,870484662.623789,33.98
325,47222419.2851208,1491765879.19199,31.59
326,11125422.2723124,385194712.37976,34.62
327,7269936.06404683,161054143.074802,22.15
328,7024198.33591853,218757549.047126,31.14
329,5911698.24328104,185981505.34546,31.46
330,6039328.30310821,277404963.973442,45.93
331,27044000.7391321,265791872.5514,9.83
332,144560252.845459,1808385150.74338,12.51
333,271381505.387912,3048630279.40577,11.23
334,97814093.5869249,1149378837.36935,11.75
335,35010817.2178443,42183411.2554876,1.2
336,102683910.742938,1184237661.24103,11.53
337,146178573.681095,902503152.782602,6.17
338,113315702.530875,539553905.189166,4.76
339,67246971.7427214,1034216093.21312,15.38
340,83757723.8531122,1112457627.41513,13.28
341,46817.0602295757,0,0
342,22466328.9503794,130350336.038617,5.8
343,4712713.85314951,25398111.762709,5.39
344,18829309.887657,207409870.212198,11.02
345,227327467.23992,853400382.189023,3.75
346,90738514.9832018,579277079.622032,6.38
347,44430172.7412907,81987310.4938398,1.85
348,278882822.318077,1246414873.00222,4.47
349,40550328.9147121,248224762.280298,6.12
350,50820493.3689332,327327035.58667,6.44
351,157960514.310869,812271865.625583,5.14
352,104013469.495035,415066528.778068,3.99
353,171696354.333234,546699705.949998,3.18
354,92867308.3784353,320321725.763606,3.45
355,31243366.9612592,109055996.492976,3.49
356,34710023.3595208,150265507.775526,4.33
357,397239169.152178,2142202974.7286,5.39
358,11751910.3572705,82981827.5585445,7.06
359,28603558.4132506,176339858.233064,6.16
360,141112588.329015,512918580.574403,3.63
361,117023938.224414,501627158.802576,4.29
362,465.491337216044,0,0
363,33505.9257262713,0,0
364,77004835.4695113,252395759.696956,3.28
365,50939077.5760539,342133650.974563,6.72
366,141682149.917353,480089128.328362,3.39
367,11270503.7873084,75698042.1624108,6.72
368,30676727.6090428,253820872.90398,8.27
369,357374506.949772,0,0
370,1928734887.69026,0,0
371,151280592.081161,0,0
372,27279412.1414288,0,0
373,38052845.7116115,0,0
374,24601.4717442003,0,0
375,22563.0454796307,0,0
376,4899774.58765603,0,0
377,5122596.00838409,0,0
378,16816396.8310359,0,0
379,7030799.78124974,0,0
380,79691659.1616488,0,0
381,4603390.96248335,0,0
382,11245525.3940817,0,0
383,4410457.71829928,0,0
384,5240981.33051377,0,0
385,144844.42734743,0,0
386,16918430.8257806,0,0
387,36720854.4388947,0,0
388,28184678.998798,0,0
389,424828.287251538,0,0
390,10465497.4630638,0,0
391,6518724.01320679,0,0
392,5803189.71810837,0,0
393,42034.3307740353,0,0
394,46189515.4815453,0,0
395,19205613.1231428,0,0
396,36788621.4145656,0,0
397,7655118.1540821,0,0
398,26037488.3389411,0,0
399,33137084.6674603,0,0
400,62846396.2296189,0,0
401,24747361.891917,0,0
402,2933274.32114119,0,0
403,7857932.30660211,0,0
404,37962768.3115948,0,0
405,85646723.9352503,0,0
406,1401367.07104887,0,0
407,54938436.9678085,0,0
408,26361308.9219315,0,0
409,961582.692804516,0,0
410,8756009.05129743,0,0
411,8847488.92171962,0,0
412,24341489.5748038,0,0
413,8100998.08924471,0,0
414,9591435.10059769,0,0
415,15834940.142166,0,0
416,9389631.50349522,0,0
417,24347178.9418725,0,0
418,19659442.1489337,0,0
419,9431204.37786583,0,0
420,8798721.88978984,0,0
421,22027271.6459459,0,0
422,5584698.87714379,0,0
423,5566622.70205694,0,0
424,1315637095.33241,2262698236.46488,1.72
425,26551512.0599465,183605643.605168,6.92
426,19403714.8330964,149555875.52755,7.71
427,30983271.6246042,397948098.268185,12.84
428,120987877.661379,950250182.99376,7.85
429,147705.711711913,0,0
430,213337351.25259,2421281010.93671,11.35
431,10486453.8071451,51640889.4390868,4.92
432,33913862.414808,338507739.436717,9.98
433,138659180.249511,1654835724.95248,11.93
434,86777853.5513162,402556157.283152,4.64
435,34718557.8877872,371789264.339165,10.71
436,33447315.6178859,304379525.24309,9.1
437,70526624.2859338,826686775.794906,11.72
438,27838167.9462488,277642359.119507,9.97
439,42398.4811110346,0,0
440,4253409.31001796,39113645.5170276,9.2
441,24119605.6273767,257408312.546749,10.67
442,32388381.6827411,263135539.079656,8.12
443,5777916.9821844,69087011.38054,11.96
444,4176719.63071244,57068658.872625,13.66
445,170192.902724473,0,0
446,31458015.9434204,0,0
447,87201967.3410001,0,0
448,14000948.2164185,0,0
449,34705760.5700421,0,0
450,50221798.2577393,0,0
451,53630894.8693869,0,0
452,23369042.8890771,0,0
453,63491404.8972367,0,0
454,20538498.0376297,0,0
455,761724849.171498,0,0
456,284661804.253616,0,0
457,7927336.55077546,0,0
458,235879.804455382,0,0
459,8851591.70951364,0,0
460,456893947.722339,0,0
461,19788283.2348115,0,0
462,155493.600598929,0,0
463,38553474.5258355,0,0
464,288324.319254509,0,0
465,10975324.2672094,0,0
466,60173.2094830523,0,0
467,31598655.1329053,0,0
468,86118181.9715254,0,0
469,48804418.0400004,0,0
470,24475923.3473556,0,0
471,10261522.5810511,0,0
472,65783.7607578478,0,0
473,709948.773076469,0,0
474,0,0,0
475,0,0,0
476,0,0,0
477,0,0,0
478,12384.1286320401,0,0
479,736600.185837338,97316537.466603,132.12
480,128347.961579635,0,0
481,6425533.93267101,575223787.107001,89.52
482,7092156.79000933,634640465.310557,89.48
483,14752818.869622,1302340964.85388,88.28
484,24756272.1812989,1725632360.29748,69.7
485,42157952.7236642,2131412553.25936,50.56
486,516222.815126542,29811860.583316,57.75
487,1252372.86482084,100020570.265665,79.86
488,27638025.942307,2096318124.81873,75.85
489,17085739.3282167,1506651160.13023,88.18
490,101931242.516901,7601177777.03834,74.57
491,28036626.0651175,1621826494.24581,57.85
492,4310616.45328751,419953517.637247,97.42
493,2162064.74569273,39835713.8781828,18.42
494,17418589.6638389,1409826862.9167,80.94
495,5148142.60360152,95475025.7718046,18.55
496,14773914.5261838,1220296045.11975,82.6
497,8578091.6099873,201707373.061616,23.51
498,14777534.2247907,883062323.541044,59.76
499,28936355.5769575,1329136012.10635,45.93
500,331587.909061822,0,0
501,58283373.4366282,4708365740.57354,80.78
502,5045708.16290933,285729117.46661,56.63
503,13870.3057030091,0,0
504,9784116.57330011,657939866.349401,67.25
505,5346499.93907049,279059753.412421,52.19
506,4268508.33228857,257506868.442129,60.33
507,5386369.4855281,306753692.389312,56.95
508,827006546.030017,120400377.408138,0.15
509,613817535.967765,1156049790.41329,1.88
510,31959644.8919626,113864197.197936,3.56
511,115722553.596227,194690227.248364,1.68
512,100605559.137109,205111568.769845,2.04
513,150568070.619796,274070749.588606,1.82
514,92036376.5831478,261326837.091629,2.84
515,612823906.591791,1471352516.43785,2.4
516,22566438.6799089,3077041.0330985,0.14
517,29523364.8408258,85279651.0988526,2.89
518,30664456.7099336,46023728.2794944,1.5
519,1502233060.87238,2979385781.207,1.98
520,52804034.178375,120904023.052144,2.29
521,20556518.5304973,46559715.4139955,2.26
522,32684804.1981939,94301215.8178557,2.89
523,81755564.8212742,221062510.590401,2.7
524,35720699.5131847,111268241.213257,3.11
525,304800.244020393,0,0
526,48133.1860493521,0,0
527,69355289.3315667,150911398.229688,2.18
528,160165.588318906,0,0
529,24105175.8987796,46350071.530679,1.92
530,95396459.2491355,185136500.233415,1.94
531,15994544.7337285,48691231.6677092,3.04
532,26117545.4449191,58605748.1966952,2.24
533,4450.09992527763,0,0
534,1148597.36338852,7386463.469272,6.43
535,1900541.87536601,33645701.4497397,17.7
536,13358250.1436092,236483974.411909,17.7
537,4875175.60134193,86306281.8682788,17.7
538,2925295.26740957,51787268.9282002,17.7
539,25964.9133448078,0,0
540,97820846.0298627,1584893902.25096,16.2
541,502364.686574667,9686324.4723405,19.28
542,8343634.49825631,129650373.454099,15.54
543,60528862.8308351,656199992.506924,10.84
544,3617540.70157426,46284082.4717975,12.79
545,10128727.4953887,130290242.371314,12.86
546,5836477.91596729,74943772.508416,12.84
547,611722.188091806,4125949.9584705,6.74
548,4178128.19488395,67165489.6842366,16.08
549,36792880.0238724,466236438.829828,12.67
550,11177008.7432627,200599857.96268,17.95
551,4048258.89099929,23409569.64086,5.78
552,5536265.9508584,80443992.3625856,14.53
553,11436636.1964639,209854023.579061,18.35
554,11142112.6850574,159022154.556594,14.27
555,3100689.61006098,74589315.5680025,24.06
556,10973669.2836902,186221887.73761,16.97
557,5532533.29367673,81310546.9586972,14.7
558,3639925.86012534,50897042.0278921,13.98
559,231.01185994665,0,0
560,34605256.3610963,577151219.86407,16.68
561,8520921.32841007,120710923.035885,14.17
562,81081198.0140699,620515608.149619,7.65
563,18665855.566404,223311293.358298,11.96
564,22236891.6281846,79752321.66882,3.59
565,25061351.3872489,220583337.146691,8.8
566,25091871.0202544,169157859.766857,6.74
567,28436919.4697275,191708638.705285,6.74
568,286951.110069467,0,0
569,3912814.52211033,28154191.3536552,7.2
570,100379.548892794,0,0
571,5956118.12286302,58794516.92448,9.87
572,66240.4183344239,0,0
573,779999.83160862,5350963.462234,6.86
574,71367358498.4083,243392347703.188,3.41
575,21542.5572602872,0,0
576,6013669.76119418,20580408.25784,3.42
577,32942.7144650492,0,0
578,14540086.5755125,60057147.4304175,4.13
579,2942792.57775195,8720409.351008,2.96
580,154700.487200603,0,0
581,20763206519.8167,39731988813.1689,1.91
582,145717.174994038,0,0
583,179647254.358749,382578184.800994,2.13
584,76659843.0683647,156520055.475252,2.04
585,133271.258735061,0,0
586,3364079.33370496,2133528.0788192,0.63
587,11957.7163552605,0,0
588,99157.3025371058,0,0
589,18873.2247263875,0,0
590,14793929.5583389,31428078.25197,2.12
591,11156.7061797442,0,0
592,85535.6432105589,0,0
593,94527.6546915113,0,0
594,18962213.8997991,39158259.25984,2.07
595,963671.321646139,2043990.8037765,2.12
596,119640.149473042,0,0
597,422.207581939737,0,0
598,795606.739072521,1671427.604756,2.1
599,94.7624909895862,0,0
600,21270209.6161992,48602302.1139964,2.28
601,69684.8065202695,0,0
602,49047560.9869883,116392806.146249,2.37
603,27183799.5963851,53683957.564224,1.97
604,62977220.2428496,140833330.156539,2.24
605,124171185.374671,265489034.390004,2.14
606,42414411.9786088,93405999.3459463,2.2
607,37578823.5579385,66457830.36544,1.77
608,1037422.76869241,1947348.621405,1.88
609,262.032868589679,0,0
610,671762.756919047,1271761.95146,1.89
611,586573693.061211,946909436.033043,1.61
612,39133916.9354709,65073095.7243606,1.66
613,15989227.9826745,6321475.1526094,0.4
614,134473162.239944,86581788.446502,0.64
615,55574512.0233404,94409991.9290232,1.7
616,53570.8290777938,0,0
617,23286.0504067297,0,0
618,6303.4391555914,0,0
619,4903.64779349083,0,0
620,29869005.6813771,7749272.4562555,0.26
621,1624566.65675325,1398685.5390989,0.86
622,37236.8007158539,0,0
623,22468971.5702672,38709599.361792,1.72
624,82275274.5217513,136473546.296011,1.66
625,137073376.822031,71396930.816312,0.52
626,44540625.8246872,76459216.463001,1.72
627,181629346.555911,315013237.562061,1.73
628,19094854.7515968,14115826.44014,0.74
629,31345191.178048,52855572.4407837,1.69
630,61469603.4406396,11509717.2753362,0.19
631,29012670.5416743,48786861.4186646,1.68
632,98450838.0071007,161196127.819668,1.64
633,58970445.1754122,83173670.9734798,1.41
634,89923.1248977448,0,0
635,7472901.74904495,2625197.2389468,0.35
636,32106472.4351309,10387780.754806,0.32
637,91027833.5486499,163064807.653037,1.79
638,23624694897.6775,32875666795.6993,1.39
639,116390.420099234,0,0
640,495398.902725475,0,0
641,67876.1704547833,0,0
642,720418.476256283,671.07978181,0
643,42699962.4295787,91414400.84864,2.14
644,701927678.328645,1341900166.4305,1.91
645,4077509094.53538,7567341630.8817,1.86
646,27141933.4602434,47880720.38188,1.76
647,113740186.259622,61372874.81248,0.54
648,19129829.40035,13817362.7409864,0.72
649,21315632.62535,40150367.273354,1.88
650,35144382.6604317,37803336.3288846,1.08
651,36100937.4409719,55341171.7124829,1.53
652,89911785.0482506,27306662.844614,0.3
653,18192058.2147747,53671953.2491402,2.95
654,22960206.7702376,26881266.764416,1.17
655,29702.3188874611,0,0
656,2145061.39221262,531496.07122194,0.25
657,158.29193702475,0,0
658,439774.417244249,1355871.497866,3.08
659,31904498.9953782,44650159.029861,1.4
660,626037.197849119,14051720.5247475,22.45
661,51809350443.8345,602253008254.785,11.62
662,813118.893392363,6743158.955575,8.29
663,107174.718652875,0,0
664,122759.655461496,0,0
665,125057.467223202,0,0
666,5891854.25703022,43449790.98852,7.37
667,34272531.5379362,638737284.54186,18.64
668,10993634.6274106,375729138.736959,34.18
669,282655.879174381,11273610.16659,39.88
670,14710439.7369236,68710743.4001311,4.67
671,187406824.550721,968724125.233056,5.17
672,692769.32331951,7546594.9904589,10.89
673,26170166.4374169,180969926.833829,6.92
674,11321155.5065715,149794331.255099,13.23
675,25018380.2818945,141932301.247645,5.67
676,33373.5179503223,0,0
677,41761.2642717836,0,0
678,7801650.74564811,165254089.053303,21.18
679,21650946.2979872,638279277.84432,29.48
680,20610.4586851894,0,0
681,22239.8297356652,0,0
682,1361.45028575334,0,0
683,2591.58935716765,0,0
684,80390.0210028806,0,0
685,11543771000.2863,140850840047.307,12.2
686,618155.718374744,620.76879089,0
687,139795188.497395,1709940646.49758,12.23
688,20592610.3249253,80742487.684308,3.92
689,2.71162772127,0,0
690,143006724.579412,425529121.837356,2.98
691,149237.412332524,0,0
692,58977800.5815725,194961001.905467,3.31
693,8075620.76140214,30382349.3864561,3.76
694,5291929.4166029,7655392.64191896,1.45
695,93971000.8058382,94495463.94981,1.01
696,147835.812302282,0,0
697,10847.3874940791,0,0
698,500982.933929097,0,0
699,1337339.12251244,5279453.91278,3.95
700,9324.39047015454,0,0
701,123.999802335825,0,0
702,1344528.54487114,5322020.866761,3.96
703,382837.576028975,0,0
704,9770941.12945772,43446596.3157898,4.45
705,56197.6632748944,0,0
706,22098912.5421947,87396011.6740324,3.95
707,246087.610122005,0,0
708,183804.533843662,0,0
709,12.174968132,0,0
710,1471333.00109364,6264800.466968,4.26
711,17055825.8633835,61645277.1496386,3.61
712,454464.913508861,0,0
713,104890.080147276,0,0
714,6328.8617518429,0,0
715,58204.4857094938,0,0
716,12297147479.1652,90469496142.6867,7.36
717,59.73216666543,0,0
718,183765.990887238,0,0
719,17656.4271131807,0,0
720,609809.436665717,0,0
721,148874.118043082,0,0
722,447495960.59864,2944149954.26267,6.58
723,24549633.8745239,170311134.296738,6.94
724,511397146.905147,2850045241.32155,5.57
725,32879.1342182699,0,0
726,35194433.2465635,178125078.51864,5.06
727,2440.06978863766,0,0
728,26088.1802876391,0,0
729,417085.242151978,12389343.09745,29.7
730,63793.6856530569,0,0
