Muni_ID,ID,Muni,leaching_mg,drainage,nloading
1819,1171819,Tabuaço,12659145685.0537,761953832.852181,16.61406
1820,1171820,Tarouca,5389404491.41204,288306032.038986,18.69335
409,1170409,Torre de Moncorvo,27194146570.5725,2400120697.48815,11.33032
410,1170410,Vila Flor,33271459483.8683,1615726373.08273,20.59226
914,1170914,Vila Nova de Foz Côa,24167677697.2279,1120252638.14622,21.57342
1714,1171714,Vila Real,12745691137.5852,2079823210.31105,6.12826
401,1180401,Alfândega da Fé,42544268973.0736,661706714.504052,64.29475
1702,1181702,Boticas,24047340674.3248,2397057924.14411,10.03202
402,1180402,Bragança,204505122629.196,6207036074.29344,32.94731
1703,1181703,Chaves,65803898147.2696,6173912366.44899,10.65838
405,1180405,Macedo de Cavaleiros,105459162509.262,5151676816.05963,20.47084
406,1180406,Miranda do Douro,28402884999.352,4157172998.83491,6.83226
407,1180407,Mirandela,104720299748.603,3568676015.9302,29.3443
408,1180408,Mogadouro,56450391682.7695,4668861390.78514,12.09083
1706,1181706,Montalegre,59626652562.8984,12726934107.8656,4.68508
1707,1181707,Murça,6922630225.04102,613564720.316134,11.28264
1712,1181712,Valpaços,129717134052.35,2455040124.83701,52.83707
1713,1181713,Vila Pouca de Aguiar,12610424705.5948,1848790036.66998,6.82091
411,1180411,Vimioso,47695839029.8633,1616635069.02602,29.50316
412,1180412,Vinhais,120501897715.8,2844084063.56681,42.36932
101,1610101,Águeda,10329979548.5372,2668072985.98009,3.8717
102,1610102,Albergaria-a-Velha,9933951991.20559,1665651710.22994,5.964
103,1610103,Anadia,16980012281.3967,5106382079.80724,3.32525
105,1610105,Aveiro,15946567722.0454,2717514008.93428,5.86807
108,1610108,Estarreja,31791836028.8715,4425415058.50933,7.18392
110,1610110,Ílhavo,11087337991.1664,1089040369.38824,10.18083
111,1610111,Mealhada,10873678945.5368,2378587619.34814,4.57149
112,1610112,Murtosa,0,2502722244.57423,0
114,1610114,Oliveira do Bairro,11279190650.8009,2234345168.85325,5.0481
115,1610115,Ovar,0,2170769246.99801,0
117,1610117,Sever do Vouga,31517020568.0431,457087639.854634,68.95181
118,1610118,Vagos,8001809585.18922,4585684296.90222,1.74495
602,1620602,Cantanhede,16676317270.0814,6257305487.21735,2.6651
603,1620603,Coimbra,83538266456.2667,11423919157.1513,7.31258
604,1620604,Condeixa-a-Nova,30830764937.0676,3626694375.53059,8.50107
605,1620605,Figueira da Foz,32744301303.3805,9951198856.32472,3.29049
608,1620608,Mira,6884225033.84388,664511127.209623,10.35983
610,1620610,Montemor-o-Velho,48614981011.6866,10596359907.8245,4.58789
613,1620613,Penacova,7221867418.83502,212975326.152511,33.90941
615,1620615,Soure,177840991611.194,5984105403.67441,29.71889
1004,1631004,Batalha,18969750171.4176,1583625586.49566,11.97868
1009,1631009,Leiria,149900635149.036,4689607857.98651,31.96443
1010,1631010,Marinha Grande,937538078.088699,255149085.090428,3.67447
1015,1631015,Pombal,65402358702.9999,2802356824.02473,23.33834
1016,1631016,Porto de Mós,79022849186.4077,5867524407.03928,13.46783
1002,1641002,Alvaiázere,13663146902.0972,1756408599.58266,7.77903
1003,1641003,Ansião,21468847006.314,5453966190.20622,3.93637
601,1640601,Arganil,10760655665.9113,335943306.124371,32.03117
1007,1641007,Castanheira de Pêra,1033317333.04191,34946230.9986,29.56878
1008,1641008,Figueiró dos Vinhos,4114177956.22108,148327336.014727,27.73715
606,1640606,Góis,2062021832.32817,45156121.9174243,45.66428
607,1640607,Lousã,6447252435.13603,75117774.0393006,85.82859
609,1640609,Miranda do Corvo,5617214736.2595,195080213.441425,28.79438
611,1640611,Oliveira do Hospital,77067755240.7529,901634056.462622,85.47565
612,1640612,Pampilhosa da Serra,2446466833.25175,252069890.79714,9.70551
1013,1641013,Pedrógão Grande,5740346053.65142,209954326.223509,27.34093
614,1640614,Penela,8858267200.25436,1692477325.51313,5.23391
616,1640616,Tábua,10692208955.014,506501987.311891,21.10991
617,1640617,Vila Nova de Poiares,2273855031.46502,54934127.9981948,41.39239
901,1650901,Aguiar da Beira,21238655315.928,739408303.447479,28.72385
1802,1651802,Carregal do Sal,6954033738.00317,255242237.087564,27.24484
1803,1651803,Castro Daire,12845192145.3233,493667786.872699,26.01991
1806,1651806,Mangualde,17306810639.5319,478875896.093493,36.14049
1808,1651808,Mortágua,28420044142.5232,169699040.894615,167.47322
1809,1651809,Nelas,10128143067.7784,424256087.559119,23.87271
1810,1651810,Oliveira de Frades,59549976638.9396,184857319.97128,322.14021
1811,1651811,Penalva do Castelo,11652708382.0901,355369082.260515,32.79044
1814,1651814,Santa Comba Dão,19734030619.157,142723568.388982,138.2675
1816,1651816,São Pedro do Sul,41215984146.7383,1006950559.78682,40.93149
1817,1651817,Sátão,18104960816.098,613246775.380132,29.52312
1821,1651821,Tondela,61921813953.7779,920650914.453546,67.25873
1822,1651822,Vila Nova de Paiva,18092959290.7325,301796455.355211,59.95087
1823,1651823,Viseu,27161499645.6958,1531560580.11284,17.73453
1824,1651824,Vouzela,45970514632.4186,640017989.674159,71.82691
1413,1661413,Mação,5330698219.64814,1076070495.36834,4.95386
506,1660506,Oleiros,17045385702.664,447859286.734689,38.05969
508,1660508,Proença-a-Nova,18310257236.2438,1232833650.70031,14.85217
509,1660509,Sertã,15489457783.2774,1009903599.29516,15.33756
510,1660510,Vila de Rei,1860770068.12127,133714339.222781,13.91601
905,1670905,Fornos de Algodres,8586958631.23402,401434361.563402,21.39069
906,1670906,Gouveia,18612912326.7502,948979282.790383,19.61361
912,1670912,Seia,22550236933.4294,694062914.661299,32.49019
902,1680902,Almeida,8886691783.78449,1897306241.87866,4.68385
903,1680903,Celorico da Beira,10355959764.1941,1082915294.76041,9.56304
904,1680904,Figueira de Castelo Rodrigo,52743926777.0363,2084636350.3829,25.30126
907,1680907,Guarda,16710572697.0449,2057515764.0078,8.12172
908,1680908,Manteigas,794583402.394637,67496346.1098508,11.77224
909,1680909,Mêda,26031678875.1455,746966207.911351,34.84987
910,1680910,Pinhel,18543015479.0764,1608407923.33358,11.5288
911,1680911,Sabugal,7765275026.84637,2875093390.02827,2.70088
913,1680913,Trancoso,30615987689.4625,989677420.010822,30.93532
502,1690502,Castelo Branco,66576726110.5399,17828050035.8857,3.73438
505,1690505,Idanha-a-Nova,105932135056.761,34646480264.8301,3.05752
507,1690507,Penamacor,29008552031.0704,2840576460.8762,10.21221
511,1690511,Vila Velha de Ródão,14106267735.7462,2905562077.72776,4.85492
501,16A0501,Belmonte,11144693313.171,2720093493.67472,4.09717
503,16A0503,Covilhã,19860998120.7626,2300884614.43585,8.6319
504,16A0504,Fundão,72995667656.9098,8565920377.60748,8.52164
1001,16B1001,Alcobaça,79831061034.4116,4187307508.00333,19.06501
1101,16B1101,Alenquer,56455277461.0519,5496475225.59683,10.27118
1102,16B1102,Arruda dos Vinhos,14548952435.7028,530101632.632164,27.44559
1005,16B1005,Bombarral,38212585956.9606,2915134001.58213,13.10835
1104,16B1104,Cadaval,41014709725.5633,2604370113.37235,15.74842
1006,16B1006,Caldas da Rainha,67709551970.769,2450645709.46903,27.62927
1108,16B1108,Lourinhã,131934905961.516,3001760424.01964,43.95251
1011,16B1011,Nazaré,3800384534.4074,955939118.371756,3.97555
1012,16B1012,Óbidos,31191056076.8362,1695231009.0529,18.3993
1014,16B1014,Peniche,21865540572.651,1979015955.82962,11.04869
1112,16B1112,Sobral de Monte Agraço,7637261067.32073,1192661080.19542,6.40355
1113,16B1113,Torres Vedras,87206126405.0992,16819464237.7825,5.18483
1401,16C1401,Abrantes,34048191210.4228,10665777598.6056,3.19228
1402,16C1402,Alcanena,23659241209.7276,13816009754.2308,1.71245
1408,16C1408,Constância,4294803873.95076,575009556.313037,7.4691
1410,16C1410,Entroncamento,5313222343.52422,832810000.361096,6.37987
1411,16C1411,Ferreira do Zêzere,89749627613.1699,4007351010.18608,22.39625
1421,16C1421,Ourém,94707804224.72,9221297032.06869,10.27055
1417,16C1417,Sardoal,6476574339.79336,751198218.868364,8.62166
1418,16C1418,Tomar,43098970371.77,5129597744.18492,8.40202
1419,16C1419,Torres Novas,68147616348.1392,8222021102.87241,8.28843
1420,16C1420,Vila Nova da Barquinha,2565138109.01171,407676455.259608,6.29209
1115,1711115,Amadora,17149933.1739677,22889532.0721096,0.74925
1105,1711105,Cascais,2384205474.13161,86521990.7349092,27.55606
1106,1711106,Lisboa,10844652.96015,14388768.0907638,0.75369
1107,1711107,Loures,35902404536.5418,1643296822.98738,21.84779
1109,1711109,Mafra,84241874743.1472,7560414970.71189,11.14249
1116,1711116,Odivelas,0,183652407.975799,0
1110,1711110,Oeiras,1816717411.19828,21740284.8700617,83.56456
1111,1711111,Sintra,26761494342.3008,2471255325.40952,10.82911
1114,1711114,Vila Franca de Xira,58985623302.4874,11504173920.2453,5.12732
1502,1721502,Alcochete,6286816683.56643,5190620835.78224,1.21119
1503,1721503,Almada,16835902400.6882,563540596.148494,29.87523
1504,1721504,Barreiro,148821715.450235,201247543.177705,0.7395
1506,1721506,Moita,0,902388532.415473,0
1507,1721507,Montijo,30698121846.4246,15700773943.3988,1.9552
1508,1721508,Palmela,43076077958.2292,51882884667.2847,0.83026
1510,1721510,Seixal,3093272193.49236,570551049.945115,5.42155
1511,1721511,Sesimbra,18318026909.6696,1087716122.87689,16.84082
1512,1721512,Setúbal,13160263553.603,2324765421.59934,5.6609
1501,1811501,Alcácer do Sal,173122144597.822,84967435949.5509,2.03751
1505,1811505,Grândola,49692385348.8134,26657350145.5696,1.86412
211,1810211,Odemira,126044448555.663,17096648579.1493,7.37247
1509,1811509,Santiago do Cacém,161633255637.397,65555293143.7161,2.4656
1513,1811513,Sines,36365428267.149,3956406327.55193,9.19153
1201,1821201,Alter do Chão,109505145562.501,21522049808.9899,5.08804
1202,1821202,Arronches,45943610729.6104,6981325517.80528,6.58093
1203,1821203,Avis,166354467027.877,35748814871.4137,4.65343
1204,1821204,Campo Maior,89735614705.4357,5973346296.83549,15.02267
1205,1821205,Castelo de Vide,52669358251.6697,7294304908.04709,7.22061
1206,1821206,Crato,17599062266.7669,8188633270.86341,2.14921
1207,1821207,Elvas,165758060976.37,17269132557.671,9.59852
1208,1821208,Fronteira,59473371267.5935,6989360993.33044,8.50913
1209,1821209,Gavião,21472442022.9162,8293277881.27244,2.58914
1210,1821210,Marvão,29012892860.843,4119537704.12311,7.04275
1211,1821211,Monforte,46235930886.7177,15000184832.9332,3.08236
707,1820707,Mora,80737669404.4874,54188003141.0107,1.48995
1212,1821212,Nisa,32752438257.4689,7314292662.33415,4.47787
1213,1821213,Ponte de Sor,64031542076.0064,48802123822.3301,1.31206
1214,1821214,Portalegre,27402740985.7858,8066106982.31951,3.39727
701,1830701,Alandroal,60644050725.189,10599546978.5165,5.72138
702,1830702,Arraiolos,107074775626.324,35716420740.9652,2.99791
703,1830703,Borba,35777295808.1317,9650580869.75747,3.70727
704,1830704,Estremoz,143222157516.243,35259162546.9805,4.06198
705,1830705,Évora,276299242287.005,44479048304.1588,6.2119
706,1830706,Montemor-o-Novo,129727264063.706,58919686327.8012,2.20176
708,1830708,Mourão,9955909109.36708,10305201463.5258,0.96611
709,1830709,Portel,66489226414.2001,28223635654.1251,2.3558
710,1830710,Redondo,61215255217.9128,12455186644.4551,4.91484
711,1830711,Reguengos de Monsaraz,134411222830.129,12608451011.5171,10.66041
1215,1831215,Sousel,92996120563.1573,16308347927.203,5.70236
712,1830712,Vendas Novas,27417823611.9232,25229279912.6277,1.08675
713,1830713,Viana do Alentejo,87628259209.6854,18236524978.395,4.8051
714,1830714,Vila Viçosa,23930268364.1929,10774395044.7034,2.22103
201,1840201,Aljustrel,243481705668.227,71391064233.0817,3.41053
202,1840202,Almodôvar,43529818545.8945,23185927530.2108,1.87742
203,1840203,Alvito,32875667466.7791,23626094981.647,1.3915
204,1840204,Barrancos,9411419440.86803,5240292882.5895,1.79597
205,1840205,Beja,605664204348.557,52157559929.0804,11.6122
206,1840206,Castro Verde,143603901292.365,12069490093.7226,11.89809
207,1840207,Cuba,96624516894.1838,13317223312.1214,7.25561
208,1840208,Ferreira do Alentejo,339885674746.023,27058413470.1175,12.56118
209,1840209,Mértola,122201501068.964,14424408263.8462,8.47186
210,1840210,Moura,255607465659.912,26903274453.5153,9.50098
212,1840212,Ourique,85095827646.8726,8362937180.81443,10.17535
213,1840213,Serpa,582633243010.991,22458021297.8488,25.94321
214,1840214,Vidigueira,120212448258.05,2544773563.96621,47.23896
1403,1851403,Almeirim,48584091284.1946,21024629534.3195,2.31082
1404,1851404,Alpiarça,16096979968.1228,9634077445.67013,1.67084
1103,1851103,Azambuja,33785583060.7926,6243437132.73001,5.41138
1405,1851405,Benavente,35216435579.7075,60389314151.2579,0.58316
1406,1851406,Cartaxo,76746930535.0926,11645440351.1448,6.5903
1407,1851407,Chamusca,67328047437.2714,49435370334.515,1.36194
1409,1851409,Coruche,614484027517.649,73345213629.0894,8.37797
1412,1851412,Golegã,52681136091.1174,11660333528.9042,4.51798
1414,1851414,Rio Maior,91031664067.4148,12397099887.5936,7.34298
1415,1851415,Salvaterra de Magos,80121274618.0953,15137810588.3965,5.29279
1416,1851416,Santarém,163166345549.031,23017173947.8305,7.0889
801,1500801,Albufeira,47715876322.0192,2750953746.38203,17.34521
802,1500802,Alcoutim,38372792387.4358,3549059788.02268,10.8121
803,1500803,Aljezur,9507415173.08821,1506557939.47752,6.31069
804,1500804,Castro Marim,53924216403.0097,2945128275.25752,18.30963
805,1500805,Faro,68236067946.0986,4380234565.84614,15.57818
806,1500806,Lagoa,3286714626.25405,2913077027.00512,1.12826
807,1500807,Lagos,27310014504.8267,4546866951.98326,6.00634
808,1500808,Loulé,143320518356.969,23737467040.9704,6.03773
809,1500809,Monchique,6908828711.32117,696531075.964378,9.91891
810,1500810,Olhão,42966820311.2321,4026779923.77978,10.67027
811,1500811,Portimão,13986524701.1534,4310621235.98033,3.24467
812,1500812,São Brás de Alportel,16247156636.9858,4041883492.83722,4.0197
813,1500813,Silves,149171571527.024,26479661682.878,5.63344
814,1500814,Tavira,104521139338.298,10678278013.271,9.7882
815,1500815,Vila do Bispo,6469987876.68836,5857978878.86611,1.10447
816,1500816,Vila Real de Santo António,5121845753.12256,603423465.84075,8.48798
