Muni_ID,ID,Muni,leaching_mg,drainage,nloading
1601,1111601,Arcos de Valdevez,9508989468.28027,698106283.774095,13.62112
1602,1111602,Caminha,18129536390.1635,862710786.290975,21.01462
1603,1111603,Melgaço,11227178071.4686,2390314386.43343,4.69695
1604,1111604,Monção,12835763582.7556,1733950052.37215,7.40261
1605,1111605,Paredes de Coura,9947945263.5047,1238296295.08144,8.03357
1606,1111606,Ponte da Barca,6360339628.61409,170730383.896309,37.25371
1607,1111607,Ponte de Lima,68228617548.2852,306087044.636012,222.90593
1608,1111608,Valença,9016215641.3105,625404896.692642,14.41661
1609,1111609,Viana do Castelo,68134730471.2595,541011136.6057,125.93961
1610,1111610,Vila Nova de Cerveira,7510089601.20153,390330340.666306,19.24034
301,1120301,Amares,12087964539.7572,259183755.457492,46.63859
302,1120302,Barcelos,73640540012.0153,1287114977.11678,57.21365
303,1120303,Braga,51110967983.3046,591092051.489457,86.46871
306,1120306,Esposende,39738852088.4199,390959182.277805,101.6445
310,1120310,Terras de Bouro,5914641841.71438,1479370684.95782,3.99808
313,1120313,Vila Verde,41058922147.547,1026682859.32554,39.99183
307,1130307,Fafe,29727796114.2443,712271101.368731,41.73663
308,1130308,Guimarães,46542565399.8506,1143942282.89577,40.68611
309,1130309,Póvoa de Lanhoso,16831169975.7489,544352341.962015,30.91962
1314,1131314,Santo Tirso,18253846708.0355,1389906121.01861,13.13315
1318,1131318,Trofa,6991312736.9573,682851516.010383,10.23841
311,1130311,Vieira do Minho,5364672465.22091,1687253396.48872,3.17953
312,1130312,Vila Nova de Famalicão,27646028699.2508,1493775111.05198,18.50749
314,1130314,Vizela,5043189892.45236,91811027.5905742,54.93011
107,1140107,Espinho,244100897.093885,74314192.5462589,3.28471
1304,1141304,Gondomar,10269764574.7104,129507270.780754,79.29875
1306,1141306,Maia,8559305352.60707,449721488.86495,19.03246
1308,1141308,Matosinhos,1004819371.43377,382307254.677424,2.6283
1312,1141312,Porto,48046174.327501,10795606.2251892,4.45053
1313,1141313,Póvoa de Varzim,75603537562.2299,2275792262.94796,33.22076
1315,1141315,Valongo,58777198087.5971,236017184.508759,249.03779
1316,1141316,Vila do Conde,0,3729123013.08745,0
1317,1141317,Vila Nova de Gaia,15034669413.7834,298242245.20476,50.41093
1301,1151301,Amarante,41604567311.8903,2574768149.47662,16.15857
1302,1151302,Baião,16171409995.8037,576693752.134754,28.04159
304,1150304,Cabeceiras de Basto,16260046982.4398,413401873.827601,39.3323
106,1150106,Castelo de Paiva,12994273263.9965,543192798.335053,23.92203
305,1150305,Celorico de Basto,30730819049.4381,319650806.618317,96.13872
1804,1151804,Cinfães,15699380138.9361,292240166.290251,53.72082
1303,1151303,Felgueiras,23043292753.0857,379906966.162762,60.65509
1305,1151305,Lousada,30090205290.8506,246370593.735009,122.13392
1307,1151307,Marco de Canaveses,18043177346.1579,333117987.371435,54.16452
1705,1151705,Mondim de Basto,14602180724.3081,467823896.386899,31.21299
1309,1151309,Paços de Ferreira,10261779363.5739,169072355.280531,60.6946
1310,1151310,Paredes,21867497545.0468,320326437.120868,68.26629
1311,1151311,Penafiel,23960774344.8293,803988545.925325,29.80238
1813,1151813,Resende,8945756026.55871,283281990.591044,31.57898
1709,1151709,Ribeira de Pena,14839602246.5388,1140630699.39874,13.01
104,1160104,Arouca,10040781893.3809,951530456.035775,10.55224
113,1160113,Oliveira de Azeméis,0,899279555.592189,0
109,1160109,Santa Maria da Feira,18646314716.4246,419882910.119334,44.40837
116,1160116,São João da Madeira,0,0,0
119,1160119,Vale de Cambra,6939239058.99639,572836512.221708,12.11382
1701,1171701,Alijó,11830918910.7576,863437932.342609,13.70211
1801,1171801,Armamar,11830448482.9023,513071542.842186,23.05809
403,1170403,Carrazeda de Ansiães,12862419585.531,1509506019.58053,8.52095
404,1170404,Freixo de Espada à Cinta,14433468405.1395,1811547560.98662,7.96748
1805,1171805,Lamego,7429441459.34117,517132258.905357,14.36662
1704,1171704,Mesão Frio,0,247672127.900657,0
1807,1171807,Moimenta da Beira,381675308.688049,512522439.517751,0.7447
1812,1171812,Penedono,23954319902.1151,321306395.152548,74.55289
1708,1171708,Peso da Régua,8418609277.53711,509482409.479188,16.52385
1710,1171710,Sabrosa,22025400494.6378,909354579.884385,24.22092
1711,1171711,Santa Marta de Penaguião,7324837478.26388,426839493.523444,17.16064
1815,1171815,São João da Pesqueira,40084578867.108,2678976207.13068,14.96265
1818,1171818,Sernancelhe,19978563988.2849,538967780.242134,37.0682
