"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"1",1601,"1111601","Arcos de Valdevez",54,32.2
"2",1602,"1111602","Caminha",0,2.1
"3",1603,"1111603","Melgaço",590,267.4
"4",1604,"1111604","Monção",542,412.3
"5",1605,"1111605","Paredes de Coura",0,0
"6",1606,"1111606","Ponte da Barca",0,36.4
"7",1607,"1111607","Ponte de Lima",465,59.5
"8",1608,"1111608","Valença",81,12.6
"9",1609,"1111609","Viana do Castelo",64,7
"10",1610,"1111610","Vila Nova de Cerveira",0,0.7
"11",301,"1120301","Amares",343,18.2
"12",302,"1120302","Barcelos",401,79.8
"13",303,"1120303","Braga",212,74.9
"14",306,"1120306","Esposende",0,1.4
"15",310,"1120310","Terras de Bouro",0,5.6
"16",313,"1120313","Vila Verde",191,50.4
"17",307,"1130307","Fafe",1,80.5
"18",308,"1130308","Guimarães",289,138.6
"19",309,"1130309","Póvoa de Lanhoso",219,42.7
"20",1314,"1131314","Santo Tirso",86,33.6
"21",1318,"1131318","Trofa",0,13.3
"22",311,"1130311","Vieira do Minho",0,3.5
"23",312,"1130312","Vila Nova de Famalicão",315,82.6
"24",314,"1130314","Vizela",51,16.8
"25",107,"1140107","Espinho",0,0
"26",1304,"1141304","Gondomar",0,4.9
"27",1306,"1141306","Maia",0,4.9
"28",1308,"1141308","Matosinhos",0,0
"29",1312,"1141312","Porto",0,0
"30",1313,"1141313","Póvoa de Varzim",0,2.1
"31",1315,"1141315","Valongo",67,6.3
"32",1316,"1141316","Vila do Conde",0,8.4
"33",1317,"1141317","Vila Nova de Gaia",0,4.2
"34",1301,"1151301","Amarante",288,185.5
"35",1302,"1151302","Baião",803,25.2
"36",304,"1150304","Cabeceiras de Basto",165,61.6
"37",106,"1150106","Castelo de Paiva",108,80.5
"38",305,"1150305","Celorico de Basto",262,147.7
"39",1804,"1151804","Cinfães",30,61.6
"40",1303,"1151303","Felgueiras",304,105
"41",1305,"1151305","Lousada",301,46.2
"42",1307,"1151307","Marco de Canaveses",416,107.1
"43",1705,"1151705","Mondim de Basto",141,138.6
"44",1309,"1151309","Paços de Ferreira",0,14
"45",1310,"1151310","Paredes",2,15.4
"46",1311,"1151311","Penafiel",713,67.9
"47",1813,"1151813","Resende",203,39.2
"48",1709,"1151709","Ribeira de Pena",0,53.9
"49",104,"1160104","Arouca",0,7
"50",113,"1160113","Oliveira de Azeméis",0,0
"51",109,"1160109","Santa Maria da Feira",0,0
"52",116,"1160116","São João da Madeira",0,0
"53",119,"1160119","Vale de Cambra",0,9.8
"54",1701,"1171701","Alijó",8766,76.3
"55",1801,"1171801","Armamar",2357,2.8
"56",403,"1170403","Carrazeda de Ansiães",2862,19.6
"57",404,"1170404","Freixo de Espada à Cinta",1347,255.5
"58",1805,"1171805","Lamego",4136,19.6
"59",1704,"1171704","Mesão Frio",1676,4.2
"60",1807,"1171807","Moimenta da Beira",111,0
"61",1812,"1171812","Penedono",137,0
"62",1708,"1171708","Peso da Régua",5701,10.5
"63",1710,"1171710","Sabrosa",4841,19.6
"64",1711,"1171711","Santa Marta de Penaguião",3670,7.7
"65",1815,"1171815","São João da Pesqueira",10547,51.8
"66",1818,"1171818","Sernancelhe",94,6.3
"67",1819,"1171819","Tabuaço",2473,5.6
"68",1820,"1171820","Tarouca",463,1.4
"69",409,"1170409","Torre de Moncorvo",1113,91.7
"70",410,"1170410","Vila Flor",1659,39.2
"71",914,"1170914","Vila Nova de Foz Côa",7981,238.7
"72",1714,"1171714","Vila Real",2972,7
"73",401,"1180401","Alfândega da Fé",89,2.8
"74",1702,"1181702","Boticas",0,0
"75",402,"1180402","Bragança",277,0
"76",1703,"1181703","Chaves",1725,3.5
"77",405,"1180405","Macedo de Cavaleiros",382,2.8
"78",406,"1180406","Miranda do Douro",1438,0
"79",407,"1180407","Mirandela",1500,11.9
"80",408,"1180408","Mogadouro",1403,2.8
"81",1706,"1181706","Montalegre",0,0.7
"82",1707,"1181707","Murça",2118,3.5
"83",1712,"1181712","Valpaços",2209,3.5
"84",1713,"1181713","Vila Pouca de Aguiar",130,3.5
"85",411,"1180411","Vimioso",241,0.7
"86",412,"1180412","Vinhais",758,0.7
"87",101,"1610101","Águeda",56,3.2
"88",102,"1610102","Albergaria-a-Velha",0,0
"89",103,"1610103","Anadia",3410,1.6
"90",105,"1610105","Aveiro",0,0
"91",108,"1610108","Estarreja",0,0
"92",110,"1610110","Ílhavo",0,0
"93",111,"1610111","Mealhada",1766,0
"94",112,"1610112","Murtosa",0,0
"95",114,"1610114","Oliveira do Bairro",854,0
"96",115,"1610115","Ovar",0,0
"97",117,"1610117","Sever do Vouga",0,0.8
"98",118,"1610118","Vagos",0,0
"99",602,"1620602","Cantanhede",4265,9.6
"100",603,"1620603","Coimbra",1003,4
"101",604,"1620604","Condeixa-a-Nova",354,0
"102",605,"1620605","Figueira da Foz",0,0.8
"103",608,"1620608","Mira",0,0
"104",610,"1620610","Montemor-o-Velho",226,1.6
"105",613,"1620613","Penacova",0,0
"106",615,"1620615","Soure",0,1.6
"107",1004,"1631004","Batalha",699,1.6
"108",1009,"1631009","Leiria",1036,30.4
"109",1010,"1631010","Marinha Grande",0,0
"110",1015,"1631015","Pombal",170,2.4
"111",1016,"1631016","Porto de Mós",121,1.6
"112",1002,"1641002","Alvaiázere",54,0.8
"113",1003,"1641003","Ansião",236,0
"114",601,"1640601","Arganil",0,0
"115",1007,"1641007","Castanheira de Pêra",0,0
"116",1008,"1641008","Figueiró dos Vinhos",6,0
