"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"97",117,"1610117","Sever do Vouga",207,287.3
"98",118,"1610118","Vagos",655,1099.05
"99",602,"1620602","Cantanhede",805,1490.05
"100",603,"1620603","Coimbra",2859,1841.95
"101",604,"1620604","Condeixa-a-Nova",474,276.25
"102",605,"1620605","Figueira da Foz",1413,1087.15
"103",608,"1620608","Mira",829,512.55
"104",610,"1620610","Montemor-o-Velho",3356,3678.8
"105",613,"1620613","Penacova",30,101.15
"106",615,"1620615","Soure",1528,1050.6
"107",1004,"1631004","Batalha",0,73.95
"108",1009,"1631009","Leiria",3167,1540.2
"109",1010,"1631010","Marinha Grande",315,53.55
"110",1015,"1631015","Pombal",540,889.95
"111",1016,"1631016","Porto de Mós",0,20.4
"112",1002,"1641002","Alvaiázere",0,39.1
"113",1003,"1641003","Ansião",0,34.85
"114",601,"1640601","Arganil",171,133.45
"115",1007,"1641007","Castanheira de Pêra",0,3.4
"116",1008,"1641008","Figueiró dos Vinhos",0,41.65
"117",606,"1640606","Góis",0,33.15
"118",607,"1640607","Lousã",193,54.4
"119",609,"1640609","Miranda do Corvo",73,55.25
"120",611,"1640611","Oliveira do Hospital",0,459.85
"121",612,"1640612","Pampilhosa da Serra",0,10.2
"122",1013,"1641013","Pedrógão Grande",0,28.05
"123",614,"1640614","Penela",0,52.7
"124",616,"1640616","Tábua",0,317.9
"125",617,"1640617","Vila Nova de Poiares",0,28.9
"126",901,"1650901","Aguiar da Beira",219,736.95
"127",1802,"1651802","Carregal do Sal",0,141.95
"128",1803,"1651803","Castro Daire",376,615.4
"129",1806,"1651806","Mangualde",0,792.2
"130",1808,"1651808","Mortágua",0,133.45
"131",1809,"1651809","Nelas",0,217.6
"132",1810,"1651810","Oliveira de Frades",55,589.05
"133",1811,"1651811","Penalva do Castelo",0,399.5
"134",1814,"1651814","Santa Comba Dão",0,172.55
"135",1816,"1651816","São Pedro do Sul",0,1119.45
"136",1817,"1651817","Sátão",334,479.4
"137",1821,"1651821","Tondela",0,757.35
"138",1822,"1651822","Vila Nova de Paiva",607,158.95
"139",1823,"1651823","Viseu",230,1082.05
"140",1824,"1651824","Vouzela",0,541.45
"141",1413,"1661413","Mação",0,37.4
"142",506,"1660506","Oleiros",0,72.25
"143",508,"1660508","Proença-a-Nova",0,62.9
"144",509,"1660509","Sertã",0,136
"145",510,"1660510","Vila de Rei",0,9.35
"146",905,"1670905","Fornos de Algodres",0,776.9
"147",906,"1670906","Gouveia",100,582.25
"148",912,"1670912","Seia",47,1022.55
"149",902,"1680902","Almeida",0,82.45
"150",903,"1680903","Celorico da Beira",18,631.55
"151",904,"1680904","Figueira de Castelo Rodrigo",59,48.45
"152",907,"1680907","Guarda",164,691.05
"153",908,"1680908","Manteigas",0,74.8
"154",909,"1680909","Mêda",79,130.05
"155",910,"1680910","Pinhel",0,408
"156",911,"1680911","Sabugal",286,447.1
"157",913,"1680913","Trancoso",397,721.65
"158",502,"1690502","Castelo Branco",723,1195.1
"159",505,"1690505","Idanha-a-Nova",6980,2102.05
"160",507,"1690507","Penamacor",558,493.85
"161",511,"1690511","Vila Velha de Ródão",140,278.8
"162",501,"16A0501","Belmonte",760,419.9
"163",503,"16A0503","Covilhã",1210,974.1
"164",504,"16A0504","Fundão",1561,1909.1
"165",1001,"16B1001","Alcobaça",1127,419.05
"166",1101,"16B1101","Alenquer",1500,299.2
"167",1102,"16B1102","Arruda dos Vinhos",0,23.8
"168",1005,"16B1005","Bombarral",314,221.85
"169",1104,"16B1104","Cadaval",0,6.8
"170",1006,"16B1006","Caldas da Rainha",190,177.65
"171",1108,"16B1108","Lourinhã",97,1048.9
"172",1011,"16B1011","Nazaré",776,366.35
"173",1012,"16B1012","Óbidos",843,462.4
"174",1014,"16B1014","Peniche",529,1246.1
"175",1112,"16B1112","Sobral de Monte Agraço",0,86.7
"176",1113,"16B1113","Torres Vedras",487,1220.6
"177",1401,"16C1401","Abrantes",3080,712.3
"178",1402,"16C1402","Alcanena",33,61.2
"179",1408,"16C1408","Constância",590,207.4
"180",1410,"16C1410","Entroncamento",119,99.45
"181",1411,"16C1411","Ferreira do Zêzere",0,28.05
"182",1421,"16C1421","Ourém",829,343.4
"183",1417,"16C1417","Sardoal",0,10.2
"184",1418,"16C1418","Tomar",397,503.2
"185",1419,"16C1419","Torres Novas",1651,824.5
"186",1420,"16C1420","Vila Nova da Barquinha",131,98.6
"187",1115,"1711115","Amadora",0,0
"188",1105,"1711105","Cascais",0,26.35
"189",1106,"1711106","Lisboa",0,21.25
"190",1107,"1711107","Loures",869,804.95
"191",1109,"1711109","Mafra",196,742.05
"192",1116,"1711116","Odivelas",0,5.1
"193",1110,"1711110","Oeiras",0,0.85
"194",1111,"1711111","Sintra",322,590.75
"195",1114,"1711114","Vila Franca de Xira",7264,3655.85
"196",1502,"1721502","Alcochete",925,519.35
"197",1503,"1721503","Almada",0,187
"198",1504,"1721504","Barreiro",0,30.6
"199",1506,"1721506","Moita",435,248.2
"200",1507,"1721507","Montijo",1879,1782.45
"201",1508,"1721508","Palmela",2164,2051.05
"202",1510,"1721510","Seixal",0,15.3
"203",1511,"1721511","Sesimbra",79,62.05
"204",1512,"1721512","Setúbal",124,96.05
"205",1501,"1811501","Alcácer do Sal",2263,421
"206",1505,"1811505","Grândola",1021,441
"207",211,"1810211","Odemira",11528,4318
"208",1509,"1811509","Santiago do Cacém",4261,2012
"209",1513,"1811513","Sines",62,149
"210",1201,"1821201","Alter do Chão",545,103
"211",1202,"1821202","Arronches",595,78
"212",1203,"1821203","Avis",3070,882
"213",1204,"1821204","Campo Maior",3780,1068
"214",1205,"1821205","Castelo de Vide",0,17
"215",1206,"1821206","Crato",175,117
"216",1207,"1821207","Elvas",5904,2427
"217",1208,"1821208","Fronteira",1635,607
"218",1209,"1821209","Gavião",94,111
"219",1210,"1821210","Marvão",80,53
"220",1211,"1821211","Monforte",1260,195
"221",707,"1820707","Mora",1687,980
"222",1212,"1821212","Nisa",0,142
"223",1213,"1821213","Ponte de Sor",1667,1404
"224",1214,"1821214","Portalegre",54,104
"225",701,"1830701","Alandroal",1085,656
"226",702,"1830702","Arraiolos",1293,998
"227",703,"1830703","Borba",357,87
"228",704,"1830704","Estremoz",395,504
"229",705,"1830705","Évora",5901,1748
"230",706,"1830706","Montemor-o-Novo",3887,2271
"231",708,"1830708","Mourão",639,66
"232",709,"1830709","Portel",796,316
"233",710,"1830710","Redondo",1239,589
"234",711,"1830711","Reguengos de Monsaraz",28,143
"235",1215,"1831215","Sousel",1628,626
"236",712,"1830712","Vendas Novas",348,857
"237",713,"1830713","Viana do Alentejo",996,902
"238",714,"1830714","Vila Viçosa",207,22
"239",201,"1840201","Aljustrel",1833,1163
"240",202,"1840202","Almodôvar",0,11
"241",203,"1840203","Alvito",256,74
"242",204,"1840204","Barrancos",0,0
"243",205,"1840205","Beja",4663,1312
"244",206,"1840206","Castro Verde",48,83
"245",207,"1840207","Cuba",904,578
"246",208,"1840208","Ferreira do Alentejo",5246,2183
"247",209,"1840209","Mértola",112,8
"248",210,"1840210","Moura",661,328
"249",212,"1840212","Ourique",1072,438
"250",213,"1840213","Serpa",1635,867
"251",214,"1840214","Vidigueira",638,258
"252",1403,"1851403","Almeirim",4056,3366
"253",1404,"1851404","Alpiarça",1755,2199
"254",1103,"1851103","Azambuja",4522,2359
"255",1405,"1851405","Benavente",6869,4409
"256",1406,"1851406","Cartaxo",4836,3213
"257",1407,"1851407","Chamusca",4801,3752
"258",1409,"1851409","Coruche",7202,6124
"259",1412,"1851412","Golegã",6364,4244
"260",1414,"1851414","Rio Maior",628,807
"261",1415,"1851415","Salvaterra de Magos",3850,3271
"262",1416,"1851416","Santarém",4986,3691
"263",801,"1500801","Albufeira",0,9
"264",802,"1500802","Alcoutim",0,4.5
"265",803,"1500803","Aljezur",1380,213.75
"266",804,"1500804","Castro Marim",0,29.25
"267",805,"1500805","Faro",206,254.25
"268",806,"1500806","Lagoa",46,19.5
"269",807,"1500807","Lagos",402,60
"270",808,"1500808","Loulé",96,42
"271",809,"1500809","Monchique",0,113.25
"272",810,"1500810","Olhão",85,51.75
"273",811,"1500811","Portimão",153,93.75
"274",812,"1500812","São Brás de Alportel",0,3.75
"275",813,"1500813","Silves",124,111.75
"276",814,"1500814","Tavira",37,68.25
"277",815,"1500815","Vila do Bispo",48,25.5
"278",816,"1500816","Vila Real de Santo António",2,17.25
