"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"1",1601,"1111601","Arcos de Valdevez",156,594.4
"2",1602,"1111602","Caminha",418,117.6
"3",1603,"1111603","Melgaço",0,127.2
"4",1604,"1111604","Monção",184,512
"5",1605,"1111605","Paredes de Coura",1456,385.6
"6",1606,"1111606","Ponte da Barca",0,301.6
"7",1607,"1111607","Ponte de Lima",896,1616.8
"8",1608,"1111608","Valença",414,308
"9",1609,"1111609","Viana do Castelo",1612,634.4
"10",1610,"1111610","Vila Nova de Cerveira",438,188.8
"11",301,"1120301","Amares",131,528.8
"12",302,"1120302","Barcelos",7807,5990.4
"13",303,"1120303","Braga",536,1935.2
"14",306,"1120306","Esposende",1686,801.6
"15",310,"1120310","Terras de Bouro",1,210.4
"16",313,"1120313","Vila Verde",1339,1587.2
"17",307,"1130307","Fafe",780,856.8
"18",308,"1130308","Guimarães",464,1927.2
"19",309,"1130309","Póvoa de Lanhoso",375,649.6
"20",1314,"1131314","Santo Tirso",79,806.4
"21",1318,"1131318","Trofa",845,950.4
"22",311,"1130311","Vieira do Minho",213,370.4
"23",312,"1130312","Vila Nova de Famalicão",2356,2749.6
"24",314,"1130314","Vizela",19,196.8
"25",107,"1140107","Espinho",74,45.6
"26",1304,"1141304","Gondomar",24,588
"27",1306,"1141306","Maia",882,1155.2
"28",1308,"1141308","Matosinhos",620,768.8
"29",1312,"1141312","Porto",0,17.6
"30",1313,"1141313","Póvoa de Varzim",2509,2200.8
"31",1315,"1141315","Valongo",37,356
"32",1316,"1141316","Vila do Conde",4663,4104
"33",1317,"1141317","Vila Nova de Gaia",459,467.2
"34",1301,"1151301","Amarante",189,1236
"35",1302,"1151302","Baião",80,528.8
"36",304,"1150304","Cabeceiras de Basto",249,556.8
"37",106,"1150106","Castelo de Paiva",0,398.4
"38",305,"1150305","Celorico de Basto",729,894.4
"39",1804,"1151804","Cinfães",70,703.2
"40",1303,"1151303","Felgueiras",200,1048.8
"41",1305,"1151305","Lousada",311,1021.6
"42",1307,"1151307","Marco de Canaveses",58,716.8
"43",1705,"1151705","Mondim de Basto",165,360.8
"44",1309,"1151309","Paços de Ferreira",218,492
"45",1310,"1151310","Paredes",120,848
"46",1311,"1151311","Penafiel",0,1220
"47",1813,"1151813","Resende",73,294.4
"48",1709,"1151709","Ribeira de Pena",132,523.2
"49",104,"1160104","Arouca",921,981.6
"50",113,"1160113","Oliveira de Azeméis",1120,971.2
"51",109,"1160109","Santa Maria da Feira",541,586.4
"52",116,"1160116","São João da Madeira",0,0
"53",119,"1160119","Vale de Cambra",491,352.8
"54",1701,"1171701","Alijó",113,33.6
"55",1801,"1171801","Armamar",0,48.8
"56",403,"1170403","Carrazeda de Ansiães",0,110.4
"57",404,"1170404","Freixo de Espada à Cinta",0,8
"58",1805,"1171805","Lamego",140,107.2
"59",1704,"1171704","Mesão Frio",0,0
"60",1807,"1171807","Moimenta da Beira",445,351.2
"61",1812,"1171812","Penedono",0,94.4
"62",1708,"1171708","Peso da Régua",0,8.8
"63",1710,"1171710","Sabrosa",0,75.2
"64",1711,"1171711","Santa Marta de Penaguião",0,1.6
"65",1815,"1171815","São João da Pesqueira",0,38.4
"66",1818,"1171818","Sernancelhe",407,300.8
"67",1819,"1171819","Tabuaço",0,130.4
"68",1820,"1171820","Tarouca",137,124.8
"69",409,"1170409","Torre de Moncorvo",95,40
"70",410,"1170410","Vila Flor",0,33.6
"71",914,"1170914","Vila Nova de Foz Côa",0,13.6
"72",1714,"1171714","Vila Real",1785,712.8
"73",401,"1180401","Alfândega da Fé",0,18.4
"74",1702,"1181702","Boticas",0,405.6
"75",402,"1180402","Bragança",137,430.4
"76",1703,"1181703","Chaves",1122,2106.4
"77",405,"1180405","Macedo de Cavaleiros",202,94.4
"78",406,"1180406","Miranda do Douro",0,31.2
"79",407,"1180407","Mirandela",0,140
"80",408,"1180408","Mogadouro",0,58.4
"81",1706,"1181706","Montalegre",830,701.6
"82",1707,"1181707","Murça",142,61.6
"83",1712,"1181712","Valpaços",54,567.2
"84",1713,"1181713","Vila Pouca de Aguiar",440,800
"85",411,"1180411","Vimioso",0,116
"86",412,"1180412","Vinhais",69,162.4
"87",101,"1610101","Águeda",1012,594.15
"88",102,"1610102","Albergaria-a-Velha",1891,688.5
"89",103,"1610103","Anadia",202,544
"90",105,"1610105","Aveiro",1637,1124.55
"91",108,"1610108","Estarreja",3456,1295.4
"92",110,"1610110","Ílhavo",418,348.5
"93",111,"1610111","Mealhada",179,312.8
"94",112,"1610112","Murtosa",1913,929.05
"95",114,"1610114","Oliveira do Bairro",211,561.85
"96",115,"1610115","Ovar",1861,870.4
