"Muni_ID","ID","Muni","Pregnant_sows","Non_pregnant_sows","Boars","Pigs_20-50","Pigs_+50","Other_swine"
1601,"1111601","Arcos de Valdevez",0,1.575,0.7,6.475,20.475,6.825
1602,"1111602","Caminha",0,0.525,0.35,2.975,9.275,2.625
1603,"1111603","Melgaço",0,1.225,0.35,3.85,15.75,1.4
1604,"1111604","Monção",0,0.875,0.7,6.65,27.825,3.15
1605,"1111605","Paredes de Coura",0,0.875,0.525,4.55,16.45,3.5
1606,"1111606","Ponte da Barca",0,0.7,0.35,2.625,10.325,2.1
1607,"1111607","Ponte de Lima",0,9.975,2.275,21.525,41.125,17.85
1608,"1111608","Valença",0,6.125,1.925,17.5,34.3,10.675
1609,"1111609","Viana do Castelo",0,1.225,1.575,13.125,48.65,12.25
1610,"1111610","Vila Nova de Cerveira",0,0.35,0.175,1.575,4.9,0.875
301,"1120301","Amares",0,18.2,9.975,88.725,394.975,4.725
302,"1120302","Barcelos",0,1.225,1.575,14.525,48.3,19.075
303,"1120303","Braga",0,1.925,1.05,10.325,28.525,12.95
306,"1120306","Esposende",0,0.525,0.525,4.375,9.275,9.275
310,"1120310","Terras de Bouro",0,1.4,0.7,5.95,7,6.475
313,"1120313","Vila Verde",0,14.35,2.45,21.875,28.175,17.85
307,"1130307","Fafe",0,2.8,1.225,10.675,35.7,7.875
308,"1130308","Guimarães",0,3.325,1.4,11.9,23.625,16.975
309,"1130309","Póvoa de Lanhoso",0,4.9,1.925,17.85,34.125,22.925
1314,"1131314","Santo Tirso",0,3.15,1.75,16.275,47.425,16.45
1318,"1131318","Trofa",0,0,0.35,2.975,12.6,2.975
311,"1130311","Vieira do Minho",0,1.4,1.05,8.225,16.45,9.45
312,"1130312","Vila Nova de Famalicão",0,32.2,19.25,174.125,267.575,182.875
314,"1130314","Vizela",0,0,0.175,0.7,2.625,0.7
107,"1140107","Espinho",0,0,0,0.175,1.05,0
1304,"1141304","Gondomar",0,0.175,0.175,1.575,8.925,0.875
1306,"1141306","Maia",0,0,0.175,1.575,6.125,1.05
1308,"1141308","Matosinhos",0,0.7,0.175,1.575,2.625,1.4
1312,"1141312","Porto",0,0,0,0,0.175,0
1313,"1141313","Póvoa de Varzim",0,14.175,5.95,53.725,147.525,51.975
1315,"1141315","Valongo",0,0,0,0.35,1.4,0.175
1316,"1141316","Vila do Conde",0,0.175,0.35,3.5,15.4,2.975
1317,"1141317","Vila Nova de Gaia",0,2.275,0.35,3.5,10.5,2.275
1301,"1151301","Amarante",0,1.925,1.4,12.425,48.825,10.85
1302,"1151302","Baião",0,0.35,1.05,8.225,41.65,4.55
304,"1150304","Cabeceiras de Basto",0,4.55,1.4,12.25,32.2,13.825
106,"1150106","Castelo de Paiva",0,0.525,0.525,5.075,21.875,4.55
305,"1150305","Celorico de Basto",0,2.45,1.4,11.9,35.875,12.075
1804,"1151804","Cinfães",0,0.525,0.875,7.35,25.025,10.85
1303,"1151303","Felgueiras",0,21.525,11.025,99.05,186.375,129.85
1305,"1151305","Lousada",0,1.05,0.7,6.65,26.075,4.725
1307,"1151307","Marco de Canaveses",0,0.525,0.7,5.95,25.9,5.425
1705,"1151705","Mondim de Basto",0,0.525,0.525,5.425,12.6,10.675
