"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",0,13366.08,189.468,324.288,93.564,468.612,4.248,92.52,229.968
1602,"1111602","Caminha",0,365.76,27.072,14.976,47.16,69.588,10.62,10.62,13.824
1603,"1111603","Melgaço",0,1831.68,38.196,26.1,11.592,50.256,0,6.372,15.084
1604,"1111604","Monção",0,3663.36,57.024,36.72,22.428,48.708,9.576,47.844,21.348
1605,"1111605","Paredes de Coura",0,3398.4,55.584,163.368,40.212,201.06,48.924,154.188,35.172
1606,"1111606","Ponte da Barca",0,3317.76,11.592,66.204,10.044,72.684,19.152,81.864,20.088
1607,"1111607","Ponte de Lima",0,4328.64,261.468,369.252,318.6,788.76,54.216,210.528,86.688
1608,"1111608","Valença",0,953.28,9.18,48.312,57.996,34.812,2.124,44.64,21.348
1609,"1111609","Viana do Castelo",0,2076.48,145.008,313.668,568.368,530.46,44.64,147.78,177.192
1610,"1111610","Vila Nova de Cerveira",0,195.84,49.284,45.432,36.36,95.112,6.372,4.248,3.78
301,"1120301","Amares",0,1866.24,133.884,47.376,1.548,77.328,4.248,4.248,13.824
302,"1120302","Barcelos",0,4193.28,1658.7,3738.816,2110.284,6171.552,170.136,1621.476,409.644
303,"1120303","Braga",0,4688.64,445.104,400.176,429.156,842.868,37.224,145.656,144.504
306,"1120306","Esposende",0,207.36,131.472,448.992,438.444,760.14,12.744,90.36,85.464
310,"1120310","Terras de Bouro",0,2661.12,81.684,42.516,3.096,61.848,1.08,31.896,17.604
313,"1120313","Vila Verde",0,5748.48,206.352,214.092,109.044,341.028,58.464,198.828,41.472
307,"1130307","Fafe",0,3882.24,347.976,72.972,20.88,46.404,1.08,11.7,15.084
308,"1130308","Guimarães",0,3726.72,391.968,305.46,223.488,552.888,36.144,65.916,148.284
309,"1130309","Póvoa de Lanhoso",0,2842.56,169.164,80.712,12.384,109.044,4.248,9.576,18.864
1314,"1131314","Santo Tirso",0,622.08,12.564,274.5,283.032,328.644,10.62,77.616,42.732
1318,"1131318","Trofa",0,164.16,249.876,532.584,273.744,771.732,48.924,343.44,38.952
311,"1130311","Vieira do Minho",0,4659.84,236.808,74.916,10.836,156.204,0,19.152,48.996
312,"1130312","Vila Nova de Famalicão",0,1903.68,585.288,1191.816,561.384,2230.128,22.32,858.06,290.268
314,"1130314","Vizela",0,181.44,18.36,19.332,9.288,17.028,0,0,10.044
107,"1140107","Espinho",0,0,0.468,27.072,0,92.016,0,0,0
1304,"1141304","Gondomar",0,63.36,82.656,23.688,429.948,33.264,6.372,26.568,7.524
1306,"1141306","Maia",0,264.96,77.328,460.116,450.036,624.024,3.204,475.272,57.816
1308,"1141308","Matosinhos",0,192.96,156.6,385.668,292.284,496.44,4.248,137.16,27.648
1312,"1141312","Porto",0,8.64,14.508,0,13.14,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,129.6,286.596,1463.904,346.428,2421.144,18.072,810.216,41.472
1315,"1141315","Valongo",0,97.92,43.992,95.688,316.26,75.78,0,57.42,13.824
1316,"1141316","Vila do Conde",0,380.16,415.152,3221.676,586.152,5238.216,20.196,1220.616,62.82
1317,"1141317","Vila Nova de Gaia",0,190.08,89.892,14.508,85.824,37.908,10.62,6.372,41.472
1301,"1151301","Amarante",0,944.64,94.248,72.504,293.832,104.4,14.868,45.72,43.992
1302,"1151302","Baião",0,901.44,109.224,14.976,30.168,30.924,4.248,47.844,12.564
304,"1150304","Cabeceiras de Basto",0,5163.84,458.172,31.428,9.288,119.844,1.08,19.152,74.124
106,"1150106","Castelo de Paiva",0,446.4,130.968,10.152,71.136,69.588,2.124,25.524,26.388
305,"1150305","Celorico de Basto",0,2560.32,245.016,76.356,122.94,136.08,3.204,120.132,18.864
1804,"1151804","Cinfães",0,3680.64,178.344,104.4,20.88,75.78,3.204,113.76,33.912
1303,"1151303","Felgueiras",0,996.48,375.516,100.044,209.556,257.508,18.072,127.584,79.164
1305,"1151305","Lousada",0,313.92,324.792,78.768,510.372,164.7,7.452,61.668,113.076
1307,"1151307","Marco de Canaveses",0,731.52,79.272,23.184,97.416,22.428,15.948,62.748,28.908
1705,"1151705","Mondim de Basto",0,2113.92,159.48,46.404,62.64,75.024,0,52.092,27.648
1309,"1151309","Paços de Ferreira",0,527.04,12.096,116.964,155.412,179.388,5.328,27.648,22.608
1310,"1151310","Paredes",0,198.72,97.128,82.152,569.916,127.584,27.648,23.4,109.332
1311,"1151311","Penafiel",0,368.64,88.92,86.508,282.24,165.492,12.744,91.44,291.528
1813,"1151813","Resende",0,777.6,20.304,31.428,4.644,40.212,0,22.32,13.824
1709,"1151709","Ribeira de Pena",0,4138.56,377.46,87.948,29.376,184.824,0,133.956,38.952
104,"1160104","Arouca",0,3179.52,187.02,361.98,241.272,546.696,15.948,224.352,61.56
113,"1160113","Oliveira de Azeméis",0,184.32,124.2,504.576,433.8,807.3,23.4,197.784,66.6
109,"1160109","Santa Maria da Feira",0,250.56,73.476,202.5,245.124,258.264,60.588,70.164,35.172
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,1054.08,178.812,43.992,31.716,75.024,11.7,22.32,16.344
1701,"1171701","Alijó",0,118.08,20.772,18.864,5.4,19.332,0,224.352,12.564
1801,"1171801","Armamar",0,0,3.384,0,0,0,2.124,0,1.26
403,"1170403","Carrazeda de Ansiães",0,51.84,36.72,4.356,9.288,23.184,1.08,44.64,3.78
404,"1170404","Freixo de Espada à Cinta",0,17.28,32.364,0,0.756,10.836,0,24.444,0
1805,"1171805","Lamego",0,178.56,20.304,7.236,5.4,20.088,10.62,10.62,7.524
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,31.68,51.228,130.968,61.848,252.072,28.692,359.388,30.168
1812,"1171812","Penedono",0,118.08,9.18,21.276,10.044,17.028,0,9.576,5.04
1708,"1171708","Peso da Régua",0,0,2.916,0,0.756,0,0,0,0
1710,"1171710","Sabrosa",0,106.56,15.48,11.124,1.548,68.04,2.124,83.988,6.3
1711,"1171711","Santa Marta de Penaguião",0,2.88,2.916,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0.468,1.44,2.304,0,0,47.844,1.26
1818,"1171818","Sernancelhe",0,123.84,25.128,31.896,10.044,72.684,20.196,86.112,5.04
1819,"1171819","Tabuaço",0,2.88,12.096,0.468,0.756,2.304,0,28.692,1.26
1820,"1171820","Tarouca",0,267.84,12.096,36.252,13.14,44.856,1.08,49.968,10.044
409,"1170409","Torre de Moncorvo",0,57.6,3.852,0,0,2.304,0,1.08,0
410,"1170410","Vila Flor",0,43.2,39.636,0.972,39.42,14.688,36.144,6.372,2.52
914,"1170914","Vila Nova de Foz Côa",0,11.52,0,0,4.644,6.192,1.08,0,0
1714,"1171714","Vila Real",0,2136.96,410.796,159.012,71.136,391.284,119.088,423.18,87.948
401,"1180401","Alfândega da Fé",0,250.56,21.744,15.48,4.644,43.308,53.172,102.06,18.864
1702,"1181702","Boticas",0,5195.52,506.016,30.456,17.784,47.952,1.08,479.52,98.028
402,"1180402","Bragança",0,4469.76,500.22,112.14,43.308,266.796,43.596,805.968,162.108
1703,"1181703","Chaves",0,2036.16,380.34,278.856,62.64,610.128,26.568,358.308,59.076
405,"1180405","Macedo de Cavaleiros",0,1632.96,432.072,70.56,34.812,395.136,203.076,496.548,133.2
406,"1180406","Miranda do Douro",0,6756.48,596.88,116.964,11.592,344.124,1.08,332.784,80.424
407,"1180407","Mirandela",0,92.16,76.356,27.072,18.576,128.376,15.948,19.152,12.564
408,"1180408","Mogadouro",0,2649.6,314.64,471.204,45.612,695.196,61.668,254.124,69.12
1706,"1181706","Montalegre",0,18279.36,1524.312,131.94,52.596,525.816,45.72,1184.472,329.22
1707,"1181707","Murça",0,74.88,38.196,6.768,9.288,16.236,0,34.02,3.78
1712,"1181712","Valpaços",0,918.72,156.6,54.612,42.516,92.016,9.576,172.26,16.344
1713,"1181713","Vila Pouca de Aguiar",0,4798.08,483.768,205.416,36.36,445.392,14.868,196.704,65.34
411,"1180411","Vimioso",0,1091.52,283.212,34.308,9.288,129.132,11.7,906.948,76.644
412,"1180412","Vinhais",0,3672,490.068,31.428,11.592,158.508,8.496,409.356,66.6
