"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",110.502,0,0,0,0,0
1602,"1111602","Caminha",131.355,0,0,0,0,0
1603,"1111603","Melgaço",34.209,0,0,0,0,0
1604,"1111604","Monção",175.329,0,0,0,0,0
1605,"1111605","Paredes de Coura",25.515,0,0,0,0,0
1606,"1111606","Ponte da Barca",46.809,0,0,0,0,0
1607,"1111607","Ponte de Lima",293.202,0,0,0,0,0
1608,"1111608","Valença",118.377,0,0,0,0,0
1609,"1111609","Viana do Castelo",2509.479,0,0,0,0,0
1610,"1111610","Vila Nova de Cerveira",29.925,0,0,0,0,0
301,"1120301","Amares",79.947,0,0,0,0,0
302,"1120302","Barcelos",756.882,0,0,0,0,0
303,"1120303","Braga",142.443,0,0,0,0,0
306,"1120306","Esposende",111.888,0,0,0,0,0
310,"1120310","Terras de Bouro",33.579,0,0,0,0,0
313,"1120313","Vila Verde",258.678,0,0,0,0,0
307,"1130307","Fafe",59.85,0,0,0,0,0
308,"1130308","Guimarães",1487.871,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",194.103,0,0,0,0,0
1314,"1131314","Santo Tirso",122.535,0,0,0,0,0
1318,"1131318","Trofa",3025.197,0,0,0,0,0
311,"1130311","Vieira do Minho",55.818,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",328.986,0,0,0,0,0
314,"1130314","Vizela",18.018,0,0,0,0,0
107,"1140107","Espinho",2.646,0,0,0,0,0
1304,"1141304","Gondomar",25.767,0,0,0,0,0
1306,"1141306","Maia",387.198,0,0,0,0,0
1308,"1141308","Matosinhos",18.27,0,0,0,0,0
1312,"1141312","Porto",2.016,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",67.662,0,0,0,0,0
1315,"1141315","Valongo",15.876,0,0,0,0,0
1316,"1141316","Vila do Conde",174.762,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",37.107,0,0,0,0,0
1301,"1151301","Amarante",152.082,0,0,0,0,0
1302,"1151302","Baião",66.78,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",622.944,0,0,0,0,0
106,"1150106","Castelo de Paiva",52.92,0,0,0,0,0
305,"1150305","Celorico de Basto",481.635,0,0,0,0,0
1804,"1151804","Cinfães",49.581,0,0,0,0,0
1303,"1151303","Felgueiras",112.329,0,0,0,0,0
1305,"1151305","Lousada",174.573,0,0,0,0,0
1307,"1151307","Marco de Canaveses",63.63,0,0,0,0,0
1705,"1151705","Mondim de Basto",48.447,0,0,0,0,0
1309,"1151309","Paços de Ferreira",130.158,0,0,0,0,0
1310,"1151310","Paredes",50.778,0,0,0,0,0
1311,"1151311","Penafiel",65.016,0,0,0,0,0
1813,"1151813","Resende",37.107,0,0,0,0,0
1709,"1151709","Ribeira de Pena",50.148,0,0,0,0,0
104,"1160104","Arouca",372.204,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",665.784,0,0,0,0,0
109,"1160109","Santa Maria da Feira",46.305,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",975.618,0,0,0,0,0
1701,"1171701","Alijó",11.277,0,0,0,0,0
1801,"1171801","Armamar",4.473,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",18.9,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",1.071,0,0,0,0,0
1805,"1171805","Lamego",23.688,0,0,0,0,0
1704,"1171704","Mesão Frio",1.386,0,0,0,0,0
1807,"1171807","Moimenta da Beira",997.983,0,0,0,0,0
1812,"1171812","Penedono",336.294,0,0,0,0,0
